ensemble_size,calibration_batches,edge_per_t,evidences_per_t,T,real_epsilon,mu,rho,estimated_epsilon,time_calibration,distance_epsilon
1,400,64,4,64,0.08754196734186337,0.4743510494661902,16,0.026000000000000002,12.07644009590149,0.06154196734186337
1,400,64,4,128,0.3757256845407267,0.36878317557658413,16,0.3163,20.48320960998535,0.059425684540726664
1,400,64,4,256,0.13951843834605732,0.0625565917317839,16,0.1698,37.080127000808716,0.03028156165394269
1,400,64,8,16,0.2872236769023722,0.09387928221859793,16,0.1516,5.795335292816162,0.1356236769023722
1,400,64,8,32,0.05705993648496749,0.3475591452098842,16,0.0292,7.858957767486572,0.027859936484967488
1,400,64,8,64,0.3255354088493254,0.48660622546413695,16,0.3037,12.028281927108765,0.02183540884932539
1,400,64,8,128,0.2728627295867561,0.375127640830415,16,0.31620000000000004,20.426400661468506,0.04333727041324392
1,400,64,8,256,0.20715221595326117,0.3639597658574198,16,0.1709,37.05004835128784,0.03625221595326117
1,400,64,16,16,0.14255850611256826,0.14589937975031747,16,0.2922,5.782430171966553,0.14964149388743175
1,400,64,16,32,0.25039671172885736,0.3425861326863548,16,0.2645,7.886818170547485,0.014103288271142655
1,400,64,16,64,0.0575233886365597,0.12104829331041,16,0.0477,12.096913576126099,0.009823388636559703
1,400,64,16,128,0.46786819465355745,0.04914037232901042,16,0.4305,20.505911111831665,0.03736819465355745
1,400,64,16,256,0.29641513143122505,0.1400062547246067,16,0.25680000000000003,37.25846838951111,0.039615131431225026
1,400,1,2,16,0.46213579037372965,0.06236857345852831,16,0.4481,5.495805501937866,0.01403579037372965
1,400,1,2,32,0.24561252213600004,0.12565019436678554,16,0.1419,7.2904088497161865,0.10371252213600005
1,400,1,2,64,0.3697896290506937,0.3178593507846669,16,0.44220000000000004,10.843677759170532,0.07241037094930636
1,400,1,2,128,0.46857808053840666,0.29153460256765223,16,0.4762,18.00619077682495,0.007621919461593352
1,400,1,2,256,0.29685550357860946,0.4281130479844206,16,0.3088,32.35224771499634,0.01194449642139056
1,400,1,4,16,0.14854997367523393,0.31760016868374497,16,0.215,5.4855053424835205,0.06645002632476607
1,400,1,4,32,0.33258558782206915,0.2678585258765548,16,0.2303,7.284687280654907,0.10228558782206915
1,400,1,4,64,0.0709620720062642,0.4224374623371015,16,0.001,10.846516370773315,0.0699620720062642
1,400,1,4,128,0.4178072864599146,0.15077465110313704,16,0.4697,18.02232074737549,0.0518927135400854
1,400,1,4,256,0.09168315071451871,0.2913426428050334,16,0.09390000000000001,32.376004457473755,0.0022168492854812982
1,400,1,8,16,0.3832905158934869,0.13255375676011816,16,0.34750000000000003,5.515417814254761,0.03579051589348686
1,400,1,8,32,0.2802167131102185,0.22939214015639464,16,0.2647,7.314249515533447,0.015516713110218516
1,400,1,8,64,0.3895115157366485,0.001883840298022077,16,0.4657,10.86283016204834,0.07618848426335151
1,400,1,8,128,0.08631841332519047,0.1450179221749322,16,0.047900000000000005,18.00827693939209,0.03841841332519046
1,400,1,8,256,0.2853380719508761,0.4634535678861692,16,0.34740000000000004,32.21349000930786,0.062061928049123916
1,400,1,16,16,0.41416809277195354,0.3979203498517195,16,0.2793,5.60650372505188,0.13486809277195355
1,400,1,16,32,0.43191850424005984,0.3619683938376229,16,0.4998,7.300411701202393,0.06788149575994018
1,400,1,16,64,0.1725938270756367,0.4213834978682511,16,0.29150000000000004,10.857514142990112,0.11890617292436334
1,400,1,16,128,0.18154764199762458,0.18407923371827384,16,0.263,18.012948036193848,0.08145235800237544
1,400,1,16,256,0.14842734638404137,0.37059229024661844,16,0.2646,32.391215562820435,0.11617265361595863
1,400,4,2,16,0.2884671912894598,0.38366449758039034,16,0.1124,5.7933189868927,0.1760671912894598
1,400,4,2,32,0.4556196588520017,0.35948966735191135,16,0.46890000000000004,7.871570110321045,0.013280341147998365
1,400,4,2,64,0.42606467159784384,0.19729110153394136,16,0.43960000000000005,12.064486980438232,0.01353532840215621
1,400,4,2,128,0.19080105010988407,0.2736165040700879,16,0.1359,20.448349952697754,0.05490105010988408
1,400,4,2,256,0.20495415117780214,0.35986463617546643,16,0.1145,37.167088985443115,0.09045415117780213
1,400,4,4,16,0.2048430332898747,0.42286790584857775,16,0.3382,5.806704521179199,0.1333569667101253
1,400,4,4,32,0.1981995970671559,0.13723958007153914,16,0.1666,7.897642374038696,0.0315995970671559
1,400,4,4,64,0.46235755633765574,0.4877504122677519,16,0.4914,12.058987379074097,0.029042443662344264
1,400,4,4,128,0.14866018484087523,0.2860704531316556,16,0.2202,20.441803693771362,0.07153981515912478
1,400,4,4,256,0.11889821933841804,0.46797388744758855,16,0.1515,37.18926215171814,0.03260178066158195
1,400,4,8,16,0.24104273779694163,0.08680708833410666,16,0.006900000000000001,5.795917987823486,0.23414273779694164
1,400,4,8,32,0.471597188209711,0.23694734330896955,16,0.3118,7.88305401802063,0.159797188209711
1,400,4,8,64,0.2534914966441709,0.09876063241385957,16,0.22210000000000002,12.042586088180542,0.0313914966441709
1,400,4,8,128,0.02468821704726626,0.11774282348931803,16,0.0067,20.444828748703003,0.017988217047266258
1,400,4,8,256,0.3983109605528102,0.08920104058548772,16,0.4908,37.033897161483765,0.09248903944718984
1,400,4,16,16,0.08406435908874804,0.19928448735917242,16,0.0814,5.796560049057007,0.0026643590887480417
1,400,4,16,32,0.47058422664926536,0.36889550788424164,16,0.4989,7.888206958770752,0.028315773350734652
1,400,4,16,64,0.007567758577469108,0.05232772549270631,16,0.0819,12.052748441696167,0.07433224142253089
1,400,4,16,128,0.4490472639933587,0.47075021254896937,16,0.49960000000000004,20.414066791534424,0.05055273600664134
1,400,4,16,256,0.43858760687475157,0.1626273397492607,16,0.4993,37.196061849594116,0.060712393125248454
1,400,16,2,16,0.47141191392533444,0.4951560598479405,16,0.12350000000000001,5.791773080825806,0.34791191392533444
1,400,16,2,32,0.007926277476035304,0.2798712380065183,16,0.12000000000000001,7.8993377685546875,0.1120737225239647
1,400,16,2,64,0.09694010229528416,0.02671751433080971,16,0.28,12.027201414108276,0.18305989770471587
1,400,16,2,128,0.21791137835234192,0.1271002089312694,16,0.1621,20.38961625099182,0.05581137835234193
1,400,16,2,256,0.23910370977596945,0.18862335095114924,16,0.2306,37.03595852851868,0.008503709775969454
1,400,16,4,16,0.3828821470029203,0.04525960729563322,16,0.3541,5.806853771209717,0.028782147002920255
1,400,16,4,32,0.26217917164167637,0.07579540751500369,16,0.43820000000000003,7.909017562866211,0.17602082835832367
1,400,16,4,64,0.05830161074102197,0.38906505541390696,16,0.161,12.083230257034302,0.10269838925897803
1,400,16,4,128,0.41310121044596315,0.3353090907835574,16,0.3864,20.429513931274414,0.02670121044596313
1,400,16,4,256,0.1565639873763618,0.05717473103231202,16,0.1277,37.168047189712524,0.028863987376361783
1,400,16,8,16,0.28285980390140847,0.3405905453119699,16,0.43670000000000003,5.802392244338989,0.15384019609859156
1,400,16,8,32,0.10918167624643815,0.040528134333992105,16,0.082,7.887667179107666,0.02718167624643815
1,400,16,8,64,0.029502962771899233,0.0025424084317798856,16,0.2268,12.072530746459961,0.19729703722810077
1,400,16,8,128,0.1973572983019058,0.2931842154546414,16,0.23040000000000002,20.490700483322144,0.03304270169809423
1,400,16,8,256,0.26795839894512186,0.24581641503555018,16,0.27140000000000003,37.05014181137085,0.003441601054878174
1,400,16,16,16,0.26679019256229336,0.4385375913566478,16,0.364,5.786164283752441,0.09720980743770663
1,400,16,16,32,0.23102392095501478,0.24131224809802437,16,0.1947,7.879251956939697,0.03632392095501477
1,400,16,16,64,0.3593636200513239,0.4364256450556305,16,0.38870000000000005,12.047763586044312,0.02933637994867616
1,400,16,16,128,0.0545189581061617,0.4754500184389972,16,0.0217,20.430406093597412,0.0328189581061617
1,400,16,16,256,0.020704213363335056,0.1875322062479287,16,0.1213,36.98198628425598,0.10059578663666495
1,400,64,2,16,0.1984212863614735,0.3504772243325498,16,0.1504,5.89673113822937,0.048021286361473486
1,400,64,2,32,0.05866871399228751,0.014292817153545356,16,0.3514,7.918446063995361,0.2927312860077125
1,400,64,2,64,0.19784660408748633,0.17105510410547647,16,0.21250000000000002,12.103855609893799,0.01465339591251369
1,400,64,2,128,0.2332856507533677,0.4117503473071805,16,0.3065,20.533895254135132,0.07321434924663228
1,400,64,2,256,0.16616626644706345,0.41949497401329006,16,0.19160000000000002,37.33521914482117,0.02543373355293657
1,400,64,4,16,0.12051018176451833,0.42467967345863367,16,0.2722,5.788812160491943,0.15168981823548167
1,400,64,4,32,0.02138332400962245,0.028964976927517372,16,0.4002,7.936736822128296,0.37881667599037755
1,400,64,4,64,0.3491029159870221,0.06475408072609556,16,0.3488,12.119263887405396,0.0003029159870220899
1,400,64,4,128,0.3523628439216249,0.36724010095161363,16,0.42600000000000005,20.607399940490723,0.07363715607837512
1,400,64,4,256,0.36246404168423585,0.3339490341319606,16,0.39840000000000003,37.462268114089966,0.03593595831576418
1,400,64,8,16,0.4378396329613798,0.18245910754258038,16,0.46680000000000005,5.833285093307495,0.02896036703862026
1,400,64,8,32,0.2905093852516616,0.15248357746376118,16,0.3012,7.929635047912598,0.010690614748338434
1,400,64,8,64,0.20655624422327523,0.12968399864716657,16,0.17950000000000002,12.116429567337036,0.02705624422327521
1,400,64,8,128,0.2754727961410939,0.13877341690812217,16,0.277,20.58506202697754,0.0015272038589061454
1,400,64,8,256,0.3075625296546117,0.32156360666107375,16,0.3453,37.28677415847778,0.03773747034538827
1,400,64,16,16,0.09389714482688521,0.006538929710482699,16,0.48150000000000004,5.803232669830322,0.3876028551731148
1,400,64,16,32,0.17306969457025395,0.017118603430010648,16,0.10360000000000001,7.884245157241821,0.06946969457025394
1,400,64,16,64,0.14744315030853222,0.4825785889082243,16,0.1139,12.087697744369507,0.03354315030853222
1,400,64,16,128,0.47022751240383004,0.3966553175250641,16,0.4983,20.47298765182495,0.02807248759616998
1,400,64,16,256,0.24446809230005295,0.49057763171734187,16,0.2325,37.18982982635498,0.01196809230005294
1,400,1,2,16,0.33652405384435247,0.4174186492140301,16,0.1426,5.677246332168579,0.19392405384435246
1,400,1,2,32,0.3644247840974857,0.400118827727636,16,0.4312,7.31684136390686,0.06677521590251434
1,400,1,2,64,0.04095729709220586,0.38559889427325994,16,0.031200000000000002,10.87547779083252,0.009757297092205856
1,400,1,2,128,0.07739934371962687,0.4216188651360069,16,0.1245,17.998207807540894,0.04710065628037313
1,400,1,2,256,0.3648555984685313,0.3650841415717602,16,0.43060000000000004,32.28621315956116,0.06574440153146877
1,400,1,4,16,0.16401755558224718,0.13043690709671085,16,0.125,5.525033235549927,0.039017555582247176
1,400,1,4,32,0.21689123898932178,0.028886135758755704,16,0.2571,7.303160905838013,0.04020876101067822
1,400,1,4,64,0.40561542933389755,0.45272199953081826,16,0.385,10.809201717376709,0.02061542933389754
1,400,1,4,128,0.11951432408826163,0.4621222574519126,16,0.15410000000000001,17.961642026901245,0.03458567591173839
1,400,1,4,256,0.38185378847803814,0.25365871982429755,16,0.41590000000000005,32.20286440849304,0.03404621152196191
1,400,1,8,16,0.1307632512687526,0.22855740356651716,16,0.1522,5.513848781585693,0.0214367487312474
1,400,1,8,32,0.21632678993865478,0.05709664668543685,16,0.18760000000000002,7.296145677566528,0.028726789938654768
1,400,1,8,64,0.13374712162229363,0.27092054446403907,16,0.17450000000000002,10.859111785888672,0.040752878377706386
1,400,1,8,128,0.31318291479274807,0.11154732222157782,16,0.2021,18.005294799804688,0.11108291479274807
1,400,1,8,256,0.13933998160003247,0.48572499234018446,16,0.16620000000000001,32.16720771789551,0.026860018399967545
1,400,1,16,16,0.06244123240978855,0.0297538574072565,16,0.13340000000000002,5.4776084423065186,0.07095876759021147
1,400,1,16,32,0.4565495090797742,0.04162888550253924,16,0.3799,7.268716096878052,0.07664950907977419
1,400,1,16,64,0.4609316688413015,0.07098780205881661,16,0.3763,10.80953335762024,0.08463166884130147
1,400,1,16,128,0.3472860473657399,0.2502589922213207,16,0.3254,17.962545156478882,0.021886047365739902
1,400,1,16,256,0.437249370980935,0.4327845428465298,16,0.4892,32.19135236740112,0.051950629019065
1,400,4,2,16,0.35476959967393185,0.044946971930968194,16,0.4827,5.7622175216674805,0.12793040032606817
1,400,4,2,32,0.1818052529940659,0.43823349967429315,16,0.1706,7.872844457626343,0.011205252994065912
1,400,4,2,64,0.0036605328390226233,0.07983687304878534,16,0.0027,12.009222269058228,0.0009605328390226231
1,400,4,2,128,0.19479570246075933,0.010662480378183237,16,0.23,20.337239980697632,0.035204297539240675
1,400,4,2,256,0.13487222136020616,0.3783617117780337,16,0.1336,36.93931221961975,0.0012722213602061605
1,400,4,4,16,0.14157973052965928,0.1971246614123729,16,0.3554,5.7801525592803955,0.21382026947034072
1,400,4,4,32,0.27042923888637593,0.30826435468116464,16,0.1907,7.852083683013916,0.07972923888637592
1,400,4,4,64,0.44445638614683836,0.49562721601114945,16,0.39130000000000004,11.993122577667236,0.05315638614683832
1,400,4,4,128,0.3446442156554921,0.39652396839025306,16,0.49410000000000004,20.359443187713623,0.14945578434450796
1,400,4,4,256,0.412897638660371,0.18558657134691314,16,0.3604,36.89551401138306,0.05249763866037099
1,400,4,8,16,0.24372545896802333,0.37598672674026523,16,0.17270000000000002,5.7855224609375,0.07102545896802331
1,400,4,8,32,0.20553233998807036,0.2983231481804168,16,0.4046,7.8618223667144775,0.19906766001192966
1,400,4,8,64,0.3860243246103862,0.023472475756375566,16,0.2285,12.034398555755615,0.1575243246103862
1,400,4,8,128,0.36735298133756195,0.0005521450302681252,16,0.4917,20.404741287231445,0.12434701866243808
1,400,4,8,256,0.08820015273638243,0.056761116903172426,16,0.33390000000000003,37.06846761703491,0.2456998472636176
1,400,4,16,16,0.45962938099783496,0.32701668939311673,16,0.3645,5.780489921569824,0.09512938099783497
1,400,4,16,32,0.025086341130014567,0.016904463884895693,16,0.0955,7.8748779296875,0.07041365886998543
1,400,4,16,64,0.030487668976897364,0.0376239693495482,16,0.08320000000000001,12.029855012893677,0.052712331023102646
1,400,4,16,128,0.14613322327050582,0.12763041759458493,16,0.3175,20.36870837211609,0.17136677672949419
1,400,4,16,256,0.40211770957932874,0.2566254964365104,16,0.3941,36.97006297111511,0.008017709579328736
1,400,16,2,16,0.339158797025093,0.3805464183900639,16,0.22510000000000002,5.787103652954102,0.11405879702509297
1,400,16,2,32,0.19389291126286828,0.31321876927812936,16,0.31870000000000004,7.876321792602539,0.12480708873713175
1,400,16,2,64,0.37892084335103127,0.4560104067833611,16,0.389,12.100336790084839,0.010079156648968746
1,400,16,2,128,0.3997197970816374,0.4817543965458826,16,0.33640000000000003,20.389456748962402,0.06331979708163737
1,400,16,2,256,0.11927710542894387,0.0880085031526685,16,0.14780000000000001,37.115229845047,0.02852289457105614
1,400,16,4,16,0.11926308810584524,0.280926161137063,16,0.44620000000000004,5.791028261184692,0.3269369118941548
1,400,16,4,32,0.48416488272294844,0.03710092275220056,16,0.18760000000000002,7.879968166351318,0.29656488272294845
1,400,16,4,64,0.4802299181664821,0.28263509610803206,16,0.5,12.074199199676514,0.019770081833517916
1,400,16,4,128,0.47786530340703093,0.37378215682751353,16,0.32120000000000004,20.449499130249023,0.1566653034070309
1,400,16,4,256,0.0541957285670856,0.11797592671454238,16,0.1014,37.19302439689636,0.047204271432914405
1,400,16,8,16,0.008746032142641524,0.08460299937691396,16,0.183,5.7951133251190186,0.17425396785735847
1,400,16,8,32,0.4665101764422507,0.09681497140170148,16,0.3728,7.861664295196533,0.09371017644225066
1,400,16,8,64,0.05003523361987611,0.388945856969519,16,0.2509,12.005364418029785,0.2008647663801239
1,400,16,8,128,0.3920041124473311,0.10781401676681984,16,0.3289,20.359323978424072,0.06310411244733105
1,400,16,8,256,0.33933099228602964,0.33934421837014467,16,0.44260000000000005,37.00154519081116,0.1032690077139704
1,400,16,16,16,0.0019688925785011913,0.414220495182291,16,0.3678,5.778292179107666,0.3658311074214988
1,400,16,16,32,0.3757803419361364,0.1491922495717362,16,0.024,7.8764472007751465,0.3517803419361364
1,400,16,16,64,0.3431357526197781,0.3504493836021011,16,0.3759,12.042699575424194,0.032764247380221934
1,400,16,16,128,0.02283723455956682,0.3743105289355357,16,0.20670000000000002,20.345229387283325,0.1838627654404332
1,400,16,16,256,0.1378403939685553,0.356830814250023,16,0.1252,36.96259927749634,0.012640393968555291
1,400,64,2,16,0.39883241173555933,0.1559896197817875,16,0.45740000000000003,5.811383485794067,0.058567588264440695
1,400,64,2,32,0.4972006273169594,0.41148146061215846,16,0.4288,7.911661148071289,0.0684006273169594
1,400,64,2,64,0.08166725063502722,0.4175562190338022,16,0.0134,12.111079931259155,0.06826725063502723
1,400,64,2,128,0.19927892756589277,0.2783494177230297,16,0.1647,20.466219663619995,0.03457892756589276
1,400,64,2,256,0.26298946533235784,0.11733667935402314,16,0.30260000000000004,37.325663566589355,0.039610534667642194
1,400,64,4,16,0.15768624452826774,0.19437067722072948,16,0.07730000000000001,5.823142766952515,0.08038624452826773
1,400,64,4,32,0.3679637848879569,0.3435294749710233,16,0.4243,7.908855676651001,0.05633621511204312
1,400,64,4,64,0.15858695615828228,0.0936866361022698,16,0.0618,12.10971474647522,0.09678695615828228
1,400,64,4,128,0.11324464294650083,0.007294104441701588,16,0.4632,20.46041774749756,0.34995535705349917
1,400,64,4,256,0.2953849191690751,0.11895927929620093,16,0.3186,37.12521719932556,0.023215080830924884
1,400,64,8,16,0.022586563022375772,0.08296211847693374,16,0.10980000000000001,5.780361652374268,0.08721343697762424
1,400,64,8,32,0.10981141543723755,0.36200398542658846,16,0.2505,7.8850274085998535,0.14068858456276245
1,400,64,8,64,0.43100959556992324,0.1797559409287276,16,0.41100000000000003,12.058273315429688,0.02000959556992321
1,400,64,8,128,0.43369800265794334,0.31647924299724006,16,0.45580000000000004,20.45742440223694,0.0221019973420567
1,400,64,8,256,0.3032472949804582,0.030735708153917407,16,0.27290000000000003,37.177870988845825,0.030347294980458184
1,400,64,16,16,0.030894614965367995,0.11775097776246113,16,0.099,5.81261134147644,0.06810538503463201
1,400,64,16,32,0.01731913432876797,0.26411696585783323,16,0.12860000000000002,7.915841102600098,0.11128086567123205
1,400,64,16,64,0.2542422263828636,0.48993788426345664,16,0.2901,12.071611166000366,0.035857773617136435
1,400,64,16,128,0.173733912832792,0.4607615589641038,16,0.2039,20.4450843334198,0.030166087167208006
1,400,64,16,256,0.3487236851938451,0.2516982525403025,16,0.3093,37.13168168067932,0.03942368519384509
1,400,1,2,16,0.0190161476260845,0.4825904947042241,16,0.108,5.514203071594238,0.0889838523739155
1,400,1,2,32,0.13458546840259955,0.03845549059568637,16,0.218,7.29962420463562,0.08341453159740045
1,400,1,2,64,0.36800213465715703,0.076550905969204,16,0.4224,10.86962366104126,0.054397865342842966
1,400,1,2,128,0.2189231935460781,0.3121755695756993,16,0.33390000000000003,18.03226637840271,0.11497680645392194
1,400,1,2,256,0.1569839880545149,0.0940795608389991,16,0.1321,32.18360948562622,0.024883988054514916
1,400,1,4,16,0.2097852150612683,0.05315704704318486,16,0.1961,5.500001668930054,0.013685215061268297
1,400,1,4,32,0.4414740475024949,0.49380608068456194,16,0.43620000000000003,7.309390068054199,0.005274047502494883
1,400,1,4,64,0.22340926126340643,0.26945961887866676,16,0.2969,10.881785869598389,0.07349073873659356
1,400,1,4,128,0.3766690508628306,0.38242361270799924,16,0.384,17.989871501922607,0.007330949137169418
1,400,1,4,256,0.4985775608957238,0.4714376587099646,16,0.4738,32.21834397315979,0.024777560895723805
1,400,1,8,16,0.1633558289106803,0.2602423587657794,16,0.1759,5.509654521942139,0.012544171089319711
1,400,1,8,32,0.4084668147597657,0.3670323666959694,16,0.3896,7.423754453659058,0.018866814759765704
1,400,1,8,64,0.1568846341223088,0.42198191176819516,16,0.3005,10.86827039718628,0.1436153658776912
1,400,1,8,128,0.015446872567070835,0.4819818610853501,16,0.0329,18.026038885116577,0.017453127432929164
1,400,1,8,256,0.05656532654461982,0.4603263380430592,16,0.0737,32.22768521308899,0.01713467345538018
1,400,1,16,16,0.438793618167743,0.24557919793726163,16,0.4501,5.5062620639801025,0.011306381832257018
1,400,1,16,32,0.1929993121959514,0.09544935070650779,16,0.45640000000000003,7.306439161300659,0.2634006878040486
1,400,1,16,64,0.062131387496894175,0.435572586197023,16,0.0766,10.884253740310669,0.014468612503105827
1,400,1,16,128,0.15784970204586357,0.09922836552077086,16,0.24960000000000002,18.02678942680359,0.09175029795413644
1,400,1,16,256,0.3610066648271526,0.11040094638191394,16,0.37770000000000004,32.20676851272583,0.016693335172847434
1,400,4,2,16,0.23148403765625275,0.13929334822790773,16,0.2836,5.78129768371582,0.05211596234374727
1,400,4,2,32,0.3152312228953977,0.26594057552171574,16,0.4127,7.844388723373413,0.09746877710460233
1,400,4,2,64,0.3647255389587777,0.01159660301584331,16,0.39640000000000003,12.007442712783813,0.031674461041222346
1,400,4,2,128,0.013209792580594015,0.1925882481089266,16,0.029300000000000003,20.438114166259766,0.016090207419405988
1,400,4,2,256,0.1774318903440137,0.022413598417136693,16,0.1448,37.071996212005615,0.032631890344013675
1,400,4,4,16,0.21452114853102378,0.02496614648948625,16,0.0608,5.777294635772705,0.15372114853102378
1,400,4,4,32,0.23011169126182845,0.3351367283907016,16,0.2285,7.996423959732056,0.0016116912618284462
1,400,4,4,64,0.45460825001694094,0.37014059029539104,16,0.49970000000000003,12.040804147720337,0.04509174998305909
1,400,4,4,128,0.08922557695259259,0.12099023028161682,16,0.0777,20.36246418952942,0.011525576952592584
1,400,4,4,256,0.20727377969054367,0.29767425688224175,16,0.19140000000000001,37.0943808555603,0.015873779690543655
1,400,4,8,16,0.1493187843721363,0.24683726201786854,16,0.4849,5.7940545082092285,0.3355812156278637
1,400,4,8,32,0.041502884262998696,0.30121310681125235,16,0.3204,7.878468751907349,0.2788971157370013
1,400,4,8,64,0.2380226854406372,0.2678152878683043,16,0.14930000000000002,12.040886640548706,0.08872268544063719
1,400,4,8,128,0.3739231396575406,0.28366914493851186,16,0.42150000000000004,20.375898599624634,0.04757686034245945
1,400,4,8,256,0.1413334742856503,0.314590418885063,16,0.17650000000000002,37.025949478149414,0.03516652571434972
1,400,4,16,16,0.11267158810520084,0.15266490123512494,16,0.0443,5.806492805480957,0.06837158810520083
1,400,4,16,32,0.026035064076019798,0.30749075652137925,16,0.1973,7.92389440536499,0.1712649359239802
1,400,4,16,64,0.35731411613077013,0.031173959330510537,16,0.3311,12.054825067520142,0.026214116130770126
1,400,4,16,128,0.438343136381398,0.47436045395666593,16,0.38780000000000003,20.36081290245056,0.05054313638139796
1,400,4,16,256,0.32501843955972226,0.3069872112301893,16,0.32170000000000004,37.00588655471802,0.0033184395597222194
1,400,16,2,16,0.20313631980193336,0.06638226911772699,16,0.333,5.793696880340576,0.12986368019806666
1,400,16,2,32,0.13785826603279078,0.07968367596132869,16,0.4958,7.873021364212036,0.35794173396720924
1,400,16,2,64,0.43533368465891475,0.0433474130161316,16,0.4958,12.065818786621094,0.060466315341085264
1,400,16,2,128,0.08596801443174945,0.22306266476378228,16,0.1481,20.43394708633423,0.06213198556825056
1,400,16,2,256,0.24605333613547403,0.02587657351913769,16,0.1899,36.97900938987732,0.05615333613547402
1,400,16,4,16,0.22198923896746509,0.4314541440351526,16,0.0005,5.795902967453003,0.22148923896746509
1,400,16,4,32,0.22747692680298431,0.42319702792457653,16,0.3655,7.889062404632568,0.13802307319701568
1,400,16,4,64,0.4049567628770579,0.22485967230201126,16,0.2636,12.069030523300171,0.1413567628770579
1,400,16,4,128,0.3532950861131176,0.24800902682960063,16,0.3326,20.448024034500122,0.0206950861131176
1,400,16,4,256,0.32566899808951405,0.4404063386602309,16,0.3776,37.183210372924805,0.05193100191048594
1,400,16,8,16,0.02261258096666008,0.09701302723582139,16,0.20170000000000002,5.80754280090332,0.17908741903333994
1,400,16,8,32,0.12468570613168889,0.1371096018378823,16,0.29410000000000003,7.906051397323608,0.16941429386831114
1,400,16,8,64,0.21265250101687172,0.33432380104362364,16,0.22,12.087240219116211,0.007347498983128281
1,400,16,8,128,0.40196411827044043,0.36227035838967697,16,0.3835,20.430574417114258,0.01846411827044042
1,400,16,8,256,0.132116377144554,0.1018685413824666,16,0.06470000000000001,36.97262167930603,0.06741637714455398
1,400,16,16,16,0.04537571046931327,0.03528505269943044,16,0.4665,5.786849737167358,0.42112428953068676
1,400,16,16,32,0.1798710026673559,0.332433830780541,16,0.34240000000000004,7.885162591934204,0.16252899733264414
1,400,16,16,64,0.37984237301030654,0.17608278872308797,16,0.4431,12.053059339523315,0.06325762698969345
1,400,16,16,128,0.45380377983558656,0.24537729747230252,16,0.49810000000000004,20.399998664855957,0.04429622016441348
1,400,16,16,256,0.1404376255601152,0.39320660248399625,16,0.082,37.06343340873718,0.05843762556011518
1,400,64,2,16,0.168316791685373,0.06550355789885959,16,0.0692,5.8141701221466064,0.099116791685373
1,400,64,2,32,0.2315630319178349,0.43792593618225323,16,0.32230000000000003,7.919588565826416,0.09073696808216514
1,400,64,2,64,0.47040665157858746,0.3552594192053523,16,0.42060000000000003,12.084404945373535,0.049806651578587435
1,400,64,2,128,0.38631283240148667,0.13131826782842848,16,0.36560000000000004,20.458961725234985,0.020712832401486636
1,400,64,2,256,0.08077250113361484,0.29929602736451705,16,0.14780000000000001,37.16057229042053,0.06702749886638518
1,400,64,4,16,0.2577429311683902,0.46651773398651436,16,0.27440000000000003,5.808987617492676,0.016657068831609834
1,400,64,4,32,0.06594085267472194,0.438925949546412,16,0.0221,7.883479595184326,0.04384085267472194
1,400,64,4,64,0.32587789284023866,0.008745347021578531,16,0.314,12.065682649612427,0.011877892840238657
1,400,64,4,128,0.3183021485205121,0.12195806250931795,16,0.2898,20.573139429092407,0.028502148520512083
1,400,64,4,256,0.010544346033314389,0.4288472817164696,16,0.013900000000000001,37.24225044250488,0.003355653966685612
1,400,64,8,16,0.4915717305915375,0.16403269921188257,16,0.47200000000000003,5.8028528690338135,0.019571730591537495
1,400,64,8,32,0.05014985699693003,0.07138501541563752,16,0.29410000000000003,7.925716400146484,0.24395014300307
1,400,64,8,64,0.14834312628151686,0.43634780993899325,16,0.12140000000000001,12.113750457763672,0.02694312628151685
1,400,64,8,128,0.4724446126271953,0.39004668681039834,16,0.4862,20.482566356658936,0.01375538737280474
1,400,64,8,256,0.02775481986080547,0.1518731976945505,16,0.059800000000000006,37.30509877204895,0.03204518013919454
1,400,64,16,16,0.3580433950677728,0.3999719661356197,16,0.33030000000000004,5.816818952560425,0.027743395067772736
1,400,64,16,32,0.07993922893416511,0.34059557476414837,16,0.126,7.978611946105957,0.04606077106583489
1,400,64,16,64,0.24658305357829396,0.2787258891045366,16,0.2601,12.108608484268188,0.013516946421706033
1,400,64,16,128,0.05244748111242026,0.1370308057584272,16,0.1706,20.473085403442383,0.11815251888757974
1,400,64,16,256,0.3235761661987935,0.28559947640115074,16,0.3301,37.12915086746216,0.0065238338012065245
1,400,1,2,16,0.03217702434009767,0.3363724236463198,16,0.1691,5.498276710510254,0.13692297565990233
1,400,1,2,32,0.06634400752012048,0.1525038457944365,16,0.21830000000000002,7.2785937786102295,0.15195599247987954
1,400,1,2,64,0.11931320693006459,0.15182946874381376,16,0.23620000000000002,10.835524082183838,0.11688679306993544
1,400,1,2,128,0.2168941201392055,0.28922685834134854,16,0.2647,17.940520763397217,0.04780587986079449
1,400,1,2,256,0.3263732241986042,0.36158598182594487,16,0.42300000000000004,32.24465346336365,0.09662677580139584
1,400,1,4,16,0.34811201387695767,0.04210961713215233,16,0.24680000000000002,5.506768703460693,0.10131201387695765
1,400,1,4,32,0.04593240713199592,0.19917778377054562,16,0.0021000000000000003,7.315754413604736,0.043832407131995925
1,400,1,4,64,0.10055425286935726,0.08365867212115397,16,0.258,10.864625930786133,0.15744574713064274
