,epsilon,distance_epsilon,sum_ab,evidences_per_t,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
0,0.4395,0.01050000000000001,1.0,5,30.860788583755493,0.45,0.6,100,100,8,1,200
1,0.1048,0.0252,0.1,10,29.39494514465332,0.13,0.19999999999999998,100,100,1,1,200
2,0.0603,0.06970000000000001,0.1,5,29.8305766582489,0.13,0.8399999999999999,100,100,8,1,200
3,0.1376,0.1276,1.0,20,27.403114557266235,0.01,0.12,100,100,1,1,200
4,0.18610000000000002,0.05610000000000001,1.0,40,26.73541808128357,0.13,0.12,100,100,1,1,200
5,0.2535,0.1235,1.0,10,26.660062313079834,0.13,0.04,100,100,16,1,200
6,0.15080000000000002,0.0592,0.1,20,26.87127137184143,0.21000000000000002,0.6799999999999999,100,100,4,1,200
7,0.2073,0.04269999999999999,0.1,5,27.872883319854736,0.25,0.6,100,100,16,1,200
8,0.16970000000000002,0.03970000000000001,0.1,40,23.636998891830444,0.13,0.12,100,100,1,1,200
9,0.2466,0.0834,10.0,5,31.410213947296143,0.33,0.4399999999999999,100,100,8,1,200
10,0.020200000000000003,0.010200000000000002,1.0,10,25.239115715026855,0.01,0.9199999999999999,100,100,1,1,200
11,0.3516,0.018399999999999972,0.1,10,28.17667245864868,0.37,0.4399999999999999,100,100,8,1,200
12,0.4953,0.04530000000000001,10.0,5,29.0175518989563,0.45,0.6,100,100,4,1,200
13,0.08610000000000001,0.12390000000000001,1.0,20,30.885124683380127,0.21000000000000002,0.4399999999999999,100,100,4,1,200
14,0.1869,0.02310000000000001,1.0,5,27.035839796066284,0.21000000000000002,0.19999999999999998,100,100,16,1,200
15,0.38970000000000005,0.020299999999999985,0.1,10,26.493945121765137,0.41000000000000003,0.6,100,100,4,1,200
16,0.2172,0.04719999999999999,10.0,40,26.211671590805054,0.17,0.04,100,100,4,1,200
17,0.2235,0.026499999999999996,10.0,40,27.622614860534668,0.25,0.4399999999999999,100,100,16,1,200
18,0.0043,0.0057,1.0,20,30.209067344665527,0.01,0.6,100,100,16,1,200
19,0.46330000000000005,0.1733,1.0,10,31.006975650787354,0.29000000000000004,0.9199999999999999,100,100,4,1,200
20,0.0711,0.021099999999999994,10.0,40,34.5226731300354,0.05,0.5199999999999999,100,100,4,1,200
21,0.17500000000000002,0.08500000000000002,0.1,40,25.907379150390625,0.09,0.19999999999999998,100,100,16,1,200
22,0.18630000000000002,0.1437,1.0,40,32.8143470287323,0.33,0.12,100,100,8,1,200
23,0.1254,0.0446,10.0,5,25.0783269405365,0.17,0.9199999999999999,100,100,1,1,200
24,0.21680000000000002,0.03319999999999998,10.0,20,24.533698797225952,0.25,0.6,100,100,1,1,200
25,0.17070000000000002,0.0393,1.0,40,28.86180090904236,0.21000000000000002,0.6799999999999999,100,100,8,1,200
26,0.343,0.05299999999999999,10.0,10,27.661621809005737,0.29000000000000004,0.27999999999999997,100,100,1,1,200
27,0.10210000000000001,0.10790000000000001,1.0,40,27.13932752609253,0.21000000000000002,0.8399999999999999,100,100,16,1,200
28,0.0951,0.005100000000000007,0.1,20,26.302167177200317,0.09,0.6,100,100,16,1,200
29,0.4657,0.015699999999999992,10.0,40,31.885345220565796,0.45,0.7599999999999999,100,100,8,1,200
30,0.23850000000000002,0.011499999999999982,0.1,5,28.49548625946045,0.25,0.19999999999999998,100,100,8,1,200
31,0.4549,0.0049000000000000155,0.1,5,30.0132737159729,0.45,0.6,100,100,16,1,200
32,0.2867,0.1567,1.0,20,24.191514015197754,0.13,0.8399999999999999,100,100,1,1,200
33,0.20220000000000002,0.11220000000000002,0.1,5,24.086833000183105,0.09,0.8399999999999999,100,100,8,1,200
34,0.4058,0.04420000000000002,1.0,20,25.731400728225708,0.45,0.7599999999999999,100,100,8,1,200
35,0.021,0.011000000000000001,1.0,5,21.81046414375305,0.01,0.27999999999999997,100,100,1,1,200
36,0.3284,0.03839999999999999,0.1,20,27.13995051383972,0.29000000000000004,0.6,100,100,4,1,200
37,0.18000000000000002,0.010000000000000009,1.0,5,30.781317472457886,0.17,0.35999999999999993,100,100,16,1,200
38,0.31220000000000003,0.06220000000000003,0.1,10,33.98925185203552,0.25,0.6,100,100,4,1,200
39,0.36810000000000004,0.04189999999999999,0.1,5,32.58436393737793,0.41000000000000003,0.27999999999999997,100,100,16,1,200
40,0.22760000000000002,0.022399999999999975,10.0,20,39.15445375442505,0.25,0.27999999999999997,100,100,16,1,200
41,0.0685,0.018500000000000003,10.0,40,36.369837522506714,0.05,0.6799999999999999,100,100,16,1,200
42,0.053200000000000004,0.03679999999999999,1.0,10,34.8785924911499,0.09,0.27999999999999997,100,100,16,1,200
