N,T,edge_per_t,evidences_per_t,model,optimizer_name,num_epochs,lr,model_name,minibatch_size,X0_lr_scale,epsilon_plus_estimated,epsilon_minus_estimated,X0_r2,time,last_iteration,real_epsilon_plus,real_epsilon_minus,mu_plus,mu_minus,rho,distance_epsilon_plus,distance_epsilon_minus
100,64,16,8,backfire,adam,200,0.001,BC_backfire,0,1,0.2849441827358239,0.7105647572503778,-0.7149609327316284,9.627657175064087,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.01608838417322922,0.1679184698882331
100,64,16,8,backfire,adam,200,0.001,BC_backfire,0,10,0.28327511180867837,0.710812126213399,-0.937326192855835,9.51984977722168,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.01775745510037474,0.16816583885125425
100,64,16,8,backfire,adam,200,0.001,BC_backfire,0,20,0.28309786678805837,0.7113497657625406,-0.6597145795822144,9.523305654525757,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.01793470012099474,0.1687034784003959
100,64,16,8,backfire,adam,200,0.005,BC_backfire,0,1,0.306698097443946,0.5920642058345101,-0.9959573745727539,9.505737543106079,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.005665530534892882,0.04941791847236543
100,64,16,8,backfire,adam,200,0.005,BC_backfire,0,10,0.3219861535785742,0.5391187610681959,-0.9798109531402588,9.513315200805664,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.020953586669521074,0.003527526293948813
100,64,16,8,backfire,adam,200,0.005,BC_backfire,0,20,0.3093900255689298,0.5421527266963962,-1.9736084938049316,9.501814126968384,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.008357458659876693,0.0004935606657484604
100,64,16,8,backfire,adam,200,0.01,BC_backfire,0,1,0.32903214209481446,0.4800239704277894,-0.7875638008117676,9.531981468200684,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.02799957518576135,0.06262231693435533
100,64,16,8,backfire,adam,200,0.01,BC_backfire,0,10,0.40744646284357144,0.6698980837163434,0.3963686227798462,10.18496322631836,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.10641389593451833,0.1272517963541987
100,64,16,8,backfire,adam,200,0.01,BC_backfire,0,20,0.4039414905327057,0.6667718731236802,-2.2161967754364014,8.132896900177002,171,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.10290892362365262,0.12412558576153554
100,64,16,8,backfire,adam,200,0.05,BC_backfire,0,1,0.3177501888779007,0.42156173813246867,-1.0957090854644775,9.564737319946289,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.016717621968847574,0.12108454922967604
100,64,16,8,backfire,adam,200,0.05,BC_backfire,0,10,0.41668640706340293,0.6841158681554712,0.3994942903518677,8.377197027206421,176,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.11565384015434982,0.1414695807933265
100,64,16,8,backfire,adam,200,0.05,BC_backfire,0,20,0.4107473122342594,0.6015620178807506,-2.0724825859069824,8.665032863616943,183,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.10971474532520631,0.05891573051860588
100,64,16,8,backfire,adam,200,0.1,BC_backfire,0,1,0.2967396355783376,0.3661964421925822,-2.7236952781677246,8.215073585510254,173,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.00429293133071551,0.17644984516956252
100,64,16,8,backfire,adam,200,0.1,BC_backfire,0,10,0.40501952557683213,0.6854761157612148,0.5366020202636719,8.704031944274902,183,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.10398695866777902,0.1428298283990701
100,64,16,8,backfire,adam,200,0.1,BC_backfire,0,20,0.43121105832897116,0.7423072480053275,0.5350366830825806,9.554966688156128,201,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.13017849141991805,0.19966096064318284
100,64,16,8,backfire,adam,400,0.001,BC_backfire,0,1,0.29570390897331245,0.6877891962818081,-0.9643009901046753,19.14513349533081,401,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.005328657935740666,0.14514290891966342
100,64,16,8,backfire,adam,400,0.001,BC_backfire,0,10,0.2930321970723217,0.6662204607057353,-1.6505699157714844,19.123751878738403,401,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.008000369836731414,0.12357417334359055
100,64,16,8,backfire,adam,400,0.001,BC_backfire,0,20,0.3015316758487296,0.691452767718658,-0.008548736572265625,19.1341392993927,401,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.0004991089396764736,0.14880648035651334
100,64,16,8,backfire,adam,400,0.005,BC_backfire,0,1,0.3198361683084218,0.4761891651075389,-1.1892516613006592,19.145317316055298,401,0.3010325669090531,0.5426462873621447,0.2897718623315247,0.006415578878615991,16,0.018803601399368708,0.06645712225460582
