N,T,edge_per_t,evidences_per_t,optimizer_name,num_epochs,lr,model_name,minibatch_size,epsilon_estimated,time,real_epsilon,mu,rho,distance_epsilon,X0_r2,last_iteration,early_stopping
100,64,16,8,adam,201,0.005,BC_observed_positive,0,0.4001916440938056,1.132056474685669,0.46898092920674284,0.38992312924447,16,0.06878928511293725,,,201
100,64,16,8,adam,201,0.005,BC_observed_positive,16,0.3965463541666136,1.1635196208953857,0.46898092920674284,0.38992312924447,16,0.07243457504012923,,,201
100,64,16,8,adam,201,0.005,BC_observed_positive,32,0.39892925562286274,1.1791789531707764,0.46898092920674284,0.38992312924447,16,0.07005167358388009,,,201
100,64,16,8,adam,201,0.01,simple_BC,0,0.4552471111606476,0.07020878791809082,0.46898092920674284,0.38992312924447,16,0.013733818046095247,,,201
100,64,16,8,adam,201,0.01,simple_BC,16,0.45754872660997675,0.07690954208374023,0.46898092920674284,0.38992312924447,16,0.011432202596766083,,,201
100,64,16,8,adam,201,0.01,simple_BC,32,0.46720969760016934,0.07709121704101562,0.46898092920674284,0.38992312924447,16,0.0017712316065734979,,,201
100,64,16,8,adam,200,0.01,BC_with_evidence,0,0.30923584367063783,3.4905946254730225,0.46898092920674284,0.38992312924447,16,0.159745085536105,-2.4126944541931152,155.0,200
100,64,16,8,adam,200,0.01,BC_with_evidence,16,0.23153419793794358,4.5387794971466064,0.46898092920674284,0.38992312924447,16,0.23744673126879925,-0.805760383605957,201.0,200
100,64,16,8,adam,200,0.01,BC_with_evidence,32,0.24055588883713114,4.539801120758057,0.46898092920674284,0.38992312924447,16,0.2284250403696117,-0.6026992797851562,201.0,200
100,64,16,8,adam,201,0.01,BC_observed_positive,0,0.4409897167034312,1.1325793266296387,0.46898092920674284,0.38992312924447,16,0.027991212503311658,,,201
100,64,16,8,adam,201,0.01,BC_observed_positive,16,0.44083454351848433,1.1645658016204834,0.46898092920674284,0.38992312924447,16,0.0281463856882585,,,201
100,64,16,8,adam,201,0.01,BC_observed_positive,32,0.43930728074919956,1.179246425628662,0.46898092920674284,0.38992312924447,16,0.029673648457543278,,,201
100,64,16,8,adam,200,0.05,simple_BC,0,0.4583791635195647,0.06988263130187988,0.46898092920674284,0.38992312924447,16,0.010601765687178133,,,200
100,64,16,8,adam,201,0.05,simple_BC,16,0.4774666273246268,0.07709193229675293,0.46898092920674284,0.38992312924447,16,0.008485698117883966,,,201
100,64,16,8,adam,201,0.05,simple_BC,32,0.45762413273748004,0.07718706130981445,0.46898092920674284,0.38992312924447,16,0.011356796469262798,,,201
100,64,16,8,adam,200,0.05,BC_with_evidence,0,0.3565974870763861,4.538090944290161,0.46898092920674284,0.38992312924447,16,0.11238344213035673,-1.8491435050964355,201.0,200
100,64,16,8,adam,200,0.05,BC_with_evidence,16,0.36700125801227995,4.546064376831055,0.46898092920674284,0.38992312924447,16,0.10197967119446288,-0.09366750717163086,201.0,200
100,64,16,8,adam,200,0.05,BC_with_evidence,32,0.2877448164989511,4.543257236480713,0.46898092920674284,0.38992312924447,16,0.18123611270779172,-0.461706280708313,201.0,200
100,64,16,8,adam,201,0.05,BC_observed_positive,0,0.443587612804574,1.1319139003753662,0.46898092920674284,0.38992312924447,16,0.025393316402168853,,,201
100,64,16,8,adam,201,0.05,BC_observed_positive,16,0.45027539176489934,1.1645910739898682,0.46898092920674284,0.38992312924447,16,0.0187055374418435,,,201
100,64,16,8,adam,201,0.05,BC_observed_positive,32,0.4435320980693572,1.1793265342712402,0.46898092920674284,0.38992312924447,16,0.025448831137385663,,,201
100,64,16,8,adam,201,0.1,simple_BC,0,0.45838914296685784,0.07034492492675781,0.46898092920674284,0.38992312924447,16,0.010591786239884993,,,201
100,64,16,8,adam,201,0.1,simple_BC,16,0.46748465937486466,0.07704281806945801,0.46898092920674284,0.38992312924447,16,0.001496269831878172,,,201
100,64,16,8,adam,201,0.1,simple_BC,32,0.45695423334340673,0.07717204093933105,0.46898092920674284,0.38992312924447,16,0.012026695863336101,,,201
100,64,16,8,adam,200,0.1,BC_with_evidence,0,0.3377715287326602,4.535162687301636,0.46898092920674284,0.38992312924447,16,0.13120940047408264,-1.7703676223754883,201.0,200
100,64,16,8,adam,200,0.1,BC_with_evidence,16,0.5889983254173193,4.539275884628296,0.46898092920674284,0.38992312924447,16,0.1200173962105765,0.103870689868927,201.0,200
100,64,16,8,adam,200,0.1,BC_with_evidence,32,0.40754454242357224,4.534136533737183,0.46898092920674284,0.38992312924447,16,0.06143638678317059,-0.23299288749694824,201.0,200
100,64,16,8,adam,201,0.1,BC_observed_positive,0,0.44413936713966773,1.1320271492004395,0.46898092920674284,0.38992312924447,16,0.024841562067075107,,,201
100,64,16,8,adam,201,0.1,BC_observed_positive,16,0.4401456863804315,1.164123773574829,0.46898092920674284,0.38992312924447,16,0.028835242826311336,,,201
100,64,16,8,adam,201,0.1,BC_observed_positive,32,0.43215294527229947,1.178772211074829,0.46898092920674284,0.38992312924447,16,0.036827983934443365,,,201
100,64,16,8,adam,401,0.0001,simple_BC,0,0.25750762255819587,0.14052033424377441,0.46898092920674284,0.38992312924447,16,0.21147330664854697,,,401
100,64,16,8,adam,401,0.0001,simple_BC,16,0.25719883522202364,0.154188871383667,0.46898092920674284,0.38992312924447,16,0.2117820939847192,,,401
100,64,16,8,adam,401,0.0001,simple_BC,32,0.25741695218583566,0.15442657470703125,0.46898092920674284,0.38992312924447,16,0.21156397702090718,,,401
100,64,16,8,adam,400,0.0001,BC_with_evidence,0,0.257241384609444,9.06375789642334,0.46898092920674284,0.38992312924447,16,0.21173954459729882,-1.0128591060638428,401.0,400
100,64,16,8,adam,400,0.0001,BC_with_evidence,16,0.25617074174613713,9.08509349822998,0.46898092920674284,0.38992312924447,16,0.2128101874606057,-0.7593884468078613,401.0,400
100,64,16,8,adam,400,0.0001,BC_with_evidence,32,0.2569601382629419,9.073535680770874,0.46898092920674284,0.38992312924447,16,0.21202079094380094,-0.6081759929656982,401.0,400
100,64,16,8,adam,401,0.0001,BC_observed_positive,0,0.25749261668105766,2.2635509967803955,0.46898092920674284,0.38992312924447,16,0.21148831252568517,,,401
100,64,16,8,adam,401,0.0001,BC_observed_positive,16,0.25732812059526855,2.327648162841797,0.46898092920674284,0.38992312924447,16,0.21165280861147429,,,401
100,64,16,8,adam,401,0.0001,BC_observed_positive,32,0.2574270444293714,2.355686902999878,0.46898092920674284,0.38992312924447,16,0.21155388477737141,,,401
100,64,16,8,adam,401,0.0005,simple_BC,0,0.2873985522413721,0.14049053192138672,0.46898092920674284,0.38992312924447,16,0.18158237696537072,,,401
100,64,16,8,adam,401,0.0005,simple_BC,16,0.2864583546199781,0.15372991561889648,0.46898092920674284,0.38992312924447,16,0.18252257458676474,,,401
100,64,16,8,adam,401,0.0005,simple_BC,32,0.2872186472904034,0.15433216094970703,0.46898092920674284,0.38992312924447,16,0.18176228191633942,,,401
100,64,16,8,adam,400,0.0005,BC_with_evidence,0,0.27434783331533363,9.07116436958313,0.46898092920674284,0.38992312924447,16,0.1946330958914092,-3.0128679275512695,401.0,400
100,64,16,8,adam,400,0.0005,BC_with_evidence,16,0.2764909791174093,9.101324319839478,0.46898092920674284,0.38992312924447,16,0.19248995008933356,-1.0165293216705322,401.0,400
100,64,16,8,adam,400,0.0005,BC_with_evidence,32,0.2803305356860778,9.109106063842773,0.46898092920674284,0.38992312924447,16,0.18865039352066504,-1.1829521656036377,401.0,400
100,64,16,8,adam,401,0.0005,BC_observed_positive,0,0.28709194162563245,2.2654736042022705,0.46898092920674284,0.38992312924447,16,0.18188898758111038,,,401
100,64,16,8,adam,401,0.0005,BC_observed_positive,16,0.2864850095928778,2.328993320465088,0.46898092920674284,0.38992312924447,16,0.18249591961386502,,,401
100,64,16,8,adam,401,0.0005,BC_observed_positive,32,0.2868936410434891,2.357562303543091,0.46898092920674284,0.38992312924447,16,0.18208728816325376,,,401
100,64,16,8,adam,401,0.001,simple_BC,0,0.3231615812858002,0.14027690887451172,0.46898092920674284,0.38992312924447,16,0.14581934792094264,,,401
100,64,16,8,adam,401,0.001,simple_BC,16,0.32293582991189274,0.15389776229858398,0.46898092920674284,0.38992312924447,16,0.1460450992948501,,,401
100,64,16,8,adam,401,0.001,simple_BC,32,0.3245452208401352,0.15391254425048828,0.46898092920674284,0.38992312924447,16,0.14443570836660763,,,401
100,64,16,8,adam,400,0.001,BC_with_evidence,0,0.280925583385302,9.070533037185669,0.46898092920674284,0.38992312924447,16,0.18805534582144084,-3.11098051071167,401.0,400
100,64,16,8,adam,400,0.001,BC_with_evidence,16,0.2832386399689701,9.077142238616943,0.46898092920674284,0.38992312924447,16,0.18574228923777275,-1.2602570056915283,401.0,400
100,64,16,8,adam,400,0.001,BC_with_evidence,32,0.2766292245464684,9.084479570388794,0.46898092920674284,0.38992312924447,16,0.19235170466027446,-0.9939315319061279,401.0,400
100,64,16,8,adam,401,0.001,BC_observed_positive,0,0.3218825684104332,2.2653961181640625,0.46898092920674284,0.38992312924447,16,0.1470983607963096,,,401
100,64,16,8,adam,401,0.001,BC_observed_positive,16,0.32048208080084123,2.3293282985687256,0.46898092920674284,0.38992312924447,16,0.1484988484059016,,,401
100,64,16,8,adam,401,0.001,BC_observed_positive,32,0.32166633405022105,2.3577516078948975,0.46898092920674284,0.38992312924447,16,0.1473145951565218,,,401
100,64,16,8,adam,401,0.005,simple_BC,0,0.4531368734863842,0.14064288139343262,0.46898092920674284,0.38992312924447,16,0.01584405572035863,,,401
100,64,16,8,adam,401,0.005,simple_BC,16,0.44783052339430907,0.1539607048034668,0.46898092920674284,0.38992312924447,16,0.02115040581243377,,,401
100,64,16,8,adam,401,0.005,simple_BC,32,0.4619269123596837,0.15386128425598145,0.46898092920674284,0.38992312924447,16,0.007054016847059141,,,401
100,64,16,8,adam,400,0.005,BC_with_evidence,0,0.31374092590933045,9.136996984481812,0.46898092920674284,0.38992312924447,16,0.1552400032974124,-1.8405506610870361,401.0,400
100,64,16,8,adam,400,0.005,BC_with_evidence,16,0.282016202486499,9.07823634147644,0.46898092920674284,0.38992312924447,16,0.18696472672024383,-0.6577650308609009,401.0,400
100,64,16,8,adam,400,0.005,BC_with_evidence,32,0.27448774609513393,9.072052717208862,0.46898092920674284,0.38992312924447,16,0.1944931831116089,-0.4952932596206665,401.0,400
100,64,16,8,adam,401,0.005,BC_observed_positive,0,0.43893171114658713,2.265052318572998,0.46898092920674284,0.38992312924447,16,0.030049218060155702,,,401
100,64,16,8,adam,401,0.005,BC_observed_positive,16,0.43859085868078945,2.3294501304626465,0.46898092920674284,0.38992312924447,16,0.030390070525953383,,,401
100,64,16,8,adam,401,0.005,BC_observed_positive,32,0.4387021506151665,2.3581953048706055,0.46898092920674284,0.38992312924447,16,0.03027877859157635,,,401
100,64,16,8,adam,327,0.01,simple_BC,0,0.45837360292335666,0.11427855491638184,0.46898092920674284,0.38992312924447,16,0.010607326283386176,,,327
100,64,16,8,adam,401,0.01,simple_BC,16,0.46216873184097346,0.15408945083618164,0.46898092920674284,0.38992312924447,16,0.006812197365769379,,,401
100,64,16,8,adam,401,0.01,simple_BC,32,0.46450141361302016,0.1542503833770752,0.46898092920674284,0.38992312924447,16,0.004479515593722672,,,401
100,64,16,8,adam,400,0.01,BC_with_evidence,0,0.3626773675748377,9.064502000808716,0.46898092920674284,0.38992312924447,16,0.10630356163190513,-0.7225368022918701,401.0,400
100,64,16,8,adam,400,0.01,BC_with_evidence,16,0.2786941525123551,9.075878143310547,0.46898092920674284,0.38992312924447,16,0.19028677669438776,-0.21826934814453125,401.0,400
100,64,16,8,adam,400,0.01,BC_with_evidence,32,0.2836183092777053,9.079387664794922,0.46898092920674284,0.38992312924447,16,0.18536261992903752,-0.793795108795166,401.0,400
100,64,16,8,adam,401,0.01,BC_observed_positive,0,0.4420420600385651,2.265230178833008,0.46898092920674284,0.38992312924447,16,0.026938869168177726,,,401
100,64,16,8,adam,401,0.01,BC_observed_positive,16,0.44760207341268554,2.3297624588012695,0.46898092920674284,0.38992312924447,16,0.021378855794057294,,,401
100,64,16,8,adam,401,0.01,BC_observed_positive,32,0.44244929694998564,2.357957363128662,0.46898092920674284,0.38992312924447,16,0.0265316322567572,,,401
100,64,16,8,adam,200,0.05,simple_BC,0,0.4583791635195647,0.06980371475219727,0.46898092920674284,0.38992312924447,16,0.010601765687178133,,,200
100,64,16,8,adam,401,0.05,simple_BC,16,0.468532115825561,0.15380454063415527,0.46898092920674284,0.38992312924447,16,0.0004488133811818562,,,401
100,64,16,8,adam,401,0.05,simple_BC,32,0.4749236695363914,0.1538987159729004,0.46898092920674284,0.38992312924447,16,0.005942740329648588,,,401
100,64,16,8,adam,400,0.05,BC_with_evidence,0,0.3400364626244977,4.539048671722412,0.46898092920674284,0.38992312924447,16,0.12894446658224512,-1.358206033706665,201.0,400
100,64,16,8,adam,400,0.05,BC_with_evidence,16,0.4569047987168489,9.081575155258179,0.46898092920674284,0.38992312924447,16,0.012076130489893921,-0.09968054294586182,401.0,400
100,64,16,8,adam,400,0.05,BC_with_evidence,32,0.27208918827052864,9.077878952026367,0.46898092920674284,0.38992312924447,16,0.1968917409362142,-0.02124476432800293,401.0,400
100,64,16,8,adam,401,0.05,BC_observed_positive,0,0.442236990434329,2.264965772628784,0.46898092920674284,0.38992312924447,16,0.026743938772413822,,,401
100,64,16,8,adam,401,0.05,BC_observed_positive,16,0.43637718749964977,2.3290436267852783,0.46898092920674284,0.38992312924447,16,0.03260374170709307,,,401
100,64,16,8,adam,401,0.05,BC_observed_positive,32,0.44010720565134676,2.357832193374634,0.46898092920674284,0.38992312924447,16,0.02887372355539608,,,401
100,64,16,8,adam,214,0.1,simple_BC,0,0.4583819089701279,0.07484221458435059,0.46898092920674284,0.38992312924447,16,0.010599020236614909,,,214
100,64,16,8,adam,401,0.1,simple_BC,16,0.4397991605054135,0.15448236465454102,0.46898092920674284,0.38992312924447,16,0.029181768701329325,,,401
100,64,16,8,adam,401,0.1,simple_BC,32,0.47924312576605604,0.15391111373901367,0.46898092920674284,0.38992312924447,16,0.010262196559313208,,,401
100,64,16,8,adam,400,0.1,BC_with_evidence,0,0.3757826636851091,9.067763805389404,0.46898092920674284,0.38992312924447,16,0.09319826552163374,-0.4405956268310547,401.0,400
100,64,16,8,adam,400,0.1,BC_with_evidence,16,0.7421595780875261,9.07208776473999,0.46898092920674284,0.38992312924447,16,0.27317864888078325,0.04577213525772095,401.0,400
100,64,16,8,adam,400,0.1,BC_with_evidence,32,0.4575258219267477,9.078346729278564,0.46898092920674284,0.38992312924447,16,0.011455107279995158,0.20870274305343628,401.0,400
100,64,16,8,adam,401,0.1,BC_observed_positive,0,0.4429686673251002,2.2659270763397217,0.46898092920674284,0.38992312924447,16,0.02601226188164263,,,401
100,64,16,8,adam,401,0.1,BC_observed_positive,16,0.4403105029720273,2.329909086227417,0.46898092920674284,0.38992312924447,16,0.02867042623471555,,,401
100,64,16,8,adam,401,0.1,BC_observed_positive,32,0.45099005996204744,2.35917592048645,0.46898092920674284,0.38992312924447,16,0.017990869244695396,,,401
100,64,16,8,adam,801,0.0001,simple_BC,0,0.2650188213458061,0.2810380458831787,0.46898092920674284,0.38992312924447,16,0.20396210786093671,,,801
100,64,16,8,adam,801,0.0001,simple_BC,16,0.2644927911238689,0.30795717239379883,0.46898092920674284,0.38992312924447,16,0.20448813808287392,,,801
100,64,16,8,adam,801,0.0001,simple_BC,32,0.26488274075051094,0.307873010635376,0.46898092920674284,0.38992312924447,16,0.2040981884562319,,,801
100,64,16,8,adam,800,0.0001,BC_with_evidence,0,0.26374198060000564,18.19213104248047,0.46898092920674284,0.38992312924447,16,0.2052389486067372,-0.9306873083114624,801.0,800
100,64,16,8,adam,800,0.0001,BC_with_evidence,16,0.2629317444955922,18.210116147994995,0.46898092920674284,0.38992312924447,16,0.20604918471115063,-0.8625212907791138,801.0,800
100,64,16,8,adam,800,0.0001,BC_with_evidence,32,0.2621858904037774,18.1788227558136,0.46898092920674284,0.38992312924447,16,0.20679503880296546,-0.9083691835403442,801.0,800
100,64,16,8,adam,801,0.0001,BC_observed_positive,0,0.2649735067700445,4.532541990280151,0.46898092920674284,0.38992312924447,16,0.20400742243669834,,,801
100,64,16,8,adam,801,0.0001,BC_observed_positive,16,0.26456311955052336,4.661067485809326,0.46898092920674284,0.38992312924447,16,0.20441780965621947,,,801
100,64,16,8,adam,801,0.0001,BC_observed_positive,32,0.26485429312774317,4.718121767044067,0.46898092920674284,0.38992312924447,16,0.20412663607899967,,,801
100,64,16,8,adam,801,0.0005,simple_BC,0,0.3231432729519529,0.280134916305542,0.46898092920674284,0.38992312924447,16,0.14583765625478995,,,801
100,64,16,8,adam,801,0.0005,simple_BC,16,0.3225785139735388,0.3080263137817383,0.46898092920674284,0.38992312924447,16,0.14640241523320402,,,801
100,64,16,8,adam,801,0.0005,simple_BC,32,0.324135436959715,0.30788302421569824,0.46898092920674284,0.38992312924447,16,0.14484549224702786,,,801
100,64,16,8,adam,800,0.0005,BC_with_evidence,0,0.2863138094304474,18.167078256607056,0.46898092920674284,0.38992312924447,16,0.18266711977629546,-2.814354181289673,801.0,800
100,64,16,8,adam,800,0.0005,BC_with_evidence,16,0.2673807484011425,18.170358896255493,0.46898092920674284,0.38992312924447,16,0.20160018080560033,-1.2523963451385498,801.0,800
100,64,16,8,adam,800,0.0005,BC_with_evidence,32,0.29027239369821695,18.19449019432068,0.46898092920674284,0.38992312924447,16,0.1787085355085259,-0.5516409873962402,801.0,800
100,64,16,8,adam,801,0.0005,BC_observed_positive,0,0.3218507768993492,4.532054901123047,0.46898092920674284,0.38992312924447,16,0.14713015230739362,,,801
100,64,16,8,adam,801,0.0005,BC_observed_positive,16,0.3199128136135555,4.661086559295654,0.46898092920674284,0.38992312924447,16,0.14906811559318733,,,801
100,64,16,8,adam,801,0.0005,BC_observed_positive,32,0.32133641220671877,4.719018220901489,0.46898092920674284,0.38992312924447,16,0.14764451700002407,,,801
100,64,16,8,adam,801,0.001,simple_BC,0,0.38269265245710404,0.2818148136138916,0.46898092920674284,0.38992312924447,16,0.08628827674963879,,,801
100,64,16,8,adam,801,0.001,simple_BC,16,0.38567830552708177,0.30880045890808105,0.46898092920674284,0.38992312924447,16,0.08330262367966107,,,801
100,64,16,8,adam,801,0.001,simple_BC,32,0.38841477896457693,0.30896854400634766,0.46898092920674284,0.38992312924447,16,0.0805661502421659,,,801
100,64,16,8,adam,800,0.001,BC_with_evidence,0,0.3198046890029785,18.138978481292725,0.46898092920674284,0.38992312924447,16,0.14917624020376435,-1.2143523693084717,801.0,800
100,64,16,8,adam,800,0.001,BC_with_evidence,16,0.26624356934049304,18.210899591445923,0.46898092920674284,0.38992312924447,16,0.2027373598662498,-1.0466351509094238,801.0,800
100,64,16,8,adam,800,0.001,BC_with_evidence,32,0.28170137828096314,18.171886920928955,0.46898092920674284,0.38992312924447,16,0.1872795509257797,-0.9389280080795288,801.0,800
100,64,16,8,adam,801,0.001,BC_observed_positive,0,0.3775015433174602,4.531480550765991,0.46898092920674284,0.38992312924447,16,0.09147938588928262,,,801
100,64,16,8,adam,801,0.001,BC_observed_positive,16,0.37581088311260186,4.660866022109985,0.46898092920674284,0.38992312924447,16,0.09317004609414098,,,801
100,64,16,8,adam,801,0.001,BC_observed_positive,32,0.3762318573459861,4.717983245849609,0.46898092920674284,0.38992312924447,16,0.09274907186075676,,,801
100,64,16,8,adam,662,0.005,simple_BC,0,0.45831409679111806,0.23382902145385742,0.46898092920674284,0.38992312924447,16,0.010666832415624772,,,662
100,64,16,8,adam,801,0.005,simple_BC,16,0.4691398671872154,0.30916666984558105,0.46898092920674284,0.38992312924447,16,0.00015893798047256213,,,801
100,64,16,8,adam,801,0.005,simple_BC,32,0.4712835358123173,0.3091704845428467,0.46898092920674284,0.38992312924447,16,0.0023026066055744643,,,801
100,64,16,8,adam,800,0.005,BC_with_evidence,0,0.31204546287247265,12.396996259689331,0.46898092920674284,0.38992312924447,16,0.1569354663342702,-2.719276189804077,546.0,800
100,64,16,8,adam,800,0.005,BC_with_evidence,16,0.36092793112574795,18.24459981918335,0.46898092920674284,0.38992312924447,16,0.10805299808099489,-0.5352585315704346,801.0,800
100,64,16,8,adam,800,0.005,BC_with_evidence,32,0.24142646019955172,18.182234048843384,0.46898092920674284,0.38992312924447,16,0.22755446900719112,-0.7041434049606323,801.0,800
100,64,16,8,adam,801,0.005,BC_observed_positive,0,0.442793682311125,4.531522274017334,0.46898092920674284,0.38992312924447,16,0.026187246895617855,,,801
100,64,16,8,adam,801,0.005,BC_observed_positive,16,0.44357181537405266,4.658167362213135,0.46898092920674284,0.38992312924447,16,0.025409113832690178,,,801
100,64,16,8,adam,801,0.005,BC_observed_positive,32,0.4439004256477695,4.71795654296875,0.46898092920674284,0.38992312924447,16,0.025080503558973344,,,801
100,64,16,8,adam,327,0.01,simple_BC,0,0.45837360292335666,0.11503791809082031,0.46898092920674284,0.38992312924447,16,0.010607326283386176,,,327
100,64,16,8,adam,801,0.01,simple_BC,16,0.4568685650199068,0.30872559547424316,0.46898092920674284,0.38992312924447,16,0.012112364186836033,,,801
100,64,16,8,adam,801,0.01,simple_BC,32,0.4631967508761006,0.309084415435791,0.46898092920674284,0.38992312924447,16,0.005784178330642209,,,801
100,64,16,8,adam,800,0.01,BC_with_evidence,0,0.3294455263800637,7.267056465148926,0.46898092920674284,0.38992312924447,16,0.13953540282667914,-1.4749488830566406,321.0,800
100,64,16,8,adam,800,0.01,BC_with_evidence,16,0.2976241824421502,18.20409369468689,0.46898092920674284,0.38992312924447,16,0.17135674676459262,-0.13206613063812256,801.0,800
100,64,16,8,adam,800,0.01,BC_with_evidence,32,0.3873813857936382,18.191277503967285,0.46898092920674284,0.38992312924447,16,0.08159954341310466,-0.5208781957626343,801.0,800
100,64,16,8,adam,801,0.01,BC_observed_positive,0,0.44201160500288383,4.53227686882019,0.46898092920674284,0.38992312924447,16,0.026969324203859002,,,801
100,64,16,8,adam,801,0.01,BC_observed_positive,16,0.4428121568445503,4.65884804725647,0.46898092920674284,0.38992312924447,16,0.02616877236219256,,,801
100,64,16,8,adam,801,0.01,BC_observed_positive,32,0.4436482277899143,4.7149293422698975,0.46898092920674284,0.38992312924447,16,0.02533270141682853,,,801
