ensemble_size,calibration_batches,edge_per_t,evidences_per_t,T,real_epsilon,mu,rho,epsilon_msm,time_msm,abs_error_msm,rel_error_msm,epsilon_pgabm,time_pgabm,abs_error_pgabm,rel_error_pgabm,X0_r2
1,400,1,4,64,0.18197325836906497,0.1,16,0.20396000000000003,11.067574501037598,0.02198674163093506,0.1208240256177814,0.21359433144320716,4.257775545120239,0.03162107307414219,0.17376769178914533,0.34643125534057617
1,400,1,4,128,0.45192253974664554,0.1,16,0.48802000000000006,18.405653953552246,0.03609746025335453,0.07987532614237675,0.44316687561812124,8.924344778060913,0.008755664128524299,0.019374258547566258,0.6475047469139099
1,400,1,4,256,0.054440706110745474,0.1,16,0.07302,33.211193799972534,0.018579293889254528,0.3412757698524296,0.08441360315975133,19.049790859222412,0.029972897049005853,0.5505604021379477,0.8340867757797241
1,400,1,4,512,0.033450615375638426,0.1,16,0.042570000000000004,65.27170467376709,0.009119384624361578,0.27262232762997496,0.04659518598217116,117.46608757972717,0.013144570606532735,0.39295452292652666,0.9048029780387878
1,400,1,8,16,0.37005645103122536,0.1,16,0.41678000000000004,5.5862414836883545,0.046723548968774675,0.12626059845348336,0.29925218568259204,1.125810146331787,0.07080426534863332,0.19133368747207397,0.31943070888519287
1,400,1,8,32,0.3994196291369785,0.1,16,0.48537,7.533999919891357,0.08595037086302154,0.2151881494876292,0.38790542905069997,2.228261947631836,0.011514200086278514,0.02882732656669157,0.4445101022720337
1,400,1,8,64,0.08430186804107137,0.1,16,0.08076000000000001,11.073712825775146,0.0035418680410713582,0.04201411099628043,0.12328057788524086,4.250563144683838,0.038978709844169485,0.46237065381729486,0.4640704393386841
1,400,1,8,128,0.24452070541826176,0.1,16,0.24451000000000003,18.543923377990723,1.0705418261730548e-05,4.378123416345676e-05,0.2816997579427165,8.908644676208496,0.03717905252445475,0.1520486883139757,0.8347309827804565
1,400,1,8,256,0.4959889970999662,0.1,16,0.49033000000000004,33.238651275634766,0.005658997099966145,0.011409521447157383,0.4827306510523529,19.19816756248474,0.013258346047613279,0.026731129370075664,0.9259846210479736
1,400,1,8,512,0.4672723445999033,0.1,16,0.35690000000000005,62.781458616256714,0.11037234459990325,0.23620560017179773,0.4641446504226495,56.50065732002258,0.0031276941772537814,0.006693514421299284,0.9276688098907471
1,400,1,16,16,0.3912951873853257,0.1,16,0.19824000000000003,5.576513767242432,0.19305518738532568,0.49337480656314764,0.3024786622295778,1.1268999576568604,0.0888165251557479,0.2269808779127312,0.5496667623519897
1,400,1,16,32,0.32597929769906764,0.1,16,0.38589,7.4444499015808105,0.05991070230093237,0.18378683162953427,0.41709114420103,2.1465091705322266,0.09111184650196236,0.2795019412124556,0.6747066974639893
1,400,1,16,64,0.258512168366492,0.1,16,0.32966,11.092330694198608,0.07114783163350802,0.2752204357848329,0.3139896003358484,4.266746282577515,0.055477431969356394,0.21460278763631038,0.8476609587669373
1,400,1,16,128,0.40120510417401,0.1,16,0.33227,18.45154309272766,0.06893510417401,0.1718201076128672,0.39630366761952057,8.900084018707275,0.004901436554489436,0.012216785139312666,0.8905933499336243
1,400,1,16,256,0.0928656968091699,0.1,16,0.09474,33.35004901885986,0.0018743031908301094,0.02018294435114855,0.09235321840826262,19.963456869125366,0.0005124784009072764,0.0055184898031871805,0.9375041127204895
1,400,1,16,512,0.04986581310132154,0.1,16,0.06624000000000001,65.45925498008728,0.016374186898678464,0.3283649835491104,0.03958426286837816,75.62628555297852,0.01028155023294338,0.20618434942698044,0.959895133972168
1,400,4,4,16,0.4540361797685179,0.1,16,0.09106,5.876227140426636,0.3629761797685179,0.7994432953637631,0.38369288557579595,1.2403759956359863,0.07034329419272195,0.15492883018394085,-0.33382856845855713
1,400,4,4,32,0.21692599939731294,0.1,16,0.44054000000000004,8.866654634475708,0.2236140006026871,1.0308307958656662,0.21504380653110916,2.8929741382598877,0.0018821928662037801,0.008676658728935627,0.1570039987564087
1,400,4,4,64,0.30824628128312914,0.1,16,0.28296000000000004,12.312408924102783,0.025286281283129097,0.08203272129633007,0.33124589840831004,4.489838600158691,0.022999617125180893,0.07461441879993153,0.6182200908660889
1,400,4,4,128,0.17481660049515008,0.1,16,0.45892000000000005,20.897688388824463,0.28410339950485,1.625151150978547,0.20071870518405988,11.36538553237915,0.0259021046889098,0.14816730571092646,0.8298137187957764
1,400,4,4,256,0.3278141876109115,0.1,16,0.32549,38.01074266433716,0.002324187610911521,0.007089954305669469,0.3494616125202798,21.819624662399292,0.021647424909368274,0.06603565595233477,0.9357823729515076
1,400,4,4,512,0.1627766570863065,0.1,16,0.1282,72.3440933227539,0.0345766570863065,0.21241778584980686,0.17681577007794533,45.255489110946655,0.014039112991638819,0.08624770432651828,0.9447320699691772
1,400,4,8,16,0.4633650760666737,0.1,16,0.19842,5.922510623931885,0.2649450760666737,0.5717847324957885,0.47723578910625175,1.2403364181518555,0.013870713039578042,0.029934739918944995,0.3407208323478699
1,400,4,8,32,0.19574545995360632,0.1,16,0.2174,8.042362213134766,0.021654540046393694,0.1106260142714219,0.1882664634164396,2.197077512741089,0.0074789965371667155,0.03820776501758618,0.438712477684021
1,400,4,8,64,0.009503832420054481,0.1,16,0.04839,12.313968420028687,0.03888616757994552,4.09163018256614,0.05015539030816103,4.276869058609009,0.04065155788810655,4.277385805154329,0.7183631658554077
1,400,4,8,128,0.3769389687242107,0.1,16,0.32435,21.320969104766846,0.05258896872421065,0.13951587150090505,0.38922957989893536,20.148099660873413,0.012290611174724686,0.032606369185769105,0.9069468379020691
1,400,4,8,256,0.08582358526198147,0.1,16,0.08103,39.80771327018738,0.004793585261981467,0.05585393860380885,0.08654095610094577,33.79116654396057,0.0007173708389642958,0.008358667804129595,0.9616554975509644
1,400,4,8,512,0.13070349026166778,0.1,16,0.18217000000000003,73.52749156951904,0.05146650973833225,0.39376538174532705,0.13396532481766804,71.00719475746155,0.003261834556000265,0.02495598663409896,0.9624901413917542
1,400,4,16,16,0.3972085605842073,0.1,16,0.49825,5.906337022781372,0.10104143941579274,0.254378806104236,0.4774982676469071,1.2390961647033691,0.08028970706269983,0.20213488587610287,0.24691414833068848
1,400,4,16,32,0.32226489029512384,0.1,16,0.45226000000000005,8.058391571044922,0.1299951097048762,0.4033796842896204,0.328770791710508,2.2480669021606445,0.006505901415384152,0.02018805526542521,0.759058952331543
1,400,4,16,64,0.1374553732441477,0.1,16,0.12745,12.317228317260742,0.010005373244147686,0.07278997545171392,0.1811376178370841,4.404673099517822,0.0436822445929364,0.31779219365508665,0.8607779145240784
1,400,4,16,128,0.14493940026570407,0.1,16,0.22011000000000003,20.919190406799316,0.07517059973429596,0.5186346817807485,0.16132207411491767,11.591678619384766,0.016382673849213603,0.11303119661859201,0.9209520220756531
1,400,4,16,256,0.32708288193103324,0.1,16,0.43320000000000003,40.95820617675781,0.10611711806896679,0.32443494884988205,0.3338157274794431,20.04163360595703,0.00673284554840986,0.020584524352544712,0.9307005405426025
1,400,4,16,512,0.19735812154402077,0.1,16,0.13036,72.4800009727478,0.06699812154402077,0.33947486437276825,0.19952862248773215,146.22685647010803,0.0021705009437113787,0.010997778691500405,0.9404628276824951
1,400,16,4,16,0.4850052524647602,0.1,16,0.30750000000000005,6.247889757156372,0.17750525246476012,0.36598624770080695,0.37417852034983634,5.050055742263794,0.11082673211492383,0.22850625132761082,-0.8256145715713501
1,400,16,4,32,0.2071687496696451,0.1,16,0.27457000000000004,8.349113941192627,0.06740125033035493,0.3253446788564112,0.20646397801368396,7.146817922592163,0.0007047716559611394,0.003401920690668745,0.5029100775718689
1,400,16,4,64,0.09385935125592182,0.1,16,0.04573000000000001,12.844313383102417,0.04812935125592181,0.5127816313655291,0.08784344082481405,11.541202068328857,0.006015910431107774,0.06409495005675543,0.6050086617469788
1,400,16,4,128,0.030092195378077502,0.1,16,0.22233000000000003,21.806747913360596,0.19223780462192253,6.388294446671375,0.0352033381722549,18.336193084716797,0.0051111427941773965,0.16984944866803972,0.9114580154418945
1,400,16,4,256,0.014822187912989448,0.1,16,0.11017,38.29623055458069,0.09534781208701056,6.4327758254537,0.02554313579397808,22.047278881072998,0.01072094788098863,0.7233040050445798,0.9389059543609619
1,400,16,4,512,0.07288649132294178,0.1,16,0.012480000000000002,72.83223247528076,0.06040649132294178,0.8287748556216782,0.07630116685339003,61.60662508010864,0.003414675530448247,0.046849223614272704,0.9554351568222046
1,400,16,8,16,0.30565953236308063,0.1,16,0.17204000000000003,6.211718559265137,0.1336195323630806,0.4371515304301367,0.3114193775169987,2.7544546127319336,0.005759845153918086,0.018843989943281726,0.16426372528076172
1,400,16,8,32,0.22012630712169168,0.1,16,0.31779,8.09316897392273,0.09766369287830834,0.44367115478077435,0.2694550410670119,3.7380974292755127,0.049328733945320224,0.2240928610047957,0.8304604291915894
1,400,16,8,64,0.022411062386271163,0.1,16,0.38375000000000004,13.336963415145874,0.36133893761372887,16.123240004681,0.023736170049375307,4.487730026245117,0.0013251076631041435,0.059127391654395366,0.7359245419502258
1,400,16,8,128,0.000697507721335755,0.1,16,0.027690000000000003,20.879347324371338,0.026992492278664248,38.69848526833876,0.019476510857639583,9.149037599563599,0.01877900313630383,26.923003949463514,0.924711287021637
1,400,16,8,256,0.2880491221390984,0.1,16,0.26369000000000004,38.17392563819885,0.024359122139098355,0.08456586139962398,0.3100818527042819,20.372884273529053,0.02203273056518351,0.07648949040901415,0.9255691766738892
1,400,16,8,512,0.3290703828247185,0.1,16,0.32569000000000004,81.00459861755371,0.0033803828247184753,0.010272522235825332,0.3519278093068521,147.24961853027344,0.02285742648213357,0.06946060075636988,0.866646409034729
1,400,16,16,16,0.21174612634195988,0.1,16,0.48024000000000006,5.910696744918823,0.26849387365804017,1.267998986788714,0.21905406742798694,1.2457168102264404,0.007307941086027059,0.03451274983054511,0.6742861270904541
1,400,16,16,32,0.3300425154170942,0.1,16,0.42722000000000004,8.065229654312134,0.09717748458290587,0.29443929204119945,0.35203945489022426,2.281684637069702,0.021996939473130084,0.06664880567078231,0.8922185897827148
1,400,16,16,64,0.28574941106953367,0.1,16,0.46799,12.323878049850464,0.18224058893046635,0.6377636553942724,0.3071391113358549,4.721411228179932,0.021389700266321254,0.07485474838342301,0.8962424397468567
1,400,16,16,128,0.2893568241982272,0.1,16,0.22456,20.969069719314575,0.06479682419822722,0.22393397625154127,0.30723245579798286,9.664651870727539,0.017875631599755637,0.061777121204197795,0.9362056851387024
1,400,16,16,256,0.15345270844513986,0.1,16,0.2446,38.24544429779053,0.09114729155486015,0.5939764275157501,0.16109173059325632,20.311688899993896,0.007639022148116459,0.0497809535297153,0.9479405879974365
1,400,16,16,512,0.23788275089628685,0.1,16,0.22923000000000002,72.81875395774841,0.008652750896286837,0.03637401561771623,0.2373477460020636,46.900527477264404,0.0005350048942232566,0.0022490276920351837,0.9221047163009644
1,400,64,4,16,0.4976666887340583,0.1,16,0.48434000000000005,5.907063245773315,0.013326688734058234,0.026778341881708124,0.4622605173888002,1.2520558834075928,0.035406171345258086,0.07114434650091346,0.3055621385574341
1,400,64,4,32,0.20196924371070069,0.1,16,0.08693000000000001,8.051835775375366,0.11503924371070068,0.56958793129652,0.21315263661686223,3.178968667984009,0.011183392906161549,0.05537176205987364,0.8318618535995483
1,400,64,4,64,0.11987448030714026,0.1,16,0.11827000000000001,12.581581354141235,0.0016044803071402491,0.013384669556266507,0.1337889607726296,9.155362844467163,0.013914480465489348,0.11607541846970193,0.9370530843734741
1,400,64,4,128,0.4969480780345937,0.1,16,0.49712000000000006,21.752776384353638,0.00017192196540638527,0.0003459555897395329,0.4450376540135982,16.44965624809265,0.051910424020995494,0.10445844609420522,-2.9463038444519043
1,400,64,4,256,0.20245704096880285,0.1,16,0.11639000000000001,38.9301483631134,0.08606704096880284,0.4251126093562987,0.2098341112065937,23.0798397064209,0.007377070237790856,0.036437706500548964,0.9386929273605347
1,400,64,4,512,0.49430675561443405,0.1,16,0.49869,72.8174295425415,0.004383244385565976,0.00886745798187101,0.4706106964726233,47.54313921928406,0.02369605914181072,0.047937963365190114,0.6266868710517883
