N,T,edge_per_t,evidences_per_t,optimizer_name,lr,model_name,minibatch_size,epsilon_estimated,time,num_epochs,real_epsilon,mu,rho,distance_epsilon,X0_r2
100,64,16,8,adam,0.005,BC_with_evidence,64,0.16889476771345685,18.84272837638855,801,0.2213241156053367,0.11508343479071909,16,0.05242934789187986,-0.12360680103302002
100,64,16,8,adam,0.005,BC_observed_positive,0,0.20532556848190436,4.529460430145264,801,0.2213241156053367,0.11508343479071909,16,0.01599854712343235,
100,64,16,8,adam,0.005,BC_observed_positive,16,0.20432388210314978,4.635004281997681,801,0.2213241156053367,0.11508343479071909,16,0.017000233502186934,
100,64,16,8,adam,0.005,BC_observed_positive,32,0.20658244711090398,4.672924757003784,801,0.2213241156053367,0.11508343479071909,16,0.01474166849443273,
100,64,16,8,adam,0.005,BC_observed_positive,64,0.20665869609253668,4.746722936630249,801,0.2213241156053367,0.11508343479071909,16,0.014665419512800038,
100,64,16,8,adam,0.01,simple_BC,0,0.20840247793145186,0.04323291778564453,126,0.2213241156053367,0.11508343479071909,16,0.01292163767388485,
100,64,16,8,adam,0.01,simple_BC,16,0.19890782566441284,0.3005697727203369,801,0.2213241156053367,0.11508343479071909,16,0.022416289940923873,
100,64,16,8,adam,0.01,simple_BC,32,0.19040019180003606,0.30176758766174316,801,0.2213241156053367,0.11508343479071909,16,0.03092392380530065,
100,64,16,8,adam,0.01,simple_BC,64,0.18863448091457483,0.05045795440673828,135,0.2213241156053367,0.11508343479071909,16,0.03268963469076189,
100,64,16,8,adam,0.01,BC_with_evidence,0,0.07175860140416175,13.509678840637207,575,0.2213241156053367,0.11508343479071909,16,0.14956551420117498,-7.978557586669922
100,64,16,8,adam,0.01,BC_with_evidence,16,0.1341677726159964,18.863365650177002,801,0.2213241156053367,0.11508343479071909,16,0.0871563429893403,-0.5797932147979736
100,64,16,8,adam,0.01,BC_with_evidence,32,0.12586804527744144,18.90014386177063,801,0.2213241156053367,0.11508343479071909,16,0.09545607032789527,-0.560399055480957
100,64,16,8,adam,0.01,BC_with_evidence,64,0.1442585287939875,11.40354323387146,484,0.2213241156053367,0.11508343479071909,16,0.0770655868113492,-0.4721940755844116
100,64,16,8,adam,0.01,BC_observed_positive,0,0.2062892190500408,4.52586555480957,801,0.2213241156053367,0.11508343479071909,16,0.015034896555295912,
100,64,16,8,adam,0.01,BC_observed_positive,16,0.20536027090587428,4.634232759475708,801,0.2213241156053367,0.11508343479071909,16,0.015963844699462437,
100,64,16,8,adam,0.01,BC_observed_positive,32,0.20547018843181786,4.671085834503174,801,0.2213241156053367,0.11508343479071909,16,0.015853927173518856,
100,64,16,8,adam,0.01,BC_observed_positive,64,0.20581403136447998,4.745831251144409,801,0.2213241156053367,0.11508343479071909,16,0.01551008424085673,
100,64,16,8,adam,0.05,simple_BC,0,0.20841451856151555,0.053537845611572266,155,0.2213241156053367,0.11508343479071909,16,0.012909597043821164,
100,64,16,8,adam,0.05,simple_BC,16,0.2107450362292519,0.3023068904876709,801,0.2213241156053367,0.11508343479071909,16,0.010579079376084821,
100,64,16,8,adam,0.05,simple_BC,32,0.19968065087133982,0.30225467681884766,801,0.2213241156053367,0.11508343479071909,16,0.021643464733996892,
100,64,16,8,adam,0.05,simple_BC,64,0.1885523398931668,0.05997943878173828,159,0.2213241156053367,0.11508343479071909,16,0.03277177571216991,
100,64,16,8,adam,0.05,BC_with_evidence,0,0.17370951877727991,9.629733324050903,410,0.2213241156053367,0.11508343479071909,16,0.0476145968280568,0.41947758197784424
100,64,16,8,adam,0.05,BC_with_evidence,16,0.16647620298094976,18.899784564971924,801,0.2213241156053367,0.11508343479071909,16,0.05484791262438696,-0.24019646644592285
100,64,16,8,adam,0.05,BC_with_evidence,32,0.1781459647470851,18.843658685684204,801,0.2213241156053367,0.11508343479071909,16,0.04317815085825161,-0.2642061710357666
100,64,16,8,adam,0.05,BC_with_evidence,64,0.14078793316382512,18.829848766326904,801,0.2213241156053367,0.11508343479071909,16,0.08053618244151159,-0.13958239555358887
100,64,16,8,adam,0.05,BC_observed_positive,0,0.20489208062767217,4.5263636112213135,801,0.2213241156053367,0.11508343479071909,16,0.016432034977664545,
100,64,16,8,adam,0.05,BC_observed_positive,16,0.21057437664556047,4.631421804428101,801,0.2213241156053367,0.11508343479071909,16,0.01074973895977624,
100,64,16,8,adam,0.05,BC_observed_positive,32,0.20282335973450605,4.668650150299072,801,0.2213241156053367,0.11508343479071909,16,0.018500755870830665,
100,64,16,8,adam,0.05,BC_observed_positive,64,0.2011568473179838,4.742506980895996,801,0.2213241156053367,0.11508343479071909,16,0.020167268287352907,
100,64,16,8,adam,0.1,simple_BC,0,0.20841729307169568,0.055185556411743164,162,0.2213241156053367,0.11508343479071909,16,0.012906822533641032,
100,64,16,8,adam,0.1,simple_BC,16,0.15330938768547356,0.29978275299072266,801,0.2213241156053367,0.11508343479071909,16,0.06801472791986315,
100,64,16,8,adam,0.1,simple_BC,32,0.1817074571597544,0.2989330291748047,801,0.2213241156053367,0.11508343479071909,16,0.03961665844558232,
100,64,16,8,adam,0.1,simple_BC,64,0.1885680996767322,0.06204986572265625,166,0.2213241156053367,0.11508343479071909,16,0.032756015928604526,
100,64,16,8,adam,0.1,BC_with_evidence,0,0.09129317412599999,4.1282782554626465,176,0.2213241156053367,0.11508343479071909,16,0.13003094147933672,-5.3122239112854
100,64,16,8,adam,0.1,BC_with_evidence,16,0.1615899167736504,18.880629777908325,801,0.2213241156053367,0.11508343479071909,16,0.05973419883168632,-0.19673240184783936
100,64,16,8,adam,0.1,BC_with_evidence,32,0.2592635148845397,18.845773935317993,801,0.2213241156053367,0.11508343479071909,16,0.03793939927920298,-0.17217576503753662
100,64,16,8,adam,0.1,BC_with_evidence,64,0.17179307454496479,18.83508062362671,801,0.2213241156053367,0.11508343479071909,16,0.04953104106037193,-0.018851876258850098
100,64,16,8,adam,0.1,BC_observed_positive,0,0.20444737666497198,4.528794765472412,801,0.2213241156053367,0.11508343479071909,16,0.016876738940364733,
100,64,16,8,adam,0.1,BC_observed_positive,16,0.22417894694329332,4.635455131530762,801,0.2213241156053367,0.11508343479071909,16,0.0028548313379566093,
100,64,16,8,adam,0.1,BC_observed_positive,32,0.20188247206459517,4.67094874382019,801,0.2213241156053367,0.11508343479071909,16,0.019441643540741543,
100,64,16,8,adam,0.1,BC_observed_positive,64,0.20257205639004988,4.7451770305633545,801,0.2213241156053367,0.11508343479071909,16,0.01875205921528683,
100,64,16,8,RMSprop,5e-05,simple_BC,0,0.2471057074606177,0.0631248950958252,198,0.2213241156053367,0.11508343479071909,16,0.025781591855280978,
100,64,16,8,RMSprop,5e-05,simple_BC,16,0.2433726726929238,0.28191328048706055,801,0.2213241156053367,0.11508343479071909,16,0.0220485570875871,
100,64,16,8,RMSprop,5e-05,simple_BC,32,0.2423298491612695,0.2812504768371582,801,0.2213241156053367,0.11508343479071909,16,0.0210057335559328,
100,64,16,8,RMSprop,5e-05,simple_BC,64,0.24703626069244392,0.07170724868774414,204,0.2213241156053367,0.11508343479071909,16,0.025712145087107202,
100,64,16,8,RMSprop,5e-05,BC_with_evidence,0,0.24697846953455166,4.884324789047241,209,0.2213241156053367,0.11508343479071909,16,0.025654353929214946,-0.7946966886520386
100,64,16,8,RMSprop,5e-05,BC_with_evidence,16,0.24888432911190925,5.981214761734009,255,0.2213241156053367,0.11508343479071909,16,0.027560213506572534,-0.9968479871749878
100,64,16,8,RMSprop,5e-05,BC_with_evidence,32,0.24250136783134482,18.791850805282593,801,0.2213241156053367,0.11508343479071909,16,0.02117725222600811,-0.9833730459213257
100,64,16,8,RMSprop,5e-05,BC_with_evidence,64,0.24705926037440026,4.725165367126465,202,0.2213241156053367,0.11508343479071909,16,0.02573514476906355,-1.0494179725646973
100,64,16,8,RMSprop,5e-05,BC_observed_positive,0,0.24631231780830942,1.5832502841949463,282,0.2213241156053367,0.11508343479071909,16,0.02498820220297271,
100,64,16,8,RMSprop,5e-05,BC_observed_positive,16,0.2420442403560471,4.611698389053345,801,0.2213241156053367,0.11508343479071909,16,0.02072012475071039,
100,64,16,8,RMSprop,5e-05,BC_observed_positive,32,0.24171228256914995,4.647632598876953,801,0.2213241156053367,0.11508343479071909,16,0.020388166963813237,
100,64,16,8,RMSprop,5e-05,BC_observed_positive,64,0.24550619831555603,2.1719274520874023,369,0.2213241156053367,0.11508343479071909,16,0.02418208271021932,
100,64,16,8,RMSprop,0.0001,simple_BC,0,0.23383279532774154,0.2545442581176758,801,0.2213241156053367,0.11508343479071909,16,0.012508679722404825,
100,64,16,8,RMSprop,0.0001,simple_BC,16,0.23691360767914516,0.281569242477417,801,0.2213241156053367,0.11508343479071909,16,0.015589492073808442,
100,64,16,8,RMSprop,0.0001,simple_BC,32,0.23511810017560394,0.2813084125518799,801,0.2213241156053367,0.11508343479071909,16,0.013793984570267231,
100,64,16,8,RMSprop,0.0001,simple_BC,64,0.23357643472741857,0.2819821834564209,801,0.2213241156053367,0.11508343479071909,16,0.012252319122081856,
100,64,16,8,RMSprop,0.0001,BC_with_evidence,0,0.23339739887233132,18.7467839717865,801,0.2213241156053367,0.11508343479071909,16,0.012073283266994611,-1.1469063758850098
100,64,16,8,RMSprop,0.0001,BC_with_evidence,16,0.23968824117122198,18.80195641517639,801,0.2213241156053367,0.11508343479071909,16,0.018364125565885264,-1.6075973510742188
100,64,16,8,RMSprop,0.0001,BC_with_evidence,32,0.24589018264279777,18.794448852539062,801,0.2213241156053367,0.11508343479071909,16,0.02456606703746106,-1.4243478775024414
100,64,16,8,RMSprop,0.0001,BC_with_evidence,64,0.23377098763771934,18.803580284118652,801,0.2213241156053367,0.11508343479071909,16,0.012446872032382622,-0.748283863067627
100,64,16,8,RMSprop,0.0001,BC_observed_positive,0,0.23376214438664683,4.504527568817139,801,0.2213241156053367,0.11508343479071909,16,0.012438028781310118,
100,64,16,8,RMSprop,0.0001,BC_observed_positive,16,0.23468957982527863,4.610234022140503,801,0.2213241156053367,0.11508343479071909,16,0.01336546421994192,
100,64,16,8,RMSprop,0.0001,BC_observed_positive,32,0.2342324711090794,4.64752459526062,801,0.2213241156053367,0.11508343479071909,16,0.012908355503742697,
100,64,16,8,RMSprop,0.0001,BC_observed_positive,64,0.23377698116079892,4.721888780593872,801,0.2213241156053367,0.11508343479071909,16,0.012452865555462211,
100,64,16,8,RMSprop,0.0005,simple_BC,0,0.20882589306861948,0.20151567459106445,636,0.2213241156053367,0.11508343479071909,16,0.01249822253671723,
100,64,16,8,RMSprop,0.0005,simple_BC,16,0.20746500585520508,0.2795603275299072,801,0.2213241156053367,0.11508343479071909,16,0.013859109750131632,
100,64,16,8,RMSprop,0.0005,simple_BC,32,0.19904367967638986,0.27985572814941406,801,0.2213241156053367,0.11508343479071909,16,0.02228043592894685,
100,64,16,8,RMSprop,0.0005,simple_BC,64,0.1915105226901854,0.28012943267822266,801,0.2213241156053367,0.11508343479071909,16,0.029813592915151316,
100,64,16,8,RMSprop,0.0005,BC_with_evidence,0,0.1802904044975671,19.00091552734375,801,0.2213241156053367,0.11508343479071909,16,0.0410337111077696,-0.8467881679534912
100,64,16,8,RMSprop,0.0005,BC_with_evidence,16,0.2340642771737719,19.11493229866028,801,0.2213241156053367,0.11508343479071909,16,0.012740161568435188,-0.558501124382019
100,64,16,8,RMSprop,0.0005,BC_with_evidence,32,0.22934035716962894,19.095224380493164,801,0.2213241156053367,0.11508343479071909,16,0.008016241564292231,-0.7328555583953857
100,64,16,8,RMSprop,0.0005,BC_with_evidence,64,0.1936490072979527,18.807971477508545,801,0.2213241156053367,0.11508343479071909,16,0.02767510830738401,-1.1302683353424072
100,64,16,8,RMSprop,0.0005,BC_observed_positive,0,0.20564618080005362,4.504684925079346,801,0.2213241156053367,0.11508343479071909,16,0.015677934805283095,
100,64,16,8,RMSprop,0.0005,BC_observed_positive,16,0.20607244383103945,4.612067937850952,801,0.2213241156053367,0.11508343479071909,16,0.01525167177429726,
100,64,16,8,RMSprop,0.0005,BC_observed_positive,32,0.20599511759679653,4.649242639541626,801,0.2213241156053367,0.11508343479071909,16,0.015328998008540179,
100,64,16,8,RMSprop,0.0005,BC_observed_positive,64,0.20539598527341318,4.722951412200928,801,0.2213241156053367,0.11508343479071909,16,0.01592813033192353,
100,64,16,8,RMSprop,0.001,simple_BC,0,0.20866989084657797,0.10957527160644531,345,0.2213241156053367,0.11508343479071909,16,0.012654224758758742,
100,64,16,8,RMSprop,0.001,simple_BC,16,0.19365432012679254,0.2799952030181885,801,0.2213241156053367,0.11508343479071909,16,0.027669795478544174,
100,64,16,8,RMSprop,0.001,simple_BC,32,0.1890708768926073,0.27983880043029785,801,0.2213241156053367,0.11508343479071909,16,0.03225323871272942,
100,64,16,8,RMSprop,0.001,simple_BC,64,0.1888584344069529,0.18943428993225098,540,0.2213241156053367,0.11508343479071909,16,0.032465681198383806,
100,64,16,8,RMSprop,0.001,BC_with_evidence,0,0.14056570645741706,18.738839149475098,801,0.2213241156053367,0.11508343479071909,16,0.08075840914791965,-0.9133549928665161
100,64,16,8,RMSprop,0.001,BC_with_evidence,16,0.22744808306072498,18.791173458099365,801,0.2213241156053367,0.11508343479071909,16,0.006123967455388263,-0.8374563455581665
100,64,16,8,RMSprop,0.001,BC_with_evidence,32,0.19013847534936554,18.776800870895386,801,0.2213241156053367,0.11508343479071909,16,0.031185640255971175,-1.0267925262451172
100,64,16,8,RMSprop,0.001,BC_with_evidence,64,0.21216702396990098,6.407007217407227,274,0.2213241156053367,0.11508343479071909,16,0.009157091635435738,-1.2805147171020508
100,64,16,8,RMSprop,0.001,BC_observed_positive,0,0.20556550218130676,4.500815153121948,801,0.2213241156053367,0.11508343479071909,16,0.015758613424029955,
100,64,16,8,RMSprop,0.001,BC_observed_positive,16,0.20619705425316134,4.609131574630737,801,0.2213241156053367,0.11508343479071909,16,0.01512706135217537,
100,64,16,8,RMSprop,0.001,BC_observed_positive,32,0.20484247374723372,4.646606206893921,801,0.2213241156053367,0.11508343479071909,16,0.016481641858102997,
100,64,16,8,RMSprop,0.001,BC_observed_positive,64,0.2055582390705411,4.721632480621338,801,0.2213241156053367,0.11508343479071909,16,0.01576587653479561,
100,64,16,8,RMSprop,0.005,simple_BC,0,0.20842928366367852,0.02184581756591797,69,0.2213241156053367,0.11508343479071909,16,0.012894831941658191,
100,64,16,8,RMSprop,0.005,simple_BC,16,0.18430510998643576,0.2801339626312256,801,0.2213241156053367,0.11508343479071909,16,0.03701900561890095,
100,64,16,8,RMSprop,0.005,simple_BC,32,0.18839024678094618,0.2801377773284912,801,0.2213241156053367,0.11508343479071909,16,0.03293386882439053,
100,64,16,8,RMSprop,0.005,simple_BC,64,0.18859143036265508,0.03973126411437988,114,0.2213241156053367,0.11508343479071909,16,0.032732685242681636,
100,64,16,8,RMSprop,0.005,BC_with_evidence,0,0.14923985108205476,18.771578550338745,801,0.2213241156053367,0.11508343479071909,16,0.07208426452328195,0.5257228016853333
100,64,16,8,RMSprop,0.005,BC_with_evidence,16,0.23515652578788623,18.786571502685547,801,0.2213241156053367,0.11508343479071909,16,0.01383241018254952,-0.44956517219543457
100,64,16,8,RMSprop,0.005,BC_with_evidence,32,0.174772444106702,18.802156925201416,801,0.2213241156053367,0.11508343479071909,16,0.046551671498634706,-0.62220299243927
100,64,16,8,RMSprop,0.005,BC_with_evidence,64,0.12129655364180729,18.795964241027832,801,0.2213241156053367,0.11508343479071909,16,0.10002756196352942,-0.1160726547241211
100,64,16,8,RMSprop,0.005,BC_observed_positive,0,0.20537747505085868,4.50522518157959,801,0.2213241156053367,0.11508343479071909,16,0.01594664055447803,
100,64,16,8,RMSprop,0.005,BC_observed_positive,16,0.20328167175527373,4.611080169677734,801,0.2213241156053367,0.11508343479071909,16,0.018042443850062984,
100,64,16,8,RMSprop,0.005,BC_observed_positive,32,0.20603940277576974,4.6489667892456055,801,0.2213241156053367,0.11508343479071909,16,0.015284712829566977,
100,64,16,8,RMSprop,0.005,BC_observed_positive,64,0.20667309139522377,4.722614049911499,801,0.2213241156053367,0.11508343479071909,16,0.01465102421011294,
100,64,16,8,RMSprop,0.01,simple_BC,0,0.20842488934767245,0.013260126113891602,42,0.2213241156053367,0.11508343479071909,16,0.012899226257664265,
100,64,16,8,RMSprop,0.01,simple_BC,16,0.20005294228116977,0.27968811988830566,801,0.2213241156053367,0.11508343479071909,16,0.021271173324166948,
100,64,16,8,RMSprop,0.01,simple_BC,32,0.19632241731668568,0.2805798053741455,801,0.2213241156053367,0.11508343479071909,16,0.025001698288651036,
100,64,16,8,RMSprop,0.01,simple_BC,64,0.18856235050473485,0.020508766174316406,59,0.2213241156053367,0.11508343479071909,16,0.03276176510060186,
100,64,16,8,RMSprop,0.01,BC_with_evidence,0,0.1920964722111682,18.792689085006714,801,0.2213241156053367,0.11508343479071909,16,0.0292276433941685,0.751301646232605
100,64,16,8,RMSprop,0.01,BC_with_evidence,16,0.16146213862974046,18.801381826400757,801,0.2213241156053367,0.11508343479071909,16,0.059861976975596254,-0.22771739959716797
100,64,16,8,RMSprop,0.01,BC_with_evidence,32,0.17537286552009168,18.792584657669067,801,0.2213241156053367,0.11508343479071909,16,0.04595125008524503,-0.33090436458587646
100,64,16,8,RMSprop,0.01,BC_with_evidence,64,0.16747119419741827,18.783690690994263,801,0.2213241156053367,0.11508343479071909,16,0.05385292140791845,0.05712234973907471
100,64,16,8,RMSprop,0.01,BC_observed_positive,0,0.20661230664185795,4.506196975708008,801,0.2213241156053367,0.11508343479071909,16,0.014711808963478762,
100,64,16,8,RMSprop,0.01,BC_observed_positive,16,0.20562993893649062,4.611914396286011,801,0.2213241156053367,0.11508343479071909,16,0.015694176668846094,
100,64,16,8,RMSprop,0.01,BC_observed_positive,32,0.20647697200653412,4.6475138664245605,801,0.2213241156053367,0.11508343479071909,16,0.014847143598802598,
100,64,16,8,RMSprop,0.01,BC_observed_positive,64,0.20343980482750276,4.722217559814453,801,0.2213241156053367,0.11508343479071909,16,0.01788431077783395,
100,64,16,8,RMSprop,0.05,simple_BC,0,0.20842488661078565,0.013248920440673828,42,0.2213241156053367,0.11508343479071909,16,0.012899228994551065,
100,64,16,8,RMSprop,0.05,simple_BC,16,0.18543807847805122,0.2795431613922119,801,0.2213241156053367,0.11508343479071909,16,0.0358860371272855,
100,64,16,8,RMSprop,0.05,simple_BC,32,0.18153933524322666,0.27996230125427246,801,0.2213241156053367,0.11508343479071909,16,0.039784780362110056,
100,64,16,8,RMSprop,0.05,simple_BC,64,0.18856124144686473,0.014613151550292969,42,0.2213241156053367,0.11508343479071909,16,0.03276287415847198,
100,64,16,8,RMSprop,0.05,BC_with_evidence,0,0.19726653511046974,18.798659801483154,801,0.2213241156053367,0.11508343479071909,16,0.024057580494866976,0.819849967956543
