,real_epsilon,epsilon0,epsilon_torch,epsilon_scipy,batch_size,mu,rho,steepness,N,T,edge_per_t,epochs,time,distance_torch_real,distance_scipy_real
2036,0.4477103511361825,0.6798742350144591,0.6681659604209521,0.5436765276034743,20,0.8168663725461554,10,20,100,1000,5,17,0.03020167350769043,0.2204556092847696,0.09596617646729177
2037,0.2436677530780953,0.4471509971635942,0.3974828624627167,0.23991750257585298,20,0.06937746025392133,10,20,500,100,5,23,0.06794595718383789,0.1538151093846214,0.003750250502242314
2038,0.21761400948966336,0.26921756877432645,0.24705314933885597,0.2246881160448625,20,0.7268276040165446,10,20,500,500,5,17,0.29412221908569336,0.029439139849192608,0.007074106555199133
2039,0.9089249103269179,0.941453600315877,0.9460925513622357,1.0,20,0.7021168150851228,10,20,500,1000,5,17,0.5428194999694824,0.03716764103531778,0.09107508967308209
2040,0.127640108877338,0.40410378632087407,0.2979143665978316,0.11530124253599845,20,0.7491007451715871,10,20,1000,100,5,52,0.2527124881744385,0.1702742577204936,0.012338866341339558
2041,0.8459977966017243,0.3557788158395452,0.4453908192122063,0.9783332992449865,20,0.12675119982061223,10,20,1000,500,5,40,0.9983170032501221,0.40060697738951795,0.13233550264326222
2042,0.9132184054259473,0.43711534928100715,0.4727889041406104,1.0,20,0.6875342364376227,10,20,1000,1000,5,17,1.8919200897216797,0.4404295012853369,0.08678159457405266
2043,0.984375383266844,0.5390147362174311,0.5754546505402529,1.0,20,0.2942957176244858,10,20,100,100,10,17,0.006744861602783203,0.40892073272659113,0.01562461673315596
2044,0.8122503426282429,0.7751924339977663,0.796938056892283,0.9128227884118729,20,0.9276716129603778,10,20,100,500,10,17,0.02069091796875,0.015312285735959885,0.10057244578363
2045,0.27998281188848795,0.33238584754385925,0.36034512977291705,0.3875540061466022,20,0.30292224760311115,10,20,100,1000,10,17,0.03113389015197754,0.0803623178844291,0.10757119425811423
2046,0.8016145491781681,0.19849786863819008,0.46382130910677843,0.8665897489555012,20,0.013597798070297262,10,20,500,100,10,135,0.10193967819213867,0.33779324007138967,0.06497519977733313
2047,0.37964024015589637,0.14606324384895175,0.1678732815909712,0.42160594888374187,20,0.7859419611569776,10,20,500,500,10,18,0.2963593006134033,0.21176695856492517,0.0419657087278455
2048,0.7601475539219953,0.39126514482119856,0.42738400096622026,0.83868404642685,20,0.48420592937338913,10,20,500,1000,10,17,0.5485622882843018,0.33276355295577503,0.07853649250485473
2049,0.17529978711616478,0.36809136346819493,0.3313277790547002,0.17031780012209502,20,0.26060658269644643,10,20,1000,100,10,18,0.2436373233795166,0.1560279919385354,0.004981986994069765
2050,0.8796665493338983,0.024759149900929867,0.028958788591379306,0.9741503219121826,20,0.3261961600223042,10,20,1000,500,10,17,1.015537977218628,0.850707760742519,0.09448377257828433
2051,0.9390170685896296,0.31858219818047695,0.3531695227748514,1.0,20,0.7806474813118928,10,20,1000,1000,10,17,1.9403245449066162,0.5858475458147783,0.06098293141037037
2052,0.43782742113277606,0.22839179951705213,0.36851253154198266,0.42209200168105,20,0.6839290850959459,100,20,100,100,1,91,0.028914451599121094,0.0693148895907934,0.015735419451726074
2053,0.8338523823633472,0.2219372176096418,0.5162200223403823,0.8225051462183993,20,0.056883491510896556,100,20,100,500,1,171,0.0689234733581543,0.3176323600229649,0.011347236144947925
2054,0.08808509942907505,0.17208885683666253,0.13300959942135018,0.08540391037603008,20,0.2578184777962582,100,20,100,1000,1,42,0.03927969932556152,0.04492449999227513,0.0026811890530449717
2055,0.6002860602033352,0.31442155297671937,0.4733500495619287,0.613232037442237,20,0.13600405495924928,100,20,500,100,1,90,0.08780598640441895,0.12693601064140647,0.012945977238901785
2056,0.2154672768147573,0.9815776410390379,0.9793725224693941,0.21450359272067523,20,0.8635534604797274,100,20,500,500,1,17,0.29563188552856445,0.7639052456546368,0.0009636840940820679
2057,0.3429381425071204,0.2059538303538221,0.288941453685407,0.3420814832521567,20,0.7564632917492503,100,20,500,1000,1,59,0.5615944862365723,0.05399668882171338,0.0008566592549636987
2058,0.49545767101438964,0.6018358258525784,0.5770508899146035,0.5086302225671169,20,0.8874675439457486,100,20,1000,100,1,18,0.24517226219177246,0.08159321890021387,0.01317255155272723
2059,0.8070699667212434,0.7366405726206788,0.7432473466951272,0.8111700152489633,20,0.7819021947119613,100,20,1000,500,1,21,0.9945662021636963,0.06382262002611627,0.004100048527719835
2060,0.8179774153144178,0.7288211761447674,0.7471746340818378,0.7892612441797312,20,0.8627375992605405,100,20,1000,1000,1,21,1.8938169479370117,0.07080278123257999,0.028716171134686608
2061,0.8550355992382926,0.7690918491640014,0.7769128359503414,1.0,20,0.9278905117816943,100,20,100,100,5,17,0.005901336669921875,0.0781227632879512,0.14496440076170736
2062,0.38237680232780824,0.25787931047102075,0.2776192314943138,0.367469942669407,20,0.570478746821283,100,20,100,500,5,19,0.026716232299804688,0.10475757083349446,0.014906859658401217
2063,0.20174428025823288,0.5428146831561661,0.2660013917490834,0.19185353687005136,20,0.8536140527893005,100,20,100,1000,5,154,0.06954407691955566,0.0642571114908505,0.009890743388181522
