,epsilon,distance_epsilon,mu,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
19,0.30720000000000003,0.017199999999999993,1.0,0.08000000000000007,15.179322481155396,0.29000000000000004,0.9199999999999999,100,100,4,1,200
20,0.1193,0.0693,0.09,0.42999999999999994,13.955223560333252,0.05,0.5199999999999999,100,100,4,1,200
21,0.0852,0.004799999999999999,0.44,0.24000000000000002,13.04458236694336,0.09,0.19999999999999998,100,100,16,1,200
22,0.2791,0.0509,0.79,0.67,17.16040301322937,0.33,0.12,100,100,8,1,200
23,0.1507,0.01930000000000001,0.08,0.84,11.888810634613037,0.17,0.9199999999999999,100,100,1,1,200
24,0.25220000000000004,0.0022000000000000353,0.77,0.17000000000000004,13.171092510223389,0.25,0.6,100,100,1,1,200
25,0.2225,0.012499999999999983,0.91,0.2300000000000001,17.674607515335083,0.21000000000000002,0.6799999999999999,100,100,8,1,200
26,0.2994,0.009399999999999964,0.21,0.06999999999999998,11.449925184249878,0.29000000000000004,0.27999999999999997,100,100,1,1,200
27,0.21330000000000002,0.0032999999999999974,0.29,0.5499999999999998,13.775271892547607,0.21000000000000002,0.8399999999999999,100,100,16,1,200
28,0.11720000000000001,0.027200000000000016,0.85,0.25,13.044544696807861,0.09,0.6,100,100,16,1,200
29,0.445,0.0050000000000000044,0.12,0.6399999999999999,13.445962905883789,0.45,0.7599999999999999,100,100,8,1,200
30,0.2554,0.005400000000000016,0.51,0.31000000000000005,13.537909746170044,0.25,0.19999999999999998,100,100,8,1,200
31,0.4666,0.016600000000000004,0.21,0.39,14.439769506454468,0.45,0.6,100,100,16,1,200
32,0.1507,0.020699999999999996,0.28,0.5599999999999998,10.942222833633423,0.13,0.8399999999999999,100,100,1,1,200
33,0.1748,0.08480000000000001,0.96,0.1200000000000001,14.38018536567688,0.09,0.8399999999999999,100,100,8,1,200
34,0.4504,0.00040000000000001146,0.37,0.3899999999999999,13.998532772064209,0.45,0.7599999999999999,100,100,8,1,200
35,0.0034000000000000002,0.0066,0.02,0.25999999999999995,10.011082649230957,0.01,0.27999999999999997,100,100,1,1,200
36,0.2812,0.00880000000000003,0.59,0.010000000000000009,18.523656368255615,0.29000000000000004,0.6,100,100,4,1,200
37,0.187,0.016999999999999987,0.16,0.19999999999999993,13.279728889465332,0.17,0.35999999999999993,100,100,16,1,200
38,0.2957,0.04570000000000002,0.46,0.13999999999999996,13.032481670379639,0.25,0.6,100,100,4,1,200
39,0.3945,0.015500000000000014,0.31,0.030000000000000027,13.57622742652893,0.41000000000000003,0.27999999999999997,100,100,16,1,200
40,0.2255,0.024499999999999994,0.25,0.02999999999999997,14.16681432723999,0.25,0.27999999999999997,100,100,16,1,200
41,0.0592,0.0092,0.8300000000000001,0.15000000000000013,17.926238775253296,0.05,0.6799999999999999,100,100,16,1,200
42,0.0942,0.004200000000000009,0.06,0.21999999999999997,17.211106061935425,0.09,0.27999999999999997,100,100,16,1,200
43,0.3674,0.07739999999999997,0.96,0.28,16.628968000411987,0.29000000000000004,0.6799999999999999,100,100,8,1,200
44,0.0511,0.0010999999999999968,0.71,0.04999999999999993,15.250609397888184,0.05,0.7599999999999999,100,100,8,1,200
45,0.0099,9.99999999999994e-05,0.52,0.1600000000000001,18.239521026611328,0.01,0.35999999999999993,100,100,8,1,200
46,0.0086,0.0014000000000000002,0.43,0.15000000000000002,11.977046251296997,0.01,0.27999999999999997,100,100,1,1,200
47,0.3927,0.05730000000000002,0.8300000000000001,0.08999999999999986,14.128214836120605,0.45,0.9199999999999999,100,100,8,1,200
48,0.0189,0.0089,0.36,0.24,10.64225149154663,0.01,0.12,100,100,1,1,200
49,0.1661,0.0039000000000000146,0.46,0.05999999999999989,13.871227264404297,0.17,0.5199999999999999,100,100,16,1,200
50,0.1076,0.017600000000000005,0.25,0.02999999999999997,16.45666241645813,0.09,0.27999999999999997,100,100,16,1,200
51,0.4223,0.012299999999999978,0.8300000000000001,0.6300000000000001,18.868112802505493,0.41000000000000003,0.19999999999999998,100,100,8,1,200
52,0.47840000000000005,0.06840000000000002,0.89,0.6100000000000001,15.713101387023926,0.41000000000000003,0.27999999999999997,100,100,8,1,200
53,0.4985,0.04849999999999999,0.06,0.29999999999999993,16.10680079460144,0.45,0.35999999999999993,100,100,4,1,200
54,0.09970000000000001,0.009700000000000014,0.35000000000000003,0.31000000000000005,16.522651195526123,0.09,0.04,100,100,16,1,200
55,0.4294,0.05940000000000001,0.12,0.15999999999999998,17.04811954498291,0.37,0.27999999999999997,100,100,8,1,200
56,0.399,0.01100000000000001,0.02,0.4999999999999999,9.32736873626709,0.41000000000000003,0.5199999999999999,100,100,1,1,200
57,0.0921,0.0379,0.41000000000000003,0.34999999999999987,15.737612247467041,0.13,0.7599999999999999,100,100,8,1,200
58,0.4428,0.032799999999999996,0.84,0.48000000000000004,18.256584644317627,0.41000000000000003,0.35999999999999993,100,100,8,1,200
