N,T,edge_per_t,evidences_per_t,model,optimizer_name,num_epochs,lr,model_name,minibatch_size,epsilon_plus_estimated,epsilon_minus_estimated,X0_r2,time,last_iteration,real_epsilon_plus,real_epsilon_minus,mu_plus,mu_minus,rho,distance_epsilon_plus,distance_epsilon,distance_minus
100,64,16,8,backfire,adam,800,0.001,BC_backfire,16,0.288760194684168,0.5998352809443964,-0.6195468902587891,38.22463393211365,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.4570933797034375,0.15413863571524394,0.4570933797034375
100,64,16,8,backfire,adam,800,0.001,BC_backfire,32,0.28421565690676653,0.61356688066605,-0.2991011142730713,38.325114250183105,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.4708249794250911,0.14959409793784245,0.4708249794250911
100,64,16,8,backfire,adam,800,0.005,BC_backfire,0,0.33709455638455404,0.23018115449127702,-1.072310447692871,38.22368574142456,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.0874392532503181,0.20247299741562996,0.0874392532503181
100,64,16,8,backfire,adam,800,0.005,BC_backfire,16,0.20693911866247292,0.2628620131188172,-0.22347736358642578,38.57987904548645,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.12012011187785826,0.07231755969354883,0.12012011187785826
100,64,16,8,backfire,adam,800,0.005,BC_backfire,32,0.19323158041577412,0.2559655100002282,-0.3742403984069824,38.19304394721985,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.11322360875926929,0.05861002144685004,0.11322360875926929
100,64,16,8,backfire,adam,800,0.01,BC_backfire,0,0.33376891156970817,0.2815690011563654,-0.03521525859832764,38.359766244888306,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.13882709991540648,0.1991473526007841,0.13882709991540648
100,64,16,8,backfire,adam,800,0.01,BC_backfire,16,0.13373247688497678,0.20047131553197564,-0.09308254718780518,38.42515277862549,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.05772941429101672,0.0008890820839473068,0.05772941429101672
100,64,16,8,backfire,adam,800,0.01,BC_backfire,32,0.15774077461015457,0.22089742265358045,-0.031070470809936523,38.27499461174011,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.07815552141262153,0.023119215641230484,0.07815552141262153
100,64,16,8,backfire,adam,800,0.05,BC_backfire,0,0.26817613255118977,0.018512443242761127,-1.4735546112060547,38.32204270362854,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.12422945799819779,0.1335545735822657,0.12422945799819779
100,64,16,8,backfire,adam,800,0.05,BC_backfire,16,0.14560179448673694,0.21021033677679332,-0.07769262790679932,38.264419078826904,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.0674684355358344,0.010980235517812853,0.0674684355358344
100,64,16,8,backfire,adam,800,0.05,BC_backfire,32,0.12614527942730228,0.17706490068070252,-0.3103855848312378,38.32041907310486,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.034322999439743596,0.008476279541621806,0.034322999439743596
100,64,16,8,backfire,adam,800,0.1,BC_backfire,0,0.37546392526043065,0.23852492055973867,0.17229795455932617,38.3355987071991,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.09578301931877975,0.24084236629150657,0.09578301931877975
100,64,16,8,backfire,adam,800,0.1,BC_backfire,16,0.1858768914462932,0.4887595847615451,0.009796857833862305,38.26579213142395,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.34601768352058615,0.05125533247736913,0.34601768352058615
100,64,16,8,backfire,adam,800,0.1,BC_backfire,32,0.21321103971324265,0.25269549921032725,0.014531373977661133,38.31206750869751,801,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.10995359796936832,0.07858948074431857,0.10995359796936832
100,64,16,8,backfire,RMSprop,200,0.0001,BC_backfire,0,0.2513336644961928,0.7484065015595381,-0.9191104173660278,1.9683825969696045,42,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.6056646003185793,0.11671210552726874,0.6056646003185793
100,64,16,8,backfire,RMSprop,200,0.0001,BC_backfire,16,0.24861326464621383,0.7442992262884376,-1.0868585109710693,9.690289974212646,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.6015573250474786,0.11399170567728975,0.6015573250474786
100,64,16,8,backfire,RMSprop,200,0.0001,BC_backfire,32,0.24507944397415335,0.74403105771944,-0.8234440088272095,9.571195840835571,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.601289156478481,0.11045788500522927,0.601289156478481
100,64,16,8,backfire,RMSprop,200,0.0005,BC_backfire,0,0.2587618680542625,0.7345128135266996,-0.961707353591919,9.582945108413696,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5917709122857406,0.12414030908533841,0.5917709122857406
100,64,16,8,backfire,RMSprop,200,0.0005,BC_backfire,16,0.2630546325454524,0.7274697579286675,-0.7322545051574707,9.545818328857422,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5847278566877085,0.12843307357652833,0.5847278566877085
100,64,16,8,backfire,RMSprop,200,0.0005,BC_backfire,32,0.23316023805839203,0.7192540985063867,-0.3901402950286865,9.563205242156982,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5765121972654277,0.09853867908946795,0.5765121972654277
100,64,16,8,backfire,RMSprop,200,0.001,BC_backfire,0,0.2692402328326285,0.6959412587138282,-0.4786137342453003,9.555973768234253,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5531993574728693,0.1346186738637044,0.5531993574728693
100,64,16,8,backfire,RMSprop,200,0.001,BC_backfire,16,0.22792122713371055,0.6864701076795862,-0.4984419345855713,9.550051927566528,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5437282064386273,0.09329966816478646,0.5437282064386273
100,64,16,8,backfire,RMSprop,200,0.001,BC_backfire,32,0.22110837584825074,0.687839379447501,-0.5080890655517578,9.561936140060425,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5450974782065421,0.08648681687932666,0.5450974782065421
100,64,16,8,backfire,RMSprop,200,0.005,BC_backfire,0,0.33632333923703867,0.48296496419023904,-0.34865617752075195,9.553277254104614,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.3402230629492801,0.20170178026811458,0.3402230629492801
100,64,16,8,backfire,RMSprop,200,0.005,BC_backfire,16,0.26140224696758807,0.48632673283019223,-0.14892983436584473,9.585819482803345,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.3435848315892333,0.126780687998664,0.3435848315892333
100,64,16,8,backfire,RMSprop,200,0.005,BC_backfire,32,0.40023027594083643,0.48474027114324564,-0.5851333141326904,9.577079772949219,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.3419983699022867,0.26560871697191235,0.3419983699022867
100,64,16,8,backfire,RMSprop,200,0.01,BC_backfire,0,0.4155678832856294,0.3042205955537394,-0.24226796627044678,9.703355312347412,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.1614786943127805,0.2809463243167053,0.1614786943127805
100,64,16,8,backfire,RMSprop,200,0.01,BC_backfire,16,0.23822299756971912,0.30896842993301044,-0.24094486236572266,9.569613456726074,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.1662265286920515,0.10360143860079504,0.1662265286920515
100,64,16,8,backfire,RMSprop,200,0.01,BC_backfire,32,0.32490387778930413,0.4493992316968661,0.15930187702178955,9.553884983062744,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.30665733045590715,0.19028231882038005,0.30665733045590715
100,64,16,8,backfire,RMSprop,200,0.05,BC_backfire,0,0.43798990829079754,0.16395900006171524,0.13715344667434692,9.652912139892578,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.021217098820756314,0.30336834932187345,0.021217098820756314
100,64,16,8,backfire,RMSprop,200,0.05,BC_backfire,16,0.15789923958190022,0.21952321757880508,-0.09875845909118652,9.607342004776001,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.07678131633784616,0.023277680612976137,0.07678131633784616
100,64,16,8,backfire,RMSprop,200,0.05,BC_backfire,32,0.1409249115683993,0.2316021560646836,-0.10590982437133789,9.52928352355957,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.08886025482372467,0.0063033525994752315,0.08886025482372467
100,64,16,8,backfire,RMSprop,200,0.1,BC_backfire,0,0.33183699452267934,0.014956437417614994,-0.8284393548965454,9.550219058990479,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.12778546382334394,0.19721543555375526,0.12778546382334394
100,64,16,8,backfire,RMSprop,200,0.1,BC_backfire,16,0.10354992728925222,0.1279952124460545,-0.015260577201843262,9.553236484527588,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.014746688794904428,0.031071631679671863,0.014746688794904428
100,64,16,8,backfire,RMSprop,200,0.1,BC_backfire,32,0.3051559030135844,0.5463617828487176,-0.0887066125869751,9.558432340621948,201,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.4036198816077587,0.17053434404466034,0.4036198816077587
100,64,16,8,backfire,RMSprop,400,0.0001,BC_backfire,0,0.25759381704094103,0.7401241060064927,-0.963129997253418,19.19263195991516,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5973822047655337,0.12297225807201695,0.5973822047655337
100,64,16,8,backfire,RMSprop,400,0.0001,BC_backfire,16,0.24304382143641293,0.7402516466702629,-0.8244835138320923,19.167177200317383,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5975097454293039,0.10842226246748884,0.5975097454293039
100,64,16,8,backfire,RMSprop,400,0.0001,BC_backfire,32,0.24595133180259832,0.741562690317197,-1.0698511600494385,19.114747524261475,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.598820789076238,0.11132977283367423,0.598820789076238
100,64,16,8,backfire,RMSprop,400,0.0005,BC_backfire,0,0.27800858793931443,0.6993371152331799,-0.6737279891967773,19.224635124206543,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.556595213992221,0.14338702897039035,0.556595213992221
100,64,16,8,backfire,RMSprop,400,0.0005,BC_backfire,16,0.2570836025279916,0.7011478088019296,-0.3817328214645386,19.101498126983643,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5584059075609706,0.12246204355906753,0.5584059075609706
100,64,16,8,backfire,RMSprop,400,0.0005,BC_backfire,32,0.23772886864096415,0.6986248960001138,-0.4670066833496094,19.111884117126465,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5558829947591548,0.10310730967204007,0.5558829947591548
100,64,16,8,backfire,RMSprop,400,0.001,BC_backfire,0,0.28156612886976423,0.6402474225691378,-0.8726905584335327,19.250245094299316,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.4975055213281789,0.14694456990084015,0.4975055213281789
100,64,16,8,backfire,RMSprop,400,0.001,BC_backfire,16,0.2964674729660638,0.6504936401664047,-0.4888451099395752,19.1483473777771,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5077517389254458,0.1618459139971397,0.5077517389254458
100,64,16,8,backfire,RMSprop,400,0.001,BC_backfire,32,0.22789264734969544,0.6441418253649013,-0.37348079681396484,19.1503643989563,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.5013999241239424,0.09327108838077136,0.5013999241239424
100,64,16,8,backfire,RMSprop,400,0.005,BC_backfire,0,0.3736189425174104,0.2837535727248331,-0.9705522060394287,19.136772871017456,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.14101167148387417,0.23899738354848632,0.14101167148387417
100,64,16,8,backfire,RMSprop,400,0.005,BC_backfire,16,0.24699637223936105,0.3434453876356292,-0.18207693099975586,19.141613960266113,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.20070348639467028,0.11237481327043697,0.20070348639467028
100,64,16,8,backfire,RMSprop,400,0.005,BC_backfire,32,0.2871880568045317,0.3611333579450399,0.02458590269088745,19.253655433654785,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.218391456704081,0.1525664978356076,0.218391456704081
100,64,16,8,backfire,RMSprop,400,0.01,BC_backfire,0,0.3454506459685796,0.27434251897925194,-0.00022149085998535156,19.102936267852783,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.131600617738293,0.21082908699965552,0.131600617738293
100,64,16,8,backfire,RMSprop,400,0.01,BC_backfire,16,0.2886753588668509,0.36849254905169,-0.26675212383270264,19.14852237701416,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.22575064781073106,0.15405379989792684,0.22575064781073106
100,64,16,8,backfire,RMSprop,400,0.01,BC_backfire,32,0.2136223196831688,0.28962499296651156,-0.11178672313690186,19.177284240722656,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.14688309172555264,0.07900076071424472,0.14688309172555264
100,64,16,8,backfire,RMSprop,400,0.05,BC_backfire,0,0.3772263967073986,0.1829931516322621,0.2408047914505005,19.067543029785156,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.04025125039130317,0.24260483773847452,0.04025125039130317
100,64,16,8,backfire,RMSprop,400,0.05,BC_backfire,16,0.07060685138865877,0.10653707500586512,0.042401790618896484,19.264094829559326,401,0.13462155896892408,0.14274190124095892,0.07845894720408797,0.2360226189068061,16,0.0362048262350938,0.06401470758026531,0.0362048262350938
