N,T,edge_per_t,evidences_per_t,model,optimizer_name,num_epochs,lr,model_name,minibatch_size,X0_lr_scale,epsilon_plus_estimated,epsilon_minus_estimated,X0_r2,time,last_iteration,real_epsilon_plus,real_epsilon_minus,mu_plus,mu_minus,rho,distance_epsilon_plus,distance_epsilon_minus
100,64,16,8,backfire,adam,400,0.005,BC_backfire,0,40,0.31695346864691826,0.38398127544459215,-1.0477216243743896,39.37648606300354,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.19786175239776965,0.07659358580723963
100,64,16,8,backfire,adam,400,0.01,BC_backfire,0,10,0.3403180171438031,0.3083683622708288,-1.1908295154571533,41.43160152435303,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2212263008946545,0.0009806726334762872
100,64,16,8,backfire,adam,400,0.01,BC_backfire,0,20,0.2756797920959325,0.3247691571736266,-1.5278401374816895,43.72966122627258,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.15658807584678391,0.017381467536274064
100,64,16,8,backfire,adam,400,0.01,BC_backfire,0,40,0.34239461977395397,0.3217342826407284,0.21913403272628784,37.26711916923523,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.22330290352480536,0.014346593003375874
100,64,16,8,backfire,adam,400,0.05,BC_backfire,0,10,0.3517539721115179,0.33833021786431994,0.06541198492050171,43.56688642501831,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.23266225586236927,0.030942528226967414
100,64,16,8,backfire,adam,400,0.05,BC_backfire,0,20,0.27913254535880067,0.40944177941452803,0.4662473201751709,44.604212522506714,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.16004082910965206,0.1020540897771755
100,64,16,8,backfire,adam,400,0.05,BC_backfire,0,40,0.43678336130162365,0.30557985585103653,-0.12139236927032471,29.53405261039734,257,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.31769164505247505,0.0018078337863159932
100,64,16,8,backfire,adam,400,0.1,BC_backfire,0,10,0.2447371819330097,0.3709737931605023,0.45929718017578125,40.77299642562866,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1256454656838611,0.06358610352314975
100,64,16,8,backfire,adam,400,0.1,BC_backfire,0,20,0.40398375609070003,0.2982658766686948,0.34918326139450073,44.94875645637512,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2848920398415514,0.009121812968657717
100,64,16,8,backfire,adam,400,0.1,BC_backfire,0,40,0.3704311568438223,0.11030992711999447,-0.45824897289276123,46.3589448928833,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.25133944059467367,0.19707776251735803
100,64,16,8,backfire,adam,800,0.005,BC_backfire,0,10,0.33257993638790906,0.41604223712754335,-1.2845361232757568,36.803969621658325,388,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21348822013876045,0.10865454749019082
100,64,16,8,backfire,adam,800,0.005,BC_backfire,0,20,0.28681391605109796,0.4388324423419175,-1.2271146774291992,48.435242652893066,413,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.16772219980194936,0.13144475270456496
100,64,16,8,backfire,adam,800,0.005,BC_backfire,0,40,0.34965321240249814,0.33759693714238864,-1.1643424034118652,70.54926133155823,613,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.23056149615334953,0.03020924750503612
100,64,16,8,backfire,adam,800,0.01,BC_backfire,0,10,0.3195474233375475,0.34167864211114013,-1.4037525653839111,43.94254755973816,365,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.20045570708839888,0.034290952473787606
100,64,16,8,backfire,adam,800,0.01,BC_backfire,0,20,0.2678952699164476,0.41259287890249824,0.40829628705978394,37.14166784286499,323,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.14880355366729897,0.10520518926514572
100,64,16,8,backfire,adam,800,0.01,BC_backfire,0,40,0.29916966332286804,0.3320911818417158,-1.3361220359802246,55.358612298965454,475,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.18007794707371944,0.024703492204363298
100,64,16,8,backfire,adam,800,0.05,BC_backfire,0,10,0.28774273956598906,0.38754085979952824,0.2564077377319336,27.4915668964386,240,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.16865102331684045,0.08015317016217571
100,64,16,8,backfire,adam,800,0.05,BC_backfire,0,20,0.3165752622044376,0.3865911254693069,0.07734644412994385,88.24145293235779,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.197483545955289,0.07920343583195438
100,64,16,8,backfire,adam,800,0.05,BC_backfire,0,40,0.31623834247334814,0.08323988444814588,-0.3717573881149292,25.443584442138672,229,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.19714662622419954,0.22414780518920663
100,64,16,8,backfire,adam,800,0.1,BC_backfire,0,10,0.2804786755457347,0.38029449934400267,0.331584095954895,53.838985204696655,538,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.16138695929658609,0.07290680970665014
100,64,16,8,backfire,adam,800,0.1,BC_backfire,0,20,0.26130911483485203,0.38679294841111717,0.5508166551589966,19.968603372573853,170,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.14221739858570343,0.07940525877376464
100,64,16,8,backfire,adam,800,0.1,BC_backfire,0,40,0.3931442738948324,0.289758738049049,0.4916732907295227,41.428717851638794,344,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2740525576456838,0.01762895158830352
100,64,16,8,backfire,RMSprop,200,0.005,BC_backfire,0,10,0.30143833293221717,0.42937280091507346,-1.3952713012695312,19.236875772476196,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.18234661668306856,0.12198511127772094
100,64,16,8,backfire,RMSprop,200,0.005,BC_backfire,0,20,0.2770933053044654,0.49296049554689214,-1.7349376678466797,19.54084348678589,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1580015890553168,0.18557280590953962
100,64,16,8,backfire,RMSprop,200,0.005,BC_backfire,0,40,0.23277994118025436,0.49543093141221745,0.4527524709701538,23.059212684631348,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.11368822493110575,0.18804324177486492
100,64,16,8,backfire,RMSprop,200,0.01,BC_backfire,0,10,0.31041006205958555,0.369118888539162,-1.7021894454956055,22.756296634674072,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.19131834581043694,0.0617311989018095
100,64,16,8,backfire,RMSprop,200,0.01,BC_backfire,0,20,0.3722687232857652,0.4027090511933867,-1.2703220844268799,24.047935009002686,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2531770070366166,0.09532136155603416
100,64,16,8,backfire,RMSprop,200,0.01,BC_backfire,0,40,0.3477948001483173,0.4056131898804642,0.23288065195083618,20.148220777511597,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2287030838991687,0.09822550024311166
100,64,16,8,backfire,RMSprop,200,0.05,BC_backfire,0,10,0.32215085314727526,0.39684347171639356,0.36203038692474365,19.444929838180542,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.20305913689812666,0.08945578207904104
100,64,16,8,backfire,RMSprop,200,0.05,BC_backfire,0,20,0.33573100563651315,0.03168560966103285,-0.831084132194519,22.95022964477539,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21663928938736454,0.2757020799763197
100,64,16,8,backfire,RMSprop,200,0.05,BC_backfire,0,40,0.3744985209737511,0.2977238869493455,0.37034302949905396,7.552022457122803,66,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2554068047246025,0.00966380268800704
100,64,16,8,backfire,RMSprop,200,0.1,BC_backfire,0,10,0.42005083542500493,0.34514143816579235,0.18002676963806152,21.96698832511902,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.3009591191758563,0.03775374852843982
100,64,16,8,backfire,RMSprop,200,0.1,BC_backfire,0,20,,,,24.076148509979248,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,,
100,64,16,8,backfire,RMSprop,200,0.1,BC_backfire,0,40,0.3790520558312788,0.3330223751382321,0.13651633262634277,6.322352409362793,51,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2599603395821302,0.02563468550087955
100,64,16,8,backfire,RMSprop,400,0.005,BC_backfire,0,10,0.2898700150113374,0.39385825901587035,0.2560345530509949,47.009042501449585,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1707782987621888,0.08647056937851783
100,64,16,8,backfire,RMSprop,400,0.005,BC_backfire,0,20,0.2662997019928397,0.40422046253221533,0.46586769819259644,44.19104194641113,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1472079857436911,0.0968327728948628
100,64,16,8,backfire,RMSprop,400,0.005,BC_backfire,0,40,0.300842767649741,0.41004961710861537,0.2105543613433838,46.54854607582092,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1817510514005924,0.10266192747126285
100,64,16,8,backfire,RMSprop,400,0.01,BC_backfire,0,10,0.28343837051828236,0.4234471610527399,0.3732849955558777,46.87717962265015,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.16434665426913375,0.11605947141538736
100,64,16,8,backfire,RMSprop,400,0.01,BC_backfire,0,20,0.14174183618345693,0.3627294129272764,0.6797075271606445,46.639362812042236,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.02265011993430832,0.05534172328992387
100,64,16,8,backfire,RMSprop,400,0.01,BC_backfire,0,40,0.31624310712266085,0.3924185349297507,0.23754018545150757,45.851811170578,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.19715139087351224,0.08503084529239818
100,64,16,8,backfire,RMSprop,400,0.05,BC_backfire,0,10,0.2954257885637773,0.39366907805348905,0.31278687715530396,48.088948488235474,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.17633407231462872,0.08628138841613653
100,64,16,8,backfire,RMSprop,400,0.05,BC_backfire,0,20,0.4020667782247711,0.32478790123506024,0.04950040578842163,44.81286334991455,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2829750619756225,0.017400211597707715
100,64,16,8,backfire,RMSprop,400,0.05,BC_backfire,0,40,0.4322869275953463,0.3414409618982594,0.0076978206634521484,46.70378589630127,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.3131952113461977,0.034053272260906875
100,64,16,8,backfire,RMSprop,400,0.1,BC_backfire,0,10,0.23426465562170912,0.36563272413194886,0.5358405113220215,47.362799882888794,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.11517293937256051,0.05824503449459634
100,64,16,8,backfire,RMSprop,400,0.1,BC_backfire,0,20,,,,45.64967942237854,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,,
100,64,16,8,backfire,RMSprop,400,0.1,BC_backfire,0,40,,,,45.65169930458069,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,,
100,64,16,8,backfire,RMSprop,800,0.005,BC_backfire,0,10,0.3188989316617618,0.33799432959739845,-1.5424778461456299,93.95422530174255,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1998072154126132,0.030606639960045923
100,64,16,8,backfire,RMSprop,800,0.005,BC_backfire,0,20,0.23989739659044004,0.3868456005307564,0.4718747138977051,91.34752655029297,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.12080568034129144,0.07945791089340387
100,64,16,8,backfire,RMSprop,800,0.005,BC_backfire,0,40,0.36063924870758424,0.3346663654416769,-0.11435556411743164,47.36647963523865,419,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.24154753245843563,0.02727867580432436
100,64,16,8,backfire,RMSprop,800,0.01,BC_backfire,0,10,0.23217761413590104,0.3966413850036088,0.5034874677658081,94.04472255706787,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.11308589788675244,0.08925369536625627
100,64,16,8,backfire,RMSprop,800,0.01,BC_backfire,0,20,0.20052173756237196,0.3946071356173634,0.5956716537475586,90.39605665206909,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.08143002131322336,0.08721944598001086
100,64,16,8,backfire,RMSprop,800,0.01,BC_backfire,0,40,0.18230262018555388,0.366118463375643,0.5632543563842773,90.07154655456543,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.06321090393640527,0.0587307737382905
100,64,16,8,backfire,RMSprop,800,0.05,BC_backfire,0,10,0.28932710276243684,0.38045587192682373,0.20782095193862915,88.5190942287445,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.17023538651328823,0.0730681822894712
100,64,16,8,backfire,RMSprop,800,0.05,BC_backfire,0,20,0.35246805037068135,0.02971312054414199,-0.8586732149124146,93.2683036327362,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.23337633412153275,0.27767456909321053
100,64,16,8,backfire,RMSprop,800,0.05,BC_backfire,0,40,0.36282462230449586,0.3369962827130073,0.30149632692337036,7.449126720428467,66,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.24373290605534725,0.029608593075654777
100,64,16,8,backfire,RMSprop,800,0.1,BC_backfire,0,10,0.43846601354929754,0.3488448543318541,-0.04509389400482178,90.50231623649597,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.31937429730014893,0.04145716469450156
100,64,16,8,backfire,RMSprop,800,0.1,BC_backfire,0,20,0.37519071911674445,0.0066867706012997095,-0.8333101272583008,80.85428500175476,711,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.25609900286759585,0.30070091903605284
100,64,16,8,backfire,RMSprop,800,0.1,BC_backfire,0,40,0.34502031631190255,0.41975721146597,0.3081014156341553,4.721332311630249,42,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.22592860006275395,0.11236952182861748
100,64,16,8,backfire,nadam,200,0.005,BC_backfire,0,10,0.3215261045112812,0.5669211343287078,-1.1043012142181396,23.60593271255493,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.20243438826213261,0.2595334446913553
100,64,16,8,backfire,nadam,200,0.005,BC_backfire,0,20,0.32838603085686097,0.545650300583719,-1.1346707344055176,23.18327498435974,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.20929431460771236,0.23826261094636647
100,64,16,8,backfire,nadam,200,0.005,BC_backfire,0,40,0.2642947971336104,0.5678096148040516,-1.442664623260498,22.526699542999268,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.14520308088446182,0.26042192516669904
100,64,16,8,backfire,nadam,200,0.01,BC_backfire,0,10,0.3035942326551189,0.5547328202775409,0.17192715406417847,22.44063138961792,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.18450251640597032,0.24734513064018837
100,64,16,8,backfire,nadam,200,0.01,BC_backfire,0,20,0.29951521046522905,0.4062747708936237,-1.6058714389801025,23.961150884628296,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.18042349421608045,0.09888708125627116
100,64,16,8,backfire,nadam,200,0.01,BC_backfire,0,40,0.27543504842681055,0.43479263899429793,0.3980817198753357,23.16141939163208,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.15634333217766194,0.1274049493569454
100,64,16,8,backfire,nadam,200,0.05,BC_backfire,0,10,0.2192791187502847,0.3547696911737824,0.5157002210617065,22.45429539680481,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.10018740250113609,0.04738200153642985
100,64,16,8,backfire,nadam,200,0.05,BC_backfire,0,20,0.36026442227750544,0.21505430407781906,0.2875756025314331,23.76068639755249,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.24117270602835683,0.09233338555953347
100,64,16,8,backfire,nadam,200,0.05,BC_backfire,0,40,0.22720474350195458,0.5152584925398161,0.49433356523513794,23.750187635421753,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.10811302725280597,0.20787080290246363
100,64,16,8,backfire,nadam,200,0.1,BC_backfire,0,10,0.3726396573520699,0.34235109303101696,0.2322031855583191,18.06309700012207,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2535479411029213,0.03496340339366444
100,64,16,8,backfire,nadam,200,0.1,BC_backfire,0,20,0.38396414698758435,0.3342504875139052,0.019312798976898193,22.547900438308716,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.26487243073843575,0.026862797876552658
100,64,16,8,backfire,nadam,200,0.1,BC_backfire,0,40,0.3345132098553696,0.4140583030655106,0.436234712600708,24.059531927108765,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21542149360622098,0.10667061342815809
100,64,16,8,backfire,nadam,400,0.005,BC_backfire,0,10,0.28104491197587456,0.6685805105340672,0.15186601877212524,13.155587673187256,114,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.16195319572672595,0.3611928208967147
100,64,16,8,backfire,nadam,400,0.005,BC_backfire,0,20,0.31839658319329306,0.42640949735406497,0.142486572265625,48.81814527511597,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.19930486694414445,0.11902180771671245
100,64,16,8,backfire,nadam,400,0.005,BC_backfire,0,40,0.27096619216192286,0.4256462568143018,0.34641921520233154,68.92760801315308,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.15187447591277425,0.11825856717694927
100,64,16,8,backfire,nadam,400,0.01,BC_backfire,0,10,0.32413397975571323,0.2729877599175972,-0.4521665573120117,56.3481228351593,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.20504226350656463,0.03439992971975531
100,64,16,8,backfire,nadam,400,0.01,BC_backfire,0,20,0.29246475313105863,0.3972211373160644,0.27332210540771484,63.118136167526245,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.17337303688191003,0.08983344767871188
100,64,16,8,backfire,nadam,400,0.01,BC_backfire,0,40,0.23685157282956024,0.37030657089235386,0.544136643409729,47.45916247367859,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.11775985658041163,0.06291888125500134
100,64,16,8,backfire,nadam,400,0.05,BC_backfire,0,10,0.3242655863458984,0.42244162992481676,0.1781126856803894,19.37205171585083,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2051738700967498,0.11505394028746424
100,64,16,8,backfire,nadam,400,0.05,BC_backfire,0,20,0.24431281760793705,0.4121745453972357,0.47514790296554565,28.86567974090576,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.12522110135878844,0.10478685575988317
100,64,16,8,backfire,nadam,400,0.05,BC_backfire,0,40,0.33316541705916597,0.11332814293447968,-0.27948105335235596,21.31312131881714,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21407370081001736,0.19405954670287284
100,64,16,8,backfire,nadam,400,0.1,BC_backfire,0,10,0.33671407413663124,0.33371260429769234,0.12284743785858154,22.34478759765625,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21762235788748263,0.026324914660339815
100,64,16,8,backfire,nadam,400,0.1,BC_backfire,0,20,0.37131147436041423,0.36054741120318756,0.15332525968551636,20.519350051879883,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2522197581112656,0.05315972156583504
100,64,16,8,backfire,nadam,400,0.1,BC_backfire,0,40,0.3310016084461971,0.47334474131897664,0.3319469094276428,20.216800451278687,401,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21190989219704848,0.1659570516816241
100,64,16,8,backfire,nadam,800,0.005,BC_backfire,0,10,0.33759478867522213,0.37423193801848226,-1.0819897651672363,24.369823455810547,503,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.21850307242607353,0.06684424838112973
100,64,16,8,backfire,nadam,800,0.005,BC_backfire,0,20,0.3530640409838868,0.3532457092695071,-0.9387840032577515,19.163714170455933,394,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.23397232473473817,0.04585801963215458
100,64,16,8,backfire,nadam,800,0.005,BC_backfire,0,40,0.34180078015081206,0.5341030576265317,0.03276205062866211,11.598770380020142,241,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.22270906390166345,0.22671536798917913
100,64,16,8,backfire,nadam,800,0.01,BC_backfire,0,10,0.2914909439378005,0.36327262412244227,0.24332797527313232,31.22857356071472,647,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.1723992276886519,0.05588493448508974
100,64,16,8,backfire,nadam,800,0.01,BC_backfire,0,20,0.3573661014908167,0.3746266939759127,-0.0004417896270751953,38.96272587776184,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2382743852416681,0.06723900433856017
100,64,16,8,backfire,nadam,800,0.01,BC_backfire,0,40,0.31258207311072284,0.38344949956729296,0.15595495700836182,39.334632396698,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.19349035686157423,0.07606180992994044
100,64,16,8,backfire,nadam,800,0.05,BC_backfire,0,10,0.3442779470688227,0.37493466179868606,0.09170228242874146,41.37321496009827,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.2251862308196741,0.06754697216133354
100,64,16,8,backfire,nadam,800,0.05,BC_backfire,0,20,0.3723950012376916,0.40079142084250363,-0.013010740280151367,38.9223906993866,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.253303284988543,0.09340373120515111
100,64,16,8,backfire,nadam,800,0.05,BC_backfire,0,40,0.34771752488731666,0.32833335940045744,0.27132582664489746,39.26502847671509,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.22862580863816806,0.020945669763104913
100,64,16,8,backfire,nadam,800,0.1,BC_backfire,0,10,0.183568361751349,0.37093372406023517,0.5993573069572449,38.93110656738281,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.06447664550220039,0.06354603442288265
100,64,16,8,backfire,nadam,800,0.1,BC_backfire,0,20,0.36656188893935276,0.3600685931988171,0.18204951286315918,41.13578176498413,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.24747017269020416,0.0526809035614646
100,64,16,8,backfire,nadam,800,0.1,BC_backfire,0,40,0.39138480096134465,0.3456763709685405,0.2570948004722595,38.80604863166809,801,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.27229308471219604,0.03828868133118796
100,64,16,8,backfire,SGD,200,0.0001,BC_backfire,0,10,0.09617664894176733,0.0005828605408739703,-5.966994285583496,9.677165269851685,201,0.1190917162491486,0.3073876896373525,0.1230678462230842,0.46917874083759664,16,0.02291506730738127,0.30680482909647855
