,epsilon,mu,distance_epsilon,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches,sampler,msm_loss
1524,0.3507,0.99,0.1807,0.55,7.868255853652954,0.17,0.4399999999999999,50,200,32,4,100,halton,all_moments
1525,0.40940000000000004,0.01,0.23940000000000003,0.4299999999999999,10.376528024673462,0.17,0.4399999999999999,50,200,32,4,100,halton,4_moments
1526,0.1237,1.0,0.04630000000000001,0.56,11.113802194595337,0.17,0.4399999999999999,50,200,32,4,100,halton,9_moments
1527,0.08940000000000001,0.99,0.0806,0.55,9.935553073883057,0.17,0.4399999999999999,50,200,32,4,100,random,all_moments
1528,0.12350000000000001,0.99,0.0465,0.55,9.801071166992188,0.17,0.4399999999999999,50,200,32,4,100,random,4_moments
1529,0.32680000000000003,0.03,0.15680000000000002,0.4099999999999999,9.643095254898071,0.17,0.4399999999999999,50,200,32,4,100,random,9_moments
1530,0.21860000000000002,0.52,0.19140000000000001,0.1600000000000001,10.986554861068726,0.41000000000000003,0.35999999999999993,50,50,16,2,200,halton,all_moments
1531,0.4123,0.12,0.0022999999999999687,0.23999999999999994,9.829408168792725,0.41000000000000003,0.35999999999999993,50,50,16,2,200,halton,4_moments
1532,0.3609,0.24,0.04910000000000003,0.11999999999999994,10.285033464431763,0.41000000000000003,0.35999999999999993,50,50,16,2,200,halton,9_moments
1533,0.44520000000000004,0.86,0.03520000000000001,0.5,9.795029640197754,0.41000000000000003,0.35999999999999993,50,50,16,2,200,random,all_moments
1534,0.23040000000000002,0.74,0.1796,0.38000000000000006,11.970634937286377,0.41000000000000003,0.35999999999999993,50,50,16,2,200,random,4_moments
1535,0.3165,0.24,0.09350000000000003,0.11999999999999994,10.139283895492554,0.41000000000000003,0.35999999999999993,50,50,16,2,200,random,9_moments
1536,0.009000000000000001,0.6,0.0009999999999999992,0.08000000000000007,2.574230670928955,0.01,0.5199999999999999,50,400,4,2,50,halton,all_moments
1537,0.0436,0.11,0.0336,0.4099999999999999,2.769967555999756,0.01,0.5199999999999999,50,400,4,2,50,halton,4_moments
1538,0.0161,0.27,0.0060999999999999995,0.2499999999999999,2.9079880714416504,0.01,0.5199999999999999,50,400,4,2,50,halton,9_moments
1539,0.00030000000000000003,0.67,0.0097,0.15000000000000013,2.2478551864624023,0.01,0.5199999999999999,50,400,4,2,50,random,all_moments
1540,0.0021000000000000003,0.71,0.0079,0.19000000000000006,1.7963314056396484,0.01,0.5199999999999999,50,400,4,2,50,random,4_moments
1541,0.0059,0.65,0.0041,0.13000000000000012,2.7631871700286865,0.01,0.5199999999999999,50,400,4,2,50,random,9_moments
1542,0.23190000000000002,0.04,0.1819,0.23999999999999996,10.400090217590332,0.05,0.27999999999999997,50,400,32,4,100,halton,all_moments
1543,0.1756,0.0,0.1256,0.27999999999999997,9.627871036529541,0.05,0.27999999999999997,50,400,32,4,100,halton,4_moments
1544,0.0285,0.03,0.021500000000000002,0.24999999999999997,8.246615648269653,0.05,0.27999999999999997,50,400,32,4,100,halton,9_moments
1545,0.1237,0.1,0.0737,0.17999999999999997,10.122626066207886,0.05,0.27999999999999997,50,400,32,4,100,random,all_moments
1546,0.0313,0.16,0.0187,0.11999999999999997,9.595338821411133,0.05,0.27999999999999997,50,400,32,4,100,random,4_moments
1547,0.0143,0.13,0.0357,0.14999999999999997,11.910009145736694,0.05,0.27999999999999997,50,400,32,4,100,random,9_moments
1548,0.12250000000000001,0.01,0.11250000000000002,0.03,0.8399484157562256,0.01,0.04,50,200,32,1,25,halton,all_moments
1549,0.0051,0.9400000000000001,0.0049,0.9,0.5227761268615723,0.01,0.04,50,200,32,1,25,halton,4_moments
1550,0.0039000000000000003,0.89,0.0060999999999999995,0.85,0.6159787178039551,0.01,0.04,50,200,32,1,25,halton,9_moments
1551,0.1806,0.03,0.1706,0.010000000000000002,0.6629905700683594,0.01,0.04,50,200,32,1,25,random,all_moments
1552,0.1943,0.03,0.1843,0.010000000000000002,0.7483243942260742,0.01,0.04,50,200,32,1,25,random,4_moments
1553,0.1683,0.02,0.1583,0.02,0.5765860080718994,0.01,0.04,50,200,32,1,25,random,9_moments
1554,0.0154,0.14,0.0054,0.6999999999999998,8.517848491668701,0.01,0.8399999999999999,50,200,32,8,50,halton,all_moments
1555,0.022500000000000003,0.01,0.012500000000000002,0.8299999999999998,8.292255640029907,0.01,0.8399999999999999,50,200,32,8,50,halton,4_moments
1556,0.0236,0.96,0.0136,0.1200000000000001,8.860654354095459,0.01,0.8399999999999999,50,200,32,8,50,halton,9_moments
1557,0.0059,0.13,0.0041,0.7099999999999999,9.590841293334961,0.01,0.8399999999999999,50,200,32,8,50,random,all_moments
1558,0.0023,0.02,0.0077,0.8199999999999998,9.653185606002808,0.01,0.8399999999999999,50,200,32,8,50,random,4_moments
1559,0.0742,0.9400000000000001,0.06420000000000001,0.1000000000000002,7.029595851898193,0.01,0.8399999999999999,50,200,32,8,50,random,9_moments
1560,0.17350000000000002,0.5700000000000001,0.003500000000000003,0.3700000000000001,7.032678842544556,0.17,0.19999999999999998,50,400,2,8,50,halton,all_moments
1561,0.168,0.28,0.0020000000000000018,0.08000000000000004,9.703965187072754,0.17,0.19999999999999998,50,400,2,8,50,halton,4_moments
1562,0.1854,0.02,0.015399999999999997,0.18,9.223700523376465,0.17,0.19999999999999998,50,400,2,8,50,halton,9_moments
1563,0.18460000000000001,0.03,0.014600000000000002,0.16999999999999998,8.907676696777344,0.17,0.19999999999999998,50,400,2,8,50,random,all_moments
1564,0.16790000000000002,0.07,0.0020999999999999908,0.12999999999999998,9.09516453742981,0.17,0.19999999999999998,50,400,2,8,50,random,4_moments
1565,0.16920000000000002,0.05,0.0007999999999999952,0.14999999999999997,9.305602788925171,0.17,0.19999999999999998,50,400,2,8,50,random,9_moments
1566,0.1689,0.32,0.2811,0.5999999999999999,0.6097159385681152,0.45,0.9199999999999999,50,200,32,1,25,halton,all_moments
1567,0.40090000000000003,0.03,0.04909999999999998,0.8899999999999999,0.551400899887085,0.45,0.9199999999999999,50,200,32,1,25,halton,4_moments
1568,0.2944,0.07,0.15560000000000002,0.8499999999999999,0.8932054042816162,0.45,0.9199999999999999,50,200,32,1,25,halton,9_moments
1569,0.2348,0.91,0.2152,0.009999999999999898,0.7209041118621826,0.45,0.9199999999999999,50,200,32,1,25,random,all_moments
1570,0.4928,0.98,0.042800000000000005,0.06000000000000005,1.0471394062042236,0.45,0.9199999999999999,50,200,32,1,25,random,4_moments
1571,0.37620000000000003,0.97,0.07379999999999998,0.050000000000000044,0.8771886825561523,0.45,0.9199999999999999,50,200,32,1,25,random,9_moments
1572,0.2434,0.97,0.04660000000000003,0.69,9.398390531539917,0.29000000000000004,0.27999999999999997,50,100,32,8,50,halton,all_moments
1573,0.4932,0.87,0.2032,0.5900000000000001,8.362926959991455,0.29000000000000004,0.27999999999999997,50,100,32,8,50,halton,4_moments
1574,0.47290000000000004,0.87,0.1829,0.5900000000000001,8.444684982299805,0.29000000000000004,0.27999999999999997,50,100,32,8,50,halton,9_moments
1575,0.44120000000000004,0.8200000000000001,0.1512,0.54,10.02875304222107,0.29000000000000004,0.27999999999999997,50,100,32,8,50,random,all_moments
1576,0.4243,0.8300000000000001,0.13429999999999997,0.55,8.32047963142395,0.29000000000000004,0.27999999999999997,50,100,32,8,50,random,4_moments
1577,0.4464,0.87,0.15639999999999998,0.5900000000000001,8.048539400100708,0.29000000000000004,0.27999999999999997,50,100,32,8,50,random,9_moments
1578,0.3765,0.6,0.006500000000000006,0.31999999999999995,10.146763563156128,0.37,0.9199999999999999,50,200,8,4,100,halton,all_moments
1579,0.22510000000000002,0.52,0.14489999999999997,0.3999999999999999,9.496782064437866,0.37,0.9199999999999999,50,200,8,4,100,halton,4_moments
1580,0.3856,0.5700000000000001,0.015600000000000003,0.34999999999999987,10.513561964035034,0.37,0.9199999999999999,50,200,8,4,100,halton,9_moments
1581,0.4414,0.39,0.07140000000000002,0.5299999999999999,8.482553005218506,0.37,0.9199999999999999,50,200,8,4,100,random,all_moments
