,epsilon,distance_epsilon,mu,distance_mu,sum_ab,evidences_per_t,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
223,0.4605,0.01050000000000001,0.15,0.12999999999999998,10.0,40,31.960402727127075,0.45,0.27999999999999997,100,100,4,1,200
224,0.2466,0.11660000000000001,0.81,0.13000000000000012,1.0,10,30.827527284622192,0.13,0.6799999999999999,100,100,8,1,200
225,0.3286,0.0014000000000000123,0.49,0.21000000000000002,0.1,20,33.46704459190369,0.33,0.27999999999999997,100,100,4,1,200
226,0.215,0.07500000000000004,0.5700000000000001,0.029999999999999916,0.1,5,33.18442678451538,0.29000000000000004,0.6,100,100,8,1,200
227,0.1015,0.0685,0.26,0.09999999999999992,1.0,20,29.65804958343506,0.17,0.35999999999999993,100,100,4,1,200
228,0.32370000000000004,0.04629999999999995,0.41000000000000003,0.18999999999999995,0.1,20,29.377742528915405,0.37,0.6,100,100,16,1,200
229,0.4572,0.047199999999999964,0.22,0.45999999999999996,1.0,5,31.928773403167725,0.41000000000000003,0.6799999999999999,100,100,1,1,200
230,0.36100000000000004,0.031000000000000028,0.84,0.24,10.0,40,27.902842044830322,0.33,0.6,100,100,1,1,200
231,0.022600000000000002,0.0274,0.66,0.62,1.0,10,32.87913155555725,0.05,0.04,100,100,4,1,200
232,0.4752,0.0252,0.8,0.6000000000000001,10.0,5,37.96718382835388,0.45,0.19999999999999998,100,100,8,1,200
233,0.4446,0.034599999999999964,0.16,0.3599999999999999,1.0,40,36.11664438247681,0.41000000000000003,0.5199999999999999,100,100,16,1,200
234,0.1174,0.027400000000000008,0.52,0.3999999999999999,1.0,10,32.3718581199646,0.09,0.9199999999999999,100,100,8,1,200
235,0.4833,0.07329999999999998,0.92,0.16000000000000014,1.0,5,28.5001802444458,0.41000000000000003,0.7599999999999999,100,100,16,1,200
236,0.21980000000000002,0.08980000000000002,0.85,0.06999999999999995,1.0,40,37.517364263534546,0.13,0.9199999999999999,100,100,8,1,200
237,0.15080000000000002,0.0592,0.55,0.3500000000000001,10.0,20,34.5206995010376,0.21000000000000002,0.19999999999999998,100,100,16,1,200
238,0.39180000000000004,0.018199999999999994,0.28,0.16000000000000003,0.1,20,26.98271107673645,0.41000000000000003,0.12,100,100,1,1,200
239,0.0485,0.041499999999999995,0.25,0.42999999999999994,0.1,10,33.823261737823486,0.09,0.6799999999999999,100,100,4,1,200
240,0.449,0.07900000000000001,0.73,0.37000000000000005,0.1,5,36.99140191078186,0.37,0.35999999999999993,100,100,4,1,200
241,0.2621,0.0121,0.2,0.16,0.1,5,30.26612615585327,0.25,0.04,100,100,1,1,200
242,0.2856,0.044399999999999995,0.74,0.54,1.0,10,32.98110580444336,0.33,0.19999999999999998,100,100,4,1,200
243,0.3008,0.010799999999999976,0.53,0.09000000000000014,0.1,5,30.452972888946533,0.29000000000000004,0.4399999999999999,100,100,16,1,200
244,0.28700000000000003,0.08299999999999996,0.38,0.34,0.1,10,32.20013928413391,0.37,0.04,100,100,1,1,200
245,0.2987,0.031299999999999994,0.71,0.51,1.0,40,29.95854640007019,0.33,0.19999999999999998,100,100,4,1,200
246,0.2881,0.0781,0.67,0.009999999999999898,1.0,40,30.273167848587036,0.21000000000000002,0.6799999999999999,100,100,4,1,200
247,0.3004,0.1496,0.86,0.05999999999999994,10.0,20,37.058061599731445,0.45,0.9199999999999999,100,100,16,1,200
248,0.4214,0.0514,0.22,0.45999999999999996,1.0,5,36.55832886695862,0.37,0.6799999999999999,100,100,8,1,200
249,0.3597,0.1897,0.75,0.55,1.0,40,35.59017610549927,0.17,0.19999999999999998,100,100,16,1,200
250,0.3392,0.0892,0.1,0.58,1.0,10,27.70245337486267,0.25,0.6799999999999999,100,100,1,1,200
251,0.0347,0.015300000000000001,0.05,0.3899999999999999,10.0,40,37.40927839279175,0.05,0.4399999999999999,100,100,16,1,200
252,0.44830000000000003,0.0383,0.54,0.5,1.0,10,26.42506217956543,0.41000000000000003,0.04,100,100,1,1,200
253,0.271,0.019000000000000017,0.91,0.55,10.0,40,36.33749556541443,0.29000000000000004,0.35999999999999993,100,100,8,1,200
254,0.3119,0.10189999999999999,0.49,0.029999999999999916,1.0,5,25.98279881477356,0.21000000000000002,0.5199999999999999,100,100,8,1,200
255,0.2068,0.07680000000000001,0.05,0.14999999999999997,0.1,40,25.162373065948486,0.13,0.19999999999999998,100,100,1,1,200
256,0.1585,0.028499999999999998,0.31,0.04999999999999993,1.0,40,26.767355918884277,0.13,0.35999999999999993,100,100,1,1,200
257,0.0357,0.0257,0.78,0.05999999999999983,0.1,5,37.86892080307007,0.01,0.8399999999999999,100,100,8,1,200
258,0.0089,0.0011000000000000003,0.8,0.039999999999999813,0.1,20,25.54074192047119,0.01,0.8399999999999999,100,100,1,1,200
259,0.4198,0.009799999999999975,0.6900000000000001,0.25000000000000017,0.1,40,32.642491579055786,0.41000000000000003,0.4399999999999999,100,100,8,1,200
260,0.10260000000000001,0.05260000000000001,0.47000000000000003,0.030000000000000138,10.0,20,35.19715595245361,0.05,0.4399999999999999,100,100,4,1,200
261,0.0017000000000000001,0.0083,0.74,0.14,0.1,20,35.17046928405762,0.01,0.6,100,100,4,1,200
262,0.1867,0.0567,0.23,0.12999999999999992,10.0,10,34.99706435203552,0.13,0.35999999999999993,100,100,8,1,200
263,0.1423,0.05230000000000001,0.8,0.68,0.1,10,33.0509467124939,0.09,0.12,100,100,16,1,200
264,0.44170000000000004,0.031700000000000006,0.08,0.039999999999999994,10.0,40,32.46894884109497,0.41000000000000003,0.12,100,100,16,1,200
265,0.3416,0.05159999999999998,0.89,0.6100000000000001,0.1,5,26.249696254730225,0.29000000000000004,0.27999999999999997,100,100,4,1,200
266,0.0304,0.019600000000000003,0.56,0.19999999999999984,10.0,10,30.629190921783447,0.05,0.7599999999999999,100,100,1,1,200
267,0.0409,0.009100000000000004,0.44,0.08000000000000007,1.0,20,34.32339358329773,0.05,0.35999999999999993,100,100,4,1,200
268,0.11420000000000001,0.024200000000000013,0.79,0.1100000000000001,1.0,5,30.225252389907837,0.09,0.6799999999999999,100,100,16,1,200
269,0.26480000000000004,0.0252,0.51,0.15000000000000008,1.0,10,35.11480712890625,0.29000000000000004,0.35999999999999993,100,100,4,1,200
