ensemble_size,calibration_batches,edge_per_t,evidences_per_t,T,real_epsilon,mu,rho,epsilon_msm,time_msm,abs_error_msm,rel_error_msm,epsilon_pgabm,time_pgabm,abs_error_pgabm,rel_error_pgabm,X0_r2,X0_mae,X0_mse,num_epochs
1,400,1,4,16,0.14621505660708933,0.1,16,0.21552000000000002,6.893283128738403,0.06930494339291068,0.47399320563235614,0.27917943420223823,1.4871573448181152,0.1329643775951489,0.9093754137267286,-0.10323286056518555,0.31401199102401733,0.1497611701488495,201.0
1,400,1,4,32,0.4485688566739891,0.1,16,0.45272,8.974510431289673,0.004151143326010909,0.00925419423182978,0.4183257906233946,1.2167091369628906,0.030243066050594514,0.06742123444511568,0.043548405170440674,0.3201904296875,0.1555958390235901,88.0
1,400,1,4,64,0.14080038479987844,0.1,16,0.26749,13.330379009246826,0.12668961520012156,0.8997817398026808,0.17476313049587425,2.025012969970703,0.033962745695995805,0.24121202327868302,0.3847123384475708,0.23529483377933502,0.10489968210458755,72.0
1,400,1,4,128,0.011844521898498273,0.1,16,0.0037500000000000003,22.17955207824707,0.008094521898498273,0.6833979427674958,0.027769670084099803,11.148897171020508,0.01592514818560153,1.3445159139450473,0.75197434425354,0.12652553617954254,0.030499687418341637,201.0
1,400,1,4,256,0.40993179513598926,0.1,16,0.31183000000000005,39.708411693573,0.09810179513598921,0.23931248149084236,0.4433254964692486,5.166476726531982,0.03339370133325936,0.08146160344108332,0.9135202765464783,0.07462053000926971,0.009196490980684757,43.0
1,400,1,4,512,0.29327116818504845,0.1,16,0.16476000000000002,74.95958471298218,0.12851116818504843,0.4381991212445417,0.29150305901615786,50.10960531234741,0.001768109168890586,0.006028922583262406,0.9207663536071777,0.06650707125663757,0.006517710164189339,78.0
1,400,1,8,16,0.3168972756166534,0.1,16,0.25674,6.78341269493103,0.06015727561665335,0.18983210095319608,0.4245123711130037,0.532538890838623,0.10761509549635034,0.33958984117784263,0.1527329683303833,0.31120750308036804,0.1500558704137802,72.0
1,400,1,8,32,0.422305605546339,0.1,16,0.49717000000000006,8.948830842971802,0.07486439445366105,0.1772753983618299,0.46950628101787495,2.803593158721924,0.04720067547153595,0.11176900058068655,0.20816326141357422,0.2501485049724579,0.10774581879377365,201.0
1,400,1,8,64,0.38268919872970464,0.1,16,0.42635000000000006,13.266748666763306,0.043660801270295424,0.11408945278628904,0.40975057095064965,1.2223937511444092,0.027061372220945012,0.07071370791433965,0.6788821220397949,0.14585626125335693,0.0382683239877224,44.0
1,400,1,8,128,0.4680513921760279,0.1,16,0.42181,22.531589031219482,0.04624139217602791,0.09879554456839887,0.4758231551771019,11.447495222091675,0.007771763001073961,0.016604507818985623,0.8281781077384949,0.10963838547468185,0.019595349207520485,201.0
