,epsilon,distance_epsilon,mu,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
129,0.0385,0.011500000000000003,0.55,0.11000000000000015,20.843475341796875,0.05,0.4399999999999999,100,100,16,1,200
130,0.2737,0.016300000000000037,0.4,0.04000000000000009,16.16201162338257,0.29000000000000004,0.35999999999999993,100,100,8,1,200
131,0.0089,0.0011000000000000003,0.8,0.28000000000000014,12.449624061584473,0.01,0.5199999999999999,100,100,4,1,200
132,0.43870000000000003,0.06870000000000004,0.1,0.09999999999999998,13.273766040802002,0.37,0.19999999999999998,100,100,8,1,200
133,0.396,0.05399999999999999,0.77,0.73,24.462814807891846,0.45,0.04,100,100,4,1,200
134,0.2107,0.0006999999999999784,0.99,0.6300000000000001,24.830731868743896,0.21000000000000002,0.35999999999999993,100,100,4,1,200
135,0.23720000000000002,0.06720000000000001,0.73,0.21000000000000008,17.310569047927856,0.17,0.5199999999999999,100,100,1,1,200
136,0.2011,0.008900000000000019,0.41000000000000003,0.0500000000000001,16.416249990463257,0.21000000000000002,0.35999999999999993,100,100,1,1,200
137,0.2686,0.02140000000000003,0.93,0.41000000000000014,22.905844926834106,0.29000000000000004,0.5199999999999999,100,100,4,1,200
138,0.11560000000000001,0.014399999999999996,0.25,0.5099999999999999,16.922576427459717,0.13,0.7599999999999999,100,100,8,1,200
139,0.1255,0.004500000000000004,0.17,0.42999999999999994,21.75740694999695,0.13,0.6,100,100,4,1,200
140,0.2949,0.044899999999999995,0.96,0.040000000000000036,22.41965365409851,0.25,0.9199999999999999,100,100,4,1,200
141,0.30760000000000004,0.062399999999999956,0.06,0.7,25.489598274230957,0.37,0.7599999999999999,100,100,4,1,200
142,0.3647,0.005299999999999971,0.87,0.19000000000000006,25.56405282020569,0.37,0.6799999999999999,100,100,4,1,200
143,0.0217,0.028300000000000002,0.59,0.15000000000000008,21.49833917617798,0.05,0.4399999999999999,100,100,4,1,200
144,0.1709,0.0008999999999999841,0.66,0.62,27.10195541381836,0.17,0.04,100,100,8,1,200
145,0.0177,0.0323,0.59,0.16999999999999993,15.606597423553467,0.05,0.7599999999999999,100,100,1,1,200
146,0.46430000000000005,0.014300000000000035,0.59,0.47,26.99343514442444,0.45,0.12,100,100,4,1,200
147,0.1019,0.011900000000000008,0.3,0.5399999999999998,23.2668035030365,0.09,0.8399999999999999,100,100,16,1,200
148,0.36010000000000003,0.0499,0.36,0.24,21.499536275863647,0.41000000000000003,0.12,100,100,8,1,200
149,0.024,0.014,0.16,0.2799999999999999,18.726553201675415,0.01,0.4399999999999999,100,100,16,1,200
150,0.44010000000000005,0.009899999999999964,0.47000000000000003,0.030000000000000138,16.323434114456177,0.45,0.4399999999999999,100,100,8,1,200
151,0.1963,0.0663,0.44,0.0799999999999999,19.141520261764526,0.13,0.5199999999999999,100,100,4,1,200
152,0.2736,0.016400000000000026,0.67,0.08999999999999986,17.156558513641357,0.29000000000000004,0.7599999999999999,100,100,8,1,200
153,0.1988,0.051199999999999996,0.17,0.5899999999999999,20.06023907661438,0.25,0.7599999999999999,100,100,8,1,200
154,0.0981,0.00810000000000001,0.01,0.5099999999999999,21.743683099746704,0.09,0.5199999999999999,100,100,4,1,200
155,0.16720000000000002,0.03720000000000001,0.49,0.2699999999999999,22.638864755630493,0.13,0.7599999999999999,100,100,4,1,200
156,0.33030000000000004,0.00030000000000002247,0.58,0.020000000000000018,17.554439306259155,0.33,0.6,100,100,1,1,200
157,0.12200000000000001,0.007999999999999993,0.11,0.24999999999999994,23.245190858840942,0.13,0.35999999999999993,100,100,4,1,200
158,0.2773,0.012700000000000045,0.79,0.030000000000000138,20.99953556060791,0.29000000000000004,0.7599999999999999,100,100,8,1,200
159,0.22080000000000002,0.029199999999999976,0.11,0.07,11.73758316040039,0.25,0.04,100,100,1,1,200
160,0.3503,0.019699999999999995,0.28,0.24000000000000002,19.615179777145386,0.37,0.04,100,100,8,1,200
161,0.447,0.07700000000000001,0.15,0.10999999999999999,14.113428115844727,0.37,0.04,100,100,1,1,200
162,0.2982,0.008199999999999985,0.56,0.11999999999999988,21.762845754623413,0.29000000000000004,0.6799999999999999,100,100,16,1,200
163,0.1741,0.035900000000000015,0.37,0.17,16.38142442703247,0.21000000000000002,0.19999999999999998,100,100,1,1,200
164,0.2786,0.0686,0.6,0.1600000000000001,22.701918840408325,0.21000000000000002,0.4399999999999999,100,100,4,1,200
165,0.1345,0.035500000000000004,0.67,0.009999999999999898,19.84006404876709,0.17,0.6799999999999999,100,100,8,1,200
166,0.0448,0.0452,0.6900000000000001,0.01000000000000012,19.935364723205566,0.09,0.6799999999999999,100,100,4,1,200
167,0.0936,0.003600000000000006,0.58,0.14000000000000007,21.404879570007324,0.09,0.4399999999999999,100,100,8,1,200
168,0.26030000000000003,0.010300000000000031,0.48,0.12000000000000005,19.54903531074524,0.25,0.35999999999999993,100,100,8,1,200
169,0.040400000000000005,0.030400000000000003,0.28,0.16000000000000003,21.12949562072754,0.01,0.12,100,100,8,1,200
170,0.28040000000000004,0.009599999999999997,0.51,0.07000000000000012,20.67914867401123,0.29000000000000004,0.4399999999999999,100,100,8,1,200
171,0.2685,0.018500000000000016,0.99,0.4700000000000001,21.967794179916382,0.25,0.5199999999999999,100,100,8,1,200
172,0.027200000000000002,0.0628,0.8,0.4400000000000001,14.572818756103516,0.09,0.35999999999999993,100,100,1,1,200
173,0.1403,0.029700000000000004,0.55,0.51,20.174563884735107,0.17,0.04,100,100,16,1,200
174,0.058300000000000005,0.008300000000000002,0.8200000000000001,0.7000000000000001,23.89276909828186,0.05,0.12,100,100,4,1,200
175,0.4867,0.07669999999999999,0.3,0.05999999999999994,25.114380359649658,0.41000000000000003,0.35999999999999993,100,100,8,1,200
176,0.08,0.009999999999999995,0.54,0.05999999999999994,13.650414943695068,0.09,0.6,100,100,1,1,200
177,0.43220000000000003,0.06220000000000003,0.54,0.02000000000000013,18.48726987838745,0.37,0.5199999999999999,100,100,8,1,200
178,0.32630000000000003,0.07630000000000003,0.4,0.5199999999999999,19.478474617004395,0.25,0.9199999999999999,100,100,4,1,200
179,0.4257,0.05570000000000003,0.71,0.20999999999999996,18.290316820144653,0.37,0.9199999999999999,100,100,4,1,200
