,epsilon,mu,distance_epsilon,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
0,0.0109,0.73,0.0008999999999999998,0.18999999999999995,12.757705926895142,0.01,0.9199999999999999,100,100,4,2,200
1,0.0785,0.29,0.1315,0.24999999999999997,3.679379940032959,0.21000000000000002,0.04,50,400,4,8,25
2,0.008,0.79,0.08199999999999999,0.51,2.9053030014038086,0.09,0.27999999999999997,200,50,32,2,25
3,0.1922,0.55,0.022199999999999998,0.1299999999999999,1.359199047088623,0.17,0.6799999999999999,50,400,8,1,50
4,0.2636,0.48,0.1864,0.12,21.940809965133667,0.45,0.6,400,50,32,2,100
5,0.441,1.0,0.191,0.16000000000000014,7.2976274490356445,0.25,0.8399999999999999,100,200,32,2,100
6,0.0623,0.01,0.06770000000000001,0.3499999999999999,11.478793144226074,0.13,0.35999999999999993,400,50,16,1,100
7,0.008700000000000001,0.02,0.1213,0.4999999999999999,6.544299602508545,0.13,0.5199999999999999,50,200,16,8,50
8,0.30510000000000004,0.92,0.09510000000000002,0.48000000000000015,6.202252626419067,0.21000000000000002,0.4399999999999999,50,100,8,4,100
9,0.27,0.96,0.09999999999999998,0.76,23.403757095336914,0.37,0.19999999999999998,200,200,8,2,200
10,0.1024,0.02,0.06760000000000001,0.4999999999999999,8.042586326599121,0.17,0.5199999999999999,50,50,32,4,100
11,0.0745,0.15,0.2555,0.2899999999999999,1.8795897960662842,0.33,0.4399999999999999,200,400,32,1,25
12,0.4214,0.98,0.0514,0.4600000000000001,21.832470417022705,0.37,0.5199999999999999,200,400,1,8,50
13,0.3094,0.25,0.020600000000000007,0.6699999999999999,6.503017902374268,0.33,0.9199999999999999,100,200,1,4,50
14,0.27890000000000004,0.06,0.05109999999999998,0.54,79.69417881965637,0.33,0.6,400,400,8,8,100
15,0.0088,0.89,0.0011999999999999997,0.85,8.099950551986694,0.01,0.04,50,200,32,8,50
16,0.3462,0.01,0.1362,0.3499999999999999,14.22078800201416,0.21000000000000002,0.35999999999999993,50,50,16,8,100
17,0.23550000000000001,0.92,0.05450000000000002,0.2400000000000001,0.9988040924072266,0.29000000000000004,0.6799999999999999,50,400,1,2,25
18,0.1779,0.46,0.03210000000000002,0.13999999999999996,5.899207830429077,0.21000000000000002,0.6,100,200,1,1,200
19,0.0284,0.88,0.061599999999999995,0.039999999999999925,0.3702054023742676,0.09,0.9199999999999999,50,200,8,1,25
20,0.006200000000000001,1.0,0.043800000000000006,0.2400000000000001,22.712959051132202,0.05,0.7599999999999999,400,100,32,1,200
21,0.14550000000000002,1.0,0.05550000000000002,0.08000000000000007,87.66617608070374,0.09,0.9199999999999999,400,200,16,8,100
