ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,estimated_epsilon,time_calibration
1,100,16,32,0.3509382648781552,0.12017781242456943,16,0.3347,2.8329272270202637
1,100,16,64,0.46843419065454683,0.4221649742828566,16,0.465,5.454263925552368
1,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0591,10.251378774642944
1,100,64,32,0.3203913522259231,0.4006653516015963,16,0.34790000000000004,2.9542882442474365
1,100,64,64,0.19603293446519343,0.14193375798670133,16,0.0799,6.022399663925171
1,100,64,128,0.3465471722506898,0.33427536201144525,16,0.31930000000000003,14.672929048538208
1,200,1,32,0.129059996357699,0.13780944817718993,16,0.0748,4.685226917266846
1,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1046,8.37398886680603
1,200,1,128,0.20708963476345132,0.02497672947304358,16,0.10500000000000001,15.77192997932434
1,200,4,32,0.42101544617980285,0.06208665755995557,16,0.3095,5.495656490325928
1,200,4,64,0.430013974341444,0.2694155321708264,16,0.39940000000000003,9.477227449417114
1,200,4,128,0.18829015737288723,0.48689176917916127,16,0.15460000000000002,18.93900179862976
1,200,16,32,0.3509382648781552,0.12017781242456943,16,0.21980000000000002,5.719499826431274
1,200,16,64,0.46843419065454683,0.4221649742828566,16,0.41300000000000003,9.686373710632324
1,200,16,128,0.01855633224699721,0.34692770568694986,16,0.0189,19.97929859161377
1,200,64,32,0.3203913522259231,0.4006653516015963,16,0.34840000000000004,5.891225099563599
1,200,64,64,0.19603293446519343,0.14193375798670133,16,0.2328,12.442318201065063
1,200,64,128,0.3465471722506898,0.33427536201144525,16,0.3425,29.071460962295532
1,400,1,32,0.129059996357699,0.13780944817718993,16,0.0639,9.204550504684448
1,400,1,64,0.21055381250252608,0.47894476507525097,16,0.09050000000000001,15.701065301895142
1,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1307,26.42796277999878
1,400,4,32,0.42101544617980285,0.06208665755995557,16,0.3161,8.979163885116577
1,400,4,64,0.430013974341444,0.2694155321708264,16,0.3391,17.777276277542114
1,400,4,128,0.18829015737288723,0.48689176917916127,16,0.10880000000000001,36.46244430541992
1,400,16,32,0.3509382648781552,0.12017781242456943,16,0.2006,11.370194911956787
1,400,16,64,0.46843419065454683,0.4221649742828566,16,0.43320000000000003,20.337514400482178
1,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0114,41.45484495162964
1,400,64,32,0.3203913522259231,0.4006653516015963,16,0.3264,11.87361478805542
1,400,64,64,0.19603293446519343,0.14193375798670133,16,0.2006,25.022531509399414
1,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3856,58.64023780822754
2,100,1,32,0.129059996357699,0.13780944817718993,16,0.20500000000000002,4.527276992797852
2,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1459,7.929593801498413
2,100,1,128,0.20708963476345132,0.02497672947304358,16,0.133,15.009275674819946
2,100,4,32,0.42101544617980285,0.06208665755995557,16,0.2877,4.9600419998168945
2,100,4,64,0.430013974341444,0.2694155321708264,16,0.2515,8.949870109558105
2,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1617,18.246718406677246
2,100,16,32,0.3509382648781552,0.12017781242456943,16,0.10160000000000001,5.105736970901489
2,100,16,64,0.46843419065454683,0.4221649742828566,16,0.48460000000000003,9.82768177986145
2,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0461,20.011613130569458
2,100,64,32,0.3203913522259231,0.4006653516015963,16,0.33190000000000003,5.533886194229126
2,100,64,64,0.19603293446519343,0.14193375798670133,16,0.2247,12.035365581512451
2,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3402,29.603732585906982
2,200,1,32,0.129059996357699,0.13780944817718993,16,0.0356,8.621763706207275
2,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1071,17.425535917282104
2,200,1,128,0.20708963476345132,0.02497672947304358,16,0.1265,32.24747276306152
2,200,4,32,0.42101544617980285,0.06208665755995557,16,0.2762,9.810610055923462
2,200,4,64,0.430013974341444,0.2694155321708264,16,0.4021,18.701109170913696
2,200,4,128,0.18829015737288723,0.48689176917916127,16,0.1336,36.70560932159424
2,200,16,32,0.3509382648781552,0.12017781242456943,16,0.0976,9.727463960647583
2,200,16,64,0.46843419065454683,0.4221649742828566,16,0.44020000000000004,19.404775381088257
2,200,16,128,0.01855633224699721,0.34692770568694986,16,0.098,40.305718183517456
2,200,64,32,0.3203913522259231,0.4006653516015963,16,0.2914,11.192076921463013
2,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1802,24.35558295249939
2,200,64,128,0.3465471722506898,0.33427536201144525,16,0.34840000000000004,57.472004890441895
2,400,1,32,0.129059996357699,0.13780944817718993,16,0.0883,17.214194536209106
2,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1062,32.63767743110657
2,400,1,128,0.20708963476345132,0.02497672947304358,16,0.0964,60.88479518890381
2,400,4,32,0.42101544617980285,0.06208665755995557,16,0.2928,19.158674716949463
2,400,4,64,0.430013974341444,0.2694155321708264,16,0.4403,36.491538763046265
2,400,4,128,0.18829015737288723,0.48689176917916127,16,0.15330000000000002,71.97956800460815
2,400,16,32,0.3509382648781552,0.12017781242456943,16,0.24930000000000002,20.43489909172058
2,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4067,39.424960136413574
2,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0228,85.92728281021118
2,400,64,32,0.3203913522259231,0.4006653516015963,16,0.367,23.139065504074097
2,400,64,64,0.19603293446519343,0.14193375798670133,16,0.1935,48.128962993621826
2,400,64,128,0.3465471722506898,0.33427536201144525,16,0.37020000000000003,117.74292755126953
4,100,1,32,0.129059996357699,0.13780944817718993,16,0.0541,7.94679069519043
4,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1153,15.826730251312256
4,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1087,29.934405088424683
4,100,4,32,0.42101544617980285,0.06208665755995557,16,0.32880000000000004,9.316733837127686
4,100,4,64,0.430013974341444,0.2694155321708264,16,0.3655,18.054354190826416
4,100,4,128,0.18829015737288723,0.48689176917916127,16,0.058600000000000006,35.77069330215454
4,100,16,32,0.3509382648781552,0.12017781242456943,16,0.47090000000000004,9.736116886138916
4,100,16,64,0.46843419065454683,0.4221649742828566,16,0.4974,19.1722514629364
4,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0516,39.71348595619202
4,100,64,32,0.3203913522259231,0.4006653516015963,16,0.319,10.810955286026001
4,100,64,64,0.19603293446519343,0.14193375798670133,16,0.1431,23.245848894119263
4,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3577,57.32242178916931
4,200,1,32,0.129059996357699,0.13780944817718993,16,0.08080000000000001,16.41065001487732
4,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1381,30.716365098953247
4,200,1,128,0.20708963476345132,0.02497672947304358,16,0.15940000000000001,59.08910799026489
4,200,4,32,0.42101544617980285,0.06208665755995557,16,0.49110000000000004,18.769195318222046
4,200,4,64,0.430013974341444,0.2694155321708264,16,0.2982,36.50686740875244
4,200,4,128,0.18829015737288723,0.48689176917916127,16,0.1222,71.81361293792725
4,200,16,32,0.3509382648781552,0.12017781242456943,16,0.19360000000000002,19.50921869277954
4,200,16,64,0.46843419065454683,0.4221649742828566,16,0.433,37.71625757217407
4,200,16,128,0.01855633224699721,0.34692770568694986,16,0.11720000000000001,78.9906873703003
4,200,64,32,0.3203913522259231,0.4006653516015963,16,0.322,21.7157940864563
4,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1019,46.85957074165344
4,200,64,128,0.3465471722506898,0.33427536201144525,16,0.34340000000000004,114.98810029029846
4,400,1,32,0.129059996357699,0.13780944817718993,16,0.0688,32.712743282318115
4,400,1,64,0.21055381250252608,0.47894476507525097,16,0.09480000000000001,63.22034788131714
4,400,1,128,0.20708963476345132,0.02497672947304358,16,0.11810000000000001,120.54706692695618
4,400,4,32,0.42101544617980285,0.06208665755995557,16,0.2036,37.984089374542236
4,400,4,64,0.430013974341444,0.2694155321708264,16,0.3735,71.72600388526917
4,400,4,128,0.18829015737288723,0.48689176917916127,16,0.16160000000000002,143.30349707603455
4,400,16,32,0.3509382648781552,0.12017781242456943,16,0.1169,39.15801930427551
4,400,16,64,0.46843419065454683,0.4221649742828566,16,0.41350000000000003,76.19020223617554
4,400,16,128,0.01855633224699721,0.34692770568694986,16,0.042300000000000004,159.2487668991089
4,400,64,32,0.3203913522259231,0.4006653516015963,16,0.32230000000000003,43.951088190078735
4,400,64,64,0.19603293446519343,0.14193375798670133,16,0.139,94.21277379989624
4,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3326,231.21923756599426
1,100,1,32,0.129059996357699,0.13780944817718993,16,0.027600000000000003,2.2792820930480957
1,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1345,4.282459020614624
1,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1557,7.927179336547852
1,100,4,32,0.42101544617980285,0.06208665755995557,16,0.3225,2.787975788116455
1,100,4,64,0.430013974341444,0.2694155321708264,16,0.47340000000000004,4.901747226715088
1,100,4,128,0.18829015737288723,0.48689176917916127,16,0.18580000000000002,9.094095230102539
1,100,16,32,0.3509382648781552,0.12017781242456943,16,0.0368,2.781437397003174
1,100,16,64,0.46843419065454683,0.4221649742828566,16,0.45370000000000005,5.146681308746338
1,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0108,10.333418130874634
1,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3315,3.0437941551208496
1,100,64,64,0.19603293446519343,0.14193375798670133,16,0.1177,6.10599160194397
1,100,64,128,0.3465471722506898,0.33427536201144525,16,0.39380000000000004,15.028769731521606
1,200,1,32,0.129059996357699,0.13780944817718993,16,0.054,4.549413681030273
1,200,1,64,0.21055381250252608,0.47894476507525097,16,0.15380000000000002,8.259119749069214
1,200,1,128,0.20708963476345132,0.02497672947304358,16,0.18100000000000002,15.656985998153687
1,200,4,32,0.42101544617980285,0.06208665755995557,16,0.40390000000000004,5.4431397914886475
1,200,4,64,0.430013974341444,0.2694155321708264,16,0.4706,9.605571746826172
1,200,4,128,0.18829015737288723,0.48689176917916127,16,0.0746,18.15408420562744
1,200,16,32,0.3509382648781552,0.12017781242456943,16,0.34290000000000004,5.7482452392578125
1,200,16,64,0.46843419065454683,0.4221649742828566,16,0.4254,10.308748960494995
1,200,16,128,0.01855633224699721,0.34692770568694986,16,0.0873,20.638280630111694
1,200,64,32,0.3203913522259231,0.4006653516015963,16,0.2939,5.992896318435669
1,200,64,64,0.19603293446519343,0.14193375798670133,16,0.2011,12.480020761489868
1,200,64,128,0.3465471722506898,0.33427536201144525,16,0.37320000000000003,29.128828048706055
1,400,1,32,0.129059996357699,0.13780944817718993,16,0.1003,10.113542318344116
1,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1642,17.161185264587402
1,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1709,30.91032862663269
1,400,4,32,0.42101544617980285,0.06208665755995557,16,0.231,10.614293575286865
1,400,4,64,0.430013974341444,0.2694155321708264,16,0.4577,19.995383739471436
1,400,4,128,0.18829015737288723,0.48689176917916127,16,0.10650000000000001,38.8741557598114
1,400,16,32,0.3509382648781552,0.12017781242456943,16,0.49110000000000004,11.233226537704468
1,400,16,64,0.46843419065454683,0.4221649742828566,16,0.43970000000000004,20.3311870098114
1,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0374,41.71668863296509
1,400,64,32,0.3203913522259231,0.4006653516015963,16,0.32480000000000003,11.786601305007935
1,400,64,64,0.19603293446519343,0.14193375798670133,16,0.21050000000000002,24.68746018409729
1,400,64,128,0.3465471722506898,0.33427536201144525,16,0.41910000000000003,59.338443756103516
2,100,1,32,0.129059996357699,0.13780944817718993,16,0.0171,4.456711530685425
2,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1255,7.835228443145752
2,100,1,128,0.20708963476345132,0.02497672947304358,16,0.21200000000000002,14.951707124710083
2,100,4,32,0.42101544617980285,0.06208665755995557,16,0.26080000000000003,5.081425905227661
2,100,4,64,0.430013974341444,0.2694155321708264,16,0.3415,9.156098127365112
2,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1484,17.512011289596558
2,100,16,32,0.3509382648781552,0.12017781242456943,16,0.2247,5.183814287185669
2,100,16,64,0.46843419065454683,0.4221649742828566,16,0.4263,9.99724793434143
2,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0364,20.3809757232666
2,100,64,32,0.3203913522259231,0.4006653516015963,16,0.2921,5.577262878417969
2,100,64,64,0.19603293446519343,0.14193375798670133,16,0.2019,11.927311897277832
2,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3387,29.518229722976685
2,200,1,32,0.129059996357699,0.13780944817718993,16,0.026500000000000003,8.94657588005066
2,200,1,64,0.21055381250252608,0.47894476507525097,16,0.15990000000000001,15.978578805923462
2,200,1,128,0.20708963476345132,0.02497672947304358,16,0.1288,29.42209267616272
2,200,4,32,0.42101544617980285,0.06208665755995557,16,0.41600000000000004,9.699119806289673
2,200,4,64,0.430013974341444,0.2694155321708264,16,0.39680000000000004,18.178020000457764
2,200,4,128,0.18829015737288723,0.48689176917916127,16,0.1285,36.323288917541504
2,200,16,32,0.3509382648781552,0.12017781242456943,16,0.12340000000000001,10.301279067993164
2,200,16,64,0.46843419065454683,0.4221649742828566,16,0.46950000000000003,20.233870029449463
2,200,16,128,0.01855633224699721,0.34692770568694986,16,0.1066,39.91224813461304
2,200,64,32,0.3203913522259231,0.4006653516015963,16,0.2665,11.735353708267212
2,200,64,64,0.19603293446519343,0.14193375798670133,16,0.20170000000000002,24.346141576766968
2,200,64,128,0.3465471722506898,0.33427536201144525,16,0.35650000000000004,59.728331089019775
2,400,1,32,0.129059996357699,0.13780944817718993,16,0.1368,17.633431434631348
2,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1139,31.143718481063843
2,400,1,128,0.20708963476345132,0.02497672947304358,16,0.08750000000000001,61.47830271720886
2,400,4,32,0.42101544617980285,0.06208665755995557,16,0.4126,19.75481605529785
2,400,4,64,0.430013974341444,0.2694155321708264,16,0.3951,37.19588255882263
2,400,4,128,0.18829015737288723,0.48689176917916127,16,0.13390000000000002,72.32087349891663
2,400,16,32,0.3509382648781552,0.12017781242456943,16,0.4118,20.67164158821106
2,400,16,64,0.46843419065454683,0.4221649742828566,16,0.44170000000000004,38.59872031211853
2,400,16,128,0.01855633224699721,0.34692770568694986,16,0.027600000000000003,85.05201125144958
2,400,64,32,0.3203913522259231,0.4006653516015963,16,0.3561,22.468573093414307
2,400,64,64,0.19603293446519343,0.14193375798670133,16,0.20120000000000002,47.44345307350159
2,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3437,118.23424172401428
4,100,1,32,0.129059996357699,0.13780944817718993,16,0.0634,8.104768991470337
4,100,1,64,0.21055381250252608,0.47894476507525097,16,0.0775,15.506140232086182
4,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1247,29.51904034614563
4,100,4,32,0.42101544617980285,0.06208665755995557,16,0.46090000000000003,9.287703037261963
4,100,4,64,0.430013974341444,0.2694155321708264,16,0.2803,17.979053258895874
4,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1139,34.94035363197327
4,100,16,32,0.3509382648781552,0.12017781242456943,16,0.0414,9.537331819534302
4,100,16,64,0.46843419065454683,0.4221649742828566,16,0.4937,19.41587257385254
4,100,16,128,0.01855633224699721,0.34692770568694986,16,0.04,39.90083575248718
4,100,64,32,0.3203913522259231,0.4006653516015963,16,0.2866,10.714906930923462
4,100,64,64,0.19603293446519343,0.14193375798670133,16,0.0425,23.820289373397827
4,100,64,128,0.3465471722506898,0.33427536201144525,16,0.38530000000000003,57.63363695144653
4,200,1,32,0.129059996357699,0.13780944817718993,16,0.0323,16.53576683998108
4,200,1,64,0.21055381250252608,0.47894476507525097,16,0.0843,31.034648895263672
4,200,1,128,0.20708963476345132,0.02497672947304358,16,0.0872,59.326985359191895
4,200,4,32,0.42101544617980285,0.06208665755995557,16,0.31220000000000003,18.602272033691406
4,200,4,64,0.430013974341444,0.2694155321708264,16,0.4919,36.01462960243225
4,200,4,128,0.18829015737288723,0.48689176917916127,16,0.1277,72.34294438362122
4,200,16,32,0.3509382648781552,0.12017781242456943,16,0.4021,19.668781995773315
4,200,16,64,0.46843419065454683,0.4221649742828566,16,0.47200000000000003,38.56405258178711
4,200,16,128,0.01855633224699721,0.34692770568694986,16,0.034,80.54606485366821
4,200,64,32,0.3203913522259231,0.4006653516015963,16,0.3793,21.558287620544434
4,200,64,64,0.19603293446519343,0.14193375798670133,16,0.2049,47.361634254455566
4,200,64,128,0.3465471722506898,0.33427536201144525,16,0.34900000000000003,116.67188334465027
4,400,1,32,0.129059996357699,0.13780944817718993,16,0.021500000000000002,33.40355086326599
4,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1467,61.730331897735596
4,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1338,122.44327783584595
4,400,4,32,0.42101544617980285,0.06208665755995557,16,0.2601,37.89214324951172
4,400,4,64,0.430013974341444,0.2694155321708264,16,0.39130000000000004,72.02443766593933
4,400,4,128,0.18829015737288723,0.48689176917916127,16,0.1107,143.29847955703735
4,400,16,32,0.3509382648781552,0.12017781242456943,16,0.4839,36.44854497909546
4,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4682,77.02471470832825
4,400,16,128,0.01855633224699721,0.34692770568694986,16,0.054700000000000006,160.54635500907898
4,400,64,32,0.3203913522259231,0.4006653516015963,16,0.312,43.1308434009552
4,400,64,64,0.19603293446519343,0.14193375798670133,16,0.14250000000000002,92.5469913482666
4,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3352,205.242173910141
1,100,1,32,0.129059996357699,0.13780944817718993,16,0.0029000000000000002,2.015821933746338
1,100,1,64,0.21055381250252608,0.47894476507525097,16,0.20600000000000002,3.42642879486084
1,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1182,6.581415891647339
1,100,4,32,0.42101544617980285,0.06208665755995557,16,0.2701,2.2638845443725586
