ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,epsilon_msm,time_msm,abs_error_msm,rel_error_msm,epsilon_pgabm,time_pgabm,abs_error_pgabm,rel_error_pgabm,num_epochs
1,200,1,16,0.4577389254543881,0.1,16,0.26518,1.789555549621582,0.1925589254543881,0.420674132669051,0.3534698788739965,0.0241281986236572,0.1042690465803916,0.2277915221583698,56.0
1,200,1,32,0.2976781613393084,0.1,16,0.23775,2.634932041168213,0.0599281613393083,0.2013186357698551,0.2827413321091155,0.0159559249877929,0.0149368292301929,0.0501777797974476,32.0
1,200,1,64,0.3708061017998114,0.1,16,0.32188,4.296986103057861,0.0489261017998114,0.1319452445963938,0.3746964420669789,0.0236454010009765,0.0038903402671674,0.0104915756463677,65.0
1,200,1,128,0.1038749450547513,0.1,16,0.10522,8.03811502456665,0.0013450549452486,0.0129487909191165,0.1179547011864161,0.0304229259490966,0.0140797561316648,0.1355452570804591,68.0
1,200,1,256,0.0829463862712466,0.1,16,0.06867,14.368696689605711,0.0142763862712466,0.1721158318405912,0.0772082088456782,0.0323235988616943,0.0057381774255684,0.0691793540806436,61.0
1,200,1,512,0.064974351815365,0.1,16,0.06748,28.29781699180603,0.0025056481846349,0.0385636503424485,0.0745910164149457,0.033935546875,0.0096166645995807,0.1480070878876641,65.0
1,200,4,16,0.4230672073647156,0.1,16,0.33881,1.996091604232788,0.0842572073647155,0.1991579727711667,0.4453749334732882,0.0378956794738769,0.0223077261085726,0.0527285635006489,89.0
1,200,4,32,0.2122822888152544,0.1,16,0.15623,3.0236072540283203,0.0560522888152544,0.2640459980344181,0.2140549518853932,0.0160427093505859,0.0017726630701387,0.0083504991397634,32.0
1,200,4,64,0.2326164056585749,0.1,16,0.24623,5.115326881408691,0.0136135943414251,0.0585237928635465,0.2192724212385481,0.0120635032653808,0.0133439844200267,0.0573647605904998,32.0
1,200,4,128,0.3677313554634976,0.1,16,0.39149,9.304920196533203,0.0237586445365023,0.064608699213469,0.3760258013247469,0.0258007049560546,0.0082944458612493,0.0225557210121361,67.0
1,200,4,256,0.1117471519995007,0.1,16,0.10529,17.726491451263428,0.0064571519995007,0.0577835934425388,0.1050186275569655,0.0323719978332519,0.0067285244425352,0.0602120440847144,73.0
1,200,4,512,0.2912955741775221,0.1,16,0.2883,34.60572099685669,0.0029955741775221,0.0102836240680285,0.2879680784291659,0.0182447433471679,0.0033274957483562,0.0114230906451343,32.0
1,200,16,16,0.2110745386326284,0.1,16,0.43649,1.9713726043701167,0.2254154613673716,1.067942456857401,0.2446263476763393,0.0332293510437011,0.0335518090437109,0.1589571592152442,67.0
1,200,16,32,0.4593211740896364,0.1,16,0.35628,3.0633881092071533,0.1030411740896364,0.2243336033742871,0.4486148377853756,0.0438089370727539,0.0107063363042608,0.02330904149037,100.0
1,200,16,64,0.1506832469843285,0.1,16,0.27039,5.272510766983032,0.1197067530156714,0.7944264237159774,0.1479945574138138,0.0256218910217285,0.0026886895705146,0.0178433211675768,54.0
1,200,16,128,0.4042333338723325,0.1,16,0.41462,9.416246175765991,0.0103866661276674,0.0256947293984119,0.4155240691740857,0.0348207950592041,0.0112907353017531,0.0279312326709776,65.0
1,200,16,256,0.3477157554675456,0.1,16,0.33297,17.874120235443115,0.0147457554675455,0.0424074987563278,0.3356909056381114,0.0263984203338623,0.0120248498294341,0.0345824129058096,50.0
1,200,16,512,0.2826106828031849,0.1,16,0.2907,34.752604484558105,0.008089317196815,0.0286235365081672,0.2808445470021698,0.0174028873443603,0.0017661358010151,0.0062493596614856,32.0
1,200,64,16,0.3773748905492656,0.1,16,0.43076,1.9858577251434328,0.0533851094507344,0.1414643920082571,0.3812187797915486,0.0304872989654541,0.003843889242283,0.0101858638148613,68.0
1,200,64,32,0.3238344526424841,0.1,16,0.36216,3.164901733398437,0.0383255473575159,0.1183491967725486,0.3225718389323955,0.0236632823944091,0.0012626137100886,0.0038989480575204,46.0
1,200,64,64,0.1213385831148052,0.1,16,0.1458,5.2181689739227295,0.0244614168851947,0.2015963616622291,0.1288099033911043,0.0287997722625732,0.007471320276299,0.0615741513087396,64.0
1,200,64,128,0.4096852586519546,0.1,16,0.40471,9.550843000411987,0.0049752586519545,0.0121440997616691,0.4173464005228104,0.0403344631195068,0.0076611418708558,0.0187000672078472,70.0
1,200,64,256,0.3216840819286359,0.1,16,0.31681,18.027103424072266,0.0048740819286359,0.0151517659792603,0.317039213608211,0.0303311347961425,0.0046448683204249,0.0144392233913998,45.0
1,200,64,512,0.0269808762386327,0.1,16,0.02566,34.943485736846924,0.0013208762386327,0.0489560171044948,0.0313718031211971,0.1318244934082031,0.0043909268825643,0.162742189828408,123.0
1,200,1,16,0.3827141465244135,0.1,16,0.21085,1.752274990081787,0.1718641465244134,0.4490666156064085,0.1961860232696255,0.0156261920928955,0.186528123254788,0.4873823582136368,37.0
1,200,1,32,0.3794311409101737,0.1,16,0.39828,2.592815399169922,0.0188488590898263,0.0496766265536664,0.4108508986467196,0.0202155113220214,0.0314197577365458,0.0828075356734732,56.0
1,200,1,64,0.4504042898154533,0.1,16,0.44962,4.357177019119263,0.0007842898154532,0.0017413018330145,0.454498779201049,0.0428385734558105,0.0040944893855957,0.0090906980199354,107.0
1,200,1,128,0.4128377303916765,0.1,16,0.39433,7.639147520065308,0.0185077303916764,0.0448305206360799,0.3859289870722309,0.0365948677062988,0.0269087433194455,0.0651799516820232,71.0
1,200,1,256,0.3251140239435037,0.1,16,0.3371,14.40153694152832,0.0119859760564963,0.0368669918052478,0.3315977783895034,0.0185050964355468,0.0064837544459997,0.0199430168140838,49.0
1,200,1,512,0.21066016077289,0.1,16,0.22146,27.983349323272705,0.01079983922711,0.0512666428596965,0.2195330962609212,0.0124309062957763,0.0088729354880311,0.042119665415033,32.0
1,200,4,16,0.4274587174433354,0.1,16,0.31989,1.9896719455718996,0.1075687174433354,0.2516470317571542,0.4192645864459004,0.0225629806518554,0.008194130997435,0.0191694090284198,62.0
1,200,4,32,0.4339408770555603,0.1,16,0.49675,3.048293113708496,0.0628091229444397,0.14474119924037,0.4239068868082767,0.0263178348541259,0.0100339902472835,0.0231229431884078,67.0
1,200,4,64,0.2577480273994145,0.1,16,0.00438,5.105116605758667,0.2533680273994145,0.983006659472072,0.2827302000409312,0.0138516426086425,0.0249821726415167,0.0969247869462977,32.0
1,200,4,128,0.4330702900589318,0.1,16,0.4929,9.33639669418335,0.0598297099410682,0.1381524230926271,0.4259645193575663,0.035402774810791,0.0071057707013654,0.0164078923548381,69.0
1,200,4,256,0.1025464351184018,0.1,16,0.10564,18.11163067817688,0.0030935648815981,0.0301674541687015,0.101626481511422,0.0408151149749755,0.0009199536069798,0.0089710930069644,74.0
1,200,4,512,0.2894200145669602,0.1,16,0.28542,34.613497495651245,0.0040000145669602,0.0138207945740905,0.2894353214651951,0.0178651809692382,1.530689823481257e-05,5.288818141245434e-05,32.0
1,200,16,16,0.2578440152558325,0.1,16,0.21181,2.014160633087158,0.0460340152558324,0.1785343561693979,0.2434776678525942,0.0304141044616699,0.0143663474032382,0.0557172032439223,68.0
1,200,16,32,0.1791354784097914,0.1,16,0.10461,3.0423812866210938,0.0745254784097914,0.4160285783216347,0.1744721961724346,0.0241270065307617,0.0046632822373568,0.026032153310742,46.0
1,200,16,64,0.2624573220873168,0.1,16,0.18536,5.182028532028198,0.0770973220873167,0.2937518430583823,0.2769224973035531,0.0124285221099853,0.0144651752162363,0.0551143900318539,32.0
1,200,16,128,0.1885775912555291,0.1,16,0.1656,9.359652996063232,0.022977591255529,0.1218468806529278,0.1882735591205113,0.0214745998382568,0.0003040321350177,0.001612238935674,40.0
1,200,16,256,0.0273089182975101,0.1,16,0.10149,17.752278804779053,0.0741810817024898,2.7163683634167684,0.0335182103864475,0.0750308036804199,0.0062092920889374,0.2273723192288995,136.0
1,200,16,512,0.1396306371683812,0.1,16,0.1495,34.41889786720276,0.0098693628316188,0.0706819293513451,0.1373778525407872,0.0356545448303222,0.0022527846275939,0.0161338848928787,57.0
1,200,64,16,0.1246169739516478,0.1,16,0.1133,2.0732877254486084,0.0113169739516478,0.0908140648322826,0.1262685854961012,0.0265593528747558,0.0016516115444534,0.0132535038532893,63.0
1,200,64,32,0.2044694203349166,0.1,16,0.20168,3.119903326034546,0.0027894203349165,0.0136422372125258,0.1957451485438759,0.0211222171783447,0.0087242717910406,0.0426678560380836,38.0
1,200,64,64,0.4623422673709823,0.1,16,0.39545,5.211008310317993,0.0668922673709823,0.1446812720613928,0.4644328149956569,0.0810542106628418,0.0020905476246745,0.0045216450500233,151.0
1,200,64,128,0.4901864352730045,0.1,16,0.4793,9.567888498306274,0.0108864352730044,0.0222087648487076,0.4719276571613248,0.105738878250122,0.0182587781116796,0.0372486401046789,177.0
1,200,64,256,0.2009358787064636,0.1,16,0.20177,18.007678031921387,0.0008341212935363,0.0041511814560248,0.2052382298792797,0.0221869945526123,0.0043023511728161,0.0214115627358973,33.0
1,200,64,512,0.3561361774345615,0.1,16,0.34341,34.873154640197754,0.0127261774345614,0.0357340204138621,0.3522737581835951,0.0626842975616455,0.0038624192509664,0.0108453437075376,62.0
1,200,1,16,0.1170263802599657,0.1,16,0.21954,1.798070192337036,0.1025136197400343,0.8759872732311097,0.2134946530514334,0.0133674144744873,0.0964682727914677,0.8243292886370612,32.0
1,200,1,32,0.3115823345373107,0.1,16,0.47128,2.615922689437866,0.1596976654626892,0.5125376112860663,0.3771791277803392,0.0289473533630371,0.0655967932430284,0.2105279599385422,68.0
1,200,1,64,0.2218408827506579,0.1,16,0.26496,4.334480285644531,0.0431191172493421,0.19436957117506,0.2265895035203785,0.0114679336547851,0.0047486207697206,0.021405525937516,32.0
1,200,1,128,0.2335808693857857,0.1,16,0.2419,7.703831911087036,0.0083191306142143,0.0356156334039254,0.2381223129323132,0.0182790756225585,0.0045414435465275,0.0194427033278433,49.0
1,200,1,256,0.0312075029968373,0.1,16,0.0026,14.347505569458008,0.0286075029968373,0.9166867019042346,0.0186807958567872,0.0754055976867675,0.0125267071400501,0.4014004946605181,167.0
1,200,1,512,0.4829236314981865,0.1,16,0.47701,27.854483604431152,0.0059136314981865,0.0122454796420719,0.4755991790696209,0.068925142288208,0.0073244524285656,0.0151668958626911,158.0
1,200,4,16,0.1888465602510325,0.1,16,0.29842,1.9885478019714355,0.1095734397489674,0.5802247051961769,0.2321316661636894,0.0155189037322998,0.0432851059126568,0.229207806883632,32.0
1,200,4,32,0.4000762276193815,0.1,16,0.34518,3.0636744499206543,0.0548962276193814,0.1372144202269568,0.4269166302243354,0.0367145538330078,0.0268404026049539,0.0670882215738369,70.0
1,200,4,64,0.3394373641720108,0.1,16,0.40382,5.190768241882324,0.0643826358279892,0.1896745692243919,0.3662011989134951,0.0238723754882812,0.0267638347414843,0.0788476389650541,63.0
1,200,4,128,0.3996574321631143,0.1,16,0.34178,9.365261554718018,0.0578774321631143,0.1448176050420413,0.4021228215621904,0.0397875308990478,0.002465389399076,0.006168756541652,74.0
1,200,4,256,0.0279175329921582,0.1,16,0.01491,17.812883138656616,0.0130075329921582,0.4659270214102349,0.036123863903923,0.0682168006896972,0.0082063309117647,0.2939490002239754,132.0
1,200,4,512,0.210534947855756,0.1,16,0.20746,34.84849691390991,0.0030749478557559,0.0146054034594899,0.2078428160954576,0.0143604278564453,0.0026921317602983,0.0127871015606528,33.0
1,200,16,16,0.1733823005277975,0.1,16,0.09068,2.0120015144348145,0.0827023005277975,0.4769939046606334,0.1440840696453845,0.0253167152404785,0.029298230882413,0.1689805175800847,57.0
1,200,16,32,0.065823274567004,0.1,16,0.15065,3.0748753547668457,0.0848267254329959,1.2887041246580275,0.076445406180528,0.0330564975738525,0.010622131613524,0.1613734911153858,63.0
1,200,16,64,0.4603710120434464,0.1,16,0.49501,5.222207069396973,0.0346389879565536,0.0752414618870152,0.4621231805662514,0.0664465427398681,0.0017521685228049,0.0038059922909299,135.0
1,200,16,128,0.321335554106231,0.1,16,0.30853,9.481430530548096,0.012805554106231,0.0398510340439875,0.3262563337543616,0.0265910625457763,0.0049207796481305,0.0153135237767799,48.0
1,200,16,256,0.4421469940610295,0.1,16,0.43181,17.927906036376953,0.0103369940610295,0.0233790893071246,0.4423321794721174,0.0591788291931152,0.0001851854110878,0.0004188322290444,104.0
1,200,16,512,0.0163228417945207,0.1,16,0.00017,34.818936347961426,0.0161528417945207,0.9895851468671916,0.0285572038654187,0.0928778648376464,0.012234362070898,0.7495240243647301,148.0
1,200,64,16,0.0093988910606253,0.1,16,0.14965,2.021925687789917,0.1402511089393746,14.922091131253412,0.0226728319941337,0.0752120018005371,0.0132739409335084,1.4122879867303433,163.0
1,200,64,32,0.2065709788914141,0.1,16,0.24327,3.1020500659942627,0.0366990211085858,0.1776581652734339,0.2057978849591624,0.0141491889953613,0.0007730939322517,0.0037425098936966,34.0
1,200,64,64,0.2399473827777484,0.1,16,0.23524,5.194816112518311,0.0047073827777484,0.0196183960135487,0.2380069972004609,0.0304503440856933,0.0019403855772875,0.0080867128235559,50.0
1,200,64,128,0.2015319691652,0.1,16,0.20483,9.461598873138428,0.0032980308347999,0.016364802311322,0.196801014378378,0.0191397666931152,0.0047309547868219,0.0234749593646053,36.0
1,200,64,256,0.431532907615778,0.1,16,0.4229,18.13162970542908,0.008632907615778,0.0200052127275179,0.4270368542763969,0.0579650402069091,0.0044960533393811,0.010418796017717,83.0
1,200,64,512,0.186149332556276,0.1,16,0.17295,35.34316945075989,0.013199332556276,0.0709072247266082,0.1879309454687938,0.0362663269042968,0.0017816129125177,0.009570879938445,38.0
1,200,1,16,0.0864201613930629,0.1,16,0.00383,1.805247783660889,0.0825901613930629,0.9556816379620018,0.1034029511775517,0.0319726467132568,0.0169827897844888,0.1965142104658473,73.0
1,200,1,32,0.4370533196254626,0.1,16,0.44549,2.6139042377471924,0.0084366803745374,0.0193035494656975,0.4699603933203594,0.0665605068206787,0.0329070736948968,0.075293041414482,141.0
1,200,1,64,0.226896036149539,0.1,16,0.22105,4.308157920837402,0.0058460361495389,0.0257652634605131,0.2061853831253347,0.0136857032775878,0.0207106530242042,0.0912781614684296,34.0
1,200,1,128,0.0890423087473901,0.1,16,0.12012,7.527507781982422,0.0310776912526098,0.3490216245490243,0.1075942534828134,0.0360827445983886,0.0185519447354233,0.2083497721072633,73.0
1,200,1,256,0.4064525128149119,0.1,16,0.37715,14.329049110412598,0.0293025128149118,0.0720933242901501,0.3939380004924264,0.0325818061828613,0.0125145123224855,0.0307896050040765,74.0
1,200,1,512,0.391456246077983,0.1,16,0.40936,27.944948434829712,0.017903753922017,0.0457362836878847,0.3866571223874782,0.0344846248626709,0.0047991236905048,0.0122596681968609,71.0
1,200,4,16,0.2556966048906492,0.1,16,0.37991,2.007439613342285,0.1242133951093508,0.4857842956595833,0.2479615074759117,0.0182459354400634,0.0077350974147374,0.03025107595013,50.0
1,200,4,32,0.3750160608640205,0.1,16,0.36485,3.0774667263031006,0.0101660608640205,0.0271083346153185,0.3703589763479664,0.0242331027984619,0.0046570845160541,0.0124183601772267,63.0
1,200,4,64,0.4936038597306993,0.1,16,0.08961,5.420199394226074,0.4039938597306993,0.8184576594500507,0.4725859998612073,0.0734236240386962,0.021017859869492,0.04258042042248,155.0
