ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,epsilon_msm,time_msm,abs_error_msm,rel_error_msm,epsilon_pgabm,time_pgabm,abs_error_pgabm,rel_error_pgabm
1,400,1,16,0.41401535401279854,0.023702339307098863,16,0.0551,4.939951419830322,0.35891535401279856,0.8669131483507816,0.34877973791246425,0.42087268829345703,0.06523561610033429,0.15756810820672523
1,400,1,32,0.28907755727915824,0.19902441861809755,16,0.1394,7.788032293319702,0.14967755727915824,0.5177764703975849,0.26988147129610024,0.799583911895752,0.019196085983057998,0.06640462221880684
1,400,1,64,0.030137473674363147,0.3298511968089203,16,0.0333,14.0187087059021,0.0031625263256368566,0.10493667650474309,0.013612298257732549,1.4727282524108887,0.016525175416630598,0.5483264986038947
1,400,1,128,0.3401487818802442,0.18405955723594997,16,0.3045,25.609756231307983,0.03564878188024423,0.10480349711437466,0.33591963431994953,2.762355327606201,0.004229147560294688,0.01243322859166857
1,400,1,256,0.08054520247366104,0.37748610072487726,16,0.0371,50.068724632263184,0.043445202473661036,0.5393890776780651,0.08478034920505917,5.307870388031006,0.004235146731398132,0.052580993049003266
1,400,1,512,0.34269262397833716,0.02747106357402279,16,0.24830000000000002,101.70362615585327,0.09439262397833714,0.2754439908350757,0.3412667380824364,17.639554738998413,0.001425885895900758,0.0041608304239162544
1,400,4,16,0.21995923386090094,0.23849604400847219,16,0.281,5.365039825439453,0.06104076613909909,0.2775094505816491,0.15119170938295406,0.4271836280822754,0.06876752447794687,0.31263758866079006
1,400,4,32,0.30262626586818864,0.408916290684734,16,0.24810000000000001,8.938212394714355,0.05452626586818862,0.18017691131918465,0.2863412176474786,0.7613205909729004,0.01628504822071003,0.0538124084305462
1,400,4,64,0.25149903602941553,0.01195804425301622,16,0.34090000000000004,15.844395399093628,0.0894009639705845,0.3554723921889231,0.26808915208234463,1.4527063369750977,0.016590116052929094,0.06596492899077633
1,400,4,128,0.23462235178866125,0.46387813361476843,16,0.2214,30.031888246536255,0.01322235178866124,0.05635589144793598,0.2637931099766156,2.71207594871521,0.029170758187954338,0.12433068701924116
1,400,4,256,0.49642832824879185,0.1667255868651134,16,0.4963,60.85084867477417,0.00012832824879183136,0.00025850307383650737,0.49994638193606483,5.265195846557617,0.0035180536872729817,0.0070867303235561145
1,400,4,512,0.19739359107897747,0.0797399299876887,16,0.11860000000000001,131.61315298080444,0.07879359107897746,0.3991699560673782,0.19763572322609912,17.610561847686768,0.0002421321471216542,0.001226646446817905
1,400,16,16,0.4123174554188112,0.17436139033465503,16,0.374,5.6186418533325195,0.03831745541881121,0.09293192639610728,0.3847266731678345,0.437636137008667,0.02759078225097672,0.06691635750165222
1,400,16,32,0.38201386360867456,0.0059688347037070155,16,0.16010000000000002,9.168976545333862,0.22191386360867454,0.5809052622131995,0.3771377097738865,0.810511589050293,0.004876153834788066,0.012764337369135577
1,400,16,64,0.16912162171263379,0.3665625300942872,16,0.16570000000000001,16.662842988967896,0.003421621712633771,0.020231722460938108,0.16928935489212307,1.4330639839172363,0.0001677331794892878,0.0009917902737137585
1,400,16,128,0.055651730867558646,0.47143214289891394,16,0.0262,33.83809781074524,0.029451730867558645,0.5292150020930813,0.05668124690807896,2.687307357788086,0.0010295160405203105,0.01849926362524785
1,400,16,256,0.41955247184781724,0.24777408433597686,16,0.47250000000000003,75.34077382087708,0.05294752815218279,0.12620001478954046,0.4301961272034122,5.234359264373779,0.010643655355594972,0.025369068399758367
1,400,16,512,0.31807313461810527,0.4030446895470705,16,0.3057,185.2716932296753,0.012373134618105242,0.03890028195232852,0.3150928733613957,17.49541163444519,0.002980261256709582,0.009369735863696363
1,400,64,16,0.26202418415312,0.15373754776224174,16,0.21630000000000002,5.916104555130005,0.04572418415311999,0.1745036791199395,0.2586070649662467,0.4432849884033203,0.0034171191868733186,0.013041235861177015
1,400,64,32,0.2084538203372686,0.22711552301588683,16,0.2114,10.132134199142456,0.0029461796627313908,0.014133488453052137,0.21127379165129023,0.8413078784942627,0.0028199713140216187,0.01352803853370994
1,400,64,64,0.0858097799782771,0.3219872718235748,16,0.07200000000000001,20.122775554656982,0.013809779978277092,0.16093480232408314,0.08313098537326369,1.465528964996338,0.0026787946050134126,0.03121782395539942
1,400,64,128,0.4731922868968564,0.4898230786174815,16,0.46530000000000005,47.077555894851685,0.007892286896856338,0.016678815600763692,0.478083486761496,2.7398548126220703,0.004891199864639595,0.010336600997272277
1,400,64,256,0.05090722655618013,0.3482078412486483,16,0.07300000000000001,713.7265298366547,0.02209277344381988,0.4339810855623566,0.05238457797601964,5.268055200576782,0.0014773514198395121,0.029020465654500713
1,400,64,512,0.3915350857194229,0.2982635715568795,16,0.3659,1961.133271932602,0.025635085719422912,0.06547327852450295,0.38611473685257847,17.438151121139526,0.005420348866844449,0.01384383945281653
1,400,1,16,0.3186806683936562,0.30741511445607506,16,0.3346,4.970025539398193,0.01591933160634379,0.0499538666295225,0.37227022025827455,0.4166531562805176,0.053589551864618334,0.16816066106156413
1,400,1,32,0.10887001025926979,0.47889727239748847,16,0.06280000000000001,8.013018608093262,0.04607001025926978,0.42316529730782426,0.07469379228738199,0.7765827178955078,0.0341762179718878,0.3139176517986766
1,400,1,64,0.11392937151782684,0.11125793227990105,16,0.0514,14.054968357086182,0.06252937151782684,0.5488432937422348,0.11236770030005291,1.4414710998535156,0.0015616712177739245,0.01370736270172056
