N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epsilon_msm,time_msm,calibration_batches,distance_pgabm,distance_msm
464,2154,1,2154,0.3083425335776181,0.25,0.4516627141786395,0.3216606507390524,0.7202723026275635,0.3121,6.822475433349609,50,0.013318117161434329,0.0037574664223818943
464,2154,1,2154,0.11683306961962503,0.25,0.22229437710098043,0.14812320953443328,0.7021377086639404,0.1203,13.348846912384033,100,0.03129013991480825,0.0034669303803749746
464,10000,1,10000,0.050983629712898715,0.25,0.19049475633865187,0.10336920207654399,3.682325839996338,0.0449,33.15396332740784,20,0.05238557236364527,0.006083629712898712
464,10000,1,10000,0.2579285084842649,0.25,0.18877852555675922,0.2758437952387669,1.7526264190673828,0.2587,79.30412745475769,50,0.01791528675450199,0.0007714915157350788
464,10000,1,10000,0.23857049352489118,0.25,0.12278680047694018,0.25829243901963567,10.673353433609009,0.232,157.07810807228088,100,0.019721945494744486,0.006570493524891169
2154,100,1,100,0.07633582204658163,0.25,0.9734873973251963,0.11425462773756946,0.10752511024475098,0.0603,0.3053014278411865,20,0.037918805690987836,0.016035822046581626
2154,100,1,100,0.31090311587020775,0.25,0.344861343716251,0.3355828984151701,0.09077978134155273,0.3272,0.6528031826019287,50,0.024679782544962336,0.016296884129792244
2154,100,1,100,0.27200505940696906,0.25,0.8978507176676818,0.2943766982295486,0.3224186897277832,0.274,1.4870843887329102,100,0.02237163882257953,0.0019949405930309583
2154,464,1,464,0.32706867348537216,0.25,0.4345949734085095,0.3490974228461576,0.17741894721984863,0.3311,0.5336604118347168,20,0.022028749360785416,0.004031326514627842
2154,464,1,464,0.0722727700623299,0.25,0.23581463714751372,0.12519062237162779,0.24197745323181152,0.0708,1.4170269966125488,50,0.05291785230929788,0.0014727700623299034
2154,464,1,464,0.37576390856762193,0.25,0.9408279632013994,0.3721502433845022,0.26311707496643066,0.36050000000000004,2.6858747005462646,100,0.0036136651831197297,0.015263908567621887
2154,2154,1,2154,0.11102456989996135,0.25,0.6352999544876764,0.1506487985923591,0.9507656097412109,0.11130000000000001,2.581394910812378,20,0.03962422869239776,0.00027543010003866497
2154,2154,1,2154,0.2596759121830165,0.25,0.0602707384764432,0.2787137300570096,0.773963451385498,0.2679,6.508849382400513,50,0.019037817873993113,0.008224087816983527
2154,2154,1,2154,0.39264801411080946,0.25,0.8081939246268024,0.40473532168125553,1.493873119354248,0.3885,12.996341943740845,100,0.01208730757044607,0.00414801411080945
2154,10000,1,10000,0.01116521399590309,0.25,0.14027605892666925,0.07936100401362212,5.752127647399902,0.0097,31.22528386116028,20,0.06819579001771903,0.001465213995903089
2154,10000,1,10000,0.16218122986309325,0.25,0.12098537459485635,0.19147409847725022,2.768049478530884,0.1632,77.7551064491272,50,0.029292868614156975,0.0010187701369067659
2154,10000,1,10000,0.4364611882000555,0.25,0.1464749798358661,0.4453762872370897,5.066492795944214,0.4345,153.91909098625183,100,0.008915099037034191,0.0019611882000555303
10000,100,1,100,0.4223548038010348,0.25,0.2534390424997808,0.4142538493720295,0.19435572624206543,0.40800000000000003,0.2479703426361084,20,0.00810095442900527,0.014354803801034766
10000,100,1,100,0.26922029629727184,0.25,0.6004889552745444,0.30194941513924384,0.07783961296081543,0.2645,0.617551326751709,50,0.032729118841971994,0.004720296297271831
10000,100,1,100,0.4333041370832565,0.25,0.8146191812616553,0.4220013636544324,0.1977221965789795,0.40940000000000004,1.2456653118133545,100,0.011302773428824076,0.02390413708325645
10000,464,1,464,0.47490299567681327,0.25,0.05411366032399989,0.4702679429100761,0.47170257568359375,0.4908,0.5122559070587158,20,0.004635052766737147,0.015897004323186747
10000,464,1,464,0.41320349881467067,0.25,0.13051067133926597,0.41938105442433327,0.3827188014984131,0.40180000000000005,1.3125858306884766,50,0.006177555609662599,0.01140349881467062
10000,464,1,464,0.42705772191826935,0.25,0.8424458099564136,0.4368600743115529,0.4425468444824219,0.41650000000000004,2.5878114700317383,100,0.009802352393283531,0.010557721918269314
10000,2154,1,2154,0.04937170091017418,0.25,0.5741372974260776,0.10184594700601586,0.6580395698547363,0.0511,2.570772409439087,20,0.052474246095841684,0.001728299089825823
10000,2154,1,2154,0.3256521661704955,0.25,0.493303445200611,0.3411145652986446,0.4571349620819092,0.3261,6.675304174423218,50,0.015462399128149062,0.0004478338295044737
10000,2154,1,2154,0.3517584940763265,0.25,0.23053920983946016,0.37006507880984385,0.741663932800293,0.34450000000000003,12.870936393737793,100,0.018306584733517373,0.007258494076326449
10000,10000,1,10000,0.30512040632331483,0.25,0.05901571504989918,0.3254738895393119,1.375246286392212,0.30970000000000003,30.619656085968018,20,0.02035348321599706,0.004579593676685201
10000,10000,1,10000,0.399807630868014,0.25,0.1745372329838924,0.4112879775242786,4.347774505615234,0.39630000000000004,76.35508847236633,50,0.011480346656264573,0.003507630868013978
10000,10000,1,10000,0.017285609935817126,0.25,0.08433318696994185,0.08716567066868394,3.325409173965454,0.0198,151.94966340065002,100,0.06988006073286682,0.002514390064182876
100,100,2,200,0.38511936727748997,0.25,0.0644302555796068,0.3977658543499089,0.12887358665466309,0.39440000000000003,0.2816438674926758,20,0.012646487072418944,0.009280632722510063
100,100,2,200,0.3658643003697635,0.25,0.8969850695075825,0.39445891049704,0.14774727821350098,0.40280000000000005,0.6860067844390869,50,0.028594610127276543,0.036935699630236574
100,100,2,200,0.12984919664917655,0.25,0.20338083282405106,0.1684269837832905,0.07681798934936523,0.1729,1.3899922370910645,100,0.038577787134113944,0.04305080335082345
100,464,2,928,0.12853464941107334,0.25,0.8262275354923914,0.17480870184299507,0.1495532989501953,0.10690000000000001,0.6949610710144043,20,0.04627405243192173,0.021634649411073334
100,464,2,928,0.3161516587150639,0.25,0.8817706230828073,0.3339607321013532,0.10419487953186035,0.328,1.7432594299316406,50,0.017809073386289287,0.011848341284936115
100,464,2,928,0.17264873079554077,0.25,0.48675074481833813,0.1955105048115131,0.1122288703918457,0.16490000000000002,3.487438201904297,100,0.022861774015972336,0.007748730795540754
100,2154,2,4308,0.39829433900364375,0.25,0.2778387618870178,0.4080578735013511,0.6015889644622803,0.3673,4.057628870010376,20,0.009763534497707338,0.030994339003643734
100,2154,2,4308,0.22307311600172863,0.25,0.24478526299230127,0.2418372997740385,1.3179004192352295,0.2223,10.363458156585693,50,0.018764183772309873,0.0007731160017286354
100,2154,2,4308,0.39137470739208596,0.25,0.2900748812374647,0.391749392199728,0.4833672046661377,0.3668,20.57302474975586,100,0.00037468480764202283,0.024574707392085948
100,10000,2,20000,0.49523589181192035,0.25,0.08550417213473516,0.5017578497021455,5.144839763641357,0.4859,53.53178596496582,20,0.006521957890225194,0.00933589181192035
100,10000,2,20000,0.15012416976695003,0.25,0.02821394484048606,0.18074830634517466,1.1913483142852783,0.155,133.76546669006348,50,0.03062413657822463,0.004875830233049966
100,10000,2,20000,0.07150291412904969,0.25,0.08837555081806009,0.11117048443405225,3.315708637237549,0.0699,290.537903547287,100,0.039667570305002564,0.0016029141290496846
464,100,2,200,0.4506542181746369,0.25,0.5676903301191493,0.46919666910166513,0.2316417694091797,0.43960000000000005,0.3309304714202881,20,0.01854245092702822,0.011054218174636865
464,100,2,200,0.27077968944368663,0.25,0.11510304096690338,0.26444452509454464,0.30843400955200195,0.2616,0.7086212635040283,50,0.006335164349141997,0.009179689443686634
464,100,2,200,0.4873701854275411,0.25,0.22700116521465796,0.4902216803164726,0.23933815956115723,0.47990000000000005,1.4647960662841797,100,0.002851494888931494,0.007470185427541076
464,464,2,928,0.3183022000009486,0.25,0.5959823856130138,0.33568524326652055,0.13247442245483398,0.3299,0.7136352062225342,20,0.01738304326557194,0.011597799999051417
464,464,2,928,0.49695651230523946,0.25,0.23944623690468037,0.5064209460668967,0.49864697456359863,0.49360000000000004,1.8240034580230713,50,0.009464433761657232,0.003356512305239423
464,464,2,928,0.2730354020714758,0.25,0.13141566053746057,0.29303317801729845,0.12907886505126953,0.27790000000000004,3.551581621170044,100,0.019997775945822638,0.004864597928524228
464,2154,2,4308,0.26321296695276064,0.25,0.07513821454217044,0.27962539438429557,0.47916698455810547,0.2589,4.084704875946045,20,0.016412427431534926,0.004312966952760622
464,2154,2,4308,0.06771395153608495,0.25,0.39223422387917317,0.1129630036852913,0.7117156982421875,0.0708,10.20334506034851,50,0.045249052149206354,0.003086048463915053
464,2154,2,4308,0.17785258549194055,0.25,0.2795652989288351,0.2091481838781673,0.6033051013946533,0.1787,20.634448528289795,100,0.03129559838622675,0.0008474145080594464
464,10000,2,20000,0.013109283648186643,0.25,0.0963567087188342,0.08016633951258505,3.1682233810424805,0.029400000000000003,53.727585554122925,20,0.0670570558643984,0.01629071635181336
464,10000,2,20000,0.08019758975982455,0.25,0.03456792132960255,0.12145378000553363,1.6111173629760742,0.0762,133.7392075061798,50,0.041256190245709076,0.003997589759824546
464,10000,2,20000,0.37281859635374803,0.25,0.05956250981349497,0.37955264749660783,4.814765453338623,0.37110000000000004,272.61026644706726,100,0.006734051142859798,0.001718596353747992
2154,100,2,200,0.015199844964394416,0.25,0.5989852889734197,0.07527417319172403,0.14954233169555664,0.018600000000000002,0.3365635871887207,20,0.06007432822732961,0.0034001550356055864
2154,100,2,200,0.18327154862187217,0.25,0.6157042872039488,0.22190575739755572,0.3187825679779053,0.1756,0.6908185482025146,50,0.03863420877568355,0.007671548621872165
2154,100,2,200,0.43117312641902206,0.25,0.05917720718572239,0.4557945951089121,0.20802712440490723,0.43910000000000005,1.4562671184539795,100,0.02462146868989007,0.007926873580977989
2154,464,2,928,0.34633885875367715,0.25,0.7503171845746859,0.3607099744210319,0.19880151748657227,0.36000000000000004,0.6966936588287354,20,0.014371115667354772,0.013661141246322894
2154,464,2,928,0.3454710710330843,0.25,0.9482094981876252,0.3638191097073114,0.1996617317199707,0.343,1.7475407123565674,50,0.01834803867422713,0.002471071033084249
2154,464,2,928,0.09431840047765544,0.25,0.5346790571795887,0.14007974192960101,0.21659016609191895,0.0988,3.775566577911377,100,0.045761341451945575,0.004481599522344559
2154,2154,2,4308,0.22095214037421168,0.25,0.0893946243988247,0.24640974109558156,3.1208088397979736,0.20350000000000001,4.07816481590271,20,0.025457600721369877,0.017452140374211667
2154,2154,2,4308,0.2907887036721456,0.25,0.34954777854222013,0.3080491793120483,0.6969380378723145,0.2969,10.25540804862976,50,0.017260475639902684,0.006111296327854399
2154,2154,2,4308,0.4948758538318526,0.25,0.0033978501986368617,0.5018804570838432,2.70178484916687,0.4968,20.482524394989014,100,0.007004603251990593,0.0019241461681474004
2154,10000,2,20000,0.10195311261656093,0.25,0.032825610365078084,0.14129587114087735,3.501312494277954,0.10250000000000001,53.618791818618774,20,0.03934275852431643,0.0005468873834390819
2154,10000,2,20000,0.12386645088117743,0.25,0.09176063476443932,0.1597581744354969,2.9667410850524902,0.13140000000000002,135.319721698761,50,0.035891723554319466,0.007533549118822591
2154,10000,2,20000,0.13108654188645597,0.25,0.05883673328938768,0.16587643218535802,2.6359622478485107,0.131,297.2336778640747,100,0.03478989029890206,8.654188645595973e-05
10000,100,2,200,0.3750862066489964,0.25,0.8551902839041353,0.3827249861559371,0.1527562141418457,0.37210000000000004,0.3222804069519043,20,0.007638779506940696,0.002986206648996348
10000,100,2,200,0.2284876637178464,0.25,0.6046720523491877,0.2635073989571847,0.3318908214569092,0.22760000000000002,0.6934425830841064,50,0.03501973523933832,0.0008876637178463764
10000,100,2,200,0.028464719205547495,0.25,0.822578152523871,0.08042483633112112,0.15917205810546875,0.028,1.372546911239624,100,0.05196011712557362,0.00046471920554749455
10000,464,2,928,0.2542581203051198,0.25,0.8794835234293169,0.27945369073135157,0.11692237854003906,0.2265,0.6948130130767822,20,0.025195570426231773,0.027758120305119788
10000,464,2,928,0.10598008232183798,0.25,0.3209863745244532,0.13595856045744883,0.1519770622253418,0.1047,1.7194666862487793,50,0.02997847813561086,0.0012800823218379748
10000,464,2,928,0.3993021223801051,0.25,0.12295477155217849,0.41628273338288146,0.35317564010620117,0.4066,3.44930100440979,100,0.01698061100277637,0.007297877619894921
10000,2154,2,4308,0.14866569075363611,0.25,0.3348669193066717,0.18049653934648394,0.7844884395599365,0.15130000000000002,4.0624237060546875,20,0.03183084859284782,0.002634309246363903
10000,2154,2,4308,0.013803005977251814,0.25,0.20443225943882926,0.0820097523708137,1.3626983165740967,0.012700000000000001,10.354207515716553,50,0.06820674639356189,0.0011030059772518131
10000,2154,2,4308,0.2967162247323105,0.25,0.058837376574748655,0.31248292242597037,0.7786149978637695,0.2936,20.232139110565186,100,0.015766697693659848,0.003116224732310491
10000,10000,2,20000,0.4219202144655944,0.25,0.058982364810988924,0.4329723498711662,5.606834173202515,0.4184,53.95380353927612,20,0.011052135405571761,0.003520214465594418
10000,10000,2,20000,0.1905080620311071,0.25,0.003606831456985993,0.21792751264497995,2.724674701690674,0.198,133.7004840373993,50,0.027419450613872853,0.007491937968892914
10000,10000,2,20000,0.3749291553630717,0.25,0.020018211641098696,0.38687860370802,5.856172800064087,0.37460000000000004,284.2306876182556,100,0.011949448344948321,0.0003291553630716537
100,100,4,400,0.2555707391485641,0.25,0.7883011896679689,0.26618252699734307,0.44707441329956055,0.2582,0.38554930686950684,20,0.010611787848778975,0.0026292608514358884
100,100,4,400,0.2704759024810943,0.25,0.012096760015357866,0.28849105514756673,0.31725382804870605,0.2508,1.035182237625122,50,0.01801515266647241,0.0196759024810943
100,100,4,400,0.4797171605308762,0.25,0.3033456717085691,0.4871278836679239,0.32426905632019043,0.4469,2.0418407917022705,100,0.0074107231370477145,0.03281716053087619
100,464,4,1856,0.4019804457493234,0.25,0.021375961088070716,0.4192423130738016,0.3092062473297119,0.463,1.126612901687622,20,0.01726186732447821,0.06101955425067662
100,464,4,1856,0.01616153331178699,0.25,0.9974849927283295,0.08549524933085581,0.23726248741149902,0.0393,3.1149842739105225,50,0.06933371601906882,0.02313846668821301
100,464,4,1856,0.35469362561564755,0.25,0.5820299763434618,0.37179342972208207,0.20954132080078125,0.3498,5.558783769607544,100,0.017099804106434524,0.0048936256156475455
100,2154,4,8616,0.23250074078175303,0.25,0.06810034319546347,0.25414165226846136,2.4478087425231934,0.2559,8.087533712387085,20,0.021640911486708325,0.02339925921824698
100,2154,4,8616,0.4737744706975499,0.25,0.21563357982662854,0.4758489324957232,1.5889112949371338,0.4842,51.10465145111084,50,0.002074461798173277,0.01042552930245011
100,2154,4,8616,0.11071636716174416,0.25,0.11771574362771692,0.1400279159313429,0.48053622245788574,0.1106,36.016930103302,100,0.02931154876959874,0.00011636716174415196
100,10000,4,40000,0.1335360098421829,0.25,0.022734611377620347,0.162886653734858,2.3577935695648193,0.1557,105.79316139221191,20,0.02935064389267511,0.022163990157817115
100,10000,4,40000,0.040736982438631,0.25,0.029393575314809323,0.09477674316536136,2.9228594303131104,0.0441,278.0007162094116,50,0.05403976072673036,0.0033630175613690028
100,10000,4,40000,0.21430941433189327,0.25,0.013206882210528481,0.23673423206934452,6.4344322681427,0.19540000000000002,524.1351370811462,100,0.022424817737451253,0.01890941433189325
464,100,4,400,0.054509382009534146,0.25,0.3052882993474333,0.09454759192090757,0.11131691932678223,0.0584,0.38765954971313477,20,0.040038209911373426,0.003890617990465854
464,100,4,400,0.3168933803059589,0.25,0.37165457672418245,0.3452045476688831,0.0874171257019043,0.299,0.8427214622497559,50,0.02831116736292416,0.01789338030595894
464,100,4,400,0.40148161868686894,0.25,0.24444799937161088,0.4046634861911608,0.14705276489257812,0.38270000000000004,1.699960470199585,100,0.003181867504291891,0.018781618686868895
464,464,4,1856,0.34840024806008923,0.25,0.5845472661166298,0.3546435283680735,0.1609034538269043,0.3447,1.0697906017303467,20,0.006243280307984267,0.0037002480600892285
464,464,4,1856,0.38310569053788524,0.25,0.6958461339323264,0.39381895165506964,0.2818937301635742,0.37110000000000004,2.6492421627044678,50,0.010713261117184403,0.012005690537885194
464,464,4,1856,0.1712270599217599,0.25,0.07194722016400112,0.20295868753980206,0.1458437442779541,0.19690000000000002,5.268669605255127,100,0.03173162761804216,0.025672940078240114
464,2154,4,8616,0.4229257415138388,0.25,0.22541395534481518,0.43190046907144636,1.4059412479400635,0.449,7.443639039993286,20,0.008974727557607531,0.026074258486161184
464,2154,4,8616,0.21438438749972127,0.25,0.17480748743487812,0.237492510657638,0.626122236251831,0.2232,19.107503414154053,50,0.023108123157916716,0.008815612500278736
464,2154,4,8616,0.4120049352061594,0.25,0.18713165342465374,0.4191416032605662,1.328359603881836,0.40800000000000003,36.31821870803833,100,0.007136668054406825,0.004004935206159355
464,10000,4,40000,0.3132480793121469,0.25,0.03758202020406453,0.3230636677229239,2.9840333461761475,0.3185,104.93173575401306,20,0.00981558841077701,0.005251920687853129
464,10000,4,40000,0.07171152433512246,0.25,0.0040030488635608655,0.11664958960889212,3.060579299926758,0.0718,262.64074540138245,50,0.04493806527376966,8.847566487754643e-05
464,10000,4,40000,0.03919344992747398,0.25,0.024084814151058856,0.09515874205808955,3.9504098892211914,0.0425,555.2922596931458,100,0.055965292130615574,0.0033065500725260252
2154,100,4,400,0.009166321456503645,0.25,0.44567295640165605,0.07775989062422001,0.13902997970581055,0.028200000000000003,0.3837625980377197,20,0.06859356916771636,0.019033678543496357
2154,100,4,400,0.03336249881967823,0.25,0.6724726505249299,0.08951894174645342,0.12959504127502441,0.0443,0.8292343616485596,50,0.056156442926775185,0.010937501180321767
2154,100,4,400,0.2292919068542159,0.25,0.4487372588243219,0.24507465949700652,0.32155561447143555,0.2581,1.6772041320800781,100,0.01578275264279061,0.028808093145784086
2154,464,4,1856,0.05667096138379524,0.25,0.7043133983839096,0.11525006768272582,0.17250418663024902,0.032,1.0329701900482178,20,0.05857910629893058,0.024670961383795237
2154,464,4,1856,0.013891674424334977,0.25,0.6816453376026229,0.09140308512088176,0.2555253505706787,0.0117,2.839350938796997,50,0.07751141069654678,0.0021916744243349762
2154,464,4,1856,0.3774307406952337,0.25,0.6971485287527562,0.38634067813306855,0.2499239444732666,0.4006,5.182617902755737,100,0.008909937437834858,0.02316925930476632
2154,2154,4,8616,0.1974252402303197,0.25,0.14359348713127587,0.22428447188693332,0.6791977882385254,0.2462,7.410006046295166,20,0.026859231656613608,0.04877475976968029
2154,2154,4,8616,0.37346924780376256,0.25,0.035046595468812856,0.3871788040676868,1.4618897438049316,0.3689,18.839312314987183,50,0.013709556263924227,0.004569247803762555
2154,2154,4,8616,0.22620241337322577,0.25,0.17660224148230177,0.2504265458444026,3.1744964122772217,0.24050000000000002,36.30997586250305,100,0.02422413247117683,0.014297586626774245
2154,10000,4,40000,0.22504337350038056,0.25,0.03905229110969785,0.2482262849873069,9.28474736213684,0.2548,103.8670597076416,20,0.023182911486926333,0.029756626499619465
2154,10000,4,40000,0.23903625335891548,0.25,0.04520514929569025,0.2607281975502437,1.480065107345581,0.24400000000000002,258.71017146110535,50,0.021691944191328194,0.004963746641084538
2154,10000,4,40000,0.23700196328109702,0.25,0.011688434630205297,0.2600150615076456,1.973015308380127,0.2533,516.3009612560272,100,0.023013098226548567,0.01629803671890301
10000,100,4,400,0.4015816710570848,0.25,0.17667889307234141,0.4119971591201864,0.17300653457641602,0.4454,0.3655226230621338,20,0.010415488063101608,0.04381832894291521
10000,100,4,400,0.20119625992886792,0.25,0.3910991231067624,0.2226928367301617,0.3351578712463379,0.17600000000000002,0.8446965217590332,50,0.02149657680129377,0.025196259928867898
10000,100,4,400,0.4523430801718115,0.25,0.3205646539951602,0.471841914675854,0.2711920738220215,0.44730000000000003,1.6677119731903076,100,0.019498834504042495,0.005043080171811487
10000,464,4,1856,0.018530523977017932,0.25,0.8154769290056262,0.08244923942832848,0.29538536071777344,0.0298,1.0438988208770752,20,0.06391871545131055,0.011269476022982068
10000,464,4,1856,0.38693717136020933,0.25,0.6135258996684316,0.40743046350654344,0.35172343254089355,0.41650000000000004,2.8389334678649902,50,0.020493292146334108,0.029562828639790706
10000,464,4,1856,0.06282069056886941,0.25,0.7600017523497489,0.1056153662876799,0.21384811401367188,0.059300000000000005,5.1817052364349365,100,0.04279467571881049,0.003520690568869403
10000,2154,4,8616,0.30925678345604274,0.25,0.09927230726484777,0.33057641352216455,0.6450638771057129,0.32270000000000004,7.414921760559082,20,0.02131963006612181,0.013443216543957304
10000,2154,4,8616,0.0051821306676159695,0.25,0.02308276762200307,0.07816305639875855,1.531224250793457,0.0112,18.88672661781311,50,0.07298092573114258,0.00601786933238403
10000,2154,4,8616,0.2693136412881735,0.25,0.02670264903673311,0.290480128105373,0.7524716854095459,0.2856,36.36360836029053,100,0.021166486817199515,0.016286358711826543
10000,10000,4,40000,0.0015089783097981813,0.25,0.018670356586859765,0.07939191396433133,4.435302734375,0.026600000000000002,103.78515100479126,20,0.07788293565453315,0.02509102169020182
10000,10000,4,40000,0.47559689274510225,0.25,0.009692388375475359,0.4826591809647121,7.4414708614349365,0.47990000000000005,264.2736780643463,50,0.007062288219609858,0.004303107254897798
10000,10000,4,40000,0.452701016851389,0.25,0.04103732493114692,0.4614707095646302,9.728297472000122,0.4501,526.0164468288422,100,0.008769692713241184,0.0026010168513890264
100,100,1,100,0.3979834709711347,0.25,0.5996360084237168,0.4050379240043675,0.16185593605041504,0.38,0.27864599227905273,20,0.0070544530332328215,0.017983470971134674
100,100,1,100,0.45763715995739374,0.25,0.688845259018665,0.48180904670614944,0.2239387035369873,0.4345,0.6181604862213135,50,0.0241718867487557,0.023137159957393738
100,100,1,100,0.07277911557919853,0.25,0.4911099613042962,0.12211854262299456,0.12610626220703125,0.0864,1.2227025032043457,100,0.04933942704379603,0.013620884420801477
100,464,1,464,0.07886503493526664,0.25,0.08817368124218106,0.11748157979347197,0.17229223251342773,0.0833,0.5133404731750488,20,0.03861654485820533,0.004434965064733357
100,464,1,464,0.093815836451217,0.25,0.23507763668617032,0.1340422474099046,0.1479332447052002,0.0881,1.2626116275787354,50,0.04022641095868762,0.005715836451216996
100,464,1,464,0.31124795114996057,0.25,0.461602080891622,0.32405717207206863,0.12274432182312012,0.326,2.5229616165161133,100,0.012809220922108067,0.014752048850039445
100,2154,1,2154,0.4529047480041509,0.25,0.18439322474830663,0.47043862333523323,1.0934998989105225,0.448,2.8063766956329346,20,0.017533875331082305,0.004904748004150916
100,2154,1,2154,0.4949775891795368,0.25,0.02365481502211727,0.4886178202367294,1.2284743785858154,0.4902,6.333772897720337,50,0.006359768942807431,0.004777589179536801
100,2154,1,2154,0.35556122938290796,0.25,0.6772494877030201,0.36906742161797174,0.6448307037353516,0.3768,12.820062160491943,100,0.013506192235063774,0.021238770617092062
100,10000,1,10000,0.36590020457114764,0.25,0.14498334944382382,0.37871094810822153,2.9945485591888428,0.36100000000000004,30.30383610725403,20,0.012810743537073899,0.004900204571147593
100,10000,1,10000,0.4546466022721272,0.25,0.06607834927234056,0.4689266894692522,5.900936841964722,0.45980000000000004,75.54734230041504,50,0.01428008719712498,0.005153397727872822
100,10000,1,10000,0.20043686618556045,0.25,0.1686988252127311,0.22778591483792013,5.362945556640625,0.21050000000000002,152.4561448097229,100,0.02734904865235968,0.010063133814439573
464,100,1,100,0.12492534011251838,0.25,0.42844247595107343,0.18221946555825436,0.3096952438354492,0.16590000000000002,0.27839016914367676,20,0.05729412544573598,0.04097465988748164
464,100,1,100,0.08671508539356143,0.25,0.8646861447635343,0.13201926441868875,0.10803818702697754,0.08940000000000001,0.6147634983062744,50,0.04530417902512732,0.0026849146064385765
464,100,1,100,0.0597285251668645,0.25,0.6570654246228895,0.1074805101434624,0.30936574935913086,0.06910000000000001,1.241175651550293,100,0.0477519849765979,0.00937147483313551
464,464,1,464,0.40630529401641435,0.25,0.5810356574180902,0.41635915220394987,0.29704809188842773,0.41240000000000004,0.5067965984344482,20,0.010053858187535514,0.006094705983585691
464,464,1,464,0.07339618670862158,0.25,0.200727488035091,0.12223136846074252,0.19539737701416016,0.07440000000000001,1.2610175609588623,50,0.04883518175212094,0.0010038132913784276
464,464,1,464,0.13214874136345034,0.25,0.5295466104783949,0.17049966191756855,0.18592214584350586,0.1301,2.585078716278076,100,0.038350920554118206,0.002048741363450346
464,2154,1,2154,0.4095445893167654,0.25,0.8304850681778759,0.41511166397304966,0.8831913471221924,0.4212,2.5440001487731934,20,0.005567074656284254,0.011655410683234613
464,2154,1,2154,0.155293625897105,0.25,0.2831884640995506,0.18721333717640998,0.3832204341888428,0.1583,6.446176767349243,50,0.031919711279304985,0.003006374102895004
464,2154,1,2154,0.4912087246464714,0.25,0.8086774458319901,0.4907528479669447,1.6283702850341797,0.49160000000000004,13.065500974655151,100,0.0004558766795267344,0.00039127535352861953
464,10000,1,10000,0.1333193510758176,0.25,0.18174905457167764,0.16744102868710398,2.0474424362182617,0.14350000000000002,30.232229948043823,20,0.03412167761128637,0.010180648924182412
464,10000,1,10000,0.2668266724856057,0.25,0.06596891253637648,0.28329396857695194,1.5669944286346436,0.2948,76.09136748313904,50,0.01646729609134623,0.027973327514394297
464,10000,1,10000,0.15723350559292482,0.25,0.13661487326731284,0.1864290514324175,2.4779322147369385,0.15430000000000002,163.179185628891,100,0.029195545839492687,0.0029335055929247955
2154,100,1,100,0.4553864155869187,0.25,0.8992209495659688,0.47117583050433687,0.2983131408691406,0.47850000000000004,0.33951854705810547,20,0.015789414917418143,0.02311358441308131
2154,100,1,100,0.18327832192561722,0.25,0.07569688175830336,0.2196163127943501,0.32136082649230957,0.1971,0.7394623756408691,50,0.03633799086873288,0.013821678074382782
2154,100,1,100,0.21679616363658227,0.25,0.8785878632047704,0.24341567270460718,0.32236361503601074,0.22060000000000002,1.3636291027069092,100,0.026619509068024905,0.0038038363634177452
2154,464,1,464,0.2561463461391807,0.25,0.1908393632684806,0.28325429567676413,0.3825712203979492,0.3022,0.5249876976013184,20,0.027107949537583442,0.04605365386081933
2154,464,1,464,0.46944323868485666,0.25,0.8497689100179306,0.47677812337981196,0.6171047687530518,0.46830000000000005,1.7198054790496826,50,0.0073348846949553015,0.0011432386848566067
2154,464,1,464,0.015474503135575357,0.25,0.6671187886992039,0.08367579523339849,0.3429129123687744,0.022000000000000002,2.9622199535369873,100,0.06820129209782314,0.006525496864424645
2154,2154,1,2154,0.3584393318158446,0.25,0.3197207014392329,0.36913008200550335,1.1406922340393066,0.34740000000000004,3.1989729404449463,20,0.01069075018965876,0.011039331815844544
2154,2154,1,2154,0.44550947714616945,0.25,0.14055298977975766,0.4565958715049364,2.0264079570770264,0.44980000000000003,7.427955627441406,50,0.01108639435876696,0.004290522853830581
2154,2154,1,2154,0.013643611758734409,0.25,0.5899451824405324,0.07949230392983543,1.2901403903961182,0.0154,12.912487506866455,100,0.06584869217110102,0.001756388241265592
2154,10000,1,10000,0.26102562362625537,0.25,0.16955760874294834,0.28092206138996456,2.9872701168060303,0.2569,35.23083186149597,20,0.019896437763709196,0.004125623626255348
2154,10000,1,10000,0.16299490588501264,0.25,0.16436987495280211,0.19258274606198,1.7869453430175781,0.1658,78.64690566062927,50,0.02958784017696736,0.002805094114987361
2154,10000,1,10000,0.4297446604327929,0.25,0.12564791942613157,0.4407108758319955,5.148717880249023,0.4267,151.47156143188477,100,0.010966215399202561,0.0030446604327928894
10000,100,1,100,0.2792582754612589,0.25,0.9563015097552321,0.30807110957464096,0.09673142433166504,0.29460000000000003,0.27843546867370605,20,0.028812834113382035,0.015341724538741108
10000,100,1,100,0.3451139340813739,0.25,0.5899231270757698,0.34793559619282727,0.10115599632263184,0.33630000000000004,0.6452615261077881,50,0.002821662111453349,0.008813934081373875
10000,100,1,100,0.22642674997576873,0.25,0.1978327846479193,0.25079220579880046,0.3323707580566406,0.2172,1.2556159496307373,100,0.024365455823031734,0.009226749975768722
