ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,estimated_epsilon,time_calibration,distance_epsilon
1,400,16,32,0.22995756264325334,0.18181503449572528,16,0.2021,4.893636465072632,0.027857562643253342
1,400,16,64,0.08313455900543687,0.2116920849867085,16,0.0838,8.305575132369995,0.0006654409945631296
1,400,16,128,0.0363227115931391,0.16966644413551774,16,0.046700000000000005,15.189089059829712,0.010377288406860904
1,400,16,256,0.17602089009638405,0.005194745568517567,16,0.1549,28.83005928993225,0.021120890096384043
1,400,64,16,0.35552264731684785,0.03462915649344095,16,0.15,3.1847569942474365,0.20552264731684786
1,400,64,32,0.47910240843335755,0.002045163029409991,16,0.032100000000000004,4.912418842315674,0.44700240843335753
1,400,64,64,0.10829299807645532,0.4130163665758309,16,0.1068,8.339049577713013,0.0014929980764553097
1,400,64,128,0.12082404576829536,0.19623087008251483,16,0.1111,15.226399660110474,0.009724045768295358
1,400,64,256,0.2612283763462792,0.353329409537109,16,0.2528,29.23878574371338,0.008428376346279187
1,400,1,16,0.4771003238884545,0.4039365133715499,16,0.41800000000000004,2.8584420680999756,0.05910032388845449
1,400,1,32,0.06753725918320946,0.4568811247631809,16,0.0021000000000000003,4.206925868988037,0.06543725918320946
1,400,1,64,0.3928997677475678,0.3773431736553621,16,0.3287,6.94667387008667,0.0641997677475678
1,400,1,128,0.27809118440750247,0.15058017491917292,16,0.23,12.406388282775879,0.04809118440750246
1,400,1,256,0.35286690229834444,0.09976492360877492,16,0.3536,23.368374347686768,0.0007330977016555829
1,400,4,16,0.46501443605243886,0.1305828614283424,16,0.36970000000000003,3.1721723079681396,0.09531443605243883
1,400,4,32,0.10736324147144655,0.32647377162988817,16,0.1135,4.881273508071899,0.006136758528553457
1,400,4,64,0.03515838607826155,0.3990462404782599,16,0.0371,8.284149646759033,0.0019416139217384512
1,400,4,128,0.4982314882959259,0.11817748583403959,16,0.4783,15.097578048706055,0.019931488295925892
1,400,4,256,0.4409848817493691,0.34464971664553135,16,0.4318,28.749294996261597,0.0091848817493691
1,400,16,16,0.11146913313479295,0.014660799766050558,16,0.2983,3.180832624435425,0.18683086686520706
1,400,16,32,0.45129411358238086,0.1838479440287752,16,0.46280000000000004,4.90831995010376,0.011505886417619182
1,400,16,64,0.19020920104133993,0.38944980239037147,16,0.11610000000000001,8.318530321121216,0.07410920104133992
1,400,16,128,0.19107534054637848,0.3403086033091844,16,0.1962,15.126041889190674,0.005124659453621533
1,400,16,256,0.08025492692983438,0.330639655986309,16,0.08710000000000001,28.78683638572693,0.00684507307016563
1,400,64,16,0.10230336426520109,0.4744907083346182,16,0.2005,3.186634063720703,0.09819663573479892
1,400,64,32,0.13047505015173627,0.425641199746641,16,0.0892,4.914159774780273,0.04127505015173627
1,400,64,64,0.30362782739447536,0.24353684064855657,16,0.32120000000000004,8.349632263183594,0.017572172605524683
1,400,64,128,0.3241930097191251,0.3748549278018521,16,0.32380000000000003,15.269226789474487,0.0003930097191250925
1,400,64,256,0.466402159921804,0.250468313327819,16,0.4657,29.454395294189453,0.000702159921804002
1,400,1,16,0.30301421527894173,0.4640766453068277,16,0.2034,2.852705717086792,0.09961421527894174
1,400,1,32,0.0060732449062592675,0.2066836641471002,16,0.0378,4.221494913101196,0.03172675509374073
1,400,1,64,0.17280889329577537,0.012008581945670282,16,0.1915,6.985297679901123,0.018691106704224636
1,400,1,128,0.13792326288077772,0.050348064855343044,16,0.1265,12.446954250335693,0.011423262880777718
1,400,1,256,0.3830308476388957,0.09292966135031755,16,0.4248,23.44085431098938,0.04176915236110429
1,400,4,16,0.05683398427447217,0.008697706915055003,16,0.0553,3.185109853744507,0.0015339842744721693
1,400,4,32,0.18013611255352685,0.3879784045028834,16,0.0664,4.911399841308594,0.11373611255352685
1,400,4,64,0.42621314144802547,0.22313542485878957,16,0.4166,8.330172777175903,0.009613141448025442
1,400,4,128,0.418581546222542,0.09174652312646592,16,0.4786,15.16457200050354,0.060018453777458014
1,400,4,256,0.2149175284476424,0.2655796987980136,16,0.2228,28.855576515197754,0.007882471552357606
1,400,16,16,0.26688151497587753,0.24298959901724543,16,0.09430000000000001,3.183237314224243,0.17258151497587754
1,400,16,32,0.28560978673487286,0.39165646523350145,16,0.23340000000000002,4.913354158401489,0.05220978673487284
1,400,16,64,0.4568815768076297,0.11119223392355437,16,0.45890000000000003,8.352360248565674,0.0020184231923703333
1,400,16,128,0.3543036381615639,0.3890397532124484,16,0.31170000000000003,15.39637017250061,0.04260363816156387
1,400,16,256,0.06182118306099749,0.1376208617619552,16,0.008700000000000001,29.34475827217102,0.05312118306099749
1,400,64,16,0.28738152260685323,0.2707671171051612,16,0.2692,3.239655017852783,0.01818152260685324
1,400,64,32,0.3383371170147233,0.49049917401041593,16,0.33340000000000003,4.9066479206085205,0.004937117014723269
1,400,64,64,0.4337273464572693,0.08501555377977477,16,0.4214,8.38398551940918,0.012327346457269295
1,400,64,128,0.45269284865511833,0.4708214823486103,16,0.4273,15.47445297241211,0.025392848655118316
1,400,64,256,0.23448483373698403,0.3471132911029704,16,0.2278,29.32037329673767,0.0066848337369840305
1,400,1,16,0.47944459777413917,0.07656259584763758,16,0.29150000000000004,2.8875510692596436,0.18794459777413913
1,400,1,32,0.3972742563931832,0.292223100557915,16,0.4363,4.29471230506897,0.03902574360681682
1,400,1,64,0.10821057270080092,0.16813698564871332,16,0.1085,7.0758607387542725,0.00028942729919907706
1,400,1,128,0.25941961714699596,0.18860526950720286,16,0.2575,12.460038900375366,0.0019196171469959555
1,400,1,256,0.3047169190460829,0.18705387418328062,16,0.3042,23.487571001052856,0.0005169190460828643
1,400,4,16,0.38340349685416547,0.13423819053677488,16,0.4973,3.1817989349365234,0.11389650314583455
1,400,4,32,0.09572290610176493,0.05941125683170595,16,0.0656,4.892756700515747,0.03012290610176492
1,400,4,64,0.14192271237597837,0.38892117549402533,16,0.0732,8.302532434463501,0.06872271237597836
1,400,4,128,0.44360714432898257,0.14116776929899466,16,0.4766,15.204862356185913,0.03299285567101745
1,400,4,256,0.19045216448431734,0.21741064660489295,16,0.2509,29.40292477607727,0.06044783551568267
1,400,16,16,0.1285328621913101,0.3596222360957148,16,0.2651,3.245023727416992,0.1365671378086899
1,400,16,32,0.45184886714839373,0.14752708982451335,16,0.44270000000000004,4.999672889709473,0.009148867148393691
1,400,16,64,0.45738320653064934,0.053784765757434405,16,0.47300000000000003,8.506426572799683,0.015616793469350687
1,400,16,128,0.29325500288120915,0.059847236355175915,16,0.1656,15.50253176689148,0.12765500288120915
1,400,16,256,0.2834384227328279,0.44136141378328236,16,0.2566,29.332115173339844,0.026838422732827882
1,400,64,16,0.3742717863139823,0.36273984667923864,16,0.3775,3.238330602645874,0.0032282136860177224
1,400,64,32,0.45951979279741856,0.10205815789743894,16,0.4677,5.01950216293335,0.008180207202581447
1,400,64,64,0.292017218026898,0.4914879029052072,16,0.3159,8.40726900100708,0.023882781973102007
1,400,64,128,0.31471405147095793,0.2718647018757095,16,0.2903,15.248359441757202,0.02441405147095793
1,400,64,256,0.39781265809265465,0.20152031774558604,16,0.38730000000000003,29.087464809417725,0.010512658092654614
1,400,1,16,0.11588718240196849,0.05753737573186102,16,0.149,2.8377842903137207,0.0331128175980315
1,400,1,32,0.23995414532233594,0.05784906620533159,16,0.20720000000000002,4.2168869972229,0.03275414532233592
1,400,1,64,0.2865664857580694,0.3945004533893547,16,0.257,6.960433006286621,0.029566485758069416
1,400,1,128,0.19148725131891986,0.36521977987955734,16,0.1766,12.442463636398315,0.014887251318919853
1,400,1,256,0.02923993470414521,0.3316908730440923,16,0.040400000000000005,23.421874046325684,0.011160065295854796
1,400,4,16,0.4308414997133994,0.22672319030787713,16,0.47840000000000005,3.178980827331543,0.047558500286600636
1,400,4,32,0.39159841043858584,0.17952567634310324,16,0.1652,4.891005277633667,0.22639841043858583
1,400,4,64,0.24084913871954627,0.3249400699756276,16,0.2217,8.312453269958496,0.019149138719546266
1,400,4,128,0.20194984200089044,0.43251985014593486,16,0.2746,15.12156629562378,0.07265015799910957
1,400,4,256,0.1639671722388356,0.3762578716097169,16,0.19790000000000002,28.77186918258667,0.03393282776116441
1,400,16,16,0.19491864935006314,0.43783483093877945,16,0.3183,3.1892220973968506,0.12338135064993688
1,400,16,32,0.13933968949404313,0.3908224731675594,16,0.0095,4.903378486633301,0.12983968949404312
1,400,16,64,0.420912510224675,0.2020691148099143,16,0.379,8.351184129714966,0.041912510224675015
1,400,16,128,0.11949062074252309,0.2749115559376997,16,0.1643,15.168745756149292,0.04480937925747691
1,400,16,256,0.4412062863957747,0.07938269503622447,16,0.48260000000000003,28.871588706970215,0.041393713604225335
1,400,64,16,0.36544630558695806,0.3890980593887894,16,0.43710000000000004,3.1897594928741455,0.07165369441304198
1,400,64,32,0.1886265268966782,0.043205255208264404,16,0.0634,4.9115235805511475,0.12522652689667818
1,400,64,64,0.2833977194070583,0.21218370849971396,16,0.3023,8.351043462753296,0.01890228059294169
1,400,64,128,0.18511120203533893,0.1551980192415015,16,0.18230000000000002,15.244469404220581,0.002811202035338911
1,400,64,256,0.38513953161568754,0.18128578932480804,16,0.3554,29.000977993011475,0.029739531615687542
1,400,1,16,0.38170990403684746,0.0789994659597209,16,0.3265,2.842965841293335,0.055209904036847446
1,400,1,32,0.32805923621823646,0.4905289190900435,16,0.3335,4.223628282546997,0.005440763781763558
1,400,1,64,0.08774694954257956,0.38141172665927375,16,0.0528,6.964379072189331,0.034946949542579556
1,400,1,128,0.10792389502143174,0.0924113912493349,16,0.1471,12.45757794380188,0.03917610497856827
1,400,1,256,0.14319090696290188,0.12060125841913472,16,0.1424,23.414620876312256,0.0007909069629018772
1,400,4,16,0.3481777915319706,0.2624841053696098,16,0.27,3.1943726539611816,0.07817779153197058
1,400,4,32,0.1068828161945054,0.25229361903998476,16,0.1311,4.966625928878784,0.02421718380549459
1,400,4,64,0.008184630507665491,0.2745998253280989,16,0.0166,8.32620620727539,0.008415369492334509
1,400,4,128,0.03924344812825792,0.05666534018571601,16,0.014100000000000001,15.159651279449463,0.025143448128257917
1,400,4,256,0.2949980723576942,0.03668742472620329,16,0.3431,28.772244453430176,0.04810192764230581
1,400,16,16,0.05850660504348648,0.35094855811233344,16,0.038900000000000004,3.1804862022399902,0.019606605043486477
1,400,16,32,0.3268847965898113,0.08976322354970795,16,0.0095,4.892301321029663,0.3173847965898113
1,400,16,64,0.11396226443168461,0.3808139341770583,16,0.054,8.313778638839722,0.05996226443168461
1,400,16,128,0.003085792343431204,0.09648195234507806,16,0.0064,15.152475833892822,0.0033142076565687963
1,400,16,256,0.18622080164213695,0.3256998477533642,16,0.2141,28.960957288742065,0.027879198357863066
1,400,64,16,0.3790878767788036,0.22462151617622944,16,0.42660000000000003,3.2073776721954346,0.04751212322119641
1,400,64,32,0.44296480780159336,0.1606507638573289,16,0.43660000000000004,4.936037302017212,0.00636480780159332
1,400,64,64,0.1067514121800407,0.4679947577322455,16,0.10550000000000001,8.376879692077637,0.001251412180040684
1,400,64,128,0.3277960467784048,0.3717700661806238,16,0.3355,15.489428520202637,0.007703953221595228
1,400,64,256,0.06510498528963016,0.23859041833256023,16,0.0611,29.43635630607605,0.004004985289630156
1,400,1,16,0.15734842419043477,0.04239210585854869,16,0.0761,2.8691184520721436,0.08124842419043476
1,400,1,32,0.11903369901788435,0.35192440510418155,16,0.1275,4.224067449569702,0.008466300982115649
1,400,1,64,0.23677106030909412,0.022693083552284554,16,0.1821,6.970141410827637,0.054671060309094105
1,400,1,128,0.09555830262248816,0.07230635110427835,16,0.052000000000000005,12.495136260986328,0.04355830262248815
1,400,1,256,0.4707961289879536,0.060733107088983496,16,0.4496,23.542234897613525,0.02119612898795359
1,400,4,16,0.09155026939888555,0.2846072047372015,16,0.3296,3.1782612800598145,0.23804973060111445
1,400,4,32,0.27690870420712493,0.48276615320964134,16,0.3836,4.911949157714844,0.10669129579287506
1,400,4,64,0.3784772636349775,0.440782381482705,16,0.34290000000000004,8.306270837783813,0.035577263634977485
1,400,4,128,0.4040726879070174,0.19278072183727463,16,0.4046,15.107587575912476,0.0005273120929826236
1,400,4,256,0.2760461061477439,0.21779161431366845,16,0.25620000000000004,28.78998851776123,0.019846106147743847
1,400,16,16,0.2721251311028704,0.26798002363417317,16,0.2783,3.1771156787872314,0.006174868897129593
1,400,16,32,0.08183373838112562,0.4499196556815418,16,0.252,4.878795385360718,0.17016626161887438
1,400,16,64,0.3075374378120093,0.14979731508167216,16,0.30060000000000003,8.296467065811157,0.006937437812009284
1,400,16,128,0.4677774596352182,0.37030416809267963,16,0.4672,15.177290678024292,0.0005774596352182138
1,400,16,256,0.4550880768867567,0.4199044656696318,16,0.4454,28.81090998649597,0.009688076886756658
1,400,64,16,0.13337485977907948,0.20929739122368624,16,0.184,3.1873083114624023,0.05062514022092052
1,400,64,32,0.38492351859534774,0.4735390818175141,16,0.37120000000000003,4.9320924282073975,0.013723518595347706
1,400,64,64,0.43958064161844623,0.1854134167424148,16,0.4868,8.369194746017456,0.04721935838155378
1,400,64,128,0.4866088510079934,0.391557133456196,16,0.48900000000000005,15.262289762496948,0.002391148992006653
1,400,64,256,0.4249804270460586,0.3059257463924146,16,0.398,29.19037675857544,0.026980427046058575
1,400,1,16,0.05320389635486661,0.36989634799388266,16,0.0883,2.828794479370117,0.035096103645133395
1,400,1,32,0.06770375792847233,0.38610760369440716,16,0.0279,4.212782621383667,0.03980375792847233
1,400,1,64,0.3162782276330117,0.24149858135686814,16,0.2645,6.958019018173218,0.05177822763301171
1,400,1,128,0.12437184502514781,0.31868527689570875,16,0.1253,12.433763980865479,0.0009281549748521856
1,400,1,256,0.09400927139208948,0.15422473646038776,16,0.1273,23.3853816986084,0.03329072860791052
1,400,4,16,0.07412030920701107,0.4278472848272086,16,0.0921,3.162907361984253,0.01797969079298893
1,400,4,32,0.13036172297432297,0.4139333880814575,16,0.0784,4.8843793869018555,0.05196172297432297
1,400,4,64,0.4010186800068736,0.4454233941206751,16,0.35800000000000004,8.279296875,0.04301868000687353
1,400,4,128,0.2752637618336945,0.4298313936673505,16,0.2592,15.10927677154541,0.016063761833694512
1,400,4,256,0.32491666160644156,0.11915547025825757,16,0.4001,28.76972532272339,0.07518333839355845
1,400,16,16,0.053864293245184325,0.1671317260819234,16,0.1849,3.1747074127197266,0.13103570675481568
1,400,16,32,0.06953580240565171,0.01209781104456803,16,0.12000000000000001,4.8936285972595215,0.050464197594348295
1,400,16,64,0.37779248864195075,0.4982819217951465,16,0.3781,8.311018466949463,0.00030751135804923946
1,400,16,128,0.09786444732351479,0.4607627494351964,16,0.1246,15.233695983886719,0.02673555267648521
1,400,16,256,0.41502479914220786,0.018549784159934135,16,0.3079,28.824982166290283,0.10712479914220785
1,400,64,16,0.20629554089040897,0.4429976656782645,16,0.2084,3.1924729347229004,0.0021044591095910337
1,400,64,32,0.39862508159545407,0.20869680114509143,16,0.40080000000000005,4.917322397232056,0.002174918404545978
1,400,64,64,0.41552602908905806,0.09552697432253299,16,0.40080000000000005,8.354132175445557,0.014726029089058013
1,400,64,128,0.1772306713561052,0.10511303157401475,16,0.1777,15.238921165466309,0.0004693286438947897
1,400,64,256,0.4033313656825381,0.31310530771784617,16,0.4016,29.236003875732422,0.0017313656825380663
1,400,1,16,0.43426153179279625,0.30324908948055085,16,0.4515,2.837132453918457,0.01723846820720376
1,400,1,32,0.26571661820548986,0.44271564692238835,16,0.24680000000000002,4.21902322769165,0.018916618205489844
1,400,1,64,0.1690099914756633,0.08095590494094129,16,0.1471,6.953168630599976,0.021909991475663304
1,400,1,128,0.17423857728730213,0.41145074526713316,16,0.1519,12.41266942024231,0.022338577287302125
1,400,1,256,0.164350575672692,0.4498723189334918,16,0.1817,23.50532603263855,0.01734942432730799
1,400,4,16,0.1802912609263978,0.031921568060716166,16,0.058100000000000006,3.202699899673462,0.12219126092639779
1,400,4,32,0.2375520769288924,0.48709725404937637,16,0.21610000000000001,4.958152770996094,0.021452076928892394
1,400,4,64,0.46463160865417336,0.044973369559556386,16,0.4773,8.423722982406616,0.012668391345826646
1,400,4,128,0.05743440341694789,0.22151331687851733,16,0.1182,15.162531614303589,0.06076559658305211
1,400,4,256,0.2960911197959291,0.0812728702301096,16,0.3027,28.818981409072876,0.0066088802040709105
1,400,16,16,0.03274608297648329,0.11731611015138171,16,0.0655,3.1695706844329834,0.03275391702351671
1,400,16,32,0.36544943747001063,0.10297856831851909,16,0.22940000000000002,4.891404390335083,0.1360494374700106
1,400,16,64,0.3863864536231716,0.3083974052262297,16,0.3895,8.310703754425049,0.0031135463768284244
1,400,16,128,0.015120803547800654,0.2663476047375905,16,0.016300000000000002,15.133265495300293,0.0011791964521993478
1,400,16,256,0.09911404302608579,0.38507363565448083,16,0.0893,28.850677967071533,0.00981404302608578
1,400,64,16,0.046954814890517504,0.026811115176613387,16,0.1899,3.192518472671509,0.1429451851094825
1,400,64,32,0.17986553612361628,0.2350788620759391,16,0.08310000000000001,4.917362451553345,0.09676553612361627
1,400,64,64,0.3911698187105349,0.11927475509971813,16,0.38530000000000003,8.370129823684692,0.00586981871053488
1,400,64,128,0.16350667178917488,0.129317977703592,16,0.17120000000000002,15.288581371307373,0.007693328210825134
1,400,64,256,0.18205562093796812,0.37729566499993183,16,0.18280000000000002,29.039998054504395,0.0007443790620318969
1,400,1,16,0.26097470955910973,0.20959671701012167,16,0.29510000000000003,2.852802276611328,0.0341252904408903
1,400,1,32,0.03946286931636689,0.01668536225014816,16,0.0028,4.273966312408447,0.03666286931636689
1,400,1,64,0.35072424752438675,0.0677438745074368,16,0.331,7.033191204071045,0.01972424752438673
1,400,1,128,0.03040381941809167,0.3475502719134529,16,0.0291,12.459083080291748,0.0013038194180916701
1,400,1,256,0.4124377891018231,0.16125764791841402,16,0.41090000000000004,23.4262912273407,0.0015377891018230616
1,400,4,16,0.07946693810537458,0.06530242924486107,16,0.1879,3.187323808670044,0.10843306189462543
1,400,4,32,0.05455787476039903,0.4595345700737276,16,0.08510000000000001,4.898652791976929,0.03054212523960098
1,400,4,64,0.38796528221159626,0.053159740315540105,16,0.3864,8.302669763565063,0.0015652822115962417
