ensemble_size,calibration_batches,edge_per_t,evidences_per_t,T,real_epsilon_plus,real_epsilon_minus,mu_plus,mu_minus,rho,estimated_epsilon_plus,estimated_epsilon_minus,time_calibration,distance_epsilon_plus,distance_epsilon_minus
1,400,4,8,16,0.5152944882697531,0.696431010040476,0.17113285053821564,0.06318812980032157,16,0.2661,0.7682,10.523275136947632,0.2491944882697531,0.07176898995952397
1,400,4,8,32,0.18731809855211334,0.20574244287936172,0.4204673486551052,0.4087290972968805,16,0.2368,0.49150000000000005,14.809645414352417,0.04948190144788667,0.28575755712063833
1,400,4,8,64,0.10857456486409656,0.904413614974813,0.13387980027450452,0.10787770878478131,16,0.050300000000000004,0.993,23.22490406036377,0.05827456486409655,0.08858638502518701
1,400,4,8,128,0.26122071199310326,0.3299872491848713,0.26044091716199647,0.26067834845515686,16,0.2028,0.2605,40.47565841674805,0.05842071199310325,0.06948724918487131
1,400,4,8,256,0.04546131987613922,0.5209424784103448,0.16044272577729118,0.17495237976001454,16,0.0148,0.5792,75.035329580307,0.030661319876139216,0.05825752158965525
1,400,4,16,16,0.13070613228278805,0.19211822113700028,0.29066673194799497,0.24952459095301144,16,0.2776,0.6893,10.485995531082153,0.14689386771721197,0.49718177886299975
1,400,4,16,32,0.17658484039457,0.20749439106162482,0.07417672187191704,0.339199125974159,16,0.0088,0.022500000000000003,14.751823663711548,0.16778484039457,0.18499439106162482
1,400,4,16,64,0.8566227277368224,0.9063068988075086,0.02249813915055815,0.3077282262720172,16,0.6046,0.6681,23.575722455978394,0.2520227277368223,0.23820689880750856
1,400,4,16,128,0.45585966396797817,0.7278723441217632,0.48967988503039317,0.1520049259041359,16,0.42000000000000004,0.8745,40.47911190986633,0.03585966396797813,0.1466276558782369
1,400,4,16,256,0.1860998896786492,0.5690208329228934,0.3595376723286309,0.1548198606932386,16,0.1073,0.39,74.48089361190796,0.0787998896786492,0.1790208329228934
1,400,16,2,16,0.09807849493703813,0.9841217415043153,0.13811816546732486,0.40741221778017117,16,0.1617,0.21430000000000002,10.470195293426514,0.06362150506296188,0.7698217415043153
1,400,16,2,32,0.13435875597984237,0.696960529512894,0.2912892534122843,0.16214297409255207,16,0.07200000000000001,0.5128,14.832563638687134,0.06235875597984236,0.18416052951289397
1,400,16,2,64,0.7725223372190722,0.8627763206385745,0.3929616239705379,0.13089845058452676,16,0.26430000000000003,0.7534000000000001,23.53038787841797,0.5082223372190722,0.10937632063857439
1,400,16,2,128,0.3780470410426622,0.8065570239854211,0.026435507038575945,0.45350045217072693,16,0.2864,0.8864000000000001,40.87324357032776,0.09164704104266219,0.07984297601457901
1,400,16,2,256,0.23212852332205625,0.594996182371591,0.06892758085591577,0.14105447328947562,16,0.23920000000000002,0.6931,75.0621383190155,0.007071476677943778,0.09810381762840903
1,400,16,4,16,0.5894243406053183,0.9907348883824293,0.24686508059688722,0.13001142836424756,16,0.5752,0.9298000000000001,10.478906393051147,0.014224340605318297,0.06093488838242922
1,400,16,4,32,0.5247528434965261,0.6326075673035022,0.42322555870116824,0.4517261649231478,16,0.45280000000000004,0.8342,14.716223955154419,0.07195284349652603,0.20159243269649785
1,400,16,4,64,0.5381555211394139,0.7290163341734419,0.0390975227019128,0.3883344455317146,16,0.4585,0.9846,23.606507301330566,0.07965552113941388,0.2555836658265581
1,400,16,4,128,0.8606806224588631,0.96751596904131,0.191091044230569,0.4347802804621294,16,0.652,0.7758,40.36488723754883,0.2086806224588631,0.19171596904130994
1,400,16,4,256,0.0386720316175585,0.5398473290578261,0.375613439482737,0.2970919249660638,16,0.331,0.6354000000000001,75.28592467308044,0.2923279683824415,0.09555267094217401
1,400,16,8,16,0.35270332436921237,0.9391004219822652,0.4811488009481868,0.2166473826298198,16,0.4339,0.9308000000000001,10.448899269104004,0.08119667563078764,0.008300421982265105
1,400,16,8,32,0.4809210966714743,0.9647523485130669,0.06870114515267717,0.1971753755209693,16,0.7406,0.8029000000000001,14.803242206573486,0.2596789033285257,0.16185234851306685
1,400,16,8,64,0.32806681994807396,0.38066897017868107,0.1688433888704574,0.29126750187305794,16,0.005,0.7218,23.338720321655273,0.32306681994807396,0.34113102982131893
1,400,16,8,128,0.1609390613973284,0.6858073551990627,0.07312576475113297,0.16689006229731107,16,0.3825,0.9208000000000001,40.24457001686096,0.22156093860267162,0.2349926448009374
1,400,16,8,256,0.21957416685499664,0.24673826161023338,0.2722159785654773,0.4081846406658796,16,0.4691,0.5364,74.53898978233337,0.24952583314500337,0.2896617383897666
1,400,16,16,16,0.17749365005508,0.9088343030728708,0.30165753263879463,0.15948188898345422,16,0.0183,0.5803,10.407795429229736,0.15919365005508,0.3285343030728708
1,400,16,16,32,0.33722206455380455,0.752603055327465,0.4398280175866993,0.16286702370609069,16,0.2645,0.7738,14.800904035568237,0.07272206455380453,0.02119694467253508
1,400,16,16,64,0.3839190362163436,0.4737409649512352,0.39821693291832166,0.039515388992882206,16,0.33230000000000004,0.6616000000000001,23.760215759277344,0.05161903621634356,0.1878590350487649
1,400,16,16,128,0.049499779245585684,0.7437788991304958,0.44843370535023525,0.03166514382280783,16,0.0627,0.6805,40.240230321884155,0.013200220754414321,0.06327889913049578
1,400,16,16,256,0.9049386702304973,0.9376102062435351,0.4704154983973798,0.3603574538825203,16,0.7315,0.9696,75.00781965255737,0.1734386702304973,0.031989793756464935
1,400,64,2,16,0.5621514500303778,0.6278454739442019,0.16044247193870387,0.18939695185049787,16,0.4823,0.551,10.711291074752808,0.0798514500303778,0.07684547394420183
1,400,64,2,32,0.1517976385822366,0.8315011870284638,0.02626671016564569,0.17268889885343108,16,0.0826,0.8844000000000001,14.89483380317688,0.0691976385822366,0.05289881297153631
1,400,64,2,64,0.7121913442192155,0.9449286448098319,0.2901704925986726,0.38531423519137803,16,0.7986000000000001,0.9622,23.6291766166687,0.0864086557807846,0.017271355190168203
1,400,64,2,128,0.3169318198781591,0.792306465973736,0.09815867498427161,0.38084798057759567,16,0.6533,0.7025,41.03423619270325,0.3363681801218409,0.08980646597373598
1,400,64,2,256,0.18098401722225987,0.3193622792395201,0.13528353235335427,0.24657181351803564,16,0.2177,0.4257,75.29535102844238,0.03671598277774013,0.10633772076047993
1,400,64,4,16,0.21137155877910296,0.9429549607318249,0.3792673699757471,0.2169988558088385,16,0.1023,0.86,10.69421648979187,0.10907155877910296,0.08295496073182496
1,400,64,4,32,0.14249741265067362,0.7356337472246235,0.10339058693495229,0.3298588730647523,16,0.30510000000000004,0.7975,14.963883399963379,0.16260258734932642,0.061866252775376496
1,400,64,4,64,0.09523991315797897,0.6533313532005557,0.43082590729755976,0.29184338875503135,16,0.3119,0.7131000000000001,23.602797746658325,0.21666008684202104,0.05976864679944438
1,400,64,4,128,0.030942851444482167,0.9758440345645534,0.1198948732909505,0.038942415350326165,16,0.12560000000000002,0.3885,41.2584228515625,0.09465714855551785,0.5873440345645533
1,400,64,4,256,0.15964263213626217,0.8225120641679645,0.1410612108295955,0.35763734891164706,16,0.29250000000000004,0.7142000000000001,75.85982775688171,0.13285736786373786,0.10831206416796446
1,400,64,8,16,0.21433755858428538,0.3117535466941923,0.11721731129982199,0.4402712639891801,16,0.8319000000000001,0.8386,10.661612033843994,0.6175624414157147,0.5268464533058077
1,400,64,8,32,0.14246544690980567,0.8880044712055922,0.04035764595424579,0.10478382569647532,16,0.2059,0.9208000000000001,14.979523181915283,0.06343455309019433,0.032795528794407836
1,400,64,8,64,0.2621965301078182,0.6807694792107498,0.011083680738493695,0.21350446144960222,16,0.19290000000000002,0.7444000000000001,24.145750999450684,0.06929653010781817,0.06363052078925024
1,400,64,8,128,0.06275620947081129,0.20487564212996745,0.12982000462250914,0.19651349136541219,16,0.1668,0.22290000000000001,41.03851771354675,0.10404379052918872,0.018024357870032565
1,400,64,8,256,0.32373244973583193,0.9724306119969662,0.39203415770581485,0.09278596394798405,16,0.43460000000000004,0.8643000000000001,75.8731517791748,0.11086755026416811,0.10813061199696616
1,400,64,16,16,0.3051075905934034,0.7544271718986911,0.040985253552167644,0.024752569298240545,16,0.013300000000000001,0.44380000000000003,10.566226243972778,0.29180759059340344,0.3106271718986911
1,400,64,16,32,0.16075836558226042,0.911210744511957,0.2162792744288478,0.161694285255034,16,0.0264,0.9855,15.1181960105896,0.13435836558226041,0.074289255488043
1,400,64,16,64,0.5190381174603814,0.9919427496771986,0.3299569762787777,0.3590443120775413,16,0.6072000000000001,0.7214,23.46318793296814,0.08816188253961865,0.2705427496771986
1,400,64,16,128,0.7685434683893524,0.9971365553608517,0.3801054669048146,0.14731826786191937,16,0.8803000000000001,0.9788,40.76486086845398,0.11175653161064769,0.01833655536085166
1,400,64,16,256,0.3449747672330904,0.7043823683566987,0.2228547191326995,0.43240087767975144,16,0.555,0.6263000000000001,74.96193385124207,0.21002523276690965,0.07808236835669857
1,400,1,2,16,0.35986988522531105,0.9713048564086951,0.1645115076943378,0.1475114708187521,16,0.0974,0.9574,9.88128924369812,0.26246988522531106,0.013904856408695099
1,400,1,2,32,0.18075123908522694,0.23660269267044354,0.46745889924520284,0.34916669849709675,16,0.0506,0.2164,13.32631802558899,0.13015123908522694,0.02020269267044353
1,400,1,2,64,0.489774680581338,0.6915264272596006,0.49174110755648115,0.03431739502317038,16,0.4213,0.5799000000000001,20.328850507736206,0.06847468058133799,0.11162642725960048
1,400,1,2,128,0.239269813793213,0.2768591270252456,0.1924477305166391,0.39719638834410703,16,0.3356,0.4045,34.071638345718384,0.09633018620678702,0.1276408729747544
1,400,1,2,256,0.14745794773284115,0.8535237651390853,0.4607990644836784,0.23602568567330545,16,0.22820000000000001,0.8958,62.14472508430481,0.08074205226715886,0.042276234860914697
1,400,1,4,16,0.17729241904293913,0.702901901770019,0.4107745299023197,0.41213517656309323,16,0.3383,0.7574000000000001,10.041971206665039,0.16100758095706086,0.054498098229981085
1,400,1,4,32,0.5823046249095021,0.6291207726613853,0.4406498241102646,0.1756060307445249,16,0.4677,0.49150000000000005,13.433088779449463,0.11460462490950207,0.13762077266138528
1,400,1,4,64,0.3315338443667588,0.67640277191749,0.4250001843547518,0.22274897746825723,16,0.3865,0.6374000000000001,20.45147466659546,0.0549661556332412,0.03900277191748991
1,400,1,4,128,0.7778796764674766,0.8077469492064504,0.42764817262889826,0.4724773420023747,16,0.7736000000000001,0.7865000000000001,36.484200954437256,0.004279676467476512,0.021246949206450316
1,400,1,4,256,0.4402858548877231,0.4506813353726118,0.3665220678951831,0.46028592558316744,16,0.4157,0.5191,63.029728412628174,0.02458585488772308,0.06841866462738821
1,400,1,8,16,0.13738038492589832,0.39118855194387236,0.11541645418843044,0.4971979928964911,16,0.2805,0.6067,10.44967269897461,0.1431196150741017,0.21551144805612765
1,400,1,8,32,0.16875790218562414,0.20441808249056825,0.2879052877733125,0.36629710844332963,16,0.14550000000000002,0.2134,14.15132999420166,0.023257902185624124,0.008981917509431753
1,400,1,8,64,0.5921231824721378,0.8216203177283957,0.17475614513675197,0.43235999556305615,16,0.7888000000000001,0.7899,20.609760522842407,0.19667681752786226,0.031720317728395675
1,400,1,8,128,0.0665860629956071,0.24418397276729686,0.20204068456685859,0.048024420284520586,16,0.0572,0.1831,35.46493101119995,0.009386062995607097,0.06108397276729685
1,400,1,8,256,0.48826950958640636,0.5860653363838686,0.22444268939548506,0.4198181314407028,16,0.5278,0.6411,62.842323541641235,0.03953049041359369,0.05503466361613141
1,400,1,16,16,0.42084351323911606,0.9012419254401748,0.3488509874014149,0.43997466798069806,16,0.4121,0.9938,7.541232109069824,0.00874351323911604,0.09255807455982523
1,400,1,16,32,0.7037536927541651,0.9214538686171927,0.29089354861583117,0.34441110617886,16,0.6585000000000001,0.6648000000000001,10.24574899673462,0.04525369275416502,0.25665386861719264
1,400,1,16,64,0.461920303335404,0.8394920050766738,0.329048954000105,0.47283647763421044,16,0.4217,0.9693,18.83543038368225,0.040220303335403995,0.1298079949233263
1,400,1,16,128,0.35472815329636154,0.8876129339162719,0.48974357662008117,0.27889111508599634,16,0.38070000000000004,0.9228000000000001,27.373433589935303,0.0259718467036385,0.035187066083728125
1,400,1,16,256,0.44109587082250956,0.5299789413053837,0.3096313982166266,0.19605679420856703,16,0.501,0.5361,49.79376292228699,0.05990412917749044,0.0061210586946163215
1,400,4,2,16,0.3855518373916337,0.8407046088109742,0.4861271296046748,0.3771092017306624,16,0.2776,0.6893,8.089800596237183,0.10795183739163366,0.15140460881097417
1,400,4,2,32,0.2354539700537096,0.34079384241117383,0.25541382680136965,0.23976404855155165,16,0.2376,0.3891,11.42337965965271,0.002146029946290401,0.04830615758882617
1,400,4,2,64,0.6031794897861292,0.875316044833718,0.4345641528932617,0.004932039477533512,16,0.6272,0.8314,18.268758296966553,0.02402051021387075,0.043916044833718026
1,400,4,2,128,0.13057696174328992,0.9781876331925642,0.062449877178683055,0.4366499134635053,16,0.136,0.9533,31.552953243255615,0.005423038256710089,0.02488763319256415
1,400,4,2,256,0.6287409980546536,0.9250097790155641,0.13835728505080414,0.22982496137784109,16,0.6203000000000001,0.624,58.35804724693298,0.008440998054653481,0.30100977901556414
1,400,4,4,16,0.6665425163815285,0.8794917260326115,0.4368713038612149,0.4502452900255178,16,0.449,0.4561,8.11194920539856,0.2175425163815285,0.4233917260326115
1,400,4,4,32,0.686910028940353,0.7187019215052457,0.004720142409619932,0.09955914737121097,16,0.6910000000000001,0.6955,11.559004545211792,0.004089971059647035,0.023201921505245693
1,400,4,4,64,0.33328030867604863,0.38053227089166486,0.02576769304508081,0.2129613308266331,16,0.2605,0.627,18.242496728897095,0.07278030867604862,0.24646772910833514
1,400,4,4,128,0.6107704733716489,0.671545807627395,0.27333236612966955,0.33503736602624373,16,0.6532,0.7145,32.73571252822876,0.04242952662835109,0.042954192372605005
1,400,4,4,256,0.13163288870194056,0.1516333457844139,0.29592567233242195,0.201836216668844,16,0.13540000000000002,0.2044,58.241990089416504,0.0037671112980594557,0.0527666542155861
1,400,4,8,16,0.17633367400106992,0.5027827069054308,0.4267311149224845,0.2715450384286142,16,0.38170000000000004,0.8165,8.190022230148315,0.20536632599893012,0.3137172930945692
1,400,4,8,32,0.5265081769261534,0.5748495415081131,0.32773586099427754,0.20788429697030436,16,0.5644,0.5929,11.494077920913696,0.03789182307384664,0.01805045849188691
1,400,4,8,64,0.5149340184191109,0.57625950216472,0.18895069197291703,0.29373807225780996,16,0.6432,0.6474000000000001,18.195497035980225,0.1282659815808891,0.07114049783528009
1,400,4,8,128,0.43517146715010424,0.8930620198936392,0.0909795387396331,0.22031076090501306,16,0.2997,0.9845,31.662346363067627,0.13547146715010422,0.09143798010636084
1,400,4,8,256,0.1888976815616712,0.9592720996485051,0.3717065050162771,0.07922929698661851,16,0.2561,0.8589,59.38170099258423,0.0672023184383288,0.10037209964850513
1,400,4,16,16,0.1611334502538494,0.4424018417194764,0.2076284112579087,0.04074083648889304,16,0.24550000000000002,0.7089000000000001,8.135225057601929,0.08436654974615063,0.2664981582805237
1,400,4,16,32,0.45791824204055187,0.7475714031245196,0.3651907566899634,0.4742634491574915,16,0.5118,0.7842,11.459604263305664,0.05388175795944816,0.03662859687548037
1,400,4,16,64,0.11920621348042126,0.7073622009773699,0.07533492241851497,0.2994946751720298,16,0.026500000000000003,0.2505,18.198464393615723,0.09270621348042127,0.4568622009773699
1,400,4,16,128,0.06048796024566916,0.4340052765599376,0.13977759492576347,0.44238541482112237,16,0.16790000000000002,0.229,31.54523801803589,0.10741203975433086,0.20500527655993758
1,400,4,16,256,0.6217350403676111,0.7751068237301401,0.2076403237739315,0.2897224613085719,16,0.5421,0.8658,59.717315912246704,0.07963504036761104,0.09069317626985995
1,400,16,2,16,0.1874270172084761,0.4160789255226175,0.29678163635723526,0.17381210151749388,16,0.0292,0.7988000000000001,8.148614883422852,0.1582270172084761,0.3827210744773826
1,400,16,2,32,0.05580245928609495,0.12776489869100516,0.103767389732495,0.44114762512835504,16,0.029900000000000003,0.31670000000000004,11.513061046600342,0.02590245928609495,0.18893510130899488
1,400,16,2,64,0.4692145112746321,0.49164361035526394,0.29650061563387264,0.39692549645670644,16,0.5154,0.667,18.33207654953003,0.046185488725367874,0.1753563896447361
1,400,16,2,128,0.0029153736012238474,0.6094662734742805,0.3532285207101522,0.4371678622023682,16,0.025500000000000002,0.6412,32.14878821372986,0.022584626398776154,0.031733726525719486
1,400,16,2,256,0.2398890764418058,0.7682045679040245,0.27309631103296433,0.31001373698722545,16,0.21130000000000002,0.9059,58.54200100898743,0.028589076441805777,0.13769543209597557
1,400,16,4,16,0.4181286219769945,0.6811729081600734,0.40604396918265484,0.3595890266304801,16,0.0441,0.20570000000000002,8.100239276885986,0.3740286219769945,0.47547290816007337
1,400,16,4,32,0.1943590520001126,0.20196630513750047,0.07461813049681376,0.32932776902465677,16,0.314,0.7150000000000001,11.496195316314697,0.11964094799988739,0.5130336948624996
1,400,16,4,64,0.14275684918799203,0.3539849722649062,0.402013731574514,0.2883104769378737,16,0.1706,0.4237,18.407302618026733,0.027843150812007972,0.0697150277350938
1,400,16,4,128,0.492431977394989,0.8870655244522565,0.1010647961933448,0.06133318319616737,16,0.48610000000000003,0.9248000000000001,33.063724517822266,0.006331977394988975,0.03773447554774356
1,400,16,4,256,0.47503621581885513,0.6082064778041727,0.2859807982135438,0.2922838377100772,16,0.43660000000000004,0.6701,58.465529680252075,0.03843621581885509,0.06189352219582733
1,400,16,8,16,0.7748353708019977,0.8082583963691362,0.47733414223740217,0.35825487129931793,16,0.0287,0.9375,8.181947946548462,0.7461353708019978,0.1292416036308638
1,400,16,8,32,0.016319565661305213,0.7015689210698431,0.3041900825828728,0.11573365188734819,16,0.0057,0.8362,11.556690454483032,0.010619565661305213,0.1346310789301569
1,400,16,8,64,0.04052478371928103,0.9334757940096531,0.47659510181089754,0.4643425191129293,16,0.3065,0.7856000000000001,18.239760875701904,0.26597521628071896,0.147875794009653
1,400,16,8,128,0.020410091305572253,0.3693770138046474,0.3974809933699002,0.29772785773069993,16,0.40180000000000005,0.5264,31.6441707611084,0.3813899086944278,0.1570229861953526
1,400,16,8,256,0.4681477967050417,0.4685969469905671,0.28319287102881974,0.07496365327811066,16,0.399,0.5455,58.45358443260193,0.06914779670504168,0.0769030530094329
1,400,16,16,16,0.46361345099864737,0.7222646123807148,0.343178256404534,0.17917071283892688,16,0.3121,0.9883000000000001,8.202216148376465,0.15151345099864738,0.26603538761928525
1,400,16,16,32,0.546285228099299,0.6871805502724608,0.22055643184127777,0.1683613585449097,16,0.5252,0.8262,11.787091493606567,0.021085228099299025,0.1390194497275392
1,400,16,16,64,0.5010084478862579,0.8980679634740987,0.017402480565873735,0.01745925194688236,16,0.0004,0.9978,18.138365268707275,0.5006084478862579,0.09973203652590135
1,400,16,16,128,0.42846234635716707,0.8406207858076882,0.11226063037076,0.3480823274427284,16,0.5403,0.8401000000000001,31.54887557029724,0.11183765364283293,0.0005207858076881067
1,400,16,16,256,0.678488724969124,0.816300874418527,0.30600796360412075,0.43910601097693375,16,0.7851,0.8751,59.34373235702515,0.10661127503087597,0.058799125581473044
1,400,64,2,16,0.1732532043708619,0.9470924536541433,0.26484104720928286,0.15337653880016255,16,0.0618,0.3312,8.134074926376343,0.1114532043708619,0.6158924536541432
1,400,64,2,32,0.15908635504680424,0.5534474246081497,0.008499025563831253,0.28768338695063883,16,0.1668,0.1965,11.504322290420532,0.007713644953195764,0.35694742460814965
1,400,64,2,64,0.5391512823977228,0.5992659887936025,0.26280104587266134,0.2939236316062526,16,0.49520000000000003,0.538,18.352762699127197,0.04395128239772278,0.061265988793602455
1,400,64,2,128,0.2197711295117587,0.2790892785200846,0.36699614985006074,0.3466209182687689,16,0.0854,0.1733,31.85966992378235,0.1343711295117587,0.10578927852008457
1,400,64,2,256,0.4696556706095224,0.7027114279887832,0.10153558782244065,0.16633073576509505,16,0.30110000000000003,0.5866,58.94565534591675,0.16855567060952237,0.11611142798878316
1,400,64,4,16,0.12267300452891028,0.6586986102018626,0.35628644980033675,0.1734582360290131,16,0.36010000000000003,0.9547,8.103556632995605,0.23742699547108975,0.2960013897981374
1,400,64,4,32,0.23435102868933178,0.9821577316798612,0.0038370289458861118,0.15531191178242926,16,0.32880000000000004,0.9221,11.482625484466553,0.09444897131066826,0.06005773167986117
1,400,64,4,64,0.8813547560880566,0.9606671220614456,0.433336156334678,0.17310260758659807,16,0.9167000000000001,0.9796,18.358526945114136,0.03534524391194349,0.01893287793855447
1,400,64,4,128,0.07238470544754638,0.5136431079669156,0.19607174562346313,0.08302959810975502,16,0.0941,0.5790000000000001,31.872164726257324,0.02171529455245362,0.06535689203308448
1,400,64,4,256,0.39840529265291524,0.42297580720102834,0.28895067115012474,0.09096344642102322,16,0.37460000000000004,0.4026,59.81470084190369,0.0238052926529152,0.02037580720102833
1,400,64,8,16,0.36123602604316285,0.4883487897530093,0.2606744855695512,0.04409475564601717,16,0.3509,0.45580000000000004,8.14525055885315,0.01033602604316286,0.03254878975300929
1,400,64,8,32,0.8419040262327832,0.8749649539361654,0.4291484128233997,0.4366515598427984,16,0.5359,0.884,11.624500513076782,0.3060040262327831,0.00903504606383465
1,400,64,8,64,0.06812890903957891,0.25106730144096234,0.33170553577977663,0.04602866369599412,16,0.1053,0.3191,18.472414016723633,0.037171090960421094,0.06803269855903765
1,400,64,8,128,0.8431427859208086,0.9434679652493191,0.3770860403671312,0.26554393295683204,16,0.7654000000000001,0.8275,32.10902452468872,0.07774278592080852,0.11596796524931907
1,400,64,8,256,0.3426016700495498,0.8094186242597965,0.39175646285264026,0.33420252466543016,16,0.3316,0.9194,60.37698698043823,0.011001670049549772,0.1099813757402035
1,400,64,16,16,0.25234261079096765,0.9447952575937077,0.05036883906289635,0.08260019155524395,16,0.6423,0.7050000000000001,8.184396743774414,0.38995738920903233,0.23979525759370768
1,400,64,16,32,0.14271700814835264,0.9214204774141115,0.29895871125711515,0.1443079370563562,16,0.458,0.4746,11.635188579559326,0.3152829918516474,0.44682047741411146
1,400,64,16,64,0.5625587037383625,0.7655729368893751,0.05473383743673221,0.385114101360466,16,0.5376000000000001,0.7347,18.50242829322815,0.024958703738362398,0.03087293688937509
1,400,64,16,128,0.7774293551900834,0.971060188852268,0.04272693357999985,0.49463269441801366,16,0.8457,0.9212,32.085936069488525,0.06827064480991663,0.04986018885226795
