ensemble_size,calibration_batches,edge_per_t,evidences_per_t,T,real_epsilon_plus,real_epsilon_minus,mu_plus,mu_minus,rho,epsilon_plus_msm,epsilon_minus_msm,time_msm,abs_error_msm_plus,abs_error_msm_minus,rel_error_msm_plus,rel_error_msm_minus,epsilon_plus_pgabm,epsilon_minus_pgabm,time_pgabm,abs_error_pgabm_plus,abs_error_pgabm_minus,rel_error_pgabm_plus,rel_error_pgabm_minus,X0_r2
1,400,1,4,16,0.45133192053425397,0.751186982541886,0.1,0.1,16,0.42292,0.7715099999987644,9.325222492218018,0.028411920534253954,0.020323017456878367,0.06295127652531642,0.027054538921998907,,,2.876415967941284,,,,,
1,400,1,4,32,0.4622614607402338,0.5285831900281276,0.1,0.1,16,0.32485,0.5129999999999408,12.918526411056519,0.13741146074023375,0.015583190028186755,0.2972591756193399,0.029481054869258186,,,5.640949487686157,,,,,
1,400,1,4,64,0.16937366393487385,0.5917526310931982,0.1,0.1,16,0.36301000000000005,0.623279999999439,19.409173488616943,0.1936363360651262,0.03152736890624075,1.1432493787203046,0.05327795306629628,,,11.33942723274231,,,,,
1,400,1,4,128,0.04226373781378823,0.660613836850332,0.1,0.1,16,0.06541000000000001,0.6432999999993478,32.887649059295654,0.023146262186211783,0.0173138368509842,0.547662449738662,0.026208710573688457,,,24.518030881881714,,,,,
1,400,1,4,256,0.08372851243076695,0.8123822962900927,0.1,0.1,16,0.11656000000000001,0.7481699999988706,69.46151113510132,0.032831487569233056,0.06421229629122216,0.39211836704229763,0.07904196901441665,,,57.74409031867981,,,,,
1,400,1,4,512,0.02333240716081031,0.7500602201147677,0.1,0.1,16,0.025970000000000003,0.800359999998633,122.63133335113525,0.0026375928391896945,0.05029977988386536,0.1130441801829972,0.06706098861791247,,,957.8930079936981,,,,,
1,400,1,8,16,0.05776628609448525,0.6801151999825754,0.1,0.1,16,0.038930000000000006,0.710059999999044,9.380282402038574,0.018836286094485247,0.029944800016468598,0.32607749897017324,0.04402901158103184,,,2.8557262420654297,,,,,
1,400,1,8,32,0.04967394602764463,0.7650122764359475,0.1,0.1,16,0.015340000000000001,0.5663899999996979,12.908427476882935,0.034333946027644634,0.19862227643624963,0.691186200680273,0.25963279617105567,,,5.679568290710449,,,,,
1,400,1,8,64,0.3298686731810372,0.9456743989480894,0.1,0.1,16,0.41953,0.9136299999981176,19.766697883605957,0.08966132681896283,0.0320443989499718,0.2718091595492466,0.03388523469136527,,,11.644881963729858,,,,,
1,400,1,8,128,0.24130263011278136,0.6636391821790173,0.1,0.1,16,0.17999,0.6053199999995207,33.57257962226868,0.06131263011278135,0.05831918217949661,0.2540901857726321,0.08787784649485171,,,23.564512968063354,,,,,
1,400,1,8,256,0.03917848492566722,0.5027018146108568,0.1,0.1,16,0.0011,0.5268299999998779,61.014938831329346,0.038078484925667226,0.024128185389021062,0.9719233655388407,0.04799701271756652,,,51.894558906555176,,,,,
1,400,1,8,512,0.029205592333668207,0.9713814413378482,0.1,0.1,16,0.01118,0.9083399999981416,132.5195508003235,0.018025592333668204,0.06304144133970657,0.617196601518275,0.0648987500243796,,,896.8058390617371,,,,,
1,400,1,16,16,0.40578319454653466,0.7269015183095417,0.1,0.1,16,0.47768000000000005,0.6499499999993176,9.430722951889038,0.07189680545346538,0.07695151831022418,0.17718034265517213,0.10586237113547389,,,2.7863049507141113,,,,,
1,400,1,16,32,0.35785450257553864,0.9985984033160091,0.1,0.1,16,0.28628000000000003,0.7425399999988962,12.674804210662842,0.0715745025755386,0.25605840331711294,0.20001006571219573,0.2564177976520182,,,5.584531545639038,,,,,
1,400,1,16,64,0.2491081364162369,0.7056364816680418,0.1,0.1,16,0.14172,0.7209299999989945,21.25293517112732,0.1073881364162369,0.015293518330952716,0.43109044112794914,0.021673366851442593,,,13.244871854782104,,,,,
1,400,1,16,128,0.26944631422343845,0.52435931037772,0.1,0.1,16,0.33579000000000003,0.5050699999999769,37.95935821533203,0.06634368577656158,0.019289310377743063,0.24622227981766362,0.03678643631567844,,,27.31364369392395,,,,,
1,400,1,16,256,0.03512452691396939,0.6849059754324875,0.1,0.1,16,0.02108,0.6445599999993421,68.30508589744568,0.014044526913969388,0.04034597543314544,0.39984956803457283,0.05890731995390865,,,56.984463691711426,,,,,
1,400,1,16,512,0.11780681452923636,0.5493464288517581,0.1,0.1,16,0.13870000000000002,0.6081599999995078,124.50363516807556,0.02089318547076366,0.058813571147749655,0.17735124707559727,0.1070609874914115,,,1021.1573479175568,,,,,
1,400,4,4,16,0.44346922735684763,0.550789522452315,0.1,0.1,16,0.24415000000000003,0.5514999999997656,11.528945446014404,0.1993192273568476,0.000710477547450572,0.44945447183522574,0.001289925676667319,,,110.30729842185974,,,,,
1,400,4,4,32,0.07498715833030523,0.778047006680648,0.1,0.1,16,0.2513,0.8002499999986336,16.367460250854492,0.1763128416696948,0.022202993317985587,2.3512404736430708,0.028536827630388763,,,54.17293405532837,,,,,
1,400,4,4,64,0.05046937319572331,0.8098621927824297,0.1,0.1,16,0.05099000000000001,0.795749999998654,26.21938443183899,0.000520626804276697,0.014112192783775623,0.010315697844268334,0.017425424855666623,,,72.82123279571533,,,,,
1,400,4,4,128,0.3336442276068295,0.6174565412692916,0.1,0.1,16,0.27219000000000004,0.5546899999997511,45.58962965011597,0.06145422760682945,0.06276654126954051,0.184190891140631,0.1016533748926082,,,396.1057496070862,,,,,
1,400,4,4,256,0.2896980848998769,0.5802072437288908,0.1,0.1,16,0.1842,0.5199699999999091,75.29145073890686,0.10549808489987691,0.06023724372898165,0.3641656275923892,0.10382022006800086,,,166.95139360427856,,,,,
1,400,4,4,512,0.313712171513877,0.6553129012339545,0.1,0.1,16,0.21262000000000003,0.6808799999991768,143.74447774887085,0.10109217151387695,0.02556709876522234,0.3222449770630119,0.03901510059862927,,,1744.1784844398499,,,,,
1,400,4,8,16,0.2734645185391009,0.7988512333174358,0.1,0.1,16,0.18781,0.7587899999988222,8.026768207550049,0.08565451853910092,0.040061233318613554,0.3132198611969243,0.05014855288167854,,,2.205364227294922,,,,,
1,400,4,8,32,0.02215380197957012,0.9578688077804849,0.1,0.1,16,0.14801,0.8266299999985135,11.385244369506836,0.12585619802042988,0.1312388077819714,5.68102026625012,0.13701125531592362,,,11.303926229476929,,,,,
