ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,epsilon_msm,time_msm,abs_error_msm,rel_error_msm,epsilon_pgabm,time_pgabm,abs_error_pgabm,rel_error_pgabm,num_epochs
1,200,1,16,0.06247346535861992,0.1,16,0.00447,2.093773126602173,0.058003465358619916,0.9284496229824837,0.012528412818916973,0.3112030029296875,0.049945052539702946,0.7994602548938269,179.0
1,200,1,32,0.20747765354359005,0.1,16,0.11516000000000001,3.4263317584991455,0.09231765354359003,0.4449522730128358,0.14008218109158718,0.28075218200683594,0.06739547245200286,0.3248324400287446,93.0
1,200,1,64,0.18356373496173845,0.1,16,0.15665,6.0948286056518555,0.026913734961738434,0.1466179306459866,0.19335412280096945,0.3894927501678467,0.009790387839231002,0.053335087354109925,70.0
1,200,1,128,0.48914033817395464,0.1,16,0.47694000000000003,11.409205675125122,0.012200338173954606,0.0249424085927989,0.4738473379623075,2.157541513442993,0.015293000211647145,0.03126505630007649,201.0
1,200,1,256,0.35731466183120936,0.1,16,0.33432,22.10344171524048,0.02299466183120935,0.06435409538853941,0.3723762138298138,1.8021748065948486,0.015061551998604428,0.042152068211853286,86.0
1,200,1,512,0.04610379074869697,0.1,16,0.06386,43.79094338417053,0.01775620925130303,0.38513555963518836,0.06823536414771338,3.7834465503692627,0.022131573399016405,0.48003804111578197,87.0
1,200,4,16,0.36559021881786674,0.1,16,0.38132000000000005,2.0829288959503174,0.015729781182133307,0.04302571669722302,0.3381372374895595,0.16852331161499023,0.027452981328307258,0.07509222051146847,97.0
1,200,4,32,0.151883690159117,0.1,16,0.14040000000000002,3.442689895629883,0.011483690159116988,0.07560844845872784,0.1338346669431078,0.27183032035827637,0.018049023216009208,0.11883450551603413,90.0
1,200,4,64,0.2714523916088676,0.1,16,0.14843,6.171108722686768,0.12302239160886758,0.45320061790477434,0.24619985954944063,0.5095934867858887,0.025252532059426958,0.09302748047183544,90.0
1,200,4,128,0.1874203515278775,0.1,16,0.18476,11.629231214523315,0.002660351527877497,0.014194571220200639,0.19163401975383187,0.8567225933074951,0.00421366822595437,0.022482447565613576,80.0
1,200,4,256,0.4883170990196138,0.1,16,0.49929000000000007,22.36238670349121,0.01097290098038628,0.022470851425060463,0.46018732976802434,4.15690803527832,0.028129769251589443,0.05760553809822576,196.0
1,200,4,512,0.42023238674293506,0.1,16,0.43405000000000005,43.84472155570984,0.013817613257064987,0.032880886131029,0.41006513676174716,3.57002329826355,0.010167249981187898,0.024194351273090758,85.0
1,200,16,16,0.2044198401177046,0.1,16,0.29433000000000004,2.089176893234253,0.08991015988229545,0.4398308883840499,0.21708688845493504,0.16486907005310059,0.012667048337230452,0.061965846025203754,95.0
1,200,16,32,0.4909248876938971,0.1,16,0.42062000000000005,3.4699909687042236,0.07030488769389703,0.14320905184528707,0.4588993036865806,0.5635359287261963,0.03202558400731648,0.06523520157585729,185.0
1,200,16,64,0.3476812853701745,0.1,16,0.49023000000000005,6.161181926727295,0.14254871462982555,0.4099982386974169,0.34526604817357615,0.4979865550994873,0.0024152371965983632,0.006946698882647285,89.0
1,200,16,128,0.47931666841554754,0.1,16,0.42047,11.596393823623657,0.05884666841554753,0.12277200500886801,0.4596858136464557,2.1627609729766846,0.01963085476909182,0.04095591925476852,201.0
1,200,16,256,0.1278034129290817,0.1,16,0.15993000000000002,22.502854585647583,0.03212658707091831,0.25137503243943415,0.12999136679977932,1.5528922080993652,0.0021879538706976176,0.017119682648159922,74.0
1,200,16,512,0.003906208369986952,0.1,16,0.008960000000000001,44.11372971534729,0.005053791630013049,1.2937844455107574,0.023672764645400846,7.515935897827148,0.019766556275413894,5.060292335475161,178.0
1,200,64,16,0.34769323409640474,0.1,16,0.26179,2.0977022647857666,0.08590323409640471,0.24706616543647314,0.35020954420192596,0.1535947322845459,0.0025163101055212245,0.0072371557993087905,88.0
1,200,64,32,0.14305936584445456,0.1,16,0.15966000000000002,3.4845237731933594,0.01660063415554547,0.11604017714991824,0.14644461250732047,0.2273719310760498,0.0033852466628659095,0.023663229896787163,75.0
1,200,64,64,0.1543030709899324,0.1,16,0.11699000000000001,6.252930641174316,0.03731307098993239,0.24181677493876258,0.14888432210199706,0.49273204803466797,0.005418748887935337,0.035117569943172985,88.0
1,200,64,128,0.4211395497341088,0.1,16,0.47691000000000006,11.640522241592407,0.05577045026589128,0.13242748229441426,0.41847293196708024,1.1433935165405273,0.002666617767028534,0.006331910096575193,106.0
1,200,64,256,0.25325414581349737,0.1,16,0.24428000000000002,22.61553716659546,0.008974145813497342,0.03543533624956381,0.2545063622342546,2.016723871231079,0.001252216420757235,0.004944505120478455,96.0
1,200,64,512,0.4142825927391691,0.1,16,0.40621,44.093390226364136,0.008072592739169104,0.019485715501089327,0.40843712290744644,4.455268859863281,0.005845469831722683,0.014109861080750187,105.0
1,200,1,16,0.2755039924125199,0.1,16,0.20504000000000003,2.089529037475586,0.07046399241251985,0.2557639611516487,0.2655660468940813,0.3244750499725342,0.009937945518438573,0.03607187478996024,186.0
1,200,1,32,0.4787100184200587,0.1,16,0.47406000000000004,3.418510913848877,0.004650018420058688,0.009713643419048705,0.3876623342587615,0.271726131439209,0.09104768416129722,0.19019381391221407,90.0
1,200,1,64,0.18980128417862668,0.1,16,0.24275000000000002,6.152644634246826,0.05294871582137334,0.27896921799297203,0.12328790271152945,0.46910548210144043,0.06651338146709723,0.3504369412195328,84.0
1,200,1,128,0.3569414810387866,0.1,16,0.31965000000000005,11.521459341049194,0.037291481038786545,0.1044750554916152,0.36175263171860794,0.8430900573730469,0.004811150679821352,0.013478821978941008,79.0
1,200,1,256,0.10659307616950942,0.1,16,0.0819,22.40191102027893,0.024693076169509415,0.2316574120653137,0.08423896217348226,1.4391086101531982,0.02235411399602716,0.20971450303656286,69.0
1,200,1,512,0.3622191965487778,0.1,16,0.40852000000000005,43.747928857803345,0.04630080345122223,0.12782537174278996,0.3817216802687701,3.8519699573516846,0.019502483719992303,0.053841662467952675,92.0
1,200,4,16,0.42156084714039527,0.1,16,0.39809000000000005,2.097562074661255,0.023470847140395212,0.05567606028787241,0.39647170010991656,0.10902070999145508,0.02508914703047871,0.05951488901464111,63.0
1,200,4,32,0.4586446977939796,0.1,16,0.47278000000000003,3.454335927963257,0.01413530220602044,0.030819722268695955,0.44841512645385434,0.45273327827453613,0.010229571340125254,0.022303912787672332,149.0
1,200,4,64,0.29299271042608227,0.1,16,0.25489,6.1995768547058105,0.038102710426082265,0.1300466157354963,0.2987918405160567,0.42426061630249023,0.0057991300899744025,0.01979274529233531,76.0
1,200,4,128,0.2765606999902143,0.1,16,0.42734000000000005,11.672236442565918,0.15077930000978573,0.5451942377030461,0.2845887489249727,0.7990224361419678,0.008028048934758392,0.02902816247949348,75.0
1,200,4,256,0.43306957676473495,0.1,16,0.41172000000000003,22.447251319885254,0.021349576764734923,0.049298260395541665,0.4174136465023145,1.9217534065246582,0.01565593026242046,0.03615107387450018,92.0
1,200,4,512,0.2714404331313763,0.1,16,0.2757,44.33452105522156,0.004259566868623721,0.015692455318777453,0.26639404298736546,3.68013858795166,0.005046390144010815,0.018591151236368602,88.0
1,200,16,16,0.011037984864588068,0.1,16,0.19283000000000003,2.0906178951263428,0.18179201513541196,16.46967425355283,0.038220028299220665,0.26492905616760254,0.027182043434632597,2.4625911131512512,152.0
1,200,16,32,0.4465368072235734,0.1,16,0.25930000000000003,3.462604284286499,0.1872368072235734,0.4193087875280729,0.4327877547056452,0.3796710968017578,0.01374905251792824,0.03079041256064771,125.0
1,200,16,64,0.2041851649918046,0.1,16,0.43592000000000003,6.196301221847534,0.23173483500819542,1.1349249345195895,0.2123323612015387,0.611330509185791,0.008147196209734087,0.03990101930304824,109.0
1,200,16,128,0.03309231717998368,0.1,16,0.0505,11.647154569625854,0.017407682820016326,0.5260339650843668,0.04162476386945139,1.479294776916504,0.008532446689467711,0.2578376921465226,138.0
1,200,16,256,0.0802200575687218,0.1,16,0.017900000000000003,22.549105405807495,0.062320057568721804,0.776863785161639,0.07179278368823244,1.7118861675262451,0.008427273880489361,0.10505195503344038,82.0
1,200,16,512,0.34920040504641053,0.1,16,0.29644000000000004,44.02091979980469,0.0527604050464105,0.15108918627800094,0.35221369512646494,3.465494155883789,0.0030132900800544093,0.008629113931451275,82.0
1,200,64,16,0.17156011301249802,0.1,16,0.41241000000000005,2.1260626316070557,0.24084988698750204,1.403880440262687,0.1818246063904031,0.1786634922027588,0.010264493377905082,0.05983030203038699,102.0
1,200,64,32,0.18849531739763908,0.1,16,0.18696000000000002,3.511117458343506,0.0015353173976390688,0.008145122217546921,0.19281361041596518,0.2948131561279297,0.0043182930183260915,0.022909285376126687,97.0
1,200,64,64,0.23144026806106638,0.1,16,0.34962000000000004,6.291727066040039,0.11817973193893366,0.5106273550795901,0.2309556674567933,0.40894198417663574,0.0004846006042730777,0.0020938474031892067,73.0
1,200,64,128,0.30930309433300857,0.1,16,0.30834,11.837853908538818,0.0009630943330085628,0.0031137558939893935,0.29991348256126465,0.9651825428009033,0.009389611771743911,0.03035731599126734,90.0
1,200,64,256,0.3596652977197737,0.1,16,0.31827000000000005,22.805315017700195,0.04139529771977363,0.11509394423708338,0.3565005516383477,1.78421950340271,0.003164746081425973,0.008799142151022099,85.0
1,200,64,512,0.2703593557565217,0.1,16,0.31116000000000005,45.11888647079468,0.040800644243478346,0.15091264043483776,0.26571672495241655,3.084092378616333,0.004642630804105152,0.017172073779781378,73.0
1,200,1,16,0.20839417337420685,0.1,16,0.4751,2.0921578407287598,0.2667058266257932,1.2798142208461747,0.26347961541583437,0.12155890464782715,0.05508544204162752,0.2643329280743005,70.0
1,200,1,32,0.4941338071862358,0.1,16,0.46673000000000003,3.4533872604370117,0.02740380718623575,0.055458272208255194,0.4667773067361369,0.6094257831573486,0.02735650045009891,0.05536253551619152,200.0
1,200,1,64,0.08256756097922402,0.1,16,0.07184,6.205357074737549,0.010727560979224018,0.12992464415805294,0.09272481912236788,0.5200197696685791,0.01015725814314386,0.12301753888188208,93.0
1,200,1,128,0.3821423959498992,0.1,16,0.45647000000000004,11.60431456565857,0.07432760405010086,0.19450237617666893,0.40242380143994416,0.7674291133880615,0.02028140549004498,0.05307290084794458,72.0
1,200,1,256,0.023295903989224154,0.1,16,0.01348,22.624748945236206,0.009815903989224153,0.42135750532645727,0.023279417799189298,3.9124350547790527,1.648619003485549e-05,0.0007076862113821129,186.0
