,epsilon,distance_epsilon,sum_ab,evidences_per_t,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
0,0.3402,0.010199999999999987,1.0,5,41.0856671333313,0.33,0.6799999999999999,200,400,32,1,400
1,0.22030000000000002,0.13030000000000003,1.0,40,7.309653997421265,0.09,0.04,50,400,16,1,200
2,0.3693,0.040700000000000014,0.1,20,10.311176300048828,0.41000000000000003,0.6,200,400,16,1,100
3,0.34590000000000004,0.13590000000000002,1.0,40,3.5259368419647217,0.21000000000000002,0.8399999999999999,50,50,2,1,100
4,0.3597,0.09029999999999999,0.1,40,3.7573108673095703,0.45,0.27999999999999997,50,400,2,1,100
5,0.0166,0.0066,0.1,10,168.54860258102417,0.01,0.4399999999999999,400,200,8,1,800
6,0.2152,0.04519999999999999,10.0,40,50.327932596206665,0.17,0.8399999999999999,100,100,1,1,800
7,0.34950000000000003,0.019500000000000017,0.1,40,20.64712357521057,0.33,0.27999999999999997,400,200,1,1,100
8,0.0201,0.1499,0.1,20,3.7022390365600586,0.17,0.9199999999999999,50,400,2,1,100
9,0.1322,0.07780000000000001,10.0,5,10.638253927230835,0.21000000000000002,0.5199999999999999,200,100,1,1,100
10,0.014,0.036000000000000004,1.0,20,14.940064668655396,0.05,0.35999999999999993,50,50,8,1,400
11,0.039,0.028999999999999998,0.1,10,22.013389348983765,0.01,0.7599999999999999,200,100,32,1,200
12,0.26230000000000003,0.027700000000000002,0.1,10,5.943114995956421,0.29000000000000004,0.5199999999999999,100,50,8,1,100
13,0.31670000000000004,0.10670000000000002,10.0,5,11.60846495628357,0.21000000000000002,0.9199999999999999,100,100,32,1,200
14,0.3015,0.011499999999999955,0.1,40,21.410035610198975,0.29000000000000004,0.12,400,100,4,1,100
15,0.1708,0.03920000000000001,1.0,20,12.717731475830078,0.21000000000000002,0.6,100,200,1,1,200
16,0.10990000000000001,0.019900000000000015,10.0,10,23.44386601448059,0.09,0.9199999999999999,100,50,1,1,400
17,0.24550000000000002,0.004499999999999976,0.1,5,81.3784248828888,0.25,0.6799999999999999,400,200,32,1,400
18,0.2575,0.04749999999999999,1.0,10,20.818862438201904,0.21000000000000002,0.27999999999999997,400,50,2,1,100
19,0.2882,0.0018000000000000238,1.0,10,50.013099193573,0.29000000000000004,0.9199999999999999,100,50,32,1,800
20,0.0434,0.08660000000000001,1.0,20,12.991204500198364,0.13,0.6799999999999999,100,100,4,1,200
21,0.0262,0.0162,10.0,10,169.59396481513977,0.01,0.19999999999999998,400,200,4,1,800
22,0.2934,0.0766,10.0,10,89.25260710716248,0.37,0.27999999999999997,200,50,2,1,800
23,0.36150000000000004,0.07150000000000001,1.0,5,3.7219655513763428,0.29000000000000004,0.19999999999999998,50,50,8,1,100
24,0.2034,0.033399999999999985,0.1,40,8.204671859741211,0.17,0.27999999999999997,50,200,2,1,200
25,0.2898,0.07979999999999998,1.0,20,11.65743350982666,0.21000000000000002,0.6,200,100,1,1,100
26,0.3839,0.026100000000000012,10.0,10,7.115581035614014,0.41000000000000003,0.8399999999999999,50,50,8,1,200
27,0.2087,0.0013000000000000234,1.0,40,42.402345180511475,0.21000000000000002,0.6,400,100,4,1,200
28,0.3785,0.03150000000000003,0.1,40,20.319072484970093,0.41000000000000003,0.04,400,200,16,1,100
29,0.44580000000000003,0.0041999999999999815,0.1,10,85.72392582893372,0.45,0.8399999999999999,200,400,2,1,800
30,0.3889,0.05890000000000001,0.1,10,11.590833187103271,0.33,0.9199999999999999,200,200,4,1,100
31,0.3231,0.03309999999999996,10.0,40,21.9102520942688,0.29000000000000004,0.6799999999999999,400,100,8,1,100
32,0.0631,0.14690000000000003,10.0,40,30.40260338783264,0.21000000000000002,0.4399999999999999,50,400,4,1,800
33,0.0252,0.0152,1.0,20,87.326003074646,0.01,0.6799999999999999,200,200,4,1,800
34,0.4117,0.041700000000000015,0.1,20,20.99910879135132,0.37,0.35999999999999993,200,400,2,1,200
35,0.0649,0.014899999999999997,10.0,20,3.5933704376220703,0.05,0.6799999999999999,50,50,8,1,100
36,0.38220000000000004,0.02779999999999999,10.0,10,13.298094987869263,0.41000000000000003,0.8399999999999999,100,400,1,1,200
37,0.1411,0.02890000000000001,0.1,40,41.15438675880432,0.17,0.9199999999999999,400,400,16,1,200
38,0.3418,0.028200000000000003,1.0,5,6.526280641555786,0.37,0.5199999999999999,100,200,1,1,100
39,0.10700000000000001,0.022999999999999993,10.0,5,20.314656257629395,0.13,0.35999999999999993,400,100,4,1,100
40,0.3649,0.04510000000000003,10.0,40,171.0403482913971,0.41000000000000003,0.19999999999999998,400,50,8,1,800
41,0.42510000000000003,0.024899999999999978,1.0,10,167.30536937713623,0.45,0.9199999999999999,400,100,1,1,800
42,0.41950000000000004,0.03049999999999997,10.0,20,168.52533602714539,0.45,0.5199999999999999,400,200,8,1,800
43,0.314,0.023999999999999966,0.1,40,10.91946792602539,0.29000000000000004,0.04,200,400,1,1,100
44,0.37210000000000004,0.042100000000000026,10.0,10,10.63375997543335,0.33,0.4399999999999999,200,100,2,1,100
45,0.21610000000000001,0.0461,0.1,40,22.549921989440918,0.17,0.27999999999999997,200,50,32,1,200
46,0.1221,0.007900000000000004,1.0,5,7.267989635467529,0.13,0.6799999999999999,50,50,16,1,200
47,0.47750000000000004,0.027500000000000024,0.1,10,45.96979999542236,0.45,0.5199999999999999,200,100,8,1,400
48,0.3693,0.040700000000000014,10.0,10,7.254793643951416,0.41000000000000003,0.35999999999999993,50,50,2,1,200
49,0.2707,0.020699999999999996,10.0,5,43.552058935165405,0.25,0.9199999999999999,400,200,16,1,200
