,N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epsilon_calibration,time_calibration,distance_pgabm_real,distance_calibration_real,compare_all_s,calibration_batches
420,215,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18542621295331685,0.22178101539611816,0.1937,9.885435581207275,0.01199902727700286,0.0037252402303196985,True,10
421,215,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18424861112388247,0.18545150756835938,0.186,11.800811290740967,0.013176629106437243,0.011425240230319711,False,10
422,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43734738829730724,0.0659949779510498,0.444,19.66838026046753,0.005651597285368404,0.001001014417324364,True,20
423,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43897861737210025,0.06618499755859375,0.4102,23.68491530418396,0.004020368210575387,0.03279898558267563,False,20
424,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.438793277571186,0.07297801971435547,0.4529,49.15048360824585,0.004205708011489617,0.009901014417324383,True,50
425,215,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4323228229108163,0.06707096099853516,0.43560000000000004,59.09081506729126,0.010676162671859335,0.007398985582675599,False,50
426,215,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4359111440593118,0.07176923751831055,0.44680000000000003,21.083889484405518,0.007087841523363836,0.0038010144173243887,True,10
427,215,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4449344113997391,0.07692313194274902,0.4546,25.08116054534912,0.001935425817063463,0.011601014417324362,False,10
428,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.0166242299523102,0.8616695404052734,0.0182,41.97774291038513,0.001125250038182292,0.0027010200858720926,True,20
429,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017415596874345733,0.8632385730743408,0.0178,50.2364547252655,0.0019166169602178248,0.0023010200858720915,False,20
430,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01754070320053259,0.8472723960876465,0.019,104.99218964576721,0.00204172328640468,0.003501020085872091,True,50
431,215,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017102642263577543,0.8687047958374023,0.01,125.80164217948914,0.0016036623494496346,0.005498979914127908,False,50
432,464,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.018112876475135598,0.5818538665771484,0.013000000000000001,2.5024120807647705,0.002613896561007689,0.002498979914127907,True,10
433,464,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.021204256295118157,0.5484910011291504,0.0261,2.814566135406494,0.0057052763809902485,0.010601020085872093,False,10
434,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29563609525061874,0.09225964546203613,0.2978,4.856451988220215,0.012753083250210073,0.0105891785008288,True,20
435,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29823871884994985,0.08729314804077148,0.3168,5.633061647415161,0.010150459650878962,0.008410821499171217,False,20
436,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.3033585695763968,0.0845637321472168,0.2985,12.090835571289062,0.005030608924432023,0.009889178500828821,True,50
437,464,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29923344550065833,0.08082747459411621,0.2807,14.070353269577026,0.009155733000170474,0.027689178500828804,False,50
438,464,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29874138879135476,0.08239507675170898,0.3171,4.791444778442383,0.009647789709474053,0.008710821499171184,True,10
439,464,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2986570311396933,0.1037604808807373,0.30870000000000003,5.683506965637207,0.009732147361135535,0.00031082149917122104,False,10
440,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18839719695101617,0.1492905616760254,0.1988,9.582474946975708,0.009028043279303538,0.001374759769680295,True,20
441,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19368556629482062,0.1353459358215332,0.2066,11.350520372390747,0.0037396739354990938,0.009174759769680296,False,20
442,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.18855580663602517,0.14878630638122559,0.2033,23.71490478515625,0.00886943359429454,0.005874759769680299,True,50
443,464,215,2,430,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.1774808802435067,0.13768482208251953,0.17900000000000002,28.505852460861206,0.019944359986813015,0.01842524023031969,False,50
444,464,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19179784985698456,0.18487119674682617,0.1963,9.829546213150024,0.0056273903733351505,0.0011252402303197073,True,10
445,464,464,2,928,0.1974252402303197,0.4367346239018813,0.45240482674645155,0.19301089393193338,0.19367265701293945,0.1834,11.876044750213623,0.004414346298386329,0.014025240230319702,False,10
446,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4241881235824689,0.06588888168334961,0.42810000000000004,19.667141914367676,0.018810862000206763,0.014898985582675606,True,20
447,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.430699896615259,0.0698554515838623,0.45270000000000005,23.64515209197998,0.01229908896741666,0.009701014417324405,False,20
448,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4309128573405107,0.05856156349182129,0.4419,49.361011028289795,0.012086128242164929,0.0010989855826756267,True,50
449,464,464,2,928,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4357381248422841,0.06730127334594727,0.454,59.4729266166687,0.0072608607403915615,0.011001014417324373,False,50
450,464,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.43300159732781845,0.07129263877868652,0.4394,20.95252537727356,0.009997388254857187,0.003598985582675629,True,10
451,464,1000,2,2000,0.44299898558267564,0.3819046930778903,0.4090908319168599,0.4342269878306099,0.07164692878723145,0.43420000000000003,25.216264247894287,0.008771997752065719,0.008798985582675611,False,10
452,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.018739538291095224,0.8624379634857178,0.0193,42.15776085853577,0.003240558376967316,0.003801020085872093,True,20
