,epsilon,mu,epsilon_sim,mu_sim,distance_epsilon,distance_mu,time_sim,loss_name,sampler
0,0.18879697047677813,0.1322901064105152,0.17850000000000002,0.72,0.010296970476778106,0.5877098935894848,14.238633155822754,4_moments,halton
1,0.18879697047677813,0.1322901064105152,0.18630000000000002,0.81,0.0024969704767781042,0.6777098935894849,15.600976943969727,9_moments,halton
2,0.18879697047677813,0.1322901064105152,0.189,0.32,0.00020302952322187595,0.1877098935894848,17.915452003479004,all_moments,halton
3,0.18879697047677813,0.1322901064105152,0.1879,0.24,0.0008969704767781139,0.1077098935894848,11.87125015258789,4_moments,random
4,0.18879697047677813,0.1322901064105152,0.2063,0.9400000000000001,0.017503029523221886,0.8077098935894849,13.443637371063232,9_moments,random
5,0.18879697047677813,0.1322901064105152,0.20550000000000002,0.11,0.01670302952322189,0.022290106410515195,12.263280630111694,all_moments,random
6,0.1905080620311071,0.7498583107261434,0.17270000000000002,0.7000000000000001,0.017808062031107075,0.04985831072614333,16.19547414779663,4_moments,halton
7,0.1905080620311071,0.7498583107261434,0.1376,0.81,0.052908062031107095,0.06014168927385666,14.55421257019043,9_moments,halton
8,0.1905080620311071,0.7498583107261434,0.1495,0.58,0.0410080620311071,0.16985831072614344,18.948948621749878,all_moments,halton
9,0.1905080620311071,0.7498583107261434,0.16620000000000001,0.72,0.02430806203110708,0.029858310726143422,12.309827327728271,4_moments,random
10,0.1905080620311071,0.7498583107261434,0.1529,0.55,0.03760806203110709,0.19985831072614335,13.225566387176514,9_moments,random
11,0.1905080620311071,0.7498583107261434,0.1597,0.58,0.030808062031107086,0.16985831072614344,14.02975344657898,all_moments,random
12,0.1905080620311071,0.7498583107261434,0.1685,0.6,0.022008062031107084,0.14985831072614342,11.342215299606323,4_moments,halton
13,0.1905080620311071,0.7498583107261434,0.1481,0.5,0.042408062031107085,0.2498583107261434,15.246025800704956,9_moments,halton
14,0.1905080620311071,0.7498583107261434,0.1618,0.75,0.028708062031107096,0.00014168927385660446,13.523033380508423,all_moments,halton
15,0.1905080620311071,0.7498583107261434,0.16440000000000002,0.04,0.026108062031107077,0.7098583107261434,13.70701289176941,4_moments,random
16,0.1905080620311071,0.7498583107261434,0.1531,0.53,0.03740806203110708,0.21985831072614337,14.557878732681274,9_moments,random
17,0.1905080620311071,0.7498583107261434,0.15910000000000002,0.76,0.031408062031107076,0.010141689273856613,13.964303493499756,all_moments,random
18,0.1905080620311071,0.7498583107261434,0.16440000000000002,0.06,0.026108062031107077,0.6898583107261433,18.401030778884888,4_moments,halton
19,0.1905080620311071,0.7498583107261434,0.15080000000000002,0.51,0.03970806203110708,0.2398583107261434,14.601270198822021,9_moments,halton
20,0.1905080620311071,0.7498583107261434,0.16970000000000002,0.74,0.020808062031107077,0.009858310726143404,17.332501888275146,all_moments,halton
