N,T,edge_per_t,evidences_per_t,optimizer_name,lr,model_name,epsilon_estimated,time,num_epochs,X0_mse,real_epsilon,mu,rho,distance_epsilon
100,20,4,25,RMSprop,0.001,BC_observed_positive,0.20075490228951132,0.5334219932556152,201,,0.15086847248408763,0.032445838767221735,15,0.04988642980542368
100,20,4,25,RMSprop,0.005,simple_BC,0.15566925704901263,0.06940507888793945,201,,0.15086847248408763,0.032445838767221735,15,0.004800784564924998
100,20,4,25,RMSprop,0.005,BC_with_evidence,0.08544952507827294,3.945464849472046,201,0.07845886796712875,0.15086847248408763,0.032445838767221735,15,0.06541894740581469
100,20,4,25,RMSprop,0.005,BC_observed_positive,0.14670526720415997,0.5249593257904053,201,,0.15086847248408763,0.032445838767221735,15,0.0041632052799276675
100,20,4,25,RMSprop,0.01,simple_BC,0.1554538812164097,0.049202680587768555,136,,0.15086847248408763,0.032445838767221735,15,0.004585408732322077
100,20,4,25,RMSprop,0.01,BC_with_evidence,0.045123952912278845,5.322050094604492,201,0.05327974259853363,0.15086847248408763,0.032445838767221735,15,0.10574451957180879
100,20,4,25,RMSprop,0.01,BC_observed_positive,0.14613529281113774,0.5310015678405762,201,,0.15086847248408763,0.032445838767221735,15,0.004733179672949894
100,20,4,25,adagrad,0.0001,simple_BC,0.24949732113769552,0.06691241264343262,201,,0.15086847248408763,0.032445838767221735,15,0.09862884865360788
100,20,4,25,adagrad,0.0001,BC_with_evidence,0.2494968224449682,4.17768669128418,201,0.1593473106622696,0.15086847248408763,0.032445838767221735,15,0.09862834996088057
100,20,4,25,adagrad,0.0001,BC_observed_positive,0.24949499609578438,0.562265157699585,201,,0.15086847248408763,0.032445838767221735,15,0.09862652361169674
100,20,4,25,adagrad,0.0005,simple_BC,0.24750521680723095,0.07444262504577637,201,,0.15086847248408763,0.032445838767221735,15,0.09663674432314331
100,20,4,25,adagrad,0.0005,BC_with_evidence,0.24749671417642308,4.163602828979492,201,0.1972752809524536,0.15086847248408763,0.032445838767221735,15,0.09662824169233544
100,20,4,25,adagrad,0.0005,BC_observed_positive,0.24752077950572596,0.5270383358001709,201,,0.15086847248408763,0.032445838767221735,15,0.09665230702163832
100,20,4,25,adagrad,0.001,simple_BC,0.2450568057950055,0.06494498252868652,201,,0.15086847248408763,0.032445838767221735,15,0.09418833331091786
100,20,4,25,adagrad,0.001,BC_with_evidence,0.24500477853276126,4.239548444747925,201,0.18044538795948029,0.15086847248408763,0.032445838767221735,15,0.09413630604867362
100,20,4,25,adagrad,0.001,BC_observed_positive,0.2450846529044193,0.5464799404144287,201,,0.15086847248408763,0.032445838767221735,15,0.09421618042033167
100,20,4,25,adagrad,0.005,simple_BC,0.2271021064793997,0.07363414764404297,201,,0.15086847248408763,0.032445838767221735,15,0.07623363399531208
100,20,4,25,adagrad,0.005,BC_with_evidence,0.22533449020030905,5.645458698272705,201,0.16629520058631897,0.15086847248408763,0.032445838767221735,15,0.07446601771622141
100,20,4,25,adagrad,0.005,BC_observed_positive,0.22651207582450178,0.5429353713989258,201,,0.15086847248408763,0.032445838767221735,15,0.07564360334041415
100,20,4,25,adagrad,0.01,simple_BC,0.20852173489670622,0.0683591365814209,201,,0.15086847248408763,0.032445838767221735,15,0.05765326241261859
100,20,4,25,adagrad,0.01,BC_with_evidence,0.20323752728958042,6.066191911697388,201,0.1276429146528244,0.15086847248408763,0.032445838767221735,15,0.05236905480549278
100,20,4,25,adagrad,0.01,BC_observed_positive,0.2075345598200057,0.5263626575469971,201,,0.15086847248408763,0.032445838767221735,15,0.056666087335918075
100,20,4,25,nadam,0.0001,simple_BC,0.24637105978501259,0.07624125480651855,201,,0.15086847248408763,0.032445838767221735,15,0.09550258730092495
100,20,4,25,nadam,0.0001,BC_with_evidence,0.24633815578880155,5.90790867805481,201,0.15987439453601837,0.15086847248408763,0.032445838767221735,15,0.09546968330471392
100,20,4,25,nadam,0.0001,BC_observed_positive,0.24636962401605356,0.5780136585235596,201,,0.15086847248408763,0.032445838767221735,15,0.09550115153196592
100,20,4,25,nadam,0.0005,simple_BC,0.2329868981239124,0.08617281913757324,201,,0.15086847248408763,0.032445838767221735,15,0.08211842563982477
100,20,4,25,nadam,0.0005,BC_with_evidence,0.23245417898461612,7.353689908981323,201,0.1586165875196457,0.15086847248408763,0.032445838767221735,15,0.08158570650052849
100,20,4,25,nadam,0.0005,BC_observed_positive,0.23291332885385654,0.5268075466156006,201,,0.15086847248408763,0.032445838767221735,15,0.08204485636976891
100,20,4,25,nadam,0.001,simple_BC,0.2186267621771329,0.07970309257507324,201,,0.15086847248408763,0.032445838767221735,15,0.06775828969304526
100,20,4,25,nadam,0.001,BC_with_evidence,0.2154784172791184,6.923056125640869,201,0.1279057264328003,0.15086847248408763,0.032445838767221735,15,0.06460994479503077
100,20,4,25,nadam,0.001,BC_observed_positive,0.21801109349820935,0.635535717010498,201,,0.15086847248408763,0.032445838767221735,15,0.06714262101412172
100,20,4,25,nadam,0.005,simple_BC,0.16512225837207642,0.08139896392822266,201,,0.15086847248408763,0.032445838767221735,15,0.014253785887988785
100,20,4,25,nadam,0.005,BC_with_evidence,0.12758961572124342,5.548588037490845,201,0.10311756283044815,0.15086847248408763,0.032445838767221735,15,0.02327885676284422
100,20,4,25,nadam,0.005,BC_observed_positive,0.15908082348377475,0.5441126823425293,201,,0.15086847248408763,0.032445838767221735,15,0.008212350999687118
100,20,4,25,nadam,0.01,simple_BC,0.15578063416279306,0.08409929275512695,201,,0.15086847248408763,0.032445838767221735,15,0.004912161678705423
100,20,4,25,nadam,0.01,BC_with_evidence,0.08968963273065289,6.696640253067017,201,0.07657311111688614,0.15086847248408763,0.032445838767221735,15,0.061178839753434744
100,20,4,25,nadam,0.01,BC_observed_positive,0.14728819463297446,0.545473575592041,201,,0.15086847248408763,0.032445838767221735,15,0.0035802778511131728
100,20,16,5,adam,0.0001,simple_BC,0.24630915755551477,0.0903787612915039,201,,0.15086847248408763,0.032445838767221735,15,0.09544068507142714
100,20,16,5,adam,0.0001,BC_with_evidence,0.2462781325932938,8.72917652130127,201,0.20010797679424286,0.15086847248408763,0.032445838767221735,15,0.09540966010920618
100,20,16,5,adam,0.0001,BC_observed_positive,0.246302813635867,0.5422961711883545,201,,0.15086847248408763,0.032445838767221735,15,0.09543434115177937
100,20,16,5,adam,0.0005,simple_BC,0.23270388788473212,0.08919620513916016,201,,0.15086847248408763,0.032445838767221735,15,0.08183541540064448
100,20,16,5,adam,0.0005,BC_with_evidence,0.23173437423163412,9.178921699523926,201,0.16601110994815826,0.15086847248408763,0.032445838767221735,15,0.08086590174754649
100,20,16,5,adam,0.0005,BC_observed_positive,0.23234988389239963,0.6278057098388672,201,,0.15086847248408763,0.032445838767221735,15,0.081481411408312
100,20,16,5,adam,0.001,simple_BC,0.2181696891115423,0.08054733276367188,201,,0.15086847248408763,0.032445838767221735,15,0.06730121662745467
100,20,16,5,adam,0.001,BC_with_evidence,0.21541497495553288,10.494641304016113,201,0.12835462391376495,0.15086847248408763,0.032445838767221735,15,0.06454650247144525
100,20,16,5,adam,0.001,BC_observed_positive,0.21676146912039557,0.5469019412994385,201,,0.15086847248408763,0.032445838767221735,15,0.06589299663630793
100,20,16,5,adam,0.005,simple_BC,0.16877836370606208,0.07775712013244629,201,,0.15086847248408763,0.032445838767221735,15,0.01790989122197445
100,20,16,5,adam,0.005,BC_with_evidence,0.12985908484558042,8.11581826210022,201,0.16297365725040436,0.15086847248408763,0.032445838767221735,15,0.02100938763850721
100,20,16,5,adam,0.005,BC_observed_positive,0.15264095608248096,0.5272870063781738,201,,0.15086847248408763,0.032445838767221735,15,0.0017724835983933263
100,20,16,5,adam,0.01,simple_BC,0.16479069512840755,0.07602953910827637,201,,0.15086847248408763,0.032445838767221735,15,0.013922222644319915
100,20,16,5,adam,0.01,BC_with_evidence,0.08710866678118574,6.538711786270142,201,0.1554347276687622,0.15086847248408763,0.032445838767221735,15,0.06375980570290189
100,20,16,5,adam,0.01,BC_observed_positive,0.1392758262776375,0.5911250114440918,201,,0.15086847248408763,0.032445838767221735,15,0.011592646206450147
100,20,16,5,RMSprop,0.0001,simple_BC,0.2441821439799044,0.0678553581237793,201,,0.15086847248408763,0.032445838767221735,15,0.09331367149581676
100,20,16,5,RMSprop,0.0001,BC_with_evidence,0.24412476138514935,6.190293312072754,201,0.18936032056808472,0.15086847248408763,0.032445838767221735,15,0.09325628890106172
100,20,16,5,RMSprop,0.0001,BC_observed_positive,0.24416310911771283,0.5147130489349365,201,,0.15086847248408763,0.032445838767221735,15,0.0932946366336252
100,20,16,5,RMSprop,0.0005,simple_BC,0.2233629182147764,0.06695318222045898,201,,0.15086847248408763,0.032445838767221735,15,0.07249444573068878
100,20,16,5,RMSprop,0.0005,BC_with_evidence,0.22154077207432116,6.215720176696777,201,0.18017877638339996,0.15086847248408763,0.032445838767221735,15,0.07067229959023352
100,20,16,5,RMSprop,0.0005,BC_observed_positive,0.2226189291924316,0.5924968719482422,201,,0.15086847248408763,0.032445838767221735,15,0.07175045670834396
100,20,16,5,RMSprop,0.001,simple_BC,0.20270019805698147,0.07173347473144531,201,,0.15086847248408763,0.032445838767221735,15,0.05183172557289384
100,20,16,5,RMSprop,0.001,BC_with_evidence,0.19663273104099488,5.27477502822876,201,0.20295307040214539,0.15086847248408763,0.032445838767221735,15,0.045764258556907245
100,20,16,5,RMSprop,0.001,BC_observed_positive,0.2001733122671369,0.528740644454956,201,,0.15086847248408763,0.032445838767221735,15,0.049304839783049254
100,20,16,5,RMSprop,0.005,simple_BC,0.1648363831377207,0.0751345157623291,201,,0.15086847248408763,0.032445838767221735,15,0.013967910653633064
100,20,16,5,RMSprop,0.005,BC_with_evidence,0.09163405528037251,5.229564189910889,201,0.13670919835567474,0.15086847248408763,0.032445838767221735,15,0.059234417203715126
100,20,16,5,RMSprop,0.005,BC_observed_positive,0.14015535870250656,0.5285251140594482,201,,0.15086847248408763,0.032445838767221735,15,0.010713113781581074
100,20,16,5,RMSprop,0.01,simple_BC,0.16479753710035558,0.03918099403381348,116,,0.15086847248408763,0.032445838767221735,15,0.013929064616267944
100,20,16,5,RMSprop,0.01,BC_with_evidence,0.04767629973262404,5.245637655258179,201,0.1313191056251526,0.15086847248408763,0.032445838767221735,15,0.10319217275146358
100,20,16,5,RMSprop,0.01,BC_observed_positive,0.1385355470941236,0.5412068367004395,201,,0.15086847248408763,0.032445838767221735,15,0.012332925389964028
100,20,16,5,adagrad,0.0001,simple_BC,0.24949738109200195,0.07948875427246094,201,,0.15086847248408763,0.032445838767221735,15,0.09862890860791432
100,20,16,5,adagrad,0.0001,BC_with_evidence,0.24949681261713588,5.122187852859497,201,0.19083495438098907,0.15086847248408763,0.032445838767221735,15,0.09862834013304825
100,20,16,5,adagrad,0.0001,BC_observed_positive,0.24949422926164788,0.5266797542572021,201,,0.15086847248408763,0.032445838767221735,15,0.09862575677756025
100,20,16,5,adagrad,0.0005,simple_BC,0.2475067183029116,0.0728607177734375,201,,0.15086847248408763,0.032445838767221735,15,0.09663824581882396
100,20,16,5,adagrad,0.0005,BC_with_evidence,0.24749040273441097,7.549906492233276,201,0.1667882800102234,0.15086847248408763,0.032445838767221735,15,0.09662193025032334
100,20,16,5,adagrad,0.0005,BC_observed_positive,0.24750027846180653,0.5436649322509766,201,,0.15086847248408763,0.032445838767221735,15,0.0966318059777189
100,20,16,5,adagrad,0.001,simple_BC,0.2450628246754097,0.08865809440612793,201,,0.15086847248408763,0.032445838767221735,15,0.09419435219132208
100,20,16,5,adagrad,0.001,BC_with_evidence,0.2449906065155441,8.928590059280396,201,0.1623644232749939,0.15086847248408763,0.032445838767221735,15,0.09412213403145647
100,20,16,5,adagrad,0.001,BC_observed_positive,0.24503525209187837,0.5248610973358154,201,,0.15086847248408763,0.032445838767221735,15,0.09416677960779074
100,20,16,5,adagrad,0.005,simple_BC,0.22725472446835682,0.07042813301086426,201,,0.15086847248408763,0.032445838767221735,15,0.07638625198426918
100,20,16,5,adagrad,0.005,BC_with_evidence,0.2261017234034191,10.69668960571289,201,0.1634289175271988,0.15086847248408763,0.032445838767221735,15,0.07523325091933147
100,20,16,5,adagrad,0.005,BC_observed_positive,0.22675724607249584,0.6254398822784424,201,,0.15086847248408763,0.032445838767221735,15,0.0758887735884082
100,20,16,5,adagrad,0.01,simple_BC,0.20913633369709037,0.07154369354248047,201,,0.15086847248408763,0.032445838767221735,15,0.05826786121300273
100,20,16,5,adagrad,0.01,BC_with_evidence,0.20420755901308768,9.141376495361328,201,0.15687981247901917,0.15086847248408763,0.032445838767221735,15,0.053339086529000046
100,20,16,5,adagrad,0.01,BC_observed_positive,0.2072472618161134,0.5418581962585449,201,,0.15086847248408763,0.032445838767221735,15,0.05637878933202575
100,20,16,5,nadam,0.0001,simple_BC,0.24637512985012372,0.08510589599609375,201,,0.15086847248408763,0.032445838767221735,15,0.09550665736603609
100,20,16,5,nadam,0.0001,BC_with_evidence,0.24634349679449244,8.420454740524292,201,0.21690475940704346,0.15086847248408763,0.032445838767221735,15,0.0954750243104048
100,20,16,5,nadam,0.0001,BC_observed_positive,0.24636291563380025,0.5342814922332764,201,,0.15086847248408763,0.032445838767221735,15,0.09549444314971262
100,20,16,5,nadam,0.0005,simple_BC,0.2330859796781426,0.08153581619262695,201,,0.15086847248408763,0.032445838767221735,15,0.08221750719405496
100,20,16,5,nadam,0.0005,BC_with_evidence,0.2321869304320205,9.360559701919556,201,0.19219842553138733,0.15086847248408763,0.032445838767221735,15,0.08131845794793285
100,20,16,5,nadam,0.0005,BC_observed_positive,0.23279467552315392,0.5589754581451416,201,,0.15086847248408763,0.032445838767221735,15,0.08192620303906628
100,20,16,5,nadam,0.001,simple_BC,0.21900722580103732,0.08023619651794434,201,,0.15086847248408763,0.032445838767221735,15,0.06813875331694969
100,20,16,5,nadam,0.001,BC_with_evidence,0.21598180470357398,8.55732274055481,201,0.1555517017841339,0.15086847248408763,0.032445838767221735,15,0.06511333221948634
100,20,16,5,nadam,0.001,BC_observed_positive,0.21753259642998762,0.6193637847900391,201,,0.15086847248408763,0.032445838767221735,15,0.06666412394589999
100,20,16,5,nadam,0.005,simple_BC,0.170639919755458,0.08474850654602051,201,,0.15086847248408763,0.032445838767221735,15,0.019771447271370368
100,20,16,5,nadam,0.005,BC_with_evidence,0.12755934967554178,7.8512797355651855,201,0.15310421586036682,0.15086847248408763,0.032445838767221735,15,0.023309122808545857
100,20,16,5,nadam,0.005,BC_observed_positive,0.15499184886088968,0.5759246349334717,201,,0.15086847248408763,0.032445838767221735,15,0.004123376376802046
100,20,16,5,nadam,0.01,simple_BC,0.164852876058281,0.08151364326477051,201,,0.15086847248408763,0.032445838767221735,15,0.013984403574193366
100,20,16,5,nadam,0.01,BC_with_evidence,0.0845263957413403,7.8234734535217285,201,0.17771773040294647,0.15086847248408763,0.032445838767221735,15,0.06634207674274734
100,20,16,5,nadam,0.01,BC_observed_positive,0.13999174730564587,0.5460205078125,201,,0.15086847248408763,0.032445838767221735,15,0.010876725178441765
100,20,16,25,adam,0.0001,simple_BC,0.24630878856926486,0.07978606224060059,201,,0.15086847248408763,0.032445838767221735,15,0.09544031608517722
100,20,16,25,adam,0.0001,BC_with_evidence,0.2462732197288844,7.011873483657837,201,0.1509774774312973,0.15086847248408763,0.032445838767221735,15,0.09540474724479678
100,20,16,25,adam,0.0001,BC_observed_positive,0.2462942688698107,0.5443923473358154,201,,0.15086847248408763,0.032445838767221735,15,0.09542579638572307
100,20,16,25,adam,0.0005,simple_BC,0.23269733147517407,0.07794880867004395,201,,0.15086847248408763,0.032445838767221735,15,0.08182885899108644
100,20,16,25,adam,0.0005,BC_with_evidence,0.23182525405763602,5.7395288944244385,201,0.13972048461437225,0.15086847248408763,0.032445838767221735,15,0.08095678157354838
100,20,16,25,adam,0.0005,BC_observed_positive,0.2327548678619409,0.5385401248931885,201,,0.15086847248408763,0.032445838767221735,15,0.08188639537785328
100,20,16,25,adam,0.001,simple_BC,0.21815620413710846,0.0814199447631836,201,,0.15086847248408763,0.032445838767221735,15,0.06728773165302082
100,20,16,25,adam,0.001,BC_with_evidence,0.2151340617690639,4.896458387374878,201,0.12874101102352142,0.15086847248408763,0.032445838767221735,15,0.06426558928497628
100,20,16,25,adam,0.001,BC_observed_positive,0.21851883164381247,0.5446968078613281,201,,0.15086847248408763,0.032445838767221735,15,0.06765035915972484
100,20,16,25,adam,0.005,simple_BC,0.1695282755779073,0.08038663864135742,201,,0.15086847248408763,0.032445838767221735,15,0.018659803093819677
100,20,16,25,adam,0.005,BC_with_evidence,0.12195877692901934,5.8910462856292725,201,0.10355160385370255,0.15086847248408763,0.032445838767221735,15,0.028909695555068296
100,20,16,25,adam,0.005,BC_observed_positive,0.17609624898273785,0.512033224105835,201,,0.15086847248408763,0.032445838767221735,15,0.025227776498650212
100,20,16,25,adam,0.01,simple_BC,0.1661345751402329,0.0819101333618164,201,,0.15086847248408763,0.032445838767221735,15,0.015266102656145253
100,20,16,25,adam,0.01,BC_with_evidence,0.07950806615520983,4.934223651885986,201,0.08639399707317352,0.15086847248408763,0.032445838767221735,15,0.0713604063288778
100,20,16,25,adam,0.01,BC_observed_positive,0.17496806878833132,0.5625672340393066,201,,0.15086847248408763,0.032445838767221735,15,0.024099596304243687
100,20,16,25,RMSprop,0.0001,simple_BC,0.24418147772120924,0.07233667373657227,201,,0.15086847248408763,0.032445838767221735,15,0.0933130052371216
100,20,16,25,RMSprop,0.0001,BC_with_evidence,0.24410738870091908,4.757713079452515,201,0.1563415378332138,0.15086847248408763,0.032445838767221735,15,0.09323891621683145
100,20,16,25,RMSprop,0.0001,BC_observed_positive,0.24421112143238366,0.5280017852783203,201,,0.15086847248408763,0.032445838767221735,15,0.09334264894829603
100,20,16,25,RMSprop,0.0005,simple_BC,0.22335466819229102,0.06989240646362305,201,,0.15086847248408763,0.032445838767221735,15,0.07248619570820339
100,20,16,25,RMSprop,0.0005,BC_with_evidence,0.22151698249294827,7.140284061431885,201,0.13766038417816162,0.15086847248408763,0.032445838767221735,15,0.07064851000886063
100,20,16,25,RMSprop,0.0005,BC_observed_positive,0.2233513362243073,0.5740747451782227,201,,0.15086847248408763,0.032445838767221735,15,0.07248286374021967
100,20,16,25,RMSprop,0.001,simple_BC,0.20271130813808244,0.07104754447937012,201,,0.15086847248408763,0.032445838767221735,15,0.05184283565399481
100,20,16,25,RMSprop,0.001,BC_with_evidence,0.1969284197298653,8.894445896148682,201,0.14571310579776764,0.15086847248408763,0.032445838767221735,15,0.046059947245777666
100,20,16,25,RMSprop,0.001,BC_observed_positive,0.2032457188353592,0.5385446548461914,201,,0.15086847248408763,0.032445838767221735,15,0.052377246351271556
100,20,16,25,RMSprop,0.005,simple_BC,0.16616078421898595,0.06861257553100586,201,,0.15086847248408763,0.032445838767221735,15,0.015292311734898312
100,20,16,25,RMSprop,0.005,BC_with_evidence,0.08511908119738967,10.066908836364746,201,0.08696767687797546,0.15086847248408763,0.032445838767221735,15,0.06574939128669796
100,20,16,25,RMSprop,0.005,BC_observed_positive,0.17542585563400778,0.5381779670715332,201,,0.15086847248408763,0.032445838767221735,15,0.024557383149920148
100,20,16,25,RMSprop,0.01,simple_BC,0.166136414963426,0.04106616973876953,112,,0.15086847248408763,0.032445838767221735,15,0.015267942479338353
100,20,16,25,RMSprop,0.01,BC_with_evidence,0.04928385883111154,10.590799570083618,201,0.0479598194360733,0.15086847248408763,0.032445838767221735,15,0.1015846136529761
100,20,16,25,RMSprop,0.01,BC_observed_positive,0.1785758203792499,0.5331547260284424,201,,0.15086847248408763,0.032445838767221735,15,0.02770734789516227
100,20,16,25,adagrad,0.0001,simple_BC,0.24949737477715597,0.07677292823791504,201,,0.15086847248408763,0.032445838767221735,15,0.09862890229306834
100,20,16,25,adagrad,0.0001,BC_with_evidence,0.24949696490011658,9.337895393371582,201,0.17006471753120422,0.15086847248408763,0.032445838767221735,15,0.09862849241602895
100,20,16,25,adagrad,0.0001,BC_observed_positive,0.24949973205742002,0.5857751369476318,201,,0.15086847248408763,0.032445838767221735,15,0.09863125957333238
100,20,16,25,adagrad,0.0005,simple_BC,0.24750656653906425,0.07601499557495117,201,,0.15086847248408763,0.032445838767221735,15,0.09663809405497661
100,20,16,25,adagrad,0.0005,BC_with_evidence,0.24749344462086667,7.803690433502197,201,0.15783311426639557,0.15086847248408763,0.032445838767221735,15,0.09662497213677904
100,20,16,25,adagrad,0.0005,BC_observed_positive,0.2475196197358854,0.5809109210968018,201,,0.15086847248408763,0.032445838767221735,15,0.09665114725179777
100,20,16,25,adagrad,0.001,simple_BC,0.24506224821898423,0.07534027099609375,201,,0.15086847248408763,0.032445838767221735,15,0.0941937757348966
100,20,16,25,adagrad,0.001,BC_with_evidence,0.24499458069492597,6.699953079223633,201,0.14051780104637146,0.15086847248408763,0.032445838767221735,15,0.09412610821083833
100,20,16,25,adagrad,0.001,BC_observed_positive,0.2451105628338515,0.6225094795227051,201,,0.15086847248408763,0.032445838767221735,15,0.09424209034976386
100,20,16,25,adagrad,0.005,simple_BC,0.22724644463357285,0.0875997543334961,201,,0.15086847248408763,0.032445838767221735,15,0.07637797214948522
100,20,16,25,adagrad,0.005,BC_with_evidence,0.2257248893793709,8.43481183052063,201,0.1695401966571808,0.15086847248408763,0.032445838767221735,15,0.07485641689528327
100,20,16,25,adagrad,0.005,BC_observed_positive,0.22721251286179975,0.5933427810668945,201,,0.15086847248408763,0.032445838767221735,15,0.07634404037771211
100,20,16,25,adagrad,0.01,simple_BC,0.20913266720368695,0.07817244529724121,201,,0.15086847248408763,0.032445838767221735,15,0.058264194719599316
100,20,16,25,adagrad,0.01,BC_with_evidence,0.20402129929516935,9.736873388290405,201,0.15549235045909882,0.15086847248408763,0.032445838767221735,15,0.053152826811081716
100,20,16,25,adagrad,0.01,BC_observed_positive,0.20942045604062898,0.5218846797943115,201,,0.15086847248408763,0.032445838767221735,15,0.05855198355654134
100,20,16,25,nadam,0.0001,simple_BC,0.2463747255944232,0.07763457298278809,201,,0.15086847248408763,0.032445838767221735,15,0.09550625311033556
100,20,16,25,nadam,0.0001,BC_with_evidence,0.2463368339256602,7.1729819774627686,201,0.13005667924880981,0.15086847248408763,0.032445838767221735,15,0.09546836144157256
100,20,16,25,nadam,0.0001,BC_observed_positive,0.24634005717169055,0.5373377799987793,201,,0.15086847248408763,0.032445838767221735,15,0.09547158468760292
100,20,16,25,nadam,0.0005,simple_BC,0.2330788800442998,0.08150887489318848,201,,0.15086847248408763,0.032445838767221735,15,0.08221040756021217
100,20,16,25,nadam,0.0005,BC_with_evidence,0.2321361549640951,7.633995056152344,201,0.14753876626491547,0.15086847248408763,0.032445838767221735,15,0.08126768248000746
100,20,16,25,nadam,0.0005,BC_observed_positive,0.2332870270938115,0.546647310256958,201,,0.15086847248408763,0.032445838767221735,15,0.08241855460972386
100,20,16,25,nadam,0.001,simple_BC,0.2189924399330475,0.0846712589263916,201,,0.15086847248408763,0.032445838767221735,15,0.06812396744895988
100,20,16,25,nadam,0.001,BC_with_evidence,0.21591429148879487,6.07928729057312,201,0.14849098026752472,0.15086847248408763,0.032445838767221735,15,0.06504581900470724
100,20,16,25,nadam,0.001,BC_observed_positive,0.21912205851645702,0.5507419109344482,201,,0.15086847248408763,0.032445838767221735,15,0.06825358603236939
100,20,16,25,nadam,0.005,simple_BC,0.1712878983179288,0.08317875862121582,201,,0.15086847248408763,0.032445838767221735,15,0.020419425833841154
100,20,16,25,nadam,0.005,BC_with_evidence,0.12934707638927173,8.613145351409912,201,0.11139160394668579,0.15086847248408763,0.032445838767221735,15,0.021521396094815903
100,20,16,25,nadam,0.005,BC_observed_positive,0.1781323984367812,0.6114966869354248,201,,0.15086847248408763,0.032445838767221735,15,0.027263925952693557
100,20,16,25,nadam,0.01,simple_BC,0.16616579986417718,0.09201693534851074,201,,0.15086847248408763,0.032445838767221735,15,0.015297327380089543
100,20,16,25,nadam,0.01,BC_with_evidence,0.07709701021297445,26.76299548149109,201,0.11167683452367783,0.15086847248408763,0.032445838767221735,15,0.07377146227111318
100,20,16,25,nadam,0.01,BC_observed_positive,0.17503947104578477,0.5746839046478271,201,,0.15086847248408763,0.032445838767221735,15,0.024170998561697132
100,20,64,5,adam,0.0001,simple_BC,0.2463065708329279,0.09598827362060547,201,,0.15086847248408763,0.032445838767221735,15,0.09543809834884026
100,20,64,5,adam,0.0001,BC_with_evidence,0.24627097441098647,22.198843479156494,201,0.18868795037269592,0.15086847248408763,0.032445838767221735,15,0.09540250192689884
100,20,64,5,adam,0.0001,BC_observed_positive,0.246291043744886,0.6407685279846191,201,,0.15086847248408763,0.032445838767221735,15,0.09542257126079837
100,20,64,5,adam,0.0005,simple_BC,0.2326409909799811,0.08787989616394043,201,,0.15086847248408763,0.032445838767221735,15,0.08177251849589345
100,20,64,5,adam,0.0005,BC_with_evidence,0.23187946005546325,20.288796424865723,201,0.1835889220237732,0.15086847248408763,0.032445838767221735,15,0.08101098757137562
100,20,64,5,adam,0.0005,BC_observed_positive,0.23266196339629563,0.7076845169067383,201,,0.15086847248408763,0.032445838767221735,15,0.081793490912208
100,20,64,5,adam,0.001,simple_BC,0.21792832007974625,0.08562469482421875,201,,0.15086847248408763,0.032445838767221735,15,0.06705984759565861
100,20,64,5,adam,0.001,BC_with_evidence,0.21506850105639527,16.49593758583069,201,0.1436234712600708,0.15086847248408763,0.032445838767221735,15,0.06420002857230764
100,20,64,5,adam,0.001,BC_observed_positive,0.2176909182840828,0.630479097366333,201,,0.15086847248408763,0.032445838767221735,15,0.06682244579999516
100,20,64,5,adam,0.005,simple_BC,0.16526627019502954,0.08945775032043457,201,,0.15086847248408763,0.032445838767221735,15,0.014397797710941906
100,20,64,5,adam,0.005,BC_with_evidence,0.12506327535138387,13.357197999954224,201,0.14470520615577698,0.15086847248408763,0.032445838767221735,15,0.025805197132703767
100,20,64,5,adam,0.005,BC_observed_positive,0.1625097971136332,0.6564507484436035,201,,0.15086847248408763,0.032445838767221735,15,0.011641324629545563
100,20,64,5,adam,0.01,simple_BC,0.1595642760493205,0.1047830581665039,201,,0.15086847248408763,0.032445838767221735,15,0.008695803565232862
100,20,64,5,adam,0.01,BC_with_evidence,0.07620325109292869,19.496270179748535,201,0.16131004691123962,0.15086847248408763,0.032445838767221735,15,0.07466522139115894
100,20,64,5,adam,0.01,BC_observed_positive,0.1567059597781579,0.6153249740600586,201,,0.15086847248408763,0.032445838767221735,15,0.0058374872940702704
100,20,64,5,RMSprop,0.0001,simple_BC,0.24417722272180706,0.0952000617980957,201,,0.15086847248408763,0.032445838767221735,15,0.09330875023771942
100,20,64,5,RMSprop,0.0001,BC_with_evidence,0.24411478139415949,19.10677480697632,201,0.16282448172569275,0.15086847248408763,0.032445838767221735,15,0.09324630891007185
100,20,64,5,RMSprop,0.0001,BC_observed_positive,0.2441935671531248,0.6451613903045654,201,,0.15086847248408763,0.032445838767221735,15,0.09332509466903716
100,20,64,5,RMSprop,0.0005,simple_BC,0.2232377857405387,0.08891844749450684,201,,0.15086847248408763,0.032445838767221735,15,0.07236931325645107
100,20,64,5,RMSprop,0.0005,BC_with_evidence,0.2217566003060892,14.817331314086914,201,0.1656223088502884,0.15086847248408763,0.032445838767221735,15,0.07088812782200157
100,20,64,5,RMSprop,0.0005,BC_observed_positive,0.22292102402553038,0.5910604000091553,201,,0.15086847248408763,0.032445838767221735,15,0.07205255154144274
100,20,64,5,RMSprop,0.001,simple_BC,0.2021898464378825,0.08984375,201,,0.15086847248408763,0.032445838767221735,15,0.05132137395379485
100,20,64,5,RMSprop,0.001,BC_with_evidence,0.19702573652862138,12.514342069625854,201,0.13078731298446655,0.15086847248408763,0.032445838767221735,15,0.04615726404453374
