ensemble_size,calibration_batches,edge_per_t,evidences_per_t,T,real_epsilon_plus,real_epsilon_minus,mu_plus,mu_minus,rho,epsilon_plus_msm,epsilon_minus_msm,time_msm,abs_error_msm_plus,abs_error_msm_minus,rel_error_msm_plus,rel_error_msm_minus,epsilon_plus_pgabm,epsilon_minus_pgabm,time_pgabm,abs_error_pgabm_plus,abs_error_pgabm_minus,rel_error_pgabm_plus,rel_error_pgabm_minus,X0_r2,X0_mae,X0_mse
1,400,4,16,512,0.08732360454996207,0.5239439478500276,0.1,0.1,16,0.07114000000000001,0.5187999999999144,113.4593665599823,0.016183604549962066,0.005143947850113184,0.18532909438824918,0.009817744572145673,0.08502152173899843,0.5954186079323247,249.43164658546448,0.0023020828109636404,0.07147466008229708,0.026362663598552064,0.13641661550932888,0.8285136818885803,0.09460475295782089,0.021327989175915718
1,400,16,4,16,0.3786446283661622,0.9835442323381878,0.1,0.1,16,0.41808,0.9205199999980862,8.156094789505005,0.03943537163383781,0.06302423234010157,0.10414876821044579,0.06407869648147246,0.29442319120951616,0.9601382111723353,2.7034265995025635,0.08422143715664604,0.023406021165852442,0.2224287124316499,0.02379762942659845,-1.051692008972168,0.30799123644828796,0.15150658786296844
1,400,16,4,32,0.244761156545033,0.6639693554331495,0.1,0.1,16,0.23283,0.7638699999987991,11.515904426574707,0.01193115654503299,0.09990064456564962,0.048746119333023356,0.1504597218955656,0.25314138219588905,0.6658873686886595,5.301936388015747,0.008380225650856055,0.0019180132555099982,0.03423838066933712,0.0028887074980422194,0.31692689657211304,0.16936813294887543,0.08230511844158173
1,400,16,4,64,0.35615948834785954,0.9877014101434108,0.1,0.1,16,0.30042,0.9879599999977793,18.275519371032715,0.05573948834785952,0.0002585898543684406,0.15650148366514663,0.0002618097450431849,0.3835717993747914,0.9722013088843995,91.59707999229431,0.027412311026931868,0.015500101259011356,0.07696639265204237,0.015693104312527805,0.9122204184532166,0.06654178351163864,0.007305525708943605
1,400,16,4,128,0.10995903529143886,0.5438642791105479,0.1,0.1,16,0.09876000000000001,0.6071299999995124,34.06693482398987,0.011199035291438841,0.06326572088896454,0.101847340345944,0.11632630293798889,0.10676737030898338,0.6077481830069584,24.549537897109985,0.003191664982455475,0.06388390389641052,0.02902594565327157,0.11746295233966862,0.8366948962211609,0.10141909867525101,0.019410811364650726
1,400,16,4,256,0.41944893848326975,0.6867447453617157,0.1,0.1,16,0.48598,0.6652599999992479,58.97349429130554,0.06653106151673027,0.021484745362467805,0.15861540085738934,0.0312849068122852,0.4191724982972067,0.7211253670749627,52.54367518424988,0.00027644018606304277,0.03438062171324696,0.0006590556339530918,0.0500631740474961,0.7682490944862366,0.09065014123916626,0.018663499504327774
1,400,16,4,512,0.32937287982196944,0.823792747513538,0.1,0.1,16,0.37997000000000003,0.8504299999984052,120.31898403167725,0.050597120178030586,0.026637252484867147,0.1536165339580448,0.032334895597547604,0.345280651914381,0.8701364616652434,342.2781207561493,0.015907772092411565,0.04634371415170535,0.048297152154755225,0.056256521183981105,0.90874844789505,0.06373369693756104,0.006710665766149759
1,400,16,8,16,0.26552791967139894,0.5276576595047859,0.1,0.1,16,0.43798000000000004,0.8055999999986092,8.153822422027588,0.1724520803286011,0.27794234049382327,0.6494687283432086,0.5267474762986972,0.32348203048804386,0.5933018329579525,2.375195026397705,0.05795411081664492,0.06564417345316653,0.21825995130141257,0.12440674795619286,0.3349342346191406,0.1983274519443512,0.08485535532236099
1,400,16,8,32,0.29830262074021474,0.5120853197554445,0.1,0.1,16,0.19547,0.5499399999997727,11.471728086471558,0.10283262074021474,0.037854680244328254,0.3447258374232301,0.07392260387860061,0.316374357584161,0.5349352215706076,5.664494752883911,0.01807173684394625,0.02284990181516311,0.06058189096395681,0.044621278786268447,0.3372230529785156,0.16651912033557892,0.0719013512134552
1,400,16,8,64,0.17018075010198813,0.5303517367534573,0.1,0.1,16,0.45772,0.6374899999993743,18.313225269317627,0.2875392498980119,0.10713826324591702,1.689610897388169,0.20201359931762042,0.1738936549343941,0.5491515017568704,9.505173444747925,0.0037129048324059666,0.018799765003413182,0.021817419597579917,0.035447729686897515,0.5153928995132446,0.1390944868326187,0.05434509739279747
1,400,16,8,128,0.32900261279741444,0.7779654018986644,0.1,0.1,16,0.31446,0.6317499999994004,31.838454961776733,0.014542612797414423,0.14621540189926396,0.04420211947182661,0.18794589263535086,0.3357899301324869,0.8123810917931331,23.861820697784424,0.006787317335072485,0.03441568989446875,0.02062998003986011,0.04423807255499473,0.9251333475112915,0.07030221819877625,0.008615007624030113
1,400,16,8,256,0.4381322445785473,0.9420962506817498,0.1,0.1,16,0.44292000000000004,0.8186899999985496,58.717636585235596,0.004787755421452711,0.12340625068320021,0.010927649084714589,0.13099112812931485,0.41668419484183394,0.8946458470387584,135.65530920028687,0.02144804973671338,0.04745040364299147,0.0489533696780179,0.050366832060581804,0.32922542095184326,0.1266656070947647,0.055740464478731155
1,400,16,8,512,0.4008238290601377,0.734050296868632,0.1,0.1,16,0.49184000000000005,0.7029899999990762,120.15331816673279,0.09101617093986236,0.031060296869555803,0.22707275451481884,0.042313581238309146,0.42491037238317747,0.8029613731322163,204.79026198387146,0.024086543323039777,0.06891107626358428,0.060092593246061594,0.09387786716734593,0.5786483287811279,0.17852774262428284,0.05620898678898811
1,400,16,16,16,0.3968615801629078,0.5660440626794894,0.1,0.1,16,0.17566,0.8180899999985524,8.30280613899231,0.22120158016290778,0.252045937319063,0.5573771592405259,0.44527617890019056,0.33605860567790297,0.5645235055814275,19.39244818687439,0.060802974485004824,0.00152055709806187,0.15320952574962232,0.0026862875141980837,0.259487509727478,0.1711200773715973,0.07299969345331192
1,400,16,16,32,0.1459138810674399,0.5984349801304052,0.1,0.1,16,0.34984000000000004,0.6983999999990971,11.89383602142334,0.20392611893256013,0.09996501986869188,1.39757860897626,0.16704407861804546,0.13569123479778966,0.6314351266599045,16.920469760894775,0.010222646269650248,0.03300014652949934,0.07005945010074432,0.05514408018446426,0.6591745615005493,0.11708977073431015,0.03663058206439018
1,400,16,16,64,0.11573344726177304,0.9859037474405647,0.1,0.1,16,0.30076,0.9735999999978446,18.26767897605896,0.185026552738227,0.012303747442720114,1.5987301606917708,0.012479663937439132,0.11217998663895634,0.9831840501766864,9.187735557556152,0.0035534606228166954,0.002719697263878329,0.030703834603485535,0.002758582945788312,0.9412544369697571,0.060992784798145294,0.005852083675563335
1,400,16,16,128,0.4864575002211192,0.8884016899824959,0.1,0.1,16,0.48412000000000005,0.8488399999984124,31.874478578567505,0.002337500221119171,0.03956168998408349,0.004805147870177067,0.04453130878765322,0.4819683668436433,0.9001633788138618,20.856945276260376,0.004489133377475918,0.011761688831365857,0.009228212897191189,0.013239156300566692,0.6435441374778748,0.11008566617965698,0.02671116776764393
1,400,16,16,256,0.2873858953127216,0.7562285185786841,0.1,0.1,16,0.1759,0.901009999998175,59.231009006500244,0.11148589531272157,0.14478148141949088,0.3879309915032788,0.1914520252312154,0.2976852979862625,0.7904740673988875,54.26173114776611,0.010299402673540903,0.034245548820203364,0.03583823298750801,0.045284656659824424,0.836357831954956,0.09441608190536499,0.01981922797858715
1,400,16,16,512,0.03801198361719904,0.9953278266331844,0.1,0.1,16,0.11497,0.9798399999978162,114.32201385498047,0.07695801638280096,0.015487826635368185,2.024572491607101,0.015560528120426024,0.038801643462957114,0.9769951323464878,101.25511622428894,0.0007896598457580728,0.018332694286696594,0.020773971011625408,0.01841874987933285,0.9566898941993713,0.04837586358189583,0.003651775186881423
1,400,64,4,16,0.08759833931449423,0.7577178715533841,0.1,0.1,16,0.14668,0.7369399999989217,8.560096263885498,0.05908166068550577,0.020777871554462424,0.6744609675006702,0.02742164641288726,0.11091431277438223,0.7692822808423301,2.3747353553771973,0.023315973459887993,0.011564409288945976,0.2661691265193891,0.015262157226459478,0.3696300983428955,0.12713666260242462,0.0552530474960804
1,400,64,4,32,0.4562990716534924,0.7766861836014918,0.1,0.1,16,0.4514,0.5214499999999024,11.911671161651611,0.004899071653492404,0.2552361836015894,0.010736536534557526,0.32862202133950663,0.3703772295365337,0.6710226555172445,32.517391204833984,0.08592184211695875,0.10566352808424728,0.18830159308806718,0.1360440423882472,-0.13085579872131348,0.1598076969385147,0.05777325481176376
1,400,64,4,64,0.31963130034646303,0.6164644995863401,0.1,0.1,16,0.49901000000000006,0.5671699999996943,18.97858214378357,0.17937869965353703,0.04929449958664578,0.5612050492523737,0.07996324138652489,0.32341708780293776,0.670970801389629,44.122841119766235,0.003785787456474732,0.05450630180328886,0.011844232565368732,0.08841758420779083,0.8349999189376831,0.11899267882108688,0.022184694185853004
1,400,64,4,128,0.3288550532195565,0.7690097852420767,0.1,0.1,16,0.43487000000000003,0.7647399999987952,32.14657640457153,0.10601494678044354,0.0042697852432815875,0.3223759092114781,0.005552315881048901,0.2767843749405803,0.6818223817105211,19.39150905609131,0.05207067827897621,0.08718740353155563,0.15833929802566177,0.11337619521201527,0.6362248659133911,0.0923716351389885,0.027863262221217155
1,400,64,4,256,0.23624273964197,0.8568419111047636,0.1,0.1,16,0.29185,0.8352699999984742,59.39972138404846,0.055607260358029986,0.02157191110628942,0.23538188069738675,0.025176069035273748,0.2430040047017337,0.8604926515765332,51.51416230201721,0.0067612650597636825,0.003650740471769609,0.028619990904315187,0.004260693162245706,0.8869628310203552,0.08501467108726501,0.012385411188006401
1,400,64,4,512,0.4602717350177385,0.6593179634095518,0.1,0.1,16,0.40678000000000003,0.8097199999985905,116.91138029098511,0.05349173501773846,0.1504020365890386,0.1162177273728897,0.22811760779466678,0.4343043770783103,0.655089917491837,287.8402190208435,0.02596735793942817,0.004228045917714862,0.056417450744455144,0.006412757049497384,0.6410588026046753,0.10949651896953583,0.029068009927868843
1,400,64,8,16,0.2180773428627294,0.7610000524711411,0.1,0.1,16,0.45267,0.6715599999992192,8.167553663253784,0.23459265713727062,0.08944005247192188,1.0757314540691967,0.11752962720763237,0.21817295805772355,0.7947524557251988,2.350978136062622,9.561519499415305e-05,0.033752403254057706,0.0004384462582815806,0.04435269504181496,0.6710749268531799,0.0992673933506012,0.03408850356936455
1,400,64,8,32,0.022192837211214567,0.8631569550801408,0.1,0.1,16,0.47971,0.6445299999993422,11.520308494567871,0.45751716278878546,0.21862695508079855,20.61553277007733,0.2532876017438797,0.022231696990423634,0.9165305825435567,4.602027177810669,3.8859779209067524e-05,0.053373627463415896,0.0017510054635750114,0.06183536742568489,0.9036483764648438,0.07907059043645859,0.010845426470041275
1,400,64,8,64,0.4417081077069486,0.7050368327670656,0.1,0.1,16,0.19543000000000002,0.794009999998662,18.337873220443726,0.2462781077069486,0.08897316723159632,0.5575584948744973,0.12619648094469388,0.4539452960246983,0.7533864386957546,17.135940074920654,0.01223718831774967,0.04834960592868898,0.027704242019185293,0.06857741848596868,0.8364694118499756,0.10790585726499557,0.02070792391896248
1,400,64,8,128,0.4656892587202163,0.9343534941534871,0.1,0.1,16,0.40781,0.9875999999977809,32.647701025009155,0.05787925872021632,0.0532465058442938,0.12428729595197702,0.05698753863229728,0.4521797749101385,0.9506731758196938,19.15651035308838,0.013509483810077827,0.016319681666206676,0.029009653018847604,0.017466282053123918,0.45451050996780396,0.12064120918512344,0.038565825670957565
1,400,64,8,256,0.3041902231166091,0.5861188385572096,0.1,0.1,16,0.43238000000000004,0.5910499999995856,61.211156606674194,0.12818977688339095,0.004931161442376042,0.4214132050991341,0.008413245092948371,0.3085621069056566,0.6800317832401201,101.30375123023987,0.004371883789047515,0.09391294468291056,0.014372203499030884,0.16022850402503136,0.7632176280021667,0.15795312821865082,0.04022517055273056
1,400,64,8,512,0.09088809853934338,0.7011487463333694,0.1,0.1,16,0.10297,0.6257599999994277,113.767746925354,0.01208190146065663,0.07538874633394177,0.1329316121123015,0.10752175872549774,0.08677460052480977,0.751849099706086,282.80396366119385,0.004113498014533604,0.05070035337271661,0.04525892917380117,0.07231041007753657,0.7517871260643005,0.14810428023338318,0.03800594061613083
1,400,64,16,16,0.3732819111580331,0.6561213130809088,0.1,0.1,16,0.050870000000000005,0.7034199999990742,8.761180639266968,0.3224119111580331,0.04729868691816541,0.8637223008149901,0.07208832570316585,0.39624914793486227,0.6780593218529538,61.227234840393066,0.02296723677682916,0.021938008772044992,0.061527858946011774,0.03343590329207875,0.7627040147781372,0.08731751143932343,0.01861988939344883
1,400,64,16,32,0.28733809882919276,0.8901408431140656,0.1,0.1,16,0.13244,0.9001699999981788,11.87830400466919,0.15489809882919275,0.01002915688411321,0.5390795702357294,0.011266932600269463,0.3040413347982329,0.9523099131213504,7.62130069732666,0.016703235969040164,0.06216907000728478,0.05813094760875881,0.06984183513003708,0.9144317507743835,0.0705944374203682,0.007405901327729225
1,400,64,16,64,0.2961172706718969,0.5030860781378241,0.1,0.1,16,0.28226,0.6225699999994422,18.370609760284424,0.013857270671896904,0.11948392186161805,0.04679656353867654,0.23750194460536145,0.3069865674346085,0.701972794583366,10.26090955734253,0.010869296762711589,0.1988867164455419,0.0367060547939298,0.3953333735286855,0.7199028730392456,0.18665938079357147,0.05448898300528526
1,400,64,16,128,0.037652803085759357,0.9623981001192196,0.1,0.1,16,0.23335000000000003,0.8341799999984791,32.37650465965271,0.19569719691424067,0.12821810012074042,5.197413761427371,0.1332277153340775,0.035585871626663594,0.9592172614993913,19.95256757736206,0.0020669314590957624,0.003180838619828208,0.05489449097290436,0.0033051173100135727,0.9562715888023376,0.048457469791173935,0.0041471216827631
1,400,64,16,256,0.49721288130509034,0.6964107650344544,0.1,0.1,16,0.43851,0.7336799999989365,60.49175953865051,0.058702881305090326,0.03726923496448209,0.11806387869720168,0.05351616723305278,0.48767069015623893,0.7186875376985795,42.32354378700256,0.009542191148851409,0.02227677266412509,0.019191359491340914,0.03198797862210381,0.9110771417617798,0.07402529567480087,0.009128042496740818
