,epsilon,distance_epsilon,sum_ab,evidences_per_t,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
0,0.35100000000000003,0.02100000000000002,1.0,5,41.46037578582764,0.33,0.6799999999999999,200,400,32,1,400
1,0.013000000000000001,0.077,1.0,40,6.763583183288574,0.09,0.04,50,400,16,1,200
2,0.4773,0.06729999999999997,0.1,20,10.82978367805481,0.41000000000000003,0.6,200,400,16,1,100
3,0.3005,0.09049999999999997,1.0,40,3.713085651397705,0.21000000000000002,0.8399999999999999,50,50,2,1,100
4,0.4046,0.045399999999999996,0.1,40,3.662511110305786,0.45,0.27999999999999997,50,400,2,1,100
5,0.016,0.006,0.1,10,170.20731806755066,0.01,0.4399999999999999,400,200,8,1,800
6,0.20750000000000002,0.037500000000000006,10.0,40,49.734498262405396,0.17,0.8399999999999999,100,100,1,1,800
7,0.2924,0.03760000000000002,0.1,40,20.70687198638916,0.33,0.27999999999999997,400,200,1,1,100
8,0.165,0.0050000000000000044,0.1,20,3.4509048461914062,0.17,0.9199999999999999,50,400,2,1,100
9,0.2006,0.00940000000000002,10.0,5,10.607675075531006,0.21000000000000002,0.5199999999999999,200,100,1,1,100
10,0.1976,0.1476,1.0,20,15.322066307067871,0.05,0.35999999999999993,50,50,8,1,400
11,0.07390000000000001,0.06390000000000001,0.1,10,21.82183265686035,0.01,0.7599999999999999,200,100,32,1,200
12,0.2043,0.08570000000000003,0.1,10,5.881979465484619,0.29000000000000004,0.5199999999999999,100,50,8,1,100
13,0.0726,0.13740000000000002,10.0,5,11.79153299331665,0.21000000000000002,0.9199999999999999,100,100,32,1,200
14,0.2675,0.02250000000000002,0.1,40,21.193454027175903,0.29000000000000004,0.12,400,100,4,1,100
15,0.1912,0.01880000000000001,1.0,20,12.879783868789673,0.21000000000000002,0.6,100,200,1,1,200
16,0.046700000000000005,0.04329999999999999,10.0,10,25.06698203086853,0.09,0.9199999999999999,100,50,1,1,400
17,0.23520000000000002,0.01479999999999998,0.1,5,82.45687413215637,0.25,0.6799999999999999,400,200,32,1,400
18,0.1943,0.01570000000000002,1.0,10,21.009972095489502,0.21000000000000002,0.27999999999999997,400,50,2,1,100
19,0.2318,0.05820000000000003,1.0,10,47.84709286689758,0.29000000000000004,0.9199999999999999,100,50,32,1,800
20,0.112,0.018000000000000002,1.0,20,12.232897758483887,0.13,0.6799999999999999,100,100,4,1,200
21,0.0036000000000000003,0.0063999999999999994,10.0,10,165.37378668785095,0.01,0.19999999999999998,400,200,4,1,800
22,0.3428,0.027200000000000002,10.0,10,88.74972462654114,0.37,0.27999999999999997,200,50,2,1,800
23,0.4113,0.12129999999999996,1.0,5,4.211554288864136,0.29000000000000004,0.19999999999999998,50,50,8,1,100
24,0.1409,0.029100000000000015,0.1,40,7.386765718460083,0.17,0.27999999999999997,50,200,2,1,200
25,0.26280000000000003,0.052800000000000014,1.0,20,10.855661630630493,0.21000000000000002,0.6,200,100,1,1,100
26,0.4672,0.05719999999999997,10.0,10,7.761169910430908,0.41000000000000003,0.8399999999999999,50,50,8,1,200
27,0.25220000000000004,0.042200000000000015,1.0,40,40.19490575790405,0.21000000000000002,0.6,400,100,4,1,200
28,0.39990000000000003,0.010099999999999998,0.1,40,21.247138023376465,0.41000000000000003,0.04,400,200,16,1,100
29,0.40590000000000004,0.04409999999999997,0.1,10,85.40744948387146,0.45,0.8399999999999999,200,400,2,1,800
30,0.4279,0.09789999999999999,0.1,10,11.101396560668945,0.33,0.9199999999999999,200,200,4,1,100
31,0.3567,0.06669999999999998,10.0,40,23.03990888595581,0.29000000000000004,0.6799999999999999,400,100,8,1,100
32,0.3664,0.15639999999999998,10.0,40,28.62346339225769,0.21000000000000002,0.4399999999999999,50,400,4,1,800
33,0.0167,0.006699999999999999,1.0,20,90.13169074058533,0.01,0.6799999999999999,200,200,4,1,800
34,0.3937,0.0237,0.1,20,21.36113929748535,0.37,0.35999999999999993,200,400,2,1,200
35,0.1087,0.0587,10.0,20,4.472445726394653,0.05,0.6799999999999999,50,50,8,1,100
36,0.3252,0.08480000000000004,10.0,10,11.767240047454834,0.41000000000000003,0.8399999999999999,100,400,1,1,200
37,0.2369,0.06689999999999999,0.1,40,41.498783349990845,0.17,0.9199999999999999,400,400,16,1,200
38,0.42550000000000004,0.05550000000000005,1.0,5,5.663123369216919,0.37,0.5199999999999999,100,200,1,1,100
39,0.138,0.008000000000000007,10.0,5,20.389890670776367,0.13,0.35999999999999993,400,100,4,1,100
40,0.44070000000000004,0.030700000000000005,10.0,40,173.2316448688507,0.41000000000000003,0.19999999999999998,400,50,8,1,800
41,0.4491,0.0009000000000000119,1.0,10,171.80714011192322,0.45,0.9199999999999999,400,100,1,1,800
42,0.38380000000000003,0.06619999999999998,10.0,20,168.604984998703,0.45,0.5199999999999999,400,200,8,1,800
43,0.2957,0.005699999999999983,0.1,40,11.1987943649292,0.29000000000000004,0.04,200,400,1,1,100
44,0.3798,0.04980000000000001,10.0,10,10.774315118789673,0.33,0.4399999999999999,200,100,2,1,100
45,0.1544,0.015600000000000003,0.1,40,23.338334560394287,0.17,0.27999999999999997,200,50,32,1,200
46,0.06620000000000001,0.0638,1.0,5,7.057480573654175,0.13,0.6799999999999999,50,50,16,1,200
47,0.44370000000000004,0.006299999999999972,0.1,10,42.405980825424194,0.45,0.5199999999999999,200,100,8,1,400
48,0.3895,0.020500000000000018,10.0,10,8.787917137145996,0.41000000000000003,0.35999999999999993,50,50,2,1,200
49,0.24980000000000002,0.00019999999999997797,10.0,5,41.353020906448364,0.25,0.9199999999999999,400,200,16,1,200
