ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,estimated_epsilon,time_calibration
4,400,64,64,0.19603293446519343,0.14193375798670133,16,0.1885,47.960211992263794
4,400,64,128,0.3465471722506898,0.33427536201144525,16,0.34440000000000004,92.33403277397156
1,100,1,32,0.129059996357699,0.13780944817718993,16,0.077,2.1343908309936523
1,100,1,64,0.21055381250252608,0.47894476507525097,16,0.18530000000000002,2.737645387649536
1,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1827,4.7404255867004395
1,100,4,32,0.42101544617980285,0.06208665755995557,16,0.4309,1.8293612003326416
1,100,4,64,0.430013974341444,0.2694155321708264,16,0.47500000000000003,3.592988967895508
1,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1136,5.7826361656188965
1,100,16,32,0.3509382648781552,0.12017781242456943,16,0.388,2.014767646789551
1,100,16,64,0.46843419065454683,0.4221649742828566,16,0.46040000000000003,3.3586249351501465
1,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0712,5.854814529418945
1,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3264,1.906463384628296
1,100,64,64,0.19603293446519343,0.14193375798670133,16,0.20370000000000002,3.2213945388793945
1,100,64,128,0.3465471722506898,0.33427536201144525,16,0.318,6.780366659164429
1,200,1,32,0.129059996357699,0.13780944817718993,16,0.13490000000000002,3.485011577606201
1,200,1,64,0.21055381250252608,0.47894476507525097,16,0.16060000000000002,5.707100868225098
1,200,1,128,0.20708963476345132,0.02497672947304358,16,0.1471,11.17707896232605
1,200,4,32,0.42101544617980285,0.06208665755995557,16,0.4797,4.668017625808716
1,200,4,64,0.430013974341444,0.2694155321708264,16,0.38370000000000004,7.775237560272217
1,200,4,128,0.18829015737288723,0.48689176917916127,16,0.2416,13.408720016479492
1,200,16,32,0.3509382648781552,0.12017781242456943,16,0.24750000000000003,3.822859764099121
1,200,16,64,0.46843419065454683,0.4221649742828566,16,0.4408,6.675139665603638
1,200,16,128,0.01855633224699721,0.34692770568694986,16,0.024300000000000002,12.519317626953125
1,200,64,32,0.3203913522259231,0.4006653516015963,16,0.3165,3.96006178855896
1,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1912,6.771573781967163
1,200,64,128,0.3465471722506898,0.33427536201144525,16,0.3645,11.886438131332397
1,400,1,32,0.129059996357699,0.13780944817718993,16,0.13540000000000002,6.850216627120972
1,400,1,64,0.21055381250252608,0.47894476507525097,16,0.23020000000000002,11.044278621673584
1,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1887,20.22077202796936
1,400,4,32,0.42101544617980285,0.06208665755995557,16,0.21280000000000002,7.85658073425293
1,400,4,64,0.430013974341444,0.2694155321708264,16,0.4093,13.539536952972412
1,400,4,128,0.18829015737288723,0.48689176917916127,16,0.1398,24.574796199798584
1,400,16,32,0.3509382648781552,0.12017781242456943,16,0.35600000000000004,7.532736301422119
1,400,16,64,0.46843419065454683,0.4221649742828566,16,0.47640000000000005,14.10012698173523
1,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0089,23.697450399398804
1,400,64,32,0.3203913522259231,0.4006653516015963,16,0.2718,7.5789384841918945
1,400,64,64,0.19603293446519343,0.14193375798670133,16,0.1733,14.103463172912598
1,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3645,24.243978261947632
2,100,1,32,0.129059996357699,0.13780944817718993,16,0.2245,2.9170877933502197
2,100,1,64,0.21055381250252608,0.47894476507525097,16,0.20220000000000002,5.1311259269714355
2,100,1,128,0.20708963476345132,0.02497672947304358,16,0.2571,9.524885654449463
2,100,4,32,0.42101544617980285,0.06208665755995557,16,0.4418,3.4706616401672363
2,100,4,64,0.430013974341444,0.2694155321708264,16,0.42060000000000003,6.276756286621094
2,100,4,128,0.18829015737288723,0.48689176917916127,16,0.21480000000000002,11.77750849723816
2,100,16,32,0.3509382648781552,0.12017781242456943,16,0.2112,3.698698043823242
2,100,16,64,0.46843419065454683,0.4221649742828566,16,0.45370000000000005,6.047159910202026
2,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0251,11.859968423843384
2,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3099,3.3634681701660156
2,100,64,64,0.19603293446519343,0.14193375798670133,16,0.19640000000000002,6.282506227493286
2,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3403,11.867881059646606
2,200,1,32,0.129059996357699,0.13780944817718993,16,0.14120000000000002,6.08794379234314
2,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1269,10.403796195983887
2,200,1,128,0.20708963476345132,0.02497672947304358,16,0.1615,19.253847360610962
2,200,4,32,0.42101544617980285,0.06208665755995557,16,0.23900000000000002,6.946290493011475
2,200,4,64,0.430013974341444,0.2694155321708264,16,0.1449,12.379396677017212
2,200,4,128,0.18829015737288723,0.48689176917916127,16,0.1565,23.166921615600586
2,200,16,32,0.3509382648781552,0.12017781242456943,16,0.3039,7.320118188858032
2,200,16,64,0.46843419065454683,0.4221649742828566,16,0.47140000000000004,12.547032117843628
2,200,16,128,0.01855633224699721,0.34692770568694986,16,0.0758,23.144856691360474
2,200,64,32,0.3203913522259231,0.4006653516015963,16,0.3309,6.812864303588867
2,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1216,12.629457950592041
2,200,64,128,0.3465471722506898,0.33427536201144525,16,0.3211,22.97791886329651
2,400,1,32,0.129059996357699,0.13780944817718993,16,0.1121,11.962393999099731
2,400,1,64,0.21055381250252608,0.47894476507525097,16,0.3362,20.0796856880188
2,400,1,128,0.20708963476345132,0.02497672947304358,16,0.2285,37.029340505599976
2,400,4,32,0.42101544617980285,0.06208665755995557,16,0.22820000000000001,14.113039255142212
2,400,4,64,0.430013974341444,0.2694155321708264,16,0.23020000000000002,23.66208553314209
2,400,4,128,0.18829015737288723,0.48689176917916127,16,0.16110000000000002,45.26718807220459
2,400,16,32,0.3509382648781552,0.12017781242456943,16,0.0947,13.589486360549927
2,400,16,64,0.46843419065454683,0.4221649742828566,16,0.49150000000000005,24.067933320999146
2,400,16,128,0.01855633224699721,0.34692770568694986,16,0.1305,45.385754346847534
2,400,64,32,0.3203913522259231,0.4006653516015963,16,0.2927,14.53973937034607
2,400,64,64,0.19603293446519343,0.14193375798670133,16,0.2041,25.304338455200195
2,400,64,128,0.3465471722506898,0.33427536201144525,16,0.37170000000000003,46.60123419761658
4,100,1,32,0.129059996357699,0.13780944817718993,16,0.23920000000000002,5.273436069488525
4,100,1,64,0.21055381250252608,0.47894476507525097,16,0.2023,9.827141046524048
4,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1912,18.16785216331482
4,100,4,32,0.42101544617980285,0.06208665755995557,16,0.4076,6.311334609985352
4,100,4,64,0.430013974341444,0.2694155321708264,16,0.2982,11.748709201812744
4,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1587,22.511170387268066
4,100,16,32,0.3509382648781552,0.12017781242456943,16,0.4428,6.757505178451538
4,100,16,64,0.46843419065454683,0.4221649742828566,16,0.4929,11.809860706329346
4,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0015,22.990966320037842
4,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3432,6.551320314407349
4,100,64,64,0.19603293446519343,0.14193375798670133,16,0.2039,11.93399715423584
4,100,64,128,0.3465471722506898,0.33427536201144525,16,0.34240000000000004,22.983155727386475
4,200,1,32,0.129059996357699,0.13780944817718993,16,0.0614,11.28696322441101
4,200,1,64,0.21055381250252608,0.47894476507525097,16,0.2607,19.47011661529541
4,200,1,128,0.20708963476345132,0.02497672947304358,16,0.2278,37.31139850616455
4,200,4,32,0.42101544617980285,0.06208665755995557,16,0.49060000000000004,15.676554679870605
4,200,4,64,0.430013974341444,0.2694155321708264,16,0.32320000000000004,25.375035524368286
4,200,4,128,0.18829015737288723,0.48689176917916127,16,0.24980000000000002,45.08033728599548
4,200,16,32,0.3509382648781552,0.12017781242456943,16,0.4077,13.613938570022583
4,200,16,64,0.46843419065454683,0.4221649742828566,16,0.4612,23.766822338104248
4,200,16,128,0.01855633224699721,0.34692770568694986,16,0.0273,46.10224628448486
4,200,64,32,0.3203913522259231,0.4006653516015963,16,0.30670000000000003,13.114256620407104
4,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1816,23.807526350021362
4,200,64,128,0.3465471722506898,0.33427536201144525,16,0.3143,46.31295299530029
4,400,1,32,0.129059996357699,0.13780944817718993,16,0.17880000000000001,22.1143901348114
4,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1782,39.47238111495972
4,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1641,72.88836884498596
4,400,4,32,0.42101544617980285,0.06208665755995557,16,0.3753,26.956487894058228
4,400,4,64,0.430013974341444,0.2694155321708264,16,0.4884,47.32813596725464
4,400,4,128,0.18829015737288723,0.48689176917916127,16,0.20170000000000002,92.03365993499756
4,400,16,32,0.3509382648781552,0.12017781242456943,16,0.1213,26.351924896240234
4,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4504,47.706045150756836
4,400,16,128,0.01855633224699721,0.34692770568694986,16,0.07150000000000001,90.93599796295166
4,400,64,32,0.3203913522259231,0.4006653516015963,16,0.3025,27.3593111038208
4,400,64,64,0.19603293446519343,0.14193375798670133,16,0.17850000000000002,48.33051681518555
4,400,64,128,0.3465471722506898,0.33427536201144525,16,0.317,92.71063899993896
1,100,1,32,0.129059996357699,0.13780944817718993,16,0.0088,1.5849552154541016
1,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1622,2.856523275375366
1,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1875,5.391958236694336
1,100,4,32,0.42101544617980285,0.06208665755995557,16,0.48300000000000004,1.8555781841278076
1,100,4,64,0.430013974341444,0.2694155321708264,16,0.3936,3.2928755283355713
1,100,4,128,0.18829015737288723,0.48689176917916127,16,0.2426,5.864401578903198
1,100,16,32,0.3509382648781552,0.12017781242456943,16,0.3915,1.9489901065826416
1,100,16,64,0.46843419065454683,0.4221649742828566,16,0.47540000000000004,3.204735279083252
1,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0425,5.91206169128418
1,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3064,1.914914608001709
1,100,64,64,0.19603293446519343,0.14193375798670133,16,0.2258,3.634193181991577
1,100,64,128,0.3465471722506898,0.33427536201144525,16,0.31670000000000004,6.094344139099121
1,200,1,32,0.129059996357699,0.13780944817718993,16,0.0816,3.4908249378204346
1,200,1,64,0.21055381250252608,0.47894476507525097,16,0.19690000000000002,5.594398021697998
1,200,1,128,0.20708963476345132,0.02497672947304358,16,0.2099,9.813674926757812
1,200,4,32,0.42101544617980285,0.06208665755995557,16,0.22260000000000002,3.992763042449951
1,200,4,64,0.430013974341444,0.2694155321708264,16,0.4806,6.747754096984863
1,200,4,128,0.18829015737288723,0.48689176917916127,16,0.2646,12.028293132781982
1,200,16,32,0.3509382648781552,0.12017781242456943,16,0.019700000000000002,3.9542253017425537
1,200,16,64,0.46843419065454683,0.4221649742828566,16,0.49760000000000004,6.493198871612549
1,200,16,128,0.01855633224699721,0.34692770568694986,16,0.1296,12.020322799682617
1,200,64,32,0.3203913522259231,0.4006653516015963,16,0.3452,4.0999157428741455
1,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1761,6.344521522521973
1,200,64,128,0.3465471722506898,0.33427536201144525,16,0.33940000000000003,12.186616659164429
1,400,1,32,0.129059996357699,0.13780944817718993,16,0.151,6.982347726821899
1,400,1,64,0.21055381250252608,0.47894476507525097,16,0.22760000000000002,11.000295877456665
1,400,1,128,0.20708963476345132,0.02497672947304358,16,0.25570000000000004,19.82191300392151
1,400,4,32,0.42101544617980285,0.06208665755995557,16,0.3493,8.377223491668701
1,400,4,64,0.430013974341444,0.2694155321708264,16,0.4847,12.686917543411255
1,400,4,128,0.18829015737288723,0.48689176917916127,16,0.19740000000000002,23.887748956680298
1,400,16,32,0.3509382648781552,0.12017781242456943,16,0.27690000000000003,7.610463380813599
1,400,16,64,0.46843419065454683,0.4221649742828566,16,0.45320000000000005,13.725574016571045
1,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0886,27.46746563911438
1,400,64,32,0.3203913522259231,0.4006653516015963,16,0.26180000000000003,8.7153799533844
1,400,64,64,0.19603293446519343,0.14193375798670133,16,0.1884,13.810104846954346
1,400,64,128,0.3465471722506898,0.33427536201144525,16,0.318,24.613150119781494
2,100,1,32,0.129059996357699,0.13780944817718993,16,0.0521,3.0290820598602295
2,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1927,4.946776628494263
2,100,1,128,0.20708963476345132,0.02497672947304358,16,0.129,9.167763948440552
2,100,4,32,0.42101544617980285,0.06208665755995557,16,0.3063,3.547914505004883
2,100,4,64,0.430013974341444,0.2694155321708264,16,0.389,6.121087312698364
2,100,4,128,0.18829015737288723,0.48689176917916127,16,0.16,11.51616907119751
2,100,16,32,0.3509382648781552,0.12017781242456943,16,0.3335,3.5836410522460938
2,100,16,64,0.46843419065454683,0.4221649742828566,16,0.47500000000000003,6.272992134094238
2,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0064,11.794062852859497
2,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3083,3.638848304748535
2,100,64,64,0.19603293446519343,0.14193375798670133,16,0.166,6.118686199188232
2,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3941,11.528315305709839
2,200,1,32,0.129059996357699,0.13780944817718993,16,0.1789,5.875924825668335
2,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1889,10.21690821647644
2,200,1,128,0.20708963476345132,0.02497672947304358,16,0.2124,19.319230794906616
2,200,4,32,0.42101544617980285,0.06208665755995557,16,0.4489,7.1602373123168945
2,200,4,64,0.430013974341444,0.2694155321708264,16,0.4854,12.730419874191284
2,200,4,128,0.18829015737288723,0.48689176917916127,16,0.19060000000000002,22.885246753692627
2,200,16,32,0.3509382648781552,0.12017781242456943,16,0.48710000000000003,7.396799087524414
2,200,16,64,0.46843419065454683,0.4221649742828566,16,0.45740000000000003,13.06447434425354
2,200,16,128,0.01855633224699721,0.34692770568694986,16,0.015600000000000001,22.78604292869568
2,200,64,32,0.3203913522259231,0.4006653516015963,16,0.2647,6.762084245681763
2,200,64,64,0.19603293446519343,0.14193375798670133,16,0.22870000000000001,12.709651947021484
2,200,64,128,0.3465471722506898,0.33427536201144525,16,0.31370000000000003,23.475200414657593
2,400,1,32,0.129059996357699,0.13780944817718993,16,0.0659,11.75024676322937
2,400,1,64,0.21055381250252608,0.47894476507525097,16,0.2592,20.843298196792603
2,400,1,128,0.20708963476345132,0.02497672947304358,16,0.18030000000000002,37.73268151283264
2,400,4,32,0.42101544617980285,0.06208665755995557,16,0.2656,14.443763017654419
2,400,4,64,0.430013974341444,0.2694155321708264,16,0.29350000000000004,25.358394384384155
2,400,4,128,0.18829015737288723,0.48689176917916127,16,0.185,46.3993821144104
2,400,16,32,0.3509382648781552,0.12017781242456943,16,0.3612,14.34463357925415
2,400,16,64,0.46843419065454683,0.4221649742828566,16,0.45690000000000003,24.48492741584778
2,400,16,128,0.01855633224699721,0.34692770568694986,16,0.13040000000000002,46.234272718429565
2,400,64,32,0.3203913522259231,0.4006653516015963,16,0.2931,14.119881868362427
2,400,64,64,0.19603293446519343,0.14193375798670133,16,0.19890000000000002,24.726898431777954
2,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3337,46.20344376564026
4,100,1,32,0.129059996357699,0.13780944817718993,16,0.0834,5.537611961364746
4,100,1,64,0.21055381250252608,0.47894476507525097,16,0.2366,9.98777461051941
4,100,1,128,0.20708963476345132,0.02497672947304358,16,0.226,18.327361822128296
4,100,4,32,0.42101544617980285,0.06208665755995557,16,0.4898,6.693854808807373
4,100,4,64,0.430013974341444,0.2694155321708264,16,0.3486,11.88146185874939
4,100,4,128,0.18829015737288723,0.48689176917916127,16,0.20120000000000002,22.917799949645996
4,100,16,32,0.3509382648781552,0.12017781242456943,16,0.2258,6.86367654800415
4,100,16,64,0.46843419065454683,0.4221649742828566,16,0.4449,11.94992208480835
4,100,16,128,0.01855633224699721,0.34692770568694986,16,0.006200000000000001,22.839731454849243
4,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3164,6.519007682800293
4,100,64,64,0.19603293446519343,0.14193375798670133,16,0.1733,11.893309116363525
4,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3361,22.711392164230347
4,200,1,32,0.129059996357699,0.13780944817718993,16,0.058600000000000006,11.24651050567627
4,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1648,19.168285846710205
4,200,1,128,0.20708963476345132,0.02497672947304358,16,0.2126,36.82264590263367
4,200,4,32,0.42101544617980285,0.06208665755995557,16,0.49710000000000004,13.223076105117798
4,200,4,64,0.430013974341444,0.2694155321708264,16,0.40650000000000003,24.70705533027649
4,200,4,128,0.18829015737288723,0.48689176917916127,16,0.16390000000000002,45.74755859375
4,200,16,32,0.3509382648781552,0.12017781242456943,16,0.37320000000000003,12.955865383148193
4,200,16,64,0.46843419065454683,0.4221649742828566,16,0.4758,24.35104250907898
4,200,16,128,0.01855633224699721,0.34692770568694986,16,0.006500000000000001,45.19795107841492
4,200,64,32,0.3203913522259231,0.4006653516015963,16,0.37160000000000004,13.60539174079895
4,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1826,24.116333961486816
4,200,64,128,0.3465471722506898,0.33427536201144525,16,0.36760000000000004,46.998910665512085
4,400,1,32,0.129059996357699,0.13780944817718993,16,0.0032,22.476579904556274
4,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1492,39.523273944854736
4,400,1,128,0.20708963476345132,0.02497672947304358,16,0.2457,74.27174043655396
4,400,4,32,0.42101544617980285,0.06208665755995557,16,0.3054,26.38666820526123
4,400,4,64,0.430013974341444,0.2694155321708264,16,0.31720000000000004,48.390236377716064
4,400,4,128,0.18829015737288723,0.48689176917916127,16,0.2625,93.7378511428833
4,400,16,32,0.3509382648781552,0.12017781242456943,16,0.4525,26.295905113220215
4,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4995,45.663084506988525
4,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0012000000000000001,91.72736287117004
4,400,64,32,0.3203913522259231,0.4006653516015963,16,0.3219,27.346816301345825
4,400,64,64,0.19603293446519343,0.14193375798670133,16,0.19110000000000002,48.57915115356445
4,400,64,128,0.3465471722506898,0.33427536201144525,16,0.34540000000000004,91.528728723526
1,100,1,32,0.129059996357699,0.13780944817718993,16,0.1336,1.6246492862701416
1,100,1,64,0.21055381250252608,0.47894476507525097,16,0.17500000000000002,2.7499759197235107
1,100,1,128,0.20708963476345132,0.02497672947304358,16,0.2141,4.867746829986572
