N,T,edge_per_t,evidences_per_t,optimizer_name,num_epochs,lr,model_name,minibatch_size,X0_lr_scale,epsilon_estimated,X0_r2,time,last_iteration,real_epsilon,mu,rho,distance_epsilon
100,64,16,8,adam,800,0.001,BC_with_evidence,0,10,0.3063450972084051,-0.939023494720459,54.59082770347595,801,0.4051236819472956,0.46009316453280896,16,0.09877858473889051
100,64,16,8,adam,800,0.001,BC_with_evidence,16,1,0.2954656142142717,-0.34687185287475586,51.435402631759644,801,0.4051236819472956,0.46009316453280896,16,0.10965806773302389
100,64,16,8,adam,800,0.001,BC_with_evidence,16,10,0.29453040229974464,-0.9143290519714355,61.82913541793823,801,0.4051236819472956,0.46009316453280896,16,0.11059327964755095
100,64,16,8,adam,800,0.001,BC_with_evidence,32,1,0.2883705764534476,-0.5358457565307617,58.624306440353394,801,0.4051236819472956,0.46009316453280896,16,0.11675310549384799
100,64,16,8,adam,800,0.001,BC_with_evidence,32,10,0.279063089985681,-0.651918888092041,58.30083632469177,801,0.4051236819472956,0.46009316453280896,16,0.12606059196161457
100,64,16,8,adam,800,0.005,BC_with_evidence,0,1,0.29540858391229524,-1.6484184265136719,25.548447847366333,443,0.4051236819472956,0.46009316453280896,16,0.10971509803500035
100,64,16,8,adam,800,0.005,BC_with_evidence,0,10,0.27595091266165755,-3.112424373626709,15.449525594711304,318,0.4051236819472956,0.46009316453280896,16,0.12917276928563803
100,64,16,8,adam,800,0.005,BC_with_evidence,16,1,0.2692881282676723,-0.1552823781967163,52.73955059051514,801,0.4051236819472956,0.46009316453280896,16,0.1358355536796233
100,64,16,8,adam,800,0.005,BC_with_evidence,16,10,0.33677037318823894,-0.4734029769897461,57.367931604385376,801,0.4051236819472956,0.46009316453280896,16,0.06835330875905665
100,64,16,8,adam,800,0.005,BC_with_evidence,32,1,0.3632055723068963,-0.19079935550689697,50.704991817474365,801,0.4051236819472956,0.46009316453280896,16,0.04191810964039927
100,64,16,8,adam,800,0.005,BC_with_evidence,32,10,0.3396840888686041,-0.3411436080932617,59.00188946723938,801,0.4051236819472956,0.46009316453280896,16,0.06543959307869152
100,64,16,8,adam,800,0.01,BC_with_evidence,0,1,0.3007272430316185,-2.3472609519958496,12.8856201171875,188,0.4051236819472956,0.46009316453280896,16,0.10439643891567707
100,64,16,8,adam,800,0.01,BC_with_evidence,0,10,0.303655735926885,-2.1381804943084717,32.03138995170593,529,0.4051236819472956,0.46009316453280896,16,0.1014679460204106
100,64,16,8,adam,800,0.01,BC_with_evidence,16,1,0.2964898016560242,-0.16646993160247803,59.141294956207275,801,0.4051236819472956,0.46009316453280896,16,0.10863388029127141
100,64,16,8,adam,800,0.01,BC_with_evidence,16,10,0.29707404663840276,-0.02050161361694336,48.83234119415283,801,0.4051236819472956,0.46009316453280896,16,0.10804963530889283
100,64,16,8,adam,800,0.01,BC_with_evidence,32,1,0.30889177809707224,0.04261690378189087,61.71560621261597,801,0.4051236819472956,0.46009316453280896,16,0.09623190385022334
100,64,16,8,adam,800,0.01,BC_with_evidence,32,10,0.32229681007020183,-0.2570197582244873,51.50936484336853,801,0.4051236819472956,0.46009316453280896,16,0.08282687187709376
100,64,16,8,adam,800,0.05,BC_with_evidence,0,1,0.4031315282014382,0.09217661619186401,16.88164520263672,231,0.4051236819472956,0.46009316453280896,16,0.0019921537458573724
100,64,16,8,adam,800,0.05,BC_with_evidence,0,10,0.33772746928116065,-0.6807510852813721,58.92490744590759,801,0.4051236819472956,0.46009316453280896,16,0.06739621266613494
100,64,16,8,adam,800,0.05,BC_with_evidence,16,1,0.6033272595946864,-0.027475595474243164,52.52549910545349,801,0.4051236819472956,0.46009316453280896,16,0.19820357764739077
100,64,16,8,adam,800,0.05,BC_with_evidence,16,10,0.5786380539418402,-0.029750704765319824,59.231916427612305,801,0.4051236819472956,0.46009316453280896,16,0.17351437199454461
100,64,16,8,adam,800,0.05,BC_with_evidence,32,1,0.32609981314660896,-0.18416690826416016,50.45719933509827,801,0.4051236819472956,0.46009316453280896,16,0.07902386880068663
100,64,16,8,adam,800,0.05,BC_with_evidence,32,10,0.4742485988354942,-0.1043543815612793,61.22827172279358,801,0.4051236819472956,0.46009316453280896,16,0.0691249168881986
100,64,16,8,adam,800,0.1,BC_with_evidence,0,1,0.3073144419575467,-2.120697259902954,52.703495502471924,801,0.4051236819472956,0.46009316453280896,16,0.09780923998974889
100,64,16,8,adam,800,0.1,BC_with_evidence,0,10,0.3955245323089532,-0.3736119270324707,27.80126953125,363,0.4051236819472956,0.46009316453280896,16,0.009599149638342408
100,64,16,8,adam,800,0.1,BC_with_evidence,16,1,0.7917551146572078,-0.0669715404510498,61.13437509536743,801,0.4051236819472956,0.46009316453280896,16,0.38663143270991224
100,64,16,8,adam,800,0.1,BC_with_evidence,16,10,0.7987179100952669,-0.012768030166625977,53.29582500457764,801,0.4051236819472956,0.46009316453280896,16,0.39359422814797135
100,64,16,8,adam,800,0.1,BC_with_evidence,32,1,0.745330934544847,-0.016390681266784668,61.11470818519592,801,0.4051236819472956,0.46009316453280896,16,0.3402072525975514
100,64,16,8,adam,800,0.1,BC_with_evidence,32,10,0.5910625175504228,-0.001730799674987793,55.71918988227844,801,0.4051236819472956,0.46009316453280896,16,0.18593883560312724
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,0,1,0.2847068913234379,-2.9122960567474365,15.63593578338623,201,0.4051236819472956,0.46009316453280896,16,0.12041679062385768
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,0,10,0.29354737795018054,-1.0147137641906738,15.43744707107544,201,0.4051236819472956,0.46009316453280896,16,0.11157630399711504
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,16,1,0.2874601040262257,-1.329972267150879,15.525413036346436,201,0.4051236819472956,0.46009316453280896,16,0.1176635779210699
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,16,10,0.29398688492056274,-0.9058401584625244,14.575451374053955,201,0.4051236819472956,0.46009316453280896,16,0.11113679702673285
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,32,1,0.2855640557713669,-0.8235393762588501,13.202844619750977,201,0.4051236819472956,0.46009316453280896,16,0.11955962617592869
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,32,10,0.289381806612824,-0.6694085597991943,11.428321838378906,201,0.4051236819472956,0.46009316453280896,16,0.11574187533447161
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,0,1,0.28486779680031393,-3.6252665519714355,12.033776044845581,201,0.4051236819472956,0.46009316453280896,16,0.12025588514698166
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,0,10,0.3232281038953186,-1.0263140201568604,16.024417638778687,201,0.4051236819472956,0.46009316453280896,16,0.081895578051977
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,16,1,0.32718436474508233,-0.32343029975891113,16.074339389801025,201,0.4051236819472956,0.46009316453280896,16,0.07793931720221325
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,16,10,0.3217806980963026,0.056555330753326416,15.573693990707397,201,0.4051236819472956,0.46009316453280896,16,0.08334298385099298
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,32,1,0.3300647324813216,-0.18043339252471924,14.772427082061768,201,0.4051236819472956,0.46009316453280896,16,0.07505894946597397
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,32,10,0.3631629844254455,-0.4127521514892578,15.131889343261719,201,0.4051236819472956,0.46009316453280896,16,0.04196069752185011
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,0,1,0.3915966426764011,-0.07069039344787598,13.312642097473145,201,0.4051236819472956,0.46009316453280896,16,0.013527039270894492
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,0,10,0.37652502463231474,-0.1406017541885376,12.188976764678955,201,0.4051236819472956,0.46009316453280896,16,0.028598657314980847
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,16,1,0.3512770427066615,0.24137622117996216,12.045973062515259,201,0.4051236819472956,0.46009316453280896,16,0.0538466392406341
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,16,10,0.3233449246808537,-0.06319141387939453,15.711527109146118,201,0.4051236819472956,0.46009316453280896,16,0.0817787572664419
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,32,1,0.375890825239752,-0.16249537467956543,16.1164870262146,201,0.4051236819472956,0.46009316453280896,16,0.02923285670754361
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,32,10,0.41479569186845006,-0.07034122943878174,15.647626876831055,201,0.4051236819472956,0.46009316453280896,16,0.009672009921154467
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,0,1,0.42952905336760117,0.06649327278137207,14.833303213119507,201,0.4051236819472956,0.46009316453280896,16,0.024405371420305577
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,0,10,0.45038318167608166,0.2605946660041809,14.02309274673462,201,0.4051236819472956,0.46009316453280896,16,0.04525949972878607
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,16,1,0.4807022925039357,-0.20351672172546387,14.108680009841919,201,0.4051236819472956,0.46009316453280896,16,0.07557861055664011
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,16,10,0.5998242554257497,0.022017180919647217,12.34391713142395,201,0.4051236819472956,0.46009316453280896,16,0.1947005734784541
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,32,1,0.5814873165248134,0.273709237575531,10.761476039886475,201,0.4051236819472956,0.46009316453280896,16,0.17636363457751786
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,32,10,0.587454769644497,0.010531365871429443,15.444446563720703,201,0.4051236819472956,0.46009316453280896,16,0.18233108769720147
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,0,1,0.6214821069287467,0.32280415296554565,15.76561975479126,201,0.4051236819472956,0.46009316453280896,16,0.21635842498145114
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,0,10,0.5639406427523398,-0.099800705909729,15.83966326713562,201,0.4051236819472956,0.46009316453280896,16,0.1588169608050442
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,16,1,0.9358972901174699,0.03612107038497925,15.951887130737305,201,0.4051236819472956,0.46009316453280896,16,0.5307736081701744
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,16,10,0.9478220504277152,0.07215076684951782,13.916552782058716,201,0.4051236819472956,0.46009316453280896,16,0.5426983684804196
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,32,1,0.8706374743276291,-0.11927080154418945,13.946991205215454,201,0.4051236819472956,0.46009316453280896,16,0.46551379238033347
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,32,10,0.9026621367884612,-0.020992040634155273,12.960509777069092,201,0.4051236819472956,0.46009316453280896,16,0.4975384548411656
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,0,1,0.307531965251226,-0.896674394607544,28.011709690093994,401,0.4051236819472956,0.46009316453280896,16,0.09759171669606959
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,0,10,0.28887477489420244,-2.9974074363708496,31.43847918510437,401,0.4051236819472956,0.46009316453280896,16,0.11624890705309315
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,16,1,0.31005450061865897,-0.591810941696167,29.70059323310852,401,0.4051236819472956,0.46009316453280896,16,0.09506918132863662
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,16,10,0.29783205712652294,-0.7605867385864258,26.32431411743164,401,0.4051236819472956,0.46009316453280896,16,0.10729162482077265
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,32,1,0.2994985767026387,-1.2168896198272705,29.26555585861206,401,0.4051236819472956,0.46009316453280896,16,0.1056251052446569
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,32,10,0.2924934795662994,-0.49003469944000244,30.953967094421387,401,0.4051236819472956,0.46009316453280896,16,0.11263020238099619
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,0,1,0.29880639131161896,-2.4220237731933594,32.17881464958191,401,0.4051236819472956,0.46009316453280896,16,0.10631729063567663
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,0,10,0.336561719823472,-0.43500423431396484,29.938050031661987,401,0.4051236819472956,0.46009316453280896,16,0.0685619621238236
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,16,1,0.29057877132605275,-0.04114711284637451,21.81326961517334,401,0.4051236819472956,0.46009316453280896,16,0.11454491062124283
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,16,10,0.39047192891999977,-0.35840725898742676,28.305686235427856,401,0.4051236819472956,0.46009316453280896,16,0.014651753027295822
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,32,1,0.3384897909264209,-0.4321979284286499,30.826213598251343,401,0.4051236819472956,0.46009316453280896,16,0.06663389102087469
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,32,10,0.3709334364390555,-0.24341356754302979,24.87040066719055,401,0.4051236819472956,0.46009316453280896,16,0.03419024550824007
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,0,1,0.29884024761083977,-2.098416805267334,23.58568549156189,401,0.4051236819472956,0.46009316453280896,16,0.10628343433645582
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,0,10,0.3776669134976329,-0.25124967098236084,21.68418312072754,401,0.4051236819472956,0.46009316453280896,16,0.027456768449662716
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,16,1,0.3819563314787253,-0.03958451747894287,31.153494596481323,401,0.4051236819472956,0.46009316453280896,16,0.02316735046857027
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,16,10,0.3108032293628866,-0.08895909786224365,31.128390789031982,401,0.4051236819472956,0.46009316453280896,16,0.09432045258440896
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,32,1,0.5260156167371889,-0.0027981996536254883,28.267641067504883,401,0.4051236819472956,0.46009316453280896,16,0.1208919347898933
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,32,10,0.30801624304062997,0.08426320552825928,23.553097248077393,401,0.4051236819472956,0.46009316453280896,16,0.09710743890666562
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,0,1,0.4397334727677092,0.29902946949005127,30.170105457305908,401,0.4051236819472956,0.46009316453280896,16,0.0346097908204136
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,0,10,0.47427064719654877,0.3478725552558899,31.116750478744507,401,0.4051236819472956,0.46009316453280896,16,0.06914696524925318
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,16,1,0.49904835758816163,0.163133442401886,30.111992597579956,401,0.4051236819472956,0.46009316453280896,16,0.09392467564086604
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,16,10,0.6329828291532358,0.13305842876434326,23.69415783882141,401,0.4051236819472956,0.46009316453280896,16,0.2278591472059402
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,32,1,0.5807170082116123,0.08262985944747925,28.22177505493164,401,0.4051236819472956,0.46009316453280896,16,0.17559332626431673
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,32,10,0.5993009413119644,0.011441051959991455,31.834941387176514,401,0.4051236819472956,0.46009316453280896,16,0.19417725936466884
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,0,1,0.545839033659101,0.22754085063934326,30.26685667037964,401,0.4051236819472956,0.46009316453280896,16,0.14071535171180544
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,0,10,0.4856005437750265,-0.09013795852661133,24.821337938308716,401,0.4051236819472956,0.46009316453280896,16,0.0804768618277309
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,16,1,0.8199612996127713,-0.05903148651123047,26.53436803817749,401,0.4051236819472956,0.46009316453280896,16,0.4148376176654757
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,16,10,0.8282070182487603,0.08328396081924438,32.12226963043213,401,0.4051236819472956,0.46009316453280896,16,0.4230833363014647
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,32,1,0.808911080061261,-0.17579686641693115,29.635916709899902,401,0.4051236819472956,0.46009316453280896,16,0.4037873981139654
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,32,10,0.7806443416420257,0.18407082557678223,26.768258810043335,401,0.4051236819472956,0.46009316453280896,16,0.3755206596947301
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,0,1,0.2682051267277516,-3.399751663208008,59.201977252960205,801,0.4051236819472956,0.46009316453280896,16,0.136918555219544
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,0,10,0.29038535721944114,-3.3809709548950195,57.220202922821045,801,0.4051236819472956,0.46009316453280896,16,0.11473832472785445
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,16,1,0.2665624779133388,-0.5062445402145386,56.97881817817688,801,0.4051236819472956,0.46009316453280896,16,0.13856120403395678
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,16,10,0.32466371664589483,-0.4789375066757202,57.929386377334595,801,0.4051236819472956,0.46009316453280896,16,0.08045996530140076
