N,T,edge_per_t,evidences_per_t,optimizer_name,num_epochs,lr,model_name,minibatch_size,X0_lr_scale,epsilon_estimated,X0_r2,time,last_iteration,real_epsilon,mu,rho,distance_epsilon
100,64,16,8,adam,200,0.05,BC_with_evidence,32,1,0.11752909674168244,0.08324539661407471,4.401480674743652,201,0.009364842821703412,0.11520818561095336,16,0.10816425391997903
100,64,16,8,adam,200,0.05,BC_with_evidence,32,10,0.09542517321464061,-0.037107110023498535,4.399689435958862,201,0.009364842821703412,0.11520818561095336,16,0.0860603303929372
100,64,16,8,adam,200,0.1,BC_with_evidence,0,1,0.02698531539523245,0.8357679843902588,4.388815641403198,201,0.009364842821703412,0.11520818561095336,16,0.01762047257352904
100,64,16,8,adam,200,0.1,BC_with_evidence,0,10,0.024726475593105462,0.7691243290901184,4.392626523971558,201,0.009364842821703412,0.11520818561095336,16,0.01536163277140205
100,64,16,8,adam,200,0.1,BC_with_evidence,16,1,0.03750651011136922,0.13487780094146729,4.3994140625,201,0.009364842821703412,0.11520818561095336,16,0.028141667289665807
100,64,16,8,adam,200,0.1,BC_with_evidence,16,10,0.05508338680758628,-0.11546814441680908,4.395282506942749,201,0.009364842821703412,0.11520818561095336,16,0.04571854398588287
100,64,16,8,adam,200,0.1,BC_with_evidence,32,1,0.1669605107067204,0.17871814966201782,4.4019739627838135,201,0.009364842821703412,0.11520818561095336,16,0.157595667885017
100,64,16,8,adam,200,0.1,BC_with_evidence,32,10,0.12178933916563581,0.22859907150268555,4.399264812469482,201,0.009364842821703412,0.11520818561095336,16,0.1124244963439324
100,64,16,8,adam,400,0.001,BC_with_evidence,0,1,0.19289894291910814,-0.6450711488723755,8.76954984664917,401,0.009364842821703412,0.11520818561095336,16,0.18353410009740473
100,64,16,8,adam,400,0.001,BC_with_evidence,0,10,0.1924450538285315,-1.5316205024719238,8.77398681640625,401,0.009364842821703412,0.11520818561095336,16,0.1830802110068281
100,64,16,8,adam,400,0.001,BC_with_evidence,16,1,0.20455312738739298,-0.5951472520828247,8.791624784469604,401,0.009364842821703412,0.11520818561095336,16,0.19518828456568957
100,64,16,8,adam,400,0.001,BC_with_evidence,16,10,0.20709686295564855,-0.6789437532424927,8.791982412338257,401,0.009364842821703412,0.11520818561095336,16,0.19773202013394514
100,64,16,8,adam,400,0.001,BC_with_evidence,32,1,0.20715166443839078,-0.5200146436691284,8.786100387573242,401,0.009364842821703412,0.11520818561095336,16,0.19778682161668737
100,64,16,8,adam,400,0.001,BC_with_evidence,32,10,0.2064307025712338,-0.9694455862045288,8.792412757873535,401,0.009364842821703412,0.11520818561095336,16,0.1970658597495304
100,64,16,8,adam,400,0.005,BC_with_evidence,0,1,0.09464608481455461,-0.7460235357284546,8.780411720275879,401,0.009364842821703412,0.11520818561095336,16,0.0852812419928512
100,64,16,8,adam,400,0.005,BC_with_evidence,0,10,0.09472488788118621,-0.8820457458496094,8.782517910003662,401,0.009364842821703412,0.11520818561095336,16,0.0853600450594828
100,64,16,8,adam,400,0.005,BC_with_evidence,16,1,0.14453813609003638,0.06558102369308472,8.791604042053223,401,0.009364842821703412,0.11520818561095336,16,0.13517329326833297
100,64,16,8,adam,400,0.005,BC_with_evidence,16,10,0.12346601468564652,-0.06281518936157227,8.795462369918823,401,0.009364842821703412,0.11520818561095336,16,0.11410117186394311
100,64,16,8,adam,400,0.005,BC_with_evidence,32,1,0.12326247327297749,-0.4073878526687622,8.790285110473633,401,0.009364842821703412,0.11520818561095336,16,0.11389763045127407
100,64,16,8,adam,400,0.005,BC_with_evidence,32,10,0.10932896572330872,-0.30747461318969727,8.78679895401001,401,0.009364842821703412,0.11520818561095336,16,0.0999641229016053
100,64,16,8,adam,400,0.01,BC_with_evidence,0,1,0.05690806347440236,-1.0221662521362305,8.772079229354858,401,0.009364842821703412,0.11520818561095336,16,0.04754322065269895
100,64,16,8,adam,400,0.01,BC_with_evidence,0,10,0.05709004144320881,-0.7374043464660645,8.775521755218506,401,0.009364842821703412,0.11520818561095336,16,0.0477251986215054
100,64,16,8,adam,400,0.01,BC_with_evidence,16,1,0.09919148556673182,-0.23170900344848633,8.795694351196289,401,0.009364842821703412,0.11520818561095336,16,0.08982664274502841
100,64,16,8,adam,400,0.01,BC_with_evidence,16,10,0.10165109019603244,-0.04649841785430908,8.779824495315552,401,0.009364842821703412,0.11520818561095336,16,0.09228624737432903
100,64,16,8,adam,400,0.01,BC_with_evidence,32,1,0.07829631798913177,-0.17333710193634033,8.783735513687134,401,0.009364842821703412,0.11520818561095336,16,0.06893147516742835
100,64,16,8,adam,400,0.01,BC_with_evidence,32,10,0.08346650604102156,-0.3804183006286621,8.782044649124146,401,0.009364842821703412,0.11520818561095336,16,0.07410166321931815
100,64,16,8,adam,400,0.05,BC_with_evidence,0,1,0.015183909008018434,-0.3099386692047119,8.76797604560852,401,0.009364842821703412,0.11520818561095336,16,0.005819066186315022
100,64,16,8,adam,400,0.05,BC_with_evidence,0,10,0.025108597654088332,0.5565431714057922,8.767722368240356,401,0.009364842821703412,0.11520818561095336,16,0.01574375483238492
100,64,16,8,adam,400,0.05,BC_with_evidence,16,1,0.09479154390873976,0.09285271167755127,8.780043601989746,401,0.009364842821703412,0.11520818561095336,16,0.08542670108703634
100,64,16,8,adam,400,0.05,BC_with_evidence,16,10,0.12455468009416364,0.13107818365097046,8.781636714935303,401,0.009364842821703412,0.11520818561095336,16,0.11518983727246022
100,64,16,8,adam,400,0.05,BC_with_evidence,32,1,0.0777104092485745,0.17924761772155762,8.788800239562988,401,0.009364842821703412,0.11520818561095336,16,0.06834556642687109
100,64,16,8,adam,400,0.05,BC_with_evidence,32,10,0.09061656410546512,-0.0024908781051635742,8.787575483322144,401,0.009364842821703412,0.11520818561095336,16,0.08125172128376171
100,64,16,8,adam,400,0.1,BC_with_evidence,0,1,0.023845654594478047,0.7834885120391846,8.770135879516602,401,0.009364842821703412,0.11520818561095336,16,0.014480811772774636
100,64,16,8,adam,400,0.1,BC_with_evidence,0,10,0.022951248358962614,0.8285674452781677,8.778721570968628,401,0.009364842821703412,0.11520818561095336,16,0.013586405537259202
100,64,16,8,adam,400,0.1,BC_with_evidence,16,1,0.053220882670694095,-0.2153714895248413,8.791994571685791,401,0.009364842821703412,0.11520818561095336,16,0.04385603984899068
100,64,16,8,adam,400,0.1,BC_with_evidence,16,10,0.02962909731668558,0.14419198036193848,8.788265466690063,401,0.009364842821703412,0.11520818561095336,16,0.02026425449498217
100,64,16,8,adam,400,0.1,BC_with_evidence,32,1,0.02242174933088346,0.03370058536529541,8.778466701507568,401,0.009364842821703412,0.11520818561095336,16,0.013056906509180049
100,64,16,8,adam,400,0.1,BC_with_evidence,32,10,0.030066317487495726,0.10482698678970337,8.786943435668945,401,0.009364842821703412,0.11520818561095336,16,0.020701474665792315
100,64,16,8,adam,800,0.001,BC_with_evidence,0,1,0.15349162061756605,-1.2927277088165283,17.50715136528015,801,0.009364842821703412,0.11520818561095336,16,0.14412677779586264
100,64,16,8,adam,800,0.001,BC_with_evidence,0,10,0.15639637870892797,-0.7689179182052612,17.5207040309906,801,0.009364842821703412,0.11520818561095336,16,0.14703153588722456
100,64,16,8,adam,800,0.001,BC_with_evidence,16,1,0.1811346772753693,-0.4908705949783325,17.578983306884766,801,0.009364842821703412,0.11520818561095336,16,0.1717698344536659
100,64,16,8,adam,800,0.001,BC_with_evidence,16,10,0.1763630149406098,-0.5830152034759521,17.570307970046997,801,0.009364842821703412,0.11520818561095336,16,0.16699817211890639
100,64,16,8,adam,800,0.001,BC_with_evidence,32,1,0.17354961696000265,-0.3280123472213745,17.584480047225952,801,0.009364842821703412,0.11520818561095336,16,0.16418477413829924
100,64,16,8,adam,800,0.001,BC_with_evidence,32,10,0.17908834834922205,-0.38059985637664795,17.569807767868042,801,0.009364842821703412,0.11520818561095336,16,0.16972350552751864
100,64,16,8,adam,800,0.005,BC_with_evidence,0,1,0.05350762693288611,-0.30238795280456543,17.54338812828064,801,0.009364842821703412,0.11520818561095336,16,0.0441427841111827
100,64,16,8,adam,800,0.005,BC_with_evidence,0,10,0.05599085235087477,-0.7076568603515625,17.5361065864563,801,0.009364842821703412,0.11520818561095336,16,0.046626009529171356
100,64,16,8,adam,800,0.005,BC_with_evidence,16,1,0.07615193982357282,-0.29733097553253174,17.576188564300537,801,0.009364842821703412,0.11520818561095336,16,0.06678709700186941
100,64,16,8,adam,800,0.005,BC_with_evidence,16,10,0.08669189231653533,-0.07770967483520508,17.571850538253784,801,0.009364842821703412,0.11520818561095336,16,0.07732704949483192
100,64,16,8,adam,800,0.005,BC_with_evidence,32,1,0.09668114748897925,0.11329913139343262,17.55499505996704,801,0.009364842821703412,0.11520818561095336,16,0.08731630466727584
100,64,16,8,adam,800,0.005,BC_with_evidence,32,10,0.07456867872834051,-0.21066081523895264,17.563804626464844,801,0.009364842821703412,0.11520818561095336,16,0.0652038359066371
100,64,16,8,adam,800,0.01,BC_with_evidence,0,1,0.02958618070956944,-0.6428242921829224,17.535813093185425,801,0.009364842821703412,0.11520818561095336,16,0.02022133788786603
100,64,16,8,adam,800,0.01,BC_with_evidence,0,10,0.02917674144548955,-0.4235813617706299,17.538280248641968,801,0.009364842821703412,0.11520818561095336,16,0.01981189862378614
100,64,16,8,adam,800,0.01,BC_with_evidence,16,1,0.09326807857993871,-0.2517319917678833,17.574281454086304,801,0.009364842821703412,0.11520818561095336,16,0.0839032357582353
100,64,16,8,adam,800,0.01,BC_with_evidence,16,10,0.10165505397850834,-0.07738184928894043,17.574024438858032,801,0.009364842821703412,0.11520818561095336,16,0.09229021115680493
100,64,16,8,adam,800,0.01,BC_with_evidence,32,1,0.06637928057928398,-0.28774452209472656,17.56700873374939,801,0.009364842821703412,0.11520818561095336,16,0.05701443775758057
100,64,16,8,adam,800,0.01,BC_with_evidence,32,10,0.067851074403464,-0.1323261260986328,17.573357105255127,801,0.009364842821703412,0.11520818561095336,16,0.058486231581760584
100,64,16,8,adam,800,0.05,BC_with_evidence,0,1,0.015225910581548367,0.6161754131317139,17.54451608657837,801,0.009364842821703412,0.11520818561095336,16,0.005861067759844955
100,64,16,8,adam,800,0.05,BC_with_evidence,0,10,0.014591328037154584,0.7828100919723511,17.543757915496826,801,0.009364842821703412,0.11520818561095336,16,0.005226485215451172
100,64,16,8,adam,800,0.05,BC_with_evidence,16,1,0.13558869357462333,0.04453080892562866,17.589765310287476,801,0.009364842821703412,0.11520818561095336,16,0.12622385075291992
100,64,16,8,adam,800,0.05,BC_with_evidence,16,10,0.1203407084562177,0.18619304895401,17.571356773376465,801,0.009364842821703412,0.11520818561095336,16,0.11097586563451428
100,64,16,8,adam,800,0.05,BC_with_evidence,32,1,0.092541637661013,0.07696187496185303,17.5974862575531,801,0.009364842821703412,0.11520818561095336,16,0.08317679483930959
100,64,16,8,adam,800,0.05,BC_with_evidence,32,10,0.11648064009334322,-0.01907789707183838,17.582136869430542,801,0.009364842821703412,0.11520818561095336,16,0.1071157972716398
100,64,16,8,adam,800,0.1,BC_with_evidence,0,1,0.014167203512123468,0.8231885433197021,12.840168476104736,586,0.009364842821703412,0.11520818561095336,16,0.0048023606904200565
100,64,16,8,adam,800,0.1,BC_with_evidence,0,10,0.019592305356616855,0.8306074142456055,17.584800243377686,801,0.009364842821703412,0.11520818561095336,16,0.010227462534913443
100,64,16,8,adam,800,0.1,BC_with_evidence,16,1,0.015404082021231594,0.08432817459106445,17.572651624679565,801,0.009364842821703412,0.11520818561095336,16,0.006039239199528182
100,64,16,8,adam,800,0.1,BC_with_evidence,16,10,0.03617853677270695,-0.012680649757385254,17.563901901245117,801,0.009364842821703412,0.11520818561095336,16,0.02681369395100354
100,64,16,8,adam,800,0.1,BC_with_evidence,32,1,0.026819969568015464,0.11423689126968384,17.574963331222534,801,0.009364842821703412,0.11520818561095336,16,0.01745512674631205
100,64,16,8,adam,800,0.1,BC_with_evidence,32,10,0.20944390393632958,-0.1682223081588745,17.58009147644043,801,0.009364842821703412,0.11520818561095336,16,0.20007906111462617
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,0,1,0.2001842423279376,-1.0111219882965088,4.393305778503418,201,0.009364842821703412,0.11520818561095336,16,0.1908193995062342
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,0,10,0.1999115992969689,-0.931963324546814,4.3929407596588135,201,0.009364842821703412,0.11520818561095336,16,0.19054675647526548
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,16,1,0.21426650329494754,-0.7790074348449707,4.404730319976807,201,0.009364842821703412,0.11520818561095336,16,0.20490166047324412
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,16,10,0.21619627819752332,-0.7960495948791504,4.403580188751221,201,0.009364842821703412,0.11520818561095336,16,0.2068314353758199
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,32,1,0.2136578714362931,-0.6338332891464233,4.401502847671509,201,0.009364842821703412,0.11520818561095336,16,0.2042930286145897
100,64,16,8,RMSprop,200,0.001,BC_with_evidence,32,10,0.20354265072832498,-1.0328030586242676,4.403737306594849,201,0.009364842821703412,0.11520818561095336,16,0.19417780790662156
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,0,1,0.09737334024540892,-0.9470365047454834,4.396593332290649,201,0.009364842821703412,0.11520818561095336,16,0.0880084974237055
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,0,10,0.09733639216064888,-1.4286220073699951,4.397796869277954,201,0.009364842821703412,0.11520818561095336,16,0.08797154933894547
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,16,1,0.14706556786182914,0.02851349115371704,4.398098945617676,201,0.009364842821703412,0.11520818561095336,16,0.13770072504012573
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,16,10,0.147308039315214,-0.24755287170410156,4.399041414260864,201,0.009364842821703412,0.11520818561095336,16,0.13794319649351058
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,32,1,0.11412110471238114,-0.14586937427520752,4.396478176116943,201,0.009364842821703412,0.11520818561095336,16,0.10475626189067773
100,64,16,8,RMSprop,200,0.005,BC_with_evidence,32,10,0.1447682325895385,0.15460282564163208,4.392467498779297,201,0.009364842821703412,0.11520818561095336,16,0.1354033897678351
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,0,1,0.056032960273441054,-0.9815174341201782,4.386282205581665,201,0.009364842821703412,0.11520818561095336,16,0.04666811745173764
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,0,10,0.05765427304108433,-0.7732245922088623,4.385040760040283,201,0.009364842821703412,0.11520818561095336,16,0.04828943021938092
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,16,1,0.12255358420227767,-0.19997143745422363,4.392308235168457,201,0.009364842821703412,0.11520818561095336,16,0.11318874138057426
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,16,10,0.13082222656841408,-0.0006347894668579102,4.3917763233184814,201,0.009364842821703412,0.11520818561095336,16,0.12145738374671067
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,32,1,0.10343087031511322,-0.08367669582366943,4.393709421157837,201,0.009364842821703412,0.11520818561095336,16,0.09406602749340981
100,64,16,8,RMSprop,200,0.01,BC_with_evidence,32,10,0.10992237463587022,-0.056396484375,4.394356727600098,201,0.009364842821703412,0.11520818561095336,16,0.10055753181416681
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,0,1,0.030483447827515824,0.8910588622093201,4.3888304233551025,201,0.009364842821703412,0.11520818561095336,16,0.02111860500581241
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,0,10,0.028755093259995923,0.8890425562858582,4.386192321777344,201,0.009364842821703412,0.11520818561095336,16,0.01939025043829251
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,16,1,0.14234689063945855,-0.09917986392974854,4.394134283065796,201,0.009364842821703412,0.11520818561095336,16,0.13298204781775513
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,16,10,0.10373363377633626,0.19204753637313843,4.396462678909302,201,0.009364842821703412,0.11520818561095336,16,0.09436879095463285
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,32,1,0.10866925444814825,-0.11812114715576172,4.392821788787842,201,0.009364842821703412,0.11520818561095336,16,0.09930441162644484
100,64,16,8,RMSprop,200,0.05,BC_with_evidence,32,10,0.14315376620712614,0.11263459920883179,4.39160418510437,201,0.009364842821703412,0.11520818561095336,16,0.13378892338542273
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,0,1,0.008512476097521704,0.7610469460487366,4.386706113815308,201,0.009364842821703412,0.11520818561095336,16,0.0008523667241817079
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,0,10,0.011539481916963516,0.7747410535812378,4.408198833465576,201,0.009364842821703412,0.11520818561095336,16,0.0021746390952601044
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,16,1,0.014584714561418289,-0.006325364112854004,4.401565313339233,201,0.009364842821703412,0.11520818561095336,16,0.005219871739714877
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,16,10,,,4.402495384216309,201,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,32,1,,,4.40746283531189,201,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,200,0.1,BC_with_evidence,32,10,0.0223161743330789,-0.16879308223724365,4.399454832077026,201,0.009364842821703412,0.11520818561095336,16,0.012951331511375487
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,0,1,0.17238531218966405,-1.0471205711364746,8.771246194839478,401,0.009364842821703412,0.11520818561095336,16,0.16302046936796064
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,0,10,0.17354010494131883,-0.6935863494873047,8.77001142501831,401,0.009364842821703412,0.11520818561095336,16,0.16417526211961542
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,16,1,0.19626032888184514,-0.029460668563842773,8.814851999282837,401,0.009364842821703412,0.11520818561095336,16,0.18689548606014172
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,16,10,0.20017627273585686,-0.14992022514343262,8.813788652420044,401,0.009364842821703412,0.11520818561095336,16,0.19081142991415345
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,32,1,0.19419999686364434,-0.6349345445632935,8.812752962112427,401,0.009364842821703412,0.11520818561095336,16,0.18483515404194092
100,64,16,8,RMSprop,400,0.001,BC_with_evidence,32,10,0.18800631800932646,-0.5492689609527588,8.812767267227173,401,0.009364842821703412,0.11520818561095336,16,0.17864147518762305
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,0,1,0.05950703879963098,-0.9162832498550415,8.789754629135132,401,0.009364842821703412,0.11520818561095336,16,0.050142195977927566
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,0,10,0.06343032422434447,-0.32365500926971436,8.792916536331177,401,0.009364842821703412,0.11520818561095336,16,0.05406548140264106
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,16,1,0.09599981616416985,-0.05003082752227783,8.810997724533081,401,0.009364842821703412,0.11520818561095336,16,0.08663497334246643
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,16,10,0.11042198275942015,-0.10063326358795166,8.807701587677002,401,0.009364842821703412,0.11520818561095336,16,0.10105713993771674
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,32,1,0.08274935184215687,-0.2826124429702759,8.804254531860352,401,0.009364842821703412,0.11520818561095336,16,0.07338450902045346
100,64,16,8,RMSprop,400,0.005,BC_with_evidence,32,10,0.08027052158005218,-0.18692362308502197,8.809661865234375,401,0.009364842821703412,0.11520818561095336,16,0.07090567875834877
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,0,1,0.030974933409966147,0.18489974737167358,8.778377056121826,401,0.009364842821703412,0.11520818561095336,16,0.021610090588262736
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,0,10,0.029085171673025868,-0.40390098094940186,8.769436359405518,401,0.009364842821703412,0.11520818561095336,16,0.019720328851322456
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,16,1,0.10188657951940645,-0.02846217155456543,8.796415328979492,401,0.009364842821703412,0.11520818561095336,16,0.09252173669770304
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,16,10,0.09535781197367826,0.04955482482910156,8.803748369216919,401,0.009364842821703412,0.11520818561095336,16,0.08599296915197485
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,32,1,0.07664466918766732,0.10377269983291626,8.79381537437439,401,0.009364842821703412,0.11520818561095336,16,0.06727982636596391
100,64,16,8,RMSprop,400,0.01,BC_with_evidence,32,10,0.0957615542063196,0.011297345161437988,8.79760217666626,401,0.009364842821703412,0.11520818561095336,16,0.08639671138461619
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,0,1,0.02045447791605037,0.8478227853775024,8.781166553497314,401,0.009364842821703412,0.11520818561095336,16,0.011089635094346958
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,0,10,0.02181493573912055,0.8559739589691162,8.767625093460083,401,0.009364842821703412,0.11520818561095336,16,0.012450092917417138
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,16,1,0.1518414832718401,0.06948709487915039,8.805174827575684,401,0.009364842821703412,0.11520818561095336,16,0.1424766404501367
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,16,10,0.05634315234148358,0.14087152481079102,8.78757095336914,401,0.009364842821703412,0.11520818561095336,16,0.046978309519780166
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,32,1,0.1336846226512885,-0.14858806133270264,8.786269187927246,401,0.009364842821703412,0.11520818561095336,16,0.12431977982958509
100,64,16,8,RMSprop,400,0.05,BC_with_evidence,32,10,,,8.789969205856323,401,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,0,1,0.008569582566607404,0.7834765911102295,8.776696920394897,401,0.009364842821703412,0.11520818561095336,16,0.0007952602550960076
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,0,10,0.009726841973327006,0.7515777945518494,8.77116084098816,401,0.009364842821703412,0.11520818561095336,16,0.0003619991516235939
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,16,1,0.006214341346277468,0.021425366401672363,8.792612075805664,401,0.009364842821703412,0.11520818561095336,16,0.0031505014754259443
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,16,10,,,8.795698404312134,401,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,32,1,0.07223415648987266,-0.03293871879577637,8.790702104568481,401,0.009364842821703412,0.11520818561095336,16,0.06286931366816925
100,64,16,8,RMSprop,400,0.1,BC_with_evidence,32,10,,,8.791343688964844,401,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,0,1,0.12844631683809996,-0.49859511852264404,17.540560007095337,801,0.009364842821703412,0.11520818561095336,16,0.11908147401639654
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,0,10,0.12897581265822747,-0.5722324848175049,17.55412483215332,801,0.009364842821703412,0.11520818561095336,16,0.11961096983652406
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,16,1,0.16568820259475833,-0.1016225814819336,17.561951160430908,801,0.009364842821703412,0.11520818561095336,16,0.15632335977305492
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,16,10,0.14985007139918524,-0.1309295892715454,17.554181337356567,801,0.009364842821703412,0.11520818561095336,16,0.14048522857748183
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,32,1,0.14537149690230777,-0.3466905355453491,17.566330432891846,801,0.009364842821703412,0.11520818561095336,16,0.13600665408060436
100,64,16,8,RMSprop,800,0.001,BC_with_evidence,32,10,0.15638102891522013,-0.13184773921966553,17.53409242630005,801,0.009364842821703412,0.11520818561095336,16,0.14701618609351672
100,64,16,8,RMSprop,800,0.005,BC_with_evidence,0,1,0.02533471990041353,0.19793355464935303,17.512276887893677,801,0.009364842821703412,0.11520818561095336,16,0.01596987707871012
100,64,16,8,RMSprop,800,0.005,BC_with_evidence,0,10,0.02202638113383286,-0.35772812366485596,17.515872478485107,801,0.009364842821703412,0.11520818561095336,16,0.012661538312129447
100,64,16,8,RMSprop,800,0.005,BC_with_evidence,16,1,0.10386974405978827,0.07287865877151489,17.540719270706177,801,0.009364842821703412,0.11520818561095336,16,0.09450490123808486
100,64,16,8,RMSprop,800,0.005,BC_with_evidence,16,10,0.07847289592294063,-0.07888972759246826,17.537835359573364,801,0.009364842821703412,0.11520818561095336,16,0.06910805310123722
100,64,16,8,RMSprop,800,0.005,BC_with_evidence,32,1,0.09635047234358071,-0.04857444763183594,17.58589768409729,801,0.009364842821703412,0.11520818561095336,16,0.0869856295218773
100,64,16,8,RMSprop,800,0.005,BC_with_evidence,32,10,0.05545851478410116,-0.06538522243499756,17.546555042266846,801,0.009364842821703412,0.11520818561095336,16,0.04609367196239775
100,64,16,8,RMSprop,800,0.01,BC_with_evidence,0,1,0.016723716548335592,0.5927425026893616,17.48563861846924,801,0.009364842821703412,0.11520818561095336,16,0.00735887372663218
100,64,16,8,RMSprop,800,0.01,BC_with_evidence,0,10,0.018893569140160795,0.4715467095375061,17.492525577545166,801,0.009364842821703412,0.11520818561095336,16,0.009528726318457383
100,64,16,8,RMSprop,800,0.01,BC_with_evidence,16,1,0.10764677144255182,0.13348162174224854,17.538941383361816,801,0.009364842821703412,0.11520818561095336,16,0.0982819286208484
100,64,16,8,RMSprop,800,0.01,BC_with_evidence,16,10,0.09357062552635237,-0.037796735763549805,17.530444860458374,801,0.009364842821703412,0.11520818561095336,16,0.08420578270464896
100,64,16,8,RMSprop,800,0.01,BC_with_evidence,32,1,0.10656002042646776,-0.19013166427612305,17.54625940322876,801,0.009364842821703412,0.11520818561095336,16,0.09719517760476434
100,64,16,8,RMSprop,800,0.01,BC_with_evidence,32,10,0.08837842506862562,-0.05856978893280029,17.553179025650024,801,0.009364842821703412,0.11520818561095336,16,0.0790135822469222
100,64,16,8,RMSprop,800,0.05,BC_with_evidence,0,1,0.023025553182901035,0.8365156650543213,17.504534482955933,801,0.009364842821703412,0.11520818561095336,16,0.013660710361197623
100,64,16,8,RMSprop,800,0.05,BC_with_evidence,0,10,0.025148013403730202,0.9014409780502319,17.51456046104431,801,0.009364842821703412,0.11520818561095336,16,0.01578317058202679
100,64,16,8,RMSprop,800,0.05,BC_with_evidence,16,1,0.1390621409606211,0.027890145778656006,17.565098524093628,801,0.009364842821703412,0.11520818561095336,16,0.1296972981389177
100,64,16,8,RMSprop,800,0.05,BC_with_evidence,16,10,0.17383498848548953,0.06548529863357544,17.628628730773926,801,0.009364842821703412,0.11520818561095336,16,0.16447014566378612
100,64,16,8,RMSprop,800,0.05,BC_with_evidence,32,1,0.08754722362233096,-0.1118161678314209,17.565892457962036,801,0.009364842821703412,0.11520818561095336,16,0.07818238080062755
100,64,16,8,RMSprop,800,0.05,BC_with_evidence,32,10,,,17.56881093978882,801,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,800,0.1,BC_with_evidence,0,1,0.009809139209907843,0.8266503810882568,17.53787398338318,801,0.009364842821703412,0.11520818561095336,16,0.0004442963882044307
100,64,16,8,RMSprop,800,0.1,BC_with_evidence,0,10,0.006413031845143477,0.7817561626434326,17.58089327812195,801,0.009364842821703412,0.11520818561095336,16,0.0029518109765599345
100,64,16,8,RMSprop,800,0.1,BC_with_evidence,16,1,,,17.63140559196472,801,0.009364842821703412,0.11520818561095336,16,
100,64,16,8,RMSprop,800,0.1,BC_with_evidence,16,10,0.021774248807083924,0.19558507204055786,17.56883931159973,801,0.009364842821703412,0.11520818561095336,16,0.012409405985380512
100,64,16,8,RMSprop,800,0.1,BC_with_evidence,32,1,0.00048155443766613205,-0.09687364101409912,17.591150522232056,801,0.009364842821703412,0.11520818561095336,16,0.008883288384037279
