,epsilon,mu,distance_epsilon,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches,sampler,msm_loss
54,0.002,0.08,0.008,0.84,7.696715354919434,0.01,0.9199999999999999,100,100,4,2,100,random,all_moments
55,0.0021000000000000003,0.72,0.0079,0.19999999999999996,19.699217796325684,0.01,0.9199999999999999,100,100,4,2,200,random,all_moments
56,0.010400000000000001,0.25,0.00040000000000000105,0.6699999999999999,4.953116416931152,0.01,0.9199999999999999,100,100,4,4,25,random,all_moments
57,0.0137,0.98,0.0037,0.06000000000000005,8.251792192459106,0.01,0.9199999999999999,100,100,4,4,50,random,all_moments
58,0.0025,0.2,0.0075,0.72,16.792115926742554,0.01,0.9199999999999999,100,100,4,4,100,random,all_moments
59,0.0044,0.06,0.0056,0.8599999999999999,37.12506937980652,0.01,0.9199999999999999,100,100,4,4,200,random,all_moments
60,0.0071,0.62,0.0029,0.29999999999999993,8.038981199264526,0.01,0.9199999999999999,100,100,4,8,25,random,all_moments
61,0.0059,0.99,0.0041,0.07000000000000006,16.271465063095093,0.01,0.9199999999999999,100,100,4,8,50,random,all_moments
62,0.0001,0.71,0.0099,0.20999999999999996,32.54066467285156,0.01,0.9199999999999999,100,100,4,8,100,random,all_moments
63,0.0005,0.8300000000000001,0.0095,0.08999999999999986,63.62315607070923,0.01,0.9199999999999999,100,100,4,8,200,random,all_moments
64,0.009000000000000001,0.46,0.0009999999999999992,0.4599999999999999,1.233565092086792,0.01,0.9199999999999999,100,100,4,1,25,random,4_moments
65,0.0354,0.0,0.0254,0.9199999999999999,2.5775563716888428,0.01,0.9199999999999999,100,100,4,1,50,random,4_moments
66,0.0029000000000000002,0.77,0.0071,0.1499999999999999,4.973913908004761,0.01,0.9199999999999999,100,100,4,1,100,random,4_moments
67,0.009300000000000001,0.41000000000000003,0.0006999999999999992,0.5099999999999999,8.945839881896973,0.01,0.9199999999999999,100,100,4,1,200,random,4_moments
68,0.009600000000000001,0.36,0.0003999999999999993,0.5599999999999999,2.1412675380706787,0.01,0.9199999999999999,100,100,4,2,25,random,4_moments
69,0.0073,0.12,0.0027,0.7999999999999999,5.81625509262085,0.01,0.9199999999999999,100,100,4,2,50,random,4_moments
70,0.0098,0.74,0.00020000000000000052,0.17999999999999994,7.659289360046387,0.01,0.9199999999999999,100,100,4,2,100,random,4_moments
71,0.0011,0.58,0.0089,0.33999999999999997,18.099867820739746,0.01,0.9199999999999999,100,100,4,2,200,random,4_moments
72,0.0013000000000000002,0.08,0.0087,0.84,4.387479543685913,0.01,0.9199999999999999,100,100,4,4,25,random,4_moments
73,0.0161,0.36,0.0060999999999999995,0.5599999999999999,7.9701642990112305,0.01,0.9199999999999999,100,100,4,4,50,random,4_moments
74,0.0046,0.8,0.0054,0.11999999999999988,16.961965084075928,0.01,0.9199999999999999,100,100,4,4,100,random,4_moments
75,0.0012000000000000001,0.26,0.0088,0.6599999999999999,33.277097940444946,0.01,0.9199999999999999,100,100,4,4,200,random,4_moments
76,0.0135,0.8,0.0034999999999999996,0.11999999999999988,8.292757749557495,0.01,0.9199999999999999,100,100,4,8,25,random,4_moments
77,0.0011,0.72,0.0089,0.19999999999999996,17.010995149612427,0.01,0.9199999999999999,100,100,4,8,50,random,4_moments
78,0.0058000000000000005,0.06,0.0042,0.8599999999999999,34.61071467399597,0.01,0.9199999999999999,100,100,4,8,100,random,4_moments
79,0.0,0.5,0.01,0.41999999999999993,67.94087672233582,0.01,0.9199999999999999,100,100,4,8,200,random,4_moments
80,0.0173,0.9500000000000001,0.007299999999999999,0.030000000000000138,1.3011510372161865,0.01,0.9199999999999999,100,100,4,1,25,random,9_moments
81,0.0322,0.74,0.022199999999999998,0.17999999999999994,2.1943037509918213,0.01,0.9199999999999999,100,100,4,1,50,random,9_moments
82,0.01,0.98,0.0,0.06000000000000005,3.745220422744751,0.01,0.9199999999999999,100,100,4,1,100,random,9_moments
83,0.0057,0.04,0.0043,0.8799999999999999,7.733421087265015,0.01,0.9199999999999999,100,100,4,1,200,random,9_moments
84,0.0297,0.22,0.019700000000000002,0.7,2.2351880073547363,0.01,0.9199999999999999,100,100,4,2,25,random,9_moments
85,0.0112,0.42,0.0011999999999999997,0.49999999999999994,4.517136573791504,0.01,0.9199999999999999,100,100,4,2,50,random,9_moments
86,0.0068000000000000005,0.27,0.0031999999999999997,0.6499999999999999,9.186111211776733,0.01,0.9199999999999999,100,100,4,2,100,random,9_moments
87,0.0054,0.04,0.0046,0.8799999999999999,19.296672344207764,0.01,0.9199999999999999,100,100,4,2,200,random,9_moments
88,0.0079,0.09,0.0020999999999999994,0.83,4.501971244812012,0.01,0.9199999999999999,100,100,4,4,25,random,9_moments
89,0.0015,0.58,0.0085,0.33999999999999997,8.6533522605896,0.01,0.9199999999999999,100,100,4,4,50,random,9_moments
90,0.0024000000000000002,0.67,0.0076,0.2499999999999999,17.386606454849243,0.01,0.9199999999999999,100,100,4,4,100,random,9_moments
91,0.0033,0.49,0.0067,0.42999999999999994,35.965794801712036,0.01,0.9199999999999999,100,100,4,4,200,random,9_moments
92,0.0031000000000000003,0.6,0.0069,0.31999999999999995,8.33004379272461,0.01,0.9199999999999999,100,100,4,8,25,random,9_moments
93,0.0008,0.01,0.0092,0.9099999999999999,16.482296466827393,0.01,0.9199999999999999,100,100,4,8,50,random,9_moments
94,0.0053,0.52,0.0047,0.3999999999999999,33.756479263305664,0.01,0.9199999999999999,100,100,4,8,100,random,9_moments
95,0.0023,0.78,0.0077,0.1399999999999999,65.77792263031006,0.01,0.9199999999999999,100,100,4,8,200,random,9_moments
96,0.2258,0.32,0.01579999999999998,0.28,0.5665829181671143,0.21000000000000002,0.04,50,400,4,1,25,halton,all_moments
97,0.20770000000000002,0.16,0.0022999999999999965,0.12,1.876906156539917,0.21000000000000002,0.04,50,400,4,1,50,halton,all_moments
98,0.1957,0.93,0.014300000000000007,0.89,3.305734157562256,0.21000000000000002,0.04,50,400,4,1,100,halton,all_moments
99,0.21130000000000002,0.52,0.0012999999999999956,0.48000000000000004,5.425128221511841,0.21000000000000002,0.04,50,400,4,1,200,halton,all_moments
100,0.2039,0.35000000000000003,0.006100000000000022,0.31000000000000005,1.0098440647125244,0.21000000000000002,0.04,50,400,4,2,25,halton,all_moments
101,0.22940000000000002,0.22,0.0194,0.18,2.8660547733306885,0.21000000000000002,0.04,50,400,4,2,50,halton,all_moments
102,0.189,0.37,0.02100000000000002,0.33,5.778519630432129,0.21000000000000002,0.04,50,400,4,2,100,halton,all_moments
103,0.1918,0.44,0.01820000000000002,0.4,9.015779972076416,0.21000000000000002,0.04,50,400,4,2,200,halton,all_moments
104,0.18780000000000002,1.0,0.022199999999999998,0.96,1.9771010875701904,0.21000000000000002,0.04,50,400,4,4,25,halton,all_moments
105,0.19770000000000001,0.4,0.012300000000000005,0.36000000000000004,4.845481634140015,0.21000000000000002,0.04,50,400,4,4,50,halton,all_moments
106,0.2155,0.05,0.005499999999999977,0.010000000000000002,10.285751819610596,0.21000000000000002,0.04,50,400,4,4,100,halton,all_moments
107,0.20450000000000002,0.2,0.005500000000000005,0.16,19.637649059295654,0.21000000000000002,0.04,50,400,4,4,200,halton,all_moments
108,0.2248,0.73,0.01479999999999998,0.69,4.094149351119995,0.21000000000000002,0.04,50,400,4,8,25,halton,all_moments
109,0.229,0.73,0.01899999999999999,0.69,8.023282289505005,0.21000000000000002,0.04,50,400,4,8,50,halton,all_moments
110,0.20040000000000002,0.08,0.009599999999999997,0.04,19.30932855606079,0.21000000000000002,0.04,50,400,4,8,100,halton,all_moments
111,0.1956,0.04,0.014400000000000024,0.0,35.02429533004761,0.21000000000000002,0.04,50,400,4,8,200,halton,all_moments
112,0.20800000000000002,0.58,0.0020000000000000018,0.5399999999999999,0.6512644290924072,0.21000000000000002,0.04,50,400,4,1,25,halton,4_moments
113,0.1705,0.07,0.03950000000000001,0.030000000000000006,1.5159885883331299,0.21000000000000002,0.04,50,400,4,1,50,halton,4_moments
114,0.262,0.37,0.05199999999999999,0.33,3.1475107669830322,0.21000000000000002,0.04,50,400,4,1,100,halton,4_moments
115,0.24780000000000002,0.49,0.0378,0.45,6.779831886291504,0.21000000000000002,0.04,50,400,4,1,200,halton,4_moments
116,0.2087,0.23,0.0013000000000000234,0.19,1.4693713188171387,0.21000000000000002,0.04,50,400,4,2,25,halton,4_moments
117,0.23650000000000002,0.86,0.026499999999999996,0.82,3.2176899909973145,0.21000000000000002,0.04,50,400,4,2,50,halton,4_moments
118,0.24630000000000002,0.4,0.0363,0.36000000000000004,5.425955772399902,0.21000000000000002,0.04,50,400,4,2,100,halton,4_moments
119,0.2293,0.5,0.019299999999999984,0.46,11.092987298965454,0.21000000000000002,0.04,50,400,4,2,200,halton,4_moments
120,0.2131,0.9400000000000001,0.0030999999999999917,0.9,2.4862959384918213,0.21000000000000002,0.04,50,400,4,4,25,halton,4_moments
121,0.1908,0.25,0.019200000000000023,0.21,5.97083854675293,0.21000000000000002,0.04,50,400,4,4,50,halton,4_moments
122,0.2349,0.14,0.024899999999999978,0.1,8.60043215751648,0.21000000000000002,0.04,50,400,4,4,100,halton,4_moments
123,0.2311,0.22,0.02109999999999998,0.18,19.400564908981323,0.21000000000000002,0.04,50,400,4,4,200,halton,4_moments
124,0.2013,0.8,0.008700000000000013,0.76,5.444928407669067,0.21000000000000002,0.04,50,400,4,8,25,halton,4_moments
125,0.20020000000000002,0.32,0.009800000000000003,0.28,9.48620319366455,0.21000000000000002,0.04,50,400,4,8,50,halton,4_moments
126,0.2363,0.36,0.02629999999999999,0.32,19.44912838935852,0.21000000000000002,0.04,50,400,4,8,100,halton,4_moments
127,0.20650000000000002,0.77,0.003500000000000003,0.73,34.28658890724182,0.21000000000000002,0.04,50,400,4,8,200,halton,4_moments
128,0.153,0.16,0.05700000000000002,0.12,0.49518823623657227,0.21000000000000002,0.04,50,400,4,1,25,halton,9_moments
129,0.198,0.86,0.01200000000000001,0.82,0.9715454578399658,0.21000000000000002,0.04,50,400,4,1,50,halton,9_moments
130,0.2451,0.66,0.03509999999999999,0.62,2.452151298522949,0.21000000000000002,0.04,50,400,4,1,100,halton,9_moments
131,0.2257,0.24,0.015699999999999992,0.19999999999999998,5.337245464324951,0.21000000000000002,0.04,50,400,4,1,200,halton,9_moments
132,0.20980000000000001,0.06,0.00020000000000000573,0.019999999999999997,1.1129255294799805,0.21000000000000002,0.04,50,400,4,2,25,halton,9_moments
133,0.2144,0.85,0.004399999999999987,0.8099999999999999,2.1935789585113525,0.21000000000000002,0.04,50,400,4,2,50,halton,9_moments
134,0.2151,0.41000000000000003,0.005099999999999993,0.37000000000000005,4.850005388259888,0.21000000000000002,0.04,50,400,4,2,100,halton,9_moments
135,0.2114,0.43,0.0013999999999999846,0.39,10.499723672866821,0.21000000000000002,0.04,50,400,4,2,200,halton,9_moments
136,0.1751,0.24,0.034900000000000014,0.19999999999999998,2.4568421840667725,0.21000000000000002,0.04,50,400,4,4,25,halton,9_moments
137,0.19340000000000002,0.99,0.016600000000000004,0.95,5.624616622924805,0.21000000000000002,0.04,50,400,4,4,50,halton,9_moments
138,0.22490000000000002,0.0,0.014899999999999997,0.04,9.647418737411499,0.21000000000000002,0.04,50,400,4,4,100,halton,9_moments
139,0.1937,0.4,0.01630000000000001,0.36000000000000004,19.600903272628784,0.21000000000000002,0.04,50,400,4,4,200,halton,9_moments
140,0.2006,0.58,0.00940000000000002,0.5399999999999999,3.971698760986328,0.21000000000000002,0.04,50,400,4,8,25,halton,9_moments
141,0.1698,0.8,0.040200000000000014,0.76,9.649312257766724,0.21000000000000002,0.04,50,400,4,8,50,halton,9_moments
142,0.2,0.6900000000000001,0.010000000000000009,0.65,19.657500743865967,0.21000000000000002,0.04,50,400,4,8,100,halton,9_moments
143,0.215,0.09,0.004999999999999977,0.049999999999999996,40.76570272445679,0.21000000000000002,0.04,50,400,4,8,200,halton,9_moments
144,0.20670000000000002,0.07,0.0032999999999999974,0.030000000000000006,0.8661279678344727,0.21000000000000002,0.04,50,400,4,1,25,random,all_moments
145,0.2109,0.52,0.0008999999999999841,0.48000000000000004,1.5445022583007812,0.21000000000000002,0.04,50,400,4,1,50,random,all_moments
146,0.2155,0.85,0.005499999999999977,0.8099999999999999,3.16525936126709,0.21000000000000002,0.04,50,400,4,1,100,random,all_moments
147,0.2087,0.17,0.0013000000000000234,0.13,5.5370612144470215,0.21000000000000002,0.04,50,400,4,1,200,random,all_moments
148,0.17020000000000002,0.48,0.0398,0.44,1.583648443222046,0.21000000000000002,0.04,50,400,4,2,25,random,all_moments
149,0.1817,0.18,0.02830000000000002,0.13999999999999999,2.67238450050354,0.21000000000000002,0.04,50,400,4,2,50,random,all_moments
150,0.2175,0.19,0.007499999999999979,0.15,6.078140497207642,0.21000000000000002,0.04,50,400,4,2,100,random,all_moments
151,0.1962,0.32,0.013800000000000007,0.28,10.724461793899536,0.21000000000000002,0.04,50,400,4,2,200,random,all_moments
152,0.20270000000000002,0.34,0.007300000000000001,0.30000000000000004,2.766237497329712,0.21000000000000002,0.04,50,400,4,4,25,random,all_moments
153,0.1706,0.07,0.03940000000000002,0.030000000000000006,4.323328495025635,0.21000000000000002,0.04,50,400,4,4,50,random,all_moments
154,0.1875,0.02,0.02250000000000002,0.02,8.494998216629028,0.21000000000000002,0.04,50,400,4,4,100,random,all_moments
155,0.22820000000000001,0.27,0.018199999999999994,0.23,17.957189321517944,0.21000000000000002,0.04,50,400,4,4,200,random,all_moments
156,0.1947,0.6900000000000001,0.015300000000000008,0.65,5.03276801109314,0.21000000000000002,0.04,50,400,4,8,25,random,all_moments
157,0.2019,0.14,0.008100000000000024,0.1,9.27238941192627,0.21000000000000002,0.04,50,400,4,8,50,random,all_moments
158,0.17500000000000002,0.5700000000000001,0.035,0.53,19.282278776168823,0.21000000000000002,0.04,50,400,4,8,100,random,all_moments
159,0.2141,0.06,0.0040999999999999925,0.019999999999999997,37.310322761535645,0.21000000000000002,0.04,50,400,4,8,200,random,all_moments
160,0.18760000000000002,0.19,0.022400000000000003,0.15,0.6630434989929199,0.21000000000000002,0.04,50,400,4,1,25,random,4_moments
161,0.185,0.01,0.025000000000000022,0.03,1.4686176776885986,0.21000000000000002,0.04,50,400,4,1,50,random,4_moments
162,0.2389,0.43,0.02889999999999998,0.39,2.447192668914795,0.21000000000000002,0.04,50,400,4,1,100,random,4_moments
163,0.2177,0.67,0.007699999999999985,0.63,5.8818559646606445,0.21000000000000002,0.04,50,400,4,1,200,random,4_moments
164,0.24150000000000002,0.21,0.0315,0.16999999999999998,0.899179220199585,0.21000000000000002,0.04,50,400,4,2,25,random,4_moments
165,0.1829,0.24,0.027100000000000013,0.19999999999999998,2.405763626098633,0.21000000000000002,0.04,50,400,4,2,50,random,4_moments
166,0.2082,0.63,0.0018000000000000238,0.59,5.038119316101074,0.21000000000000002,0.04,50,400,4,2,100,random,4_moments
167,0.16670000000000001,0.55,0.043300000000000005,0.51,10.875683069229126,0.21000000000000002,0.04,50,400,4,2,200,random,4_moments
168,0.1865,0.61,0.02350000000000002,0.57,3.032336711883545,0.21000000000000002,0.04,50,400,4,4,25,random,4_moments
169,0.20800000000000002,0.72,0.0020000000000000018,0.6799999999999999,5.6347129344940186,0.21000000000000002,0.04,50,400,4,4,50,random,4_moments
170,0.22820000000000001,0.89,0.018199999999999994,0.85,9.041826248168945,0.21000000000000002,0.04,50,400,4,4,100,random,4_moments
171,0.216,0.88,0.005999999999999978,0.84,20.637746334075928,0.21000000000000002,0.04,50,400,4,4,200,random,4_moments
172,0.1893,0.9400000000000001,0.020700000000000024,0.9,4.7414937019348145,0.21000000000000002,0.04,50,400,4,8,25,random,4_moments
173,0.20040000000000002,0.36,0.009599999999999997,0.32,8.952918767929077,0.21000000000000002,0.04,50,400,4,8,50,random,4_moments
174,0.1865,0.97,0.02350000000000002,0.9299999999999999,18.294798374176025,0.21000000000000002,0.04,50,400,4,8,100,random,4_moments
175,0.2288,0.86,0.018799999999999983,0.82,37.8325982093811,0.21000000000000002,0.04,50,400,4,8,200,random,4_moments
176,0.20550000000000002,0.79,0.004500000000000004,0.75,0.5485494136810303,0.21000000000000002,0.04,50,400,4,1,25,random,9_moments
177,0.1872,0.74,0.022800000000000015,0.7,1.2168912887573242,0.21000000000000002,0.04,50,400,4,1,50,random,9_moments
178,0.20170000000000002,0.47000000000000003,0.008300000000000002,0.43000000000000005,2.664228916168213,0.21000000000000002,0.04,50,400,4,1,100,random,9_moments
179,0.2101,0.7000000000000001,9.999999999998899e-05,0.66,5.614648103713989,0.21000000000000002,0.04,50,400,4,1,200,random,9_moments
180,0.23950000000000002,0.98,0.0295,0.94,0.8792812824249268,0.21000000000000002,0.04,50,400,4,2,25,random,9_moments
181,0.22210000000000002,0.35000000000000003,0.0121,0.31000000000000005,2.7061872482299805,0.21000000000000002,0.04,50,400,4,2,50,random,9_moments
182,0.2162,0.24,0.006199999999999983,0.19999999999999998,4.40135645866394,0.21000000000000002,0.04,50,400,4,2,100,random,9_moments
183,0.2129,0.88,0.002899999999999986,0.84,10.918001890182495,0.21000000000000002,0.04,50,400,4,2,200,random,9_moments
184,0.16090000000000002,0.55,0.049100000000000005,0.51,2.5750794410705566,0.21000000000000002,0.04,50,400,4,4,25,random,9_moments
185,0.1862,0.23,0.023800000000000016,0.19,4.248637676239014,0.21000000000000002,0.04,50,400,4,4,50,random,9_moments
186,0.2218,0.52,0.011799999999999977,0.48000000000000004,7.26399564743042,0.21000000000000002,0.04,50,400,4,4,100,random,9_moments
187,0.20750000000000002,0.34,0.0025000000000000022,0.30000000000000004,13.196792840957642,0.21000000000000002,0.04,50,400,4,4,200,random,9_moments
188,0.2015,0.32,0.008500000000000008,0.28,3.690918445587158,0.21000000000000002,0.04,50,400,4,8,25,random,9_moments
189,0.1932,0.55,0.01680000000000001,0.51,5.967641353607178,0.21000000000000002,0.04,50,400,4,8,50,random,9_moments
190,0.19490000000000002,0.48,0.015100000000000002,0.44,13.756325006484985,0.21000000000000002,0.04,50,400,4,8,100,random,9_moments
191,0.1948,0.88,0.015200000000000019,0.84,24.727856874465942,0.21000000000000002,0.04,50,400,4,8,200,random,9_moments
192,0.06670000000000001,0.91,0.023299999999999987,0.6300000000000001,1.2434141635894775,0.09,0.27999999999999997,200,50,32,1,25,halton,all_moments
193,0.11670000000000001,0.07,0.026700000000000015,0.20999999999999996,2.4727702140808105,0.09,0.27999999999999997,200,50,32,1,50,halton,all_moments
194,0.0867,0.09,0.0032999999999999974,0.18999999999999997,5.262304782867432,0.09,0.27999999999999997,200,50,32,1,100,halton,all_moments
195,0.09870000000000001,0.36,0.008700000000000013,0.08000000000000002,10.228620290756226,0.09,0.27999999999999997,200,50,32,1,200,halton,all_moments
196,0.077,0.35000000000000003,0.012999999999999998,0.07000000000000006,2.325746536254883,0.09,0.27999999999999997,200,50,32,2,25,halton,all_moments
197,0.11460000000000001,0.12,0.02460000000000001,0.15999999999999998,4.966902732849121,0.09,0.27999999999999997,200,50,32,2,50,halton,all_moments
198,0.1008,0.6,0.010800000000000004,0.32,9.807418584823608,0.09,0.27999999999999997,200,50,32,2,100,halton,all_moments
199,0.09860000000000001,0.31,0.00860000000000001,0.030000000000000027,19.511884927749634,0.09,0.27999999999999997,200,50,32,2,200,halton,all_moments
200,0.0956,0.33,0.005600000000000008,0.050000000000000044,4.891831398010254,0.09,0.27999999999999997,200,50,32,4,25,halton,all_moments
201,0.0829,0.58,0.007099999999999995,0.3,9.83490514755249,0.09,0.27999999999999997,200,50,32,4,50,halton,all_moments
202,0.10790000000000001,0.6900000000000001,0.017900000000000013,0.4100000000000001,20.33142924308777,0.09,0.27999999999999997,200,50,32,4,100,halton,all_moments
203,0.09240000000000001,0.87,0.0024000000000000132,0.5900000000000001,40.348044872283936,0.09,0.27999999999999997,200,50,32,4,200,halton,all_moments
204,0.10490000000000001,0.68,0.01490000000000001,0.4000000000000001,9.920312881469727,0.09,0.27999999999999997,200,50,32,8,25,halton,all_moments
205,0.10590000000000001,0.33,0.01590000000000001,0.050000000000000044,19.60847759246826,0.09,0.27999999999999997,200,50,32,8,50,halton,all_moments
206,0.11230000000000001,0.08,0.022300000000000014,0.19999999999999996,38.886189699172974,0.09,0.27999999999999997,200,50,32,8,100,halton,all_moments
207,0.0989,0.1,0.008900000000000005,0.17999999999999997,77.81763625144958,0.09,0.27999999999999997,200,50,32,8,200,halton,all_moments
