,epsilon,mu,epsilon_sim,mu_sim,distance_epsilon,distance_mu,time_sim,loss_name,sampler
0,0.1905080620311071,0.7498583107261434,0.163,0.5700000000000001,0.02750806203110709,0.17985831072614333,9.987457990646362,4_moments,halton
1,0.1905080620311071,0.7498583107261434,0.1374,0.88,0.0531080620311071,0.1301416892738566,8.495792865753174,9_moments,halton
2,0.1905080620311071,0.7498583107261434,0.1671,0.6900000000000001,0.023408062031107096,0.05985831072614334,8.579188346862793,all_moments,halton
3,0.1905080620311071,0.7498583107261434,0.1661,0.58,0.024408062031107097,0.16985831072614344,8.04778528213501,4_moments,random
4,0.1905080620311071,0.7498583107261434,0.1408,0.89,0.049708062031107086,0.14014168927385662,8.278302669525146,9_moments,random
5,0.1905080620311071,0.7498583107261434,0.15860000000000002,0.58,0.031908062031107076,0.16985831072614344,8.158566951751709,all_moments,random
6,0.1905080620311071,0.7498583107261434,0.1555,0.22,0.035008062031107096,0.5298583107261434,9.194145202636719,4_moments,halton
7,0.1905080620311071,0.7498583107261434,0.13540000000000002,0.84,0.055108062031107075,0.09014168927385657,10.039609432220459,9_moments,halton
8,0.1905080620311071,0.7498583107261434,0.163,0.64,0.02750806203110709,0.10985831072614338,8.494268655776978,all_moments,halton
9,0.1905080620311071,0.7498583107261434,0.16720000000000002,0.72,0.02330806203110708,0.029858310726143422,9.128507375717163,4_moments,random
10,0.1905080620311071,0.7498583107261434,0.1384,0.93,0.0521080620311071,0.18014168927385665,8.345927000045776,9_moments,random
11,0.1905080620311071,0.7498583107261434,0.1704,0.71,0.0201080620311071,0.03985831072614343,8.696342706680298,all_moments,random
12,0.1905080620311071,0.7498583107261434,0.1539,0.7000000000000001,0.036608062031107086,0.04985831072614333,8.392794609069824,4_moments,halton
13,0.1905080620311071,0.7498583107261434,0.13720000000000002,0.75,0.05330806203110708,0.00014168927385660446,8.432355642318726,9_moments,halton
14,0.1905080620311071,0.7498583107261434,0.1637,0.68,0.026808062031107083,0.06985831072614335,8.811395406723022,all_moments,halton
15,0.1905080620311071,0.7498583107261434,0.1617,0.01,0.028808062031107085,0.7398583107261434,10.299010992050171,4_moments,random
16,0.1905080620311071,0.7498583107261434,0.13340000000000002,0.86,0.057108062031107076,0.11014168927385659,8.158324241638184,9_moments,random
17,0.1905080620311071,0.7498583107261434,0.1578,0.5700000000000001,0.0327080620311071,0.17985831072614333,8.105636596679688,all_moments,random
18,0.1905080620311071,0.7498583107261434,0.18760000000000002,0.97,0.002908062031107078,0.22014168927385658,8.625332593917847,4_moments,halton
19,0.1905080620311071,0.7498583107261434,0.1527,0.54,0.03780806203110709,0.20985831072614336,8.279571771621704,9_moments,halton
20,0.1905080620311071,0.7498583107261434,0.1467,0.51,0.0438080620311071,0.2398583107261434,8.86414122581482,all_moments,halton
21,0.1905080620311071,0.7498583107261434,0.1678,0.67,0.02270806203110709,0.07985831072614336,8.428401947021484,4_moments,random
22,0.1905080620311071,0.7498583107261434,0.1345,0.8200000000000001,0.056008062031107086,0.07014168927385667,8.08259892463684,9_moments,random
23,0.1905080620311071,0.7498583107261434,0.1511,0.58,0.03940806203110708,0.16985831072614344,8.381325960159302,all_moments,random
24,0.1905080620311071,0.7498583107261434,0.1621,0.63,0.0284080620311071,0.11985831072614339,8.60787034034729,4_moments,halton
25,0.1905080620311071,0.7498583107261434,0.1378,0.9400000000000001,0.05270806203110709,0.19014168927385666,8.029646396636963,9_moments,halton
26,0.1905080620311071,0.7498583107261434,0.1622,0.79,0.028308062031107084,0.04014168927385664,8.562920808792114,all_moments,halton
27,0.1905080620311071,0.7498583107261434,0.16040000000000001,0.8200000000000001,0.03010806203110708,0.07014168927385667,8.694905519485474,4_moments,random
28,0.1905080620311071,0.7498583107261434,0.15430000000000002,0.58,0.036208062031107074,0.16985831072614344,8.907373905181885,9_moments,random
29,0.1905080620311071,0.7498583107261434,0.14650000000000002,0.6,0.044008062031107076,0.14985831072614342,8.226047992706299,all_moments,random
30,0.1905080620311071,0.7498583107261434,0.16440000000000002,0.04,0.026108062031107077,0.7098583107261434,8.3914635181427,4_moments,halton
31,0.1905080620311071,0.7498583107261434,0.1564,0.56,0.034108062031107084,0.18985831072614334,8.697333097457886,9_moments,halton
32,0.1905080620311071,0.7498583107261434,0.1557,0.68,0.03480806203110709,0.06985831072614335,8.43590497970581,all_moments,halton
33,0.1905080620311071,0.7498583107261434,0.16640000000000002,0.59,0.024108062031107075,0.15985831072614343,8.288608312606812,4_moments,random
34,0.1905080620311071,0.7498583107261434,0.1394,0.72,0.0511080620311071,0.029858310726143422,8.24242115020752,9_moments,random
35,0.1905080620311071,0.7498583107261434,0.1419,0.58,0.0486080620311071,0.16985831072614344,8.426533460617065,all_moments,random
36,0.1905080620311071,0.7498583107261434,0.16570000000000001,0.8,0.02480806203110708,0.05014168927385665,7.842398643493652,4_moments,halton
37,0.1905080620311071,0.7498583107261434,0.133,0.89,0.05750806203110709,0.14014168927385662,8.57833743095398,9_moments,halton
38,0.1905080620311071,0.7498583107261434,0.159,0.73,0.03150806203110709,0.019858310726143413,8.837977409362793,all_moments,halton
39,0.1905080620311071,0.7498583107261434,0.1714,0.73,0.019108062031107098,0.019858310726143413,8.358736515045166,4_moments,random
40,0.1905080620311071,0.7498583107261434,0.12710000000000002,0.65,0.06340806203110708,0.09985831072614337,9.605539083480835,9_moments,random
41,0.1905080620311071,0.7498583107261434,0.1615,0.65,0.02900806203110709,0.09985831072614337,9.121057510375977,all_moments,random
42,0.1905080620311071,0.7498583107261434,0.1622,0.01,0.028308062031107084,0.7398583107261434,8.211039543151855,4_moments,halton
43,0.1905080620311071,0.7498583107261434,0.134,0.85,0.05650806203110709,0.10014168927385658,8.460254192352295,9_moments,halton
44,0.1905080620311071,0.7498583107261434,0.16390000000000002,0.67,0.026608062031107077,0.07985831072614336,8.386699438095093,all_moments,halton
45,0.1905080620311071,0.7498583107261434,0.16140000000000002,0.58,0.02910806203110708,0.16985831072614344,8.547044038772583,4_moments,random
46,0.1905080620311071,0.7498583107261434,0.1317,0.78,0.05880806203110708,0.03014168927385663,8.56690764427185,9_moments,random
47,0.1905080620311071,0.7498583107261434,0.1558,0.65,0.0347080620311071,0.09985831072614337,8.282716274261475,all_moments,random
48,0.1905080620311071,0.7498583107261434,0.1554,0.75,0.035108062031107085,0.00014168927385660446,9.236227035522461,4_moments,halton
49,0.1905080620311071,0.7498583107261434,0.1507,0.56,0.039808062031107094,0.18985831072614334,8.556969404220581,9_moments,halton
50,0.1905080620311071,0.7498583107261434,0.1615,0.7000000000000001,0.02900806203110709,0.04985831072614333,8.378664016723633,all_moments,halton
51,0.1905080620311071,0.7498583107261434,0.1658,0.73,0.024708062031107092,0.019858310726143413,8.119601726531982,4_moments,random
52,0.1905080620311071,0.7498583107261434,0.1569,0.56,0.03360806203110708,0.18985831072614334,8.457313299179077,9_moments,random
53,0.1905080620311071,0.7498583107261434,0.168,0.64,0.022508062031107084,0.10985831072614338,8.520049571990967,all_moments,random
54,0.1905080620311071,0.7498583107261434,0.1622,0.44,0.028308062031107084,0.3098583107261434,10.10065484046936,4_moments,halton
55,0.1905080620311071,0.7498583107261434,0.14730000000000001,0.54,0.04320806203110708,0.20985831072614336,8.43643856048584,9_moments,halton
56,0.1905080620311071,0.7498583107261434,0.1579,0.62,0.03260806203110708,0.1298583107261434,9.748177528381348,all_moments,halton
57,0.1905080620311071,0.7498583107261434,0.16490000000000002,0.8,0.025608062031107076,0.05014168927385665,10.65784764289856,4_moments,random
58,0.1905080620311071,0.7498583107261434,0.1526,0.72,0.03790806203110708,0.029858310726143422,10.171454191207886,9_moments,random
59,0.1905080620311071,0.7498583107261434,0.171,0.7000000000000001,0.019508062031107082,0.04985831072614333,8.258867502212524,all_moments,random
60,0.1905080620311071,0.7498583107261434,0.1642,0.74,0.026308062031107082,0.009858310726143404,8.738698482513428,4_moments,halton
61,0.1905080620311071,0.7498583107261434,0.14020000000000002,0.85,0.050308062031107076,0.10014168927385658,8.341509103775024,9_moments,halton
62,0.1905080620311071,0.7498583107261434,0.1597,0.72,0.030808062031107086,0.029858310726143422,8.495742082595825,all_moments,halton
63,0.1905080620311071,0.7498583107261434,0.1689,0.73,0.0216080620311071,0.019858310726143413,8.79918384552002,4_moments,random
64,0.1905080620311071,0.7498583107261434,0.1411,0.88,0.04940806203110709,0.1301416892738566,8.86836290359497,9_moments,random
65,0.1905080620311071,0.7498583107261434,0.14730000000000001,0.56,0.04320806203110708,0.18985831072614334,9.308820962905884,all_moments,random
66,0.1905080620311071,0.7498583107261434,0.1701,0.63,0.020408062031107094,0.11985831072614339,8.884865999221802,4_moments,halton
67,0.1905080620311071,0.7498583107261434,0.1363,0.8,0.05420806203110709,0.05014168927385665,9.358362913131714,9_moments,halton
68,0.1905080620311071,0.7498583107261434,0.1688,0.75,0.02170806203110709,0.00014168927385660446,8.663024425506592,all_moments,halton
69,0.1905080620311071,0.7498583107261434,0.1757,0.98,0.0148080620311071,0.2301416892738566,8.304107904434204,4_moments,random
70,0.1905080620311071,0.7498583107261434,0.1515,0.53,0.0390080620311071,0.21985831072614337,8.45267128944397,9_moments,random
71,0.1905080620311071,0.7498583107261434,0.16060000000000002,0.74,0.029908062031107074,0.009858310726143404,9.377608299255371,all_moments,random
