,epsilon,real_epsilon,time,sum_ab,calibration_batches,ensemble_size,mu,T,edge_per_t,evidences_per_t,distance_epsilon
288,0.2089,0.25,3.275718927383423,10.0,25,1,0.45,200,2,4,0.0411
289,0.23920000000000002,0.05,7.823811054229736,0.01,25,2,0.65,200,16,1,0.18920000000000003
290,0.3373,0.25,13.146976232528687,1.0,25,4,0.15,200,4,4,0.08729999999999999
291,0.1507,0.15,6.431297302246094,0.01,50,1,0.05,200,2,4,0.0007000000000000062
292,0.40700000000000003,0.45,13.404759407043457,1.0,50,2,0.65,200,8,32,0.04299999999999998
293,0.1821,0.15,20.524139881134033,10.0,50,4,0.55,200,1,16,0.03210000000000002
294,0.3307,0.35,12.509077548980713,0.01,100,1,0.05,200,4,32,0.019299999999999984
295,0.2616,0.35,22.690948247909546,0.1,100,2,0.45,200,16,32,0.08839999999999998
296,0.038400000000000004,0.05,52.22078061103821,0.01,100,4,0.65,200,4,1,0.0116
297,0.3677,0.45,1.1587462425231934,0.01,25,1,0.05,50,4,16,0.08229999999999998
298,0.4393,0.45,2.92694354057312,10.0,25,2,0.55,50,8,4,0.010699999999999987
299,0.21150000000000002,0.15,5.555661916732788,1.0,25,4,0.15,50,4,4,0.06150000000000003
300,0.0327,0.05,2.891411542892456,1.0,50,1,0.55,50,16,32,0.017300000000000003
301,0.3557,0.45,3.910757064819336,0.1,50,2,0.35,50,1,4,0.0943
302,0.1807,0.15,8.104225397109985,0.1,50,4,0.25,50,16,1,0.030700000000000005
303,0.2859,0.25,4.398137331008911,10.0,100,1,0.15,50,1,1,0.03589999999999999
304,0.4015,0.35,7.818942308425903,0.01,100,2,0.95,50,8,1,0.051500000000000046
305,0.2088,0.15,16.336416244506836,1.0,100,4,0.05,50,2,4,0.05880000000000002
306,0.056100000000000004,0.15,1.392101764678955,10.0,25,1,0.55,100,16,4,0.09389999999999998
307,0.1955,0.25,3.298308849334717,10.0,25,2,0.75,100,1,4,0.05449999999999999
308,0.46880000000000005,0.45,5.844624042510986,0.1,25,4,0.15,100,2,32,0.01880000000000004
309,0.23470000000000002,0.45,3.8503551483154297,0.1,50,1,0.65,100,16,4,0.2153
310,0.0955,0.05,7.275318622589111,0.1,50,2,0.45,100,1,32,0.0455
311,0.4071,0.45,12.845963478088379,1.0,50,4,0.05,100,8,4,0.042899999999999994
312,0.17930000000000001,0.25,5.706477403640747,0.1,100,1,0.85,100,2,1,0.07069999999999999
313,0.2439,0.15,10.965414047241211,1.0,100,2,0.85,100,8,16,0.09390000000000001
314,0.4248,0.35,26.858439922332764,1.0,100,4,0.95,100,2,32,0.07480000000000003
315,0.0699,0.05,3.1144423484802246,0.01,25,1,0.75,200,1,32,0.0199
316,0.4374,0.25,7.713903188705444,10.0,25,2,0.75,200,8,16,0.1874
317,0.2218,0.25,12.831090688705444,1.0,25,4,0.35,200,1,4,0.028200000000000003
318,0.12610000000000002,0.15,5.957685470581055,1.0,50,1,0.15,200,4,16,0.023899999999999977
319,0.2154,0.25,12.182416200637817,0.1,50,2,0.25,200,16,4,0.03459999999999999
320,0.307,0.25,23.284411668777466,10.0,50,4,0.45,200,16,4,0.056999999999999995
321,0.15430000000000002,0.15,11.912317514419556,0.1,100,1,0.05,200,1,1,0.004300000000000026
322,0.0269,0.05,23.989335298538208,1.0,100,2,0.85,200,16,1,0.023100000000000002
323,0.3956,0.45,45.55777549743652,10.0,100,4,0.95,200,16,1,0.054400000000000004
324,0.18230000000000002,0.15,1.0737128257751465,10.0,25,1,0.75,50,2,32,0.03230000000000002
325,0.1988,0.45,2.042856216430664,0.1,25,2,0.95,50,16,32,0.2512
326,0.3582,0.15,3.260340929031372,0.01,25,4,0.35,50,16,16,0.20820000000000002
327,0.3271,0.25,1.8610849380493164,0.1,50,1,0.45,50,8,32,0.0771
328,0.0988,0.25,3.436474323272705,0.1,50,2,0.95,50,16,1,0.1512
329,0.2923,0.45,7.852774143218994,1.0,50,4,0.05,50,16,32,0.1577
330,0.2977,0.15,3.4772698879241943,1.0,100,1,0.45,50,16,1,0.14770000000000003
331,0.4031,0.45,6.541628837585449,10.0,100,2,0.85,50,16,4,0.0469
332,0.4272,0.35,12.95633053779602,10.0,100,4,0.35,50,16,4,0.07720000000000005
333,0.4859,0.25,2.260997772216797,0.01,25,1,0.25,100,4,32,0.2359
334,0.369,0.45,3.7053005695343018,0.1,25,2,0.65,100,2,1,0.08100000000000002
335,0.4793,0.45,6.093445062637329,0.01,25,4,0.35,100,2,1,0.029299999999999993
336,0.11750000000000001,0.25,2.9750471115112305,0.01,50,1,0.45,100,2,32,0.1325
337,0.0767,0.15,5.894444227218628,10.0,50,2,0.85,100,16,4,0.07329999999999999
338,0.0058000000000000005,0.05,11.513048648834229,0.1,50,4,0.65,100,2,1,0.0442
339,0.156,0.15,6.953988552093506,0.1,100,1,0.45,100,4,32,0.006000000000000005
340,0.4601,0.35,12.17404317855835,1.0,100,2,0.35,100,4,1,0.11010000000000003
341,0.3895,0.35,26.06738781929016,1.0,100,4,0.35,100,16,32,0.039500000000000035
342,0.4675,0.25,3.7801239490509033,0.01,25,1,0.15,200,16,16,0.21750000000000003
343,0.0396,0.05,6.648431777954102,10.0,25,2,0.55,200,2,4,0.0104
344,0.0125,0.05,12.559398651123047,10.0,25,4,0.85,200,8,4,0.037500000000000006
345,0.4309,0.35,6.6360461711883545,0.01,50,1,0.45,200,1,4,0.08090000000000003
346,0.0661,0.05,11.314046144485474,1.0,50,2,0.15,200,16,4,0.016100000000000003
347,0.057100000000000005,0.05,24.513028860092163,10.0,50,4,0.35,200,8,16,0.007100000000000002
348,0.4178,0.25,12.989518880844116,0.1,100,1,0.75,200,8,16,0.1678
349,0.2301,0.25,24.857192516326904,1.0,100,2,0.65,200,1,4,0.0199
350,0.4315,0.25,50.52243709564209,10.0,100,4,0.25,200,4,16,0.1815
351,0.0015,0.05,0.9241187572479248,10.0,25,1,0.25,50,8,1,0.0485
352,0.0918,0.15,1.6681265830993652,1.0,25,2,0.35,50,2,1,0.05819999999999999
353,0.4509,0.45,3.597949504852295,10.0,25,4,0.15,50,16,32,0.0009000000000000119
354,0.2968,0.25,2.2233314514160156,10.0,50,1,0.25,50,8,32,0.04680000000000001
355,0.021400000000000002,0.05,3.9340593814849854,10.0,50,2,0.75,50,1,4,0.0286
356,0.21810000000000002,0.15,7.51361346244812,0.01,50,4,0.85,50,2,16,0.06810000000000002
357,0.2861,0.15,5.278724670410156,0.01,100,1,0.95,50,1,32,0.13610000000000003
358,0.3234,0.35,9.368904829025269,1.0,100,2,0.45,50,16,32,0.026599999999999957
359,0.498,0.45,14.475741863250732,10.0,100,4,0.05,50,4,1,0.04799999999999999
360,0.2619,0.35,2.5893754959106445,0.01,25,1,0.85,100,1,32,0.08809999999999996
361,0.0608,0.45,4.558989524841309,1.0,25,2,0.65,100,2,32,0.3892
362,0.4046,0.35,6.503507614135742,10.0,25,4,0.85,100,8,4,0.05460000000000004
363,0.3506,0.45,3.000460624694824,1.0,50,1,0.55,100,8,1,0.09939999999999999
364,0.4872,0.45,6.701012849807739,10.0,50,2,0.25,100,2,1,0.03720000000000001
365,0.24100000000000002,0.15,12.933873176574707,10.0,50,4,0.75,100,4,16,0.09100000000000003
366,0.0714,0.25,7.487526178359985,10.0,100,1,0.05,100,8,32,0.17859999999999998
367,0.09230000000000001,0.05,13.700855016708374,1.0,100,2,0.55,100,2,16,0.042300000000000004
368,0.0835,0.25,28.018604040145874,0.01,100,4,0.25,100,16,16,0.16649999999999998
369,0.2464,0.15,3.6809091567993164,0.01,25,1,0.85,200,8,32,0.09640000000000001
370,0.167,0.25,6.1028892993927,0.01,25,2,0.15,200,1,1,0.08299999999999999
371,0.463,0.45,11.93577766418457,10.0,25,4,0.05,200,2,4,0.013000000000000012
372,0.2574,0.25,6.981963634490967,0.1,50,1,0.95,200,2,4,0.007400000000000018
373,0.3884,0.45,12.904953002929688,1.0,50,2,0.75,200,1,32,0.06159999999999999
374,0.0245,0.05,22.71084499359131,0.01,50,4,0.35,200,4,1,0.025500000000000002
375,0.14200000000000002,0.15,13.708474159240723,10.0,100,1,0.65,200,2,32,0.00799999999999998
376,0.0064,0.05,24.20892357826233,10.0,100,2,0.55,200,4,16,0.0436
377,0.0898,0.05,47.6000714302063,1.0,100,4,0.45,200,16,4,0.0398
378,0.3014,0.35,1.3884098529815674,10.0,25,1,0.05,50,4,16,0.04859999999999998
379,0.4772,0.35,2.0468804836273193,1.0,25,2,0.25,50,8,1,0.12720000000000004
380,0.32980000000000004,0.35,3.465353012084961,10.0,25,4,0.95,50,8,16,0.02019999999999994
381,0.47390000000000004,0.35,2.0616657733917236,1.0,50,1,0.45,50,1,4,0.12390000000000007
382,0.4988,0.35,3.5905191898345947,0.01,50,2,0.75,50,2,32,0.14880000000000004
383,0.49110000000000004,0.35,6.313690662384033,0.1,50,4,0.65,50,16,1,0.14110000000000006
384,0.19740000000000002,0.15,4.490879774093628,10.0,100,1,0.55,50,1,16,0.047400000000000025
385,0.1446,0.15,7.731314420700073,0.1,100,2,0.95,50,2,1,0.005399999999999988
386,0.28040000000000004,0.35,15.251929998397827,0.01,100,4,0.85,50,4,16,0.06959999999999994
387,0.20270000000000002,0.15,1.8835289478302002,10.0,25,1,0.25,100,1,32,0.052700000000000025
388,0.42850000000000005,0.45,3.573375701904297,0.1,25,2,0.65,100,2,16,0.021499999999999964
389,0.006900000000000001,0.05,6.7151689529418945,0.1,25,4,0.95,100,4,32,0.0431
390,0.0944,0.45,2.761676073074341,10.0,50,1,0.25,100,8,4,0.3556
391,0.3341,0.35,6.009587526321411,10.0,50,2,0.95,100,8,1,0.01589999999999997
392,0.12660000000000002,0.05,12.904845476150513,1.0,50,4,0.75,100,16,16,0.07660000000000002
393,0.48050000000000004,0.45,7.071845293045044,0.01,100,1,0.35,100,2,1,0.030500000000000027
394,0.3451,0.25,13.04121208190918,0.01,100,2,0.45,100,8,1,0.09510000000000002
395,0.3033,0.45,24.952312231063843,0.1,100,4,0.05,100,8,16,0.1467
396,0.3337,0.45,2.7212133407592773,1.0,25,1,0.75,200,16,1,0.11630000000000001
397,0.0538,0.15,5.358269453048706,1.0,25,2,0.15,200,4,16,0.0962
398,0.4388,0.35,11.288332462310791,0.01,25,4,0.75,200,2,4,0.08880000000000005
399,0.36250000000000004,0.45,5.153440952301025,10.0,50,1,0.95,200,8,16,0.08749999999999997
400,0.18330000000000002,0.15,12.798299551010132,1.0,50,2,0.05,200,1,4,0.033300000000000024
401,0.3373,0.25,22.58006715774536,10.0,50,4,0.55,200,8,4,0.08729999999999999
402,0.49410000000000004,0.45,13.011813163757324,0.01,100,1,0.25,200,1,1,0.04410000000000003
403,0.42810000000000004,0.45,25.978564977645874,1.0,100,2,0.75,200,4,1,0.021899999999999975
404,0.47400000000000003,0.35,47.7326238155365,1.0,100,4,0.45,200,8,1,0.12400000000000005
405,0.4148,0.45,1.423161268234253,10.0,25,1,0.35,50,1,16,0.03520000000000001
406,0.1361,0.25,2.2489302158355713,1.0,25,2,0.45,50,8,32,0.1139
407,0.365,0.15,3.5654726028442383,0.01,25,4,0.25,50,16,4,0.215
408,0.45320000000000005,0.35,2.015948534011841,0.01,50,1,0.45,50,8,1,0.10320000000000007
409,0.09280000000000001,0.05,3.2918522357940674,0.1,50,2,0.25,50,16,16,0.042800000000000005
410,0.25420000000000004,0.25,7.050816774368286,10.0,50,4,0.45,50,16,32,0.004200000000000037
411,0.2787,0.45,5.20051646232605,1.0,100,1,0.25,50,4,16,0.1713
412,0.2429,0.25,8.300593614578247,1.0,100,2,0.75,50,1,4,0.007099999999999995
413,0.248,0.15,14.185231685638428,1.0,100,4,0.45,50,2,4,0.098
414,0.10990000000000001,0.25,2.1511645317077637,10.0,25,1,0.95,100,4,32,0.1401
415,0.4596,0.45,4.092265367507935,0.1,25,2,0.65,100,8,4,0.009599999999999997
416,0.2953,0.35,5.812660217285156,0.1,25,4,0.35,100,8,16,0.05469999999999997
417,0.0182,0.05,3.545283317565918,10.0,50,1,0.95,100,2,1,0.0318
418,0.10350000000000001,0.05,7.507029056549072,10.0,50,2,0.25,100,4,1,0.053500000000000006
419,0.0176,0.05,13.70142936706543,1.0,50,4,0.15,100,8,4,0.0324
420,0.46180000000000004,0.45,6.633082866668701,0.1,100,1,0.75,100,8,32,0.011800000000000033
421,0.0442,0.05,13.064526319503784,10.0,100,2,0.75,100,1,1,0.0058
422,0.4132,0.35,25.347021341323853,0.01,100,4,0.85,100,4,16,0.06320000000000003
423,0.2635,0.05,2.8242642879486084,1.0,25,1,0.75,200,16,16,0.21350000000000002
424,0.33530000000000004,0.05,7.621066093444824,1.0,25,2,0.25,200,16,32,0.28530000000000005
425,0.4842,0.35,13.781131982803345,1.0,25,4,0.35,200,16,16,0.13420000000000004
426,0.3851,0.35,7.281674385070801,0.01,50,1,0.25,200,4,4,0.03510000000000002
427,0.2323,0.15,11.698556423187256,0.01,50,2,0.25,200,16,1,0.08230000000000001
428,0.30810000000000004,0.35,27.95065188407898,0.01,50,4,0.15,200,1,16,0.04189999999999994
429,0.42010000000000003,0.35,13.457375526428223,10.0,100,1,0.55,200,8,1,0.07010000000000005
430,0.21680000000000002,0.25,24.914228200912476,1.0,100,2,0.55,200,4,32,0.03319999999999998
431,0.0398,0.05,48.594204902648926,0.01,100,4,0.65,200,8,32,0.0102
432,0.054900000000000004,0.05,0.8684945106506348,0.01,25,1,0.95,50,2,16,0.004900000000000002
433,0.3975,0.25,1.5436036586761475,0.1,25,2,0.15,50,1,4,0.14750000000000002
434,0.047400000000000005,0.15,3.1861917972564697,0.01,25,4,0.25,50,16,1,0.1026
435,0.3431,0.25,1.8575427532196045,10.0,50,1,0.85,50,2,1,0.09310000000000002
436,0.4302,0.35,5.113548517227173,1.0,50,2,0.65,50,4,4,0.08020000000000005
437,0.07590000000000001,0.35,7.9551873207092285,0.1,50,4,0.45,50,8,16,0.27409999999999995
438,0.43560000000000004,0.45,3.344883918762207,10.0,100,1,0.45,50,2,1,0.014399999999999968
439,0.3427,0.35,8.671505212783813,1.0,100,2,0.65,50,4,4,0.007299999999999973
440,0.2657,0.25,15.932494640350342,0.1,100,4,0.75,50,1,32,0.015699999999999992
441,0.2879,0.45,1.6012511253356934,0.1,25,1,0.25,100,16,4,0.16210000000000002
442,0.0297,0.05,3.137587308883667,1.0,25,2,0.95,100,4,32,0.020300000000000002
443,0.027200000000000002,0.05,5.2433412075042725,10.0,25,4,0.35,100,1,1,0.0228
444,0.010700000000000001,0.05,3.130952835083008,10.0,50,1,0.35,100,2,16,0.0393
445,0.38270000000000004,0.35,6.475118160247803,10.0,50,2,0.25,100,1,32,0.03270000000000006
446,0.4686,0.45,13.46452021598816,0.01,50,4,0.15,100,1,4,0.018600000000000005
447,0.0392,0.05,5.974618434906006,0.01,100,1,0.15,100,2,1,0.010800000000000004
448,0.126,0.15,12.262453079223633,0.1,100,2,0.55,100,1,32,0.023999999999999994
449,0.1587,0.25,23.621253728866577,10.0,100,4,0.55,100,2,32,0.09129999999999999
450,0.44820000000000004,0.45,2.7769711017608643,0.1,25,1,0.55,200,1,32,0.0017999999999999683
451,0.16870000000000002,0.35,7.302692413330078,0.01,25,2,0.05,200,16,1,0.18129999999999996
452,0.2519,0.25,11.866651058197021,0.01,25,4,0.25,200,1,1,0.0019000000000000128
453,0.0261,0.05,6.2597832679748535,0.01,50,1,0.95,200,1,16,0.0239
454,0.0412,0.05,11.499555826187134,10.0,50,2,0.55,200,1,32,0.008800000000000002
455,0.41800000000000004,0.35,24.95871591567993,1.0,50,4,0.55,200,2,32,0.06800000000000006
456,0.4955,0.35,12.507205963134766,0.01,100,1,0.25,200,4,32,0.14550000000000002
457,0.3589,0.25,23.955536603927612,1.0,100,2,0.85,200,2,16,0.1089
458,0.49720000000000003,0.45,53.75033378601074,0.1,100,4,0.25,200,1,32,0.04720000000000002
459,0.388,0.25,0.9013144969940186,1.0,25,1,0.35,50,2,32,0.138
460,0.1307,0.15,1.4786295890808105,10.0,25,2,0.15,50,2,1,0.019299999999999984
461,0.2451,0.35,4.030810832977295,0.01,25,4,0.05,50,16,16,0.10489999999999997
462,0.0752,0.05,2.0508241653442383,0.1,50,1,0.85,50,2,32,0.0252
463,0.4305,0.25,4.207946300506592,0.1,50,2,0.15,50,1,32,0.1805
464,0.4284,0.35,7.931929588317871,10.0,50,4,0.95,50,2,4,0.07840000000000003
465,0.31930000000000003,0.45,4.8987109661102295,0.01,100,1,0.15,50,1,4,0.13069999999999998
466,0.030500000000000003,0.25,8.628978729248047,10.0,100,2,0.45,50,8,1,0.2195
467,0.1168,0.15,16.24761652946472,0.1,100,4,0.45,50,8,32,0.03319999999999999
468,0.38780000000000003,0.35,1.9553921222686768,0.01,25,1,0.95,100,16,4,0.037800000000000056
469,0.31270000000000003,0.15,2.768770933151245,1.0,25,2,0.85,100,16,4,0.16270000000000004
470,0.49050000000000005,0.25,5.65158224105835,0.1,25,4,0.55,100,2,16,0.24050000000000005
471,0.2954,0.35,2.9985485076904297,0.1,50,1,0.25,100,8,1,0.05459999999999998
472,0.0262,0.05,5.39776611328125,10.0,50,2,0.65,100,2,16,0.0238
473,0.0059,0.15,12.789971590042114,10.0,50,4,0.05,100,4,32,0.1441
474,0.2513,0.25,7.6782546043396,0.1,100,1,0.15,100,8,1,0.0013000000000000234
475,0.4209,0.45,13.907492876052856,0.01,100,2,0.75,100,8,4,0.029100000000000015
476,0.16140000000000002,0.45,28.36810278892517,10.0,100,4,0.25,100,16,4,0.28859999999999997
477,0.0753,0.05,3.8245487213134766,1.0,25,1,0.25,200,1,4,0.025300000000000003
478,0.4521,0.25,6.8916332721710205,0.01,25,2,0.45,200,8,32,0.2021
479,0.2456,0.25,12.122158288955688,0.1,25,4,0.05,200,1,1,0.004399999999999987
480,0.46390000000000003,0.35,6.64488673210144,1.0,50,1,0.15,200,4,16,0.11390000000000006
481,0.0328,0.05,11.659669876098633,1.0,50,2,0.85,200,2,1,0.0172
482,0.053000000000000005,0.05,26.627508878707886,10.0,50,4,0.45,200,8,4,0.0030000000000000027
483,0.3811,0.35,13.444267988204956,0.01,100,1,0.85,200,16,4,0.031100000000000017
484,0.0223,0.05,26.80712342262268,1.0,100,2,0.05,200,2,1,0.027700000000000002
485,0.45840000000000003,0.45,44.551814794540405,1.0,100,4,0.45,200,1,32,0.008400000000000019
486,0.048600000000000004,0.15,1.3017935752868652,0.1,25,1,0.95,50,8,4,0.10139999999999999
487,0.1869,0.15,1.7250359058380127,10.0,25,2,0.75,50,16,4,0.036900000000000016
488,0.3028,0.35,4.235785245895386,0.1,25,4,0.55,50,16,4,0.047199999999999964
489,0.17350000000000002,0.25,2.294013738632202,1.0,50,1,0.35,50,1,1,0.07649999999999998
490,0.4994,0.45,3.1099061965942383,0.01,50,2,0.25,50,1,16,0.0494
491,0.4519,0.45,7.22083854675293,0.1,50,4,0.25,50,16,4,0.0019000000000000128
492,0.21760000000000002,0.25,3.690037727355957,0.01,100,1,0.25,50,4,4,0.032399999999999984
493,0.42460000000000003,0.45,8.931892156600952,0.1,100,2,0.35,50,16,1,0.025399999999999978
494,0.30710000000000004,0.15,13.21055269241333,1.0,100,4,0.95,50,16,16,0.15710000000000005
495,0.47090000000000004,0.45,1.3454663753509521,0.1,25,1,0.95,100,16,1,0.02090000000000003
496,0.0316,0.05,2.6262924671173096,0.01,25,2,0.25,100,2,16,0.0184
497,0.0051,0.05,6.240122318267822,0.1,25,4,0.95,100,16,4,0.0449
498,0.17650000000000002,0.15,2.9514801502227783,0.01,50,1,0.75,100,16,4,0.026500000000000024
499,0.1726,0.15,5.94318699836731,1.0,50,2,0.75,100,2,4,0.02260000000000001
500,0.133,0.05,15.668633937835693,0.1,50,4,0.75,100,8,1,0.083
501,0.0941,0.05,7.378063201904297,10.0,100,1,0.35,100,1,4,0.0441
502,0.35650000000000004,0.35,14.795939922332764,1.0,100,2,0.65,100,16,16,0.006500000000000061
503,0.1988,0.15,24.642296075820923,0.01,100,4,0.75,100,1,16,0.04880000000000001
504,0.3466,0.45,2.63362717628479,10.0,25,1,0.95,200,16,16,0.10339999999999999
505,0.0499,0.45,5.25214958190918,0.01,25,2,0.45,200,2,16,0.4001
506,0.48040000000000005,0.45,12.640856266021729,10.0,25,4,0.05,200,1,16,0.030400000000000038
507,0.108,0.05,6.000677585601807,10.0,50,1,0.55,200,16,4,0.057999999999999996
508,0.4042,0.35,10.97316575050354,0.1,50,2,0.05,200,16,16,0.054200000000000026
509,0.2376,0.05,23.287960529327393,0.1,50,4,0.85,200,16,4,0.1876
510,0.3799,0.35,11.94280743598938,10.0,100,1,0.55,200,16,1,0.029900000000000038
511,0.1461,0.15,22.345993518829346,0.1,100,2,0.35,200,4,1,0.003899999999999987
512,0.4405,0.35,45.21550226211548,0.01,100,4,0.45,200,16,1,0.09050000000000002
513,0.151,0.15,0.8319566249847412,0.1,25,1,0.65,50,4,1,0.0010000000000000009
514,0.21400000000000002,0.25,1.8873965740203857,0.01,25,2,0.95,50,8,16,0.035999999999999976
515,0.162,0.25,3.6307735443115234,1.0,25,4,0.35,50,1,1,0.088
516,0.0887,0.25,3.092369794845581,1.0,50,1,0.15,50,2,32,0.1613
517,0.22940000000000002,0.45,3.033493995666504,10.0,50,2,0.95,50,8,4,0.2206
518,0.2866,0.15,6.739309072494507,1.0,50,4,0.85,50,16,32,0.13660000000000003
519,0.43820000000000003,0.35,3.8010928630828857,0.1,100,1,0.45,50,4,1,0.08820000000000006
520,0.49760000000000004,0.25,7.592466592788696,0.01,100,2,0.25,50,4,1,0.24760000000000004
521,0.4227,0.35,14.25163745880127,10.0,100,4,0.45,50,1,16,0.07270000000000004
522,0.24150000000000002,0.05,1.5116901397705078,1.0,25,1,0.75,100,2,16,0.1915
523,0.36860000000000004,0.35,2.7168591022491455,0.01,25,2,0.45,100,2,32,0.01860000000000006
524,0.050100000000000006,0.05,7.389414548873901,0.01,25,4,0.55,100,1,4,0.00010000000000000286
525,0.0608,0.25,4.326547622680664,1.0,50,1,0.95,100,16,4,0.1892
526,0.47590000000000005,0.25,5.697692155838013,1.0,50,2,0.95,100,16,16,0.22590000000000005
527,0.115,0.05,10.94626498222351,0.01,50,4,0.55,100,1,32,0.065
528,0.21780000000000002,0.15,7.994845867156982,1.0,100,1,0.95,100,16,16,0.06780000000000003
529,0.2122,0.05,13.93138837814331,1.0,100,2,0.15,100,16,32,0.1622
530,0.4605,0.45,25.868213415145874,10.0,100,4,0.05,100,16,1,0.01050000000000001
531,0.2555,0.35,2.7980828285217285,0.1,25,1,0.95,200,4,16,0.09449999999999997
532,0.3698,0.45,6.66242790222168,0.1,25,2,0.45,200,4,32,0.0802
533,0.060700000000000004,0.05,12.317837953567505,10.0,25,4,0.05,200,2,1,0.010700000000000001
534,0.44620000000000004,0.45,6.3326575756073,0.01,50,1,0.55,200,1,16,0.00379999999999997
535,0.364,0.25,13.033707618713379,0.01,50,2,0.55,200,8,16,0.11399999999999999
536,0.046700000000000005,0.05,24.05417490005493,10.0,50,4,0.65,200,8,16,0.0032999999999999974
537,0.42860000000000004,0.25,11.828357458114624,10.0,100,1,0.75,200,4,32,0.17860000000000004
538,0.4173,0.25,24.109253644943237,1.0,100,2,0.05,200,16,4,0.1673
539,0.258,0.25,47.75239157676697,10.0,100,4,0.35,200,1,1,0.008000000000000007
