,epsilon,mu,distance_epsilon,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
0,0.0269,0.78,0.0169,0.1399999999999999,15.190929174423218,0.01,0.9199999999999999,100,100,4,1,400
1,0.124,0.53,0.08600000000000002,0.49000000000000005,47.14613151550293,0.21000000000000002,0.04,50,400,4,1,1600
2,0.0839,0.28,0.006099999999999994,5.551115123125783e-17,27.701472282409668,0.09,0.27999999999999997,200,50,32,1,400
3,0.2978,0.12,0.1278,0.5599999999999999,5.158885955810547,0.17,0.6799999999999999,50,400,8,1,200
4,0.42310000000000003,0.36,0.02689999999999998,0.24,51.16070771217346,0.45,0.6,400,50,32,1,400
5,0.1761,0.11,0.0739,0.7299999999999999,17.68580675125122,0.25,0.8399999999999999,100,200,32,1,400
6,0.1418,0.67,0.011800000000000005,0.3100000000000001,26.859169960021973,0.13,0.35999999999999993,400,50,16,1,200
7,0.1173,0.14,0.012700000000000003,0.3799999999999999,41.19507193565369,0.13,0.5199999999999999,50,200,16,1,1600
8,0.20070000000000002,0.63,0.009300000000000003,0.1900000000000001,21.617552757263184,0.21000000000000002,0.4399999999999999,50,100,8,1,800
9,0.39630000000000004,0.86,0.026300000000000046,0.66,28.035077810287476,0.37,0.19999999999999998,200,200,8,1,400
10,0.12760000000000002,0.97,0.04239999999999999,0.45000000000000007,18.84888744354248,0.17,0.5199999999999999,50,50,32,1,800
11,0.32730000000000004,0.36,0.00269999999999998,0.0799999999999999,13.139506340026855,0.33,0.4399999999999999,200,400,32,1,200
12,0.3265,0.29,0.04349999999999998,0.22999999999999993,98.25255393981934,0.37,0.5199999999999999,200,400,1,1,1600
13,0.44980000000000003,0.01,0.11980000000000002,0.9099999999999999,27.606769561767578,0.33,0.9199999999999999,100,200,1,1,800
14,0.3512,0.62,0.021199999999999997,0.020000000000000018,199.5854847431183,0.33,0.6,400,400,8,1,1600
15,0.0025,0.75,0.0075,0.71,43.813496589660645,0.01,0.04,50,200,32,1,1600
16,0.1489,0.05,0.061100000000000015,0.30999999999999994,43.25123691558838,0.21000000000000002,0.35999999999999993,50,50,16,1,1600
17,0.2373,0.06,0.052700000000000025,0.6199999999999999,10.861390829086304,0.29000000000000004,0.6799999999999999,50,400,1,1,400
18,0.2454,0.86,0.03539999999999999,0.26,7.443698167800903,0.21000000000000002,0.6,100,200,1,1,200
19,0.1385,0.87,0.048500000000000015,0.04999999999999993,5.457096338272095,0.09,0.9199999999999999,50,200,8,1,200
20,0.06810000000000001,0.41000000000000003,0.018100000000000005,0.34999999999999987,30.34677767753601,0.05,0.7599999999999999,400,100,32,1,200
21,0.0868,0.99,0.0031999999999999945,0.07000000000000006,236.07849955558777,0.09,0.9199999999999999,400,200,16,1,1600
22,0.0634,0.01,0.0266,0.4299999999999999,21.80325174331665,0.09,0.4399999999999999,50,50,2,1,800
23,0.2109,0.39,0.12090000000000001,0.1299999999999999,21.333064556121826,0.09,0.5199999999999999,50,400,32,1,800
24,0.0747,0.9400000000000001,0.015299999999999994,0.42000000000000015,7.824610471725464,0.09,0.5199999999999999,100,200,1,1,200
25,0.0843,0.07,0.005699999999999997,0.6099999999999999,31.830137252807617,0.09,0.6799999999999999,100,50,4,1,800
26,0.0175,0.16,0.1125,0.6799999999999998,9.127342462539673,0.13,0.8399999999999999,50,400,32,1,400
27,0.4238,0.29,0.053800000000000014,0.4699999999999999,41.50090408325195,0.37,0.7599999999999999,50,200,16,1,1600
28,0.0368,0.6900000000000001,0.026799999999999997,0.4900000000000001,16.03544783592224,0.01,0.19999999999999998,100,50,1,1,400
29,0.0952,0.73,0.00520000000000001,0.050000000000000044,215.65075492858887,0.09,0.6799999999999999,400,50,1,1,1600
30,0.3141,0.8,0.024099999999999955,0.52,204.73014450073242,0.29000000000000004,0.27999999999999997,400,400,8,1,1600
31,0.2674,0.64,0.017400000000000027,0.20000000000000012,60.00895094871521,0.25,0.4399999999999999,100,400,16,1,1600
32,0.3175,0.19,0.02749999999999997,0.16999999999999993,217.57384657859802,0.29000000000000004,0.35999999999999993,400,100,16,1,1600
33,0.2441,0.29,0.03409999999999999,0.31,193.94026899337769,0.21000000000000002,0.6,400,50,32,1,1600
34,0.49250000000000005,0.89,0.04250000000000004,0.29000000000000004,18.82937264442444,0.45,0.6,50,400,8,1,800
35,0.20450000000000002,0.81,0.005500000000000005,0.53,7.821614027023315,0.21000000000000002,0.27999999999999997,100,400,4,1,200
36,0.1063,0.53,0.0237,0.09000000000000014,91.74705052375793,0.13,0.4399999999999999,400,400,4,1,800
37,0.4264,0.9400000000000001,0.02360000000000001,0.8200000000000001,106.04168891906738,0.45,0.12,200,400,2,1,1600
38,0.1378,0.9400000000000001,0.007800000000000001,0.42000000000000015,12.295629739761353,0.13,0.5199999999999999,200,400,16,1,200
39,0.07540000000000001,0.6,0.014599999999999988,0.31999999999999995,12.221147060394287,0.09,0.9199999999999999,200,200,32,1,200
