N,edge_per_t,T,evidences_per_t,epsilon_estimated,X0_r2,time,last_iteration,real_epsilon,mu,rho,distance_epsilon
100,4,256,16,0.20572958408810452,0.9526942372322083,74.5568265914917,401,0.2035611201097291,0.09673256993974444,16,0.002168463978375418
100,16,16,2,0.21187794620556014,-0.3114902973175049,11.376482963562012,401,0.2035611201097291,0.09673256993974444,16,0.008316826095831037
100,16,16,4,0.1857298815611543,-0.7140319347381592,11.602173805236816,401,0.2035611201097291,0.09673256993974444,16,0.017831238548574796
100,16,16,8,0.1722177941577395,0.1842857003211975,11.40442943572998,401,0.2035611201097291,0.09673256993974444,16,0.031343325951989603
100,16,16,16,0.23372018994780944,0.7927553653717041,10.241348028182983,401,0.2035611201097291,0.09673256993974444,16,0.030159069838080338
100,16,32,2,0.23383969602832164,0.7683430910110474,14.808939933776855,401,0.2035611201097291,0.09673256993974444,16,0.030278575918592537
100,16,32,4,0.22118395768471838,0.752021312713623,20.554174423217773,401,0.2035611201097291,0.09673256993974444,16,0.01762283757498928
100,16,32,8,0.1996715095948467,0.7389781475067139,20.34493613243103,401,0.2035611201097291,0.09673256993974444,16,0.0038896105148824023
100,16,32,16,0.19255014830802458,0.7536213994026184,20.22353196144104,401,0.2035611201097291,0.09673256993974444,16,0.011010971801704517
100,16,64,2,0.22700309608426275,0.9220095872879028,34.715357065200806,401,0.2035611201097291,0.09673256993974444,16,0.023441975974533652
100,16,64,4,0.1713023075797787,-3.529507637023926,35.739434480667114,401,0.2035611201097291,0.09673256993974444,16,0.03225881252995039
100,16,64,8,0.21338801082118086,0.9419662356376648,26.48237705230713,401,0.2035611201097291,0.09673256993974444,16,0.009826890711451763
100,16,64,16,0.2192167698900351,0.9281523823738098,22.615864276885986,401,0.2035611201097291,0.09673256993974444,16,0.015655649780306008
100,16,128,2,0.222414627155894,0.9168083667755127,41.25613498687744,401,0.2035611201097291,0.09673256993974444,16,0.018853507046164897
100,16,128,4,0.22835179030290817,0.9205338358879089,44.73673391342163,401,0.2035611201097291,0.09673256993974444,16,0.02479067019317907
100,16,128,8,0.10807627133053162,-4.803518772125244,42.87018275260925,401,0.2035611201097291,0.09673256993974444,16,0.09548484877919748
100,16,128,16,0.09035146582034001,-6.031144142150879,45.161250829696655,401,0.2035611201097291,0.09673256993974444,16,0.11320965428938909
100,16,256,2,0.1719167549203805,-2.7025089263916016,82.81608986854553,401,0.2035611201097291,0.09673256993974444,16,0.0316443651893486
100,16,256,4,0.14632572356685605,-5.0746684074401855,75.18312001228333,401,0.2035611201097291,0.09673256993974444,16,0.057235396542873046
100,16,256,8,0.18918971904722473,0.9337208271026611,86.05245566368103,401,0.2035611201097291,0.09673256993974444,16,0.014371401062504369
100,16,256,16,0.08458820053923044,-8.374244689941406,87.1030740737915,401,0.2035611201097291,0.09673256993974444,16,0.11897291957049866
100,64,16,2,0.1607919583611825,-2.7158710956573486,12.692062377929688,401,0.2035611201097291,0.09673256993974444,16,0.042769161748546586
100,64,16,4,0.17524258865742265,0.31031423807144165,11.794052124023438,401,0.2035611201097291,0.09673256993974444,16,0.02831853145230645
100,64,16,8,0.19860329435144092,0.7081605195999146,11.778204202651978,401,0.2035611201097291,0.09673256993974444,16,0.004957825758288181
100,64,16,16,0.2111301470058422,0.9194442629814148,12.522803544998169,401,0.2035611201097291,0.09673256993974444,16,0.007569026896113107
100,64,32,2,0.1978813073056489,0.8995932340621948,20.69218134880066,401,0.2035611201097291,0.09673256993974444,16,0.005679812804080198
100,64,32,4,0.17375497188091904,-2.9019968509674072,20.462170124053955,401,0.2035611201097291,0.09673256993974444,16,0.02980614822881006
100,64,32,8,0.20845459066713126,0.9284675121307373,20.731534481048584,401,0.2035611201097291,0.09673256993974444,16,0.004893470557402163
100,64,32,16,0.22000658588201832,0.9219805002212524,20.43118977546692,401,0.2035611201097291,0.09673256993974444,16,0.016445465772289225
100,64,64,2,0.18059134783101174,-2.3910670280456543,26.609655618667603,401,0.2035611201097291,0.09673256993974444,16,0.022969772278717354
100,64,64,4,0.18896113941727025,0.930134654045105,27.790895700454712,401,0.2035611201097291,0.09673256993974444,16,0.014599980692458853
100,64,64,8,0.14518193716405153,-2.774386405944824,33.077858686447144,401,0.2035611201097291,0.09673256993974444,16,0.058379182945677566
100,64,64,16,0.20983187221951508,0.9524899125099182,35.31663417816162,401,0.2035611201097291,0.09673256993974444,16,0.006270752109785976
100,64,128,2,0.1863070281200392,-3.0297365188598633,41.878639698028564,401,0.2035611201097291,0.09673256993974444,16,0.017254091989689913
100,64,128,4,0.1864123850245359,-2.4199774265289307,41.32543611526489,401,0.2035611201097291,0.09673256993974444,16,0.017148735085193212
100,64,128,8,0.197486813739806,0.9106833338737488,41.85037708282471,401,0.2035611201097291,0.09673256993974444,16,0.006074306369923094
100,64,128,16,0.16290537609552153,-2.7294063568115234,41.84832739830017,401,0.2035611201097291,0.09673256993974444,16,0.04065574401420757
100,64,256,2,0.20207421026521344,-2.7116923332214355,79.53969502449036,401,0.2035611201097291,0.09673256993974444,16,0.0014869098445156603
100,64,256,4,0.19991173183702496,0.9591736197471619,86.70978021621704,401,0.2035611201097291,0.09673256993974444,16,0.0036493882727041405
100,64,256,8,0.18467797779771955,-3.1404099464416504,84.83533668518066,401,0.2035611201097291,0.09673256993974444,16,0.01888314231200955
100,64,256,16,0.16397135264718793,-2.9927823543548584,83.78544402122498,401,0.2035611201097291,0.09673256993974444,16,0.03958976746254117
100,1,16,2,0.24457576931101857,-0.29008567333221436,2.7852494716644287,401,0.3598041879917517,0.17868025404155957,16,0.11522841868073311
100,1,16,4,0.2898108303804274,-0.01000356674194336,2.7709412574768066,401,0.3598041879917517,0.17868025404155957,16,0.0699933576113243
100,1,16,8,0.4076405884065546,0.1122925877571106,2.758380889892578,401,0.3598041879917517,0.17868025404155957,16,0.047836400414802915
100,1,16,16,0.5028282154110486,0.3600698709487915,2.8701956272125244,401,0.3598041879917517,0.17868025404155957,16,0.14302402741929693
100,1,32,2,0.37210121199224566,-0.10052633285522461,5.499051332473755,401,0.3598041879917517,0.17868025404155957,16,0.012297024000493983
100,1,32,4,0.20694107614865112,0.3545715808868408,5.61006760597229,401,0.3598041879917517,0.17868025404155957,16,0.15286311184310056
100,1,32,8,0.4835166764799695,0.5048137903213501,5.520628452301025,401,0.3598041879917517,0.17868025404155957,16,0.12371248848821781
100,1,32,16,0.36425318802834766,0.5352088809013367,5.479947805404663,401,0.3598041879917517,0.17868025404155957,16,0.004449000036595985
100,1,64,2,0.305492767255994,0.24765551090240479,11.253504514694214,401,0.3598041879917517,0.17868025404155957,16,0.054311420735757676
100,1,64,4,0.5195322288395195,0.13458895683288574,11.247631788253784,401,0.3598041879917517,0.17868025404155957,16,0.15972804084776787
100,1,64,8,0.3954195892238072,0.4873482584953308,11.045620203018188,401,0.3598041879917517,0.17868025404155957,16,0.03561540123205553
100,1,64,16,0.317380335858318,0.8714116811752319,11.193885803222656,401,0.3598041879917517,0.17868025404155957,16,0.04242385213343369
100,1,128,2,0.41915460576290714,0.679534912109375,23.091273546218872,401,0.3598041879917517,0.17868025404155957,16,0.05935041777115546
100,1,128,4,0.4162624723488576,0.7067142128944397,22.883814334869385,401,0.3598041879917517,0.17868025404155957,16,0.056458284357105926
100,1,128,8,0.39117257269091205,0.8830609917640686,23.404353380203247,401,0.3598041879917517,0.17868025404155957,16,0.03136838469916037
100,1,128,16,0.3282903512657605,0.8692916631698608,23.0039644241333,401,0.3598041879917517,0.17868025404155957,16,0.03151383672599117
100,1,256,2,0.36809516289568195,0.6451065540313721,48.32733464241028,401,0.3598041879917517,0.17868025404155957,16,0.00829097490393027
100,1,256,4,0.36965908021099,0.8987885117530823,48.612287759780884,401,0.3598041879917517,0.17868025404155957,16,0.009854892219238298
100,1,256,8,0.38119246413707225,0.9042949676513672,48.92342138290405,401,0.3598041879917517,0.17868025404155957,16,0.021388276145320573
100,1,256,16,0.3672555564746226,0.9251656532287598,48.22050094604492,401,0.3598041879917517,0.17868025404155957,16,0.007451368482870924
100,4,16,2,0.2872225983720335,-0.5182398557662964,9.199955224990845,401,0.3598041879917517,0.17868025404155957,16,0.07258158961971817
100,4,16,4,0.3416909096590969,-0.3953601121902466,8.921693325042725,401,0.3598041879917517,0.17868025404155957,16,0.018113278332654803
100,4,16,8,0.4215154371675731,0.18473821878433228,10.550232887268066,401,0.3598041879917517,0.17868025404155957,16,0.06171124917582144
100,4,16,16,0.33461217896145634,0.12863433361053467,10.06743836402893,401,0.3598041879917517,0.17868025404155957,16,0.025192009030295337
100,4,32,2,0.4292914569468871,-0.6408734321594238,17.307644844055176,401,0.3598041879917517,0.17868025404155957,16,0.0694872689551354
100,4,32,4,0.3720188602718405,0.11874204874038696,19.854194402694702,401,0.3598041879917517,0.17868025404155957,16,0.012214672280088823
100,4,32,8,0.35269035937090826,0.39754801988601685,19.377060174942017,401,0.3598041879917517,0.17868025404155957,16,0.007113828620843421
100,4,32,16,0.3897155902971301,0.6389144659042358,19.848104238510132,401,0.3598041879917517,0.17868025404155957,16,0.02991140230537842
100,4,64,2,0.3119860871516759,0.3252396583557129,29.323610067367554,401,0.3598041879917517,0.17868025404155957,16,0.04781810084007576
100,4,64,4,0.3516585919938974,0.3580808639526367,24.661103010177612,401,0.3598041879917517,0.17868025404155957,16,0.008145595997854305
100,4,64,8,0.4242494945149876,0.7034396529197693,20.893632650375366,401,0.3598041879917517,0.17868025404155957,16,0.06444530652323593
100,4,64,16,0.3634825081793845,0.8346042037010193,31.317604303359985,401,0.3598041879917517,0.17868025404155957,16,0.003678320187632811
100,4,128,2,0.3890512699295642,0.6763421893119812,41.54034447669983,401,0.3598041879917517,0.17868025404155957,16,0.029247081937812502
100,4,128,4,0.34959122523909164,0.660628080368042,41.95908546447754,401,0.3598041879917517,0.17868025404155957,16,0.010212962752660038
100,4,128,8,0.39414764148470427,0.6512329578399658,38.77074885368347,401,0.3598041879917517,0.17868025404155957,16,0.03434345349295259
100,4,128,16,0.35788487941636693,0.8837553858757019,41.341456174850464,401,0.3598041879917517,0.17868025404155957,16,0.0019193085753847483
100,4,256,2,0.4161871804321835,0.8435182571411133,78.80493640899658,401,0.3598041879917517,0.17868025404155957,16,0.05638299244043182
100,4,256,4,0.4132429764176876,0.859754204750061,85.08378958702087,401,0.3598041879917517,0.17868025404155957,16,0.05343878842593591
100,4,256,8,0.40611309634645026,0.8329718112945557,81.35041546821594,401,0.3598041879917517,0.17868025404155957,16,0.046308908354698586
100,4,256,16,0.3631932746767882,0.8844934701919556,79.66146922111511,401,0.3598041879917517,0.17868025404155957,16,0.003389086685036513
100,16,16,2,0.32735071058663245,-1.2545392513275146,12.035229921340942,401,0.3598041879917517,0.17868025404155957,16,0.032453477405119224
100,16,16,4,0.32890469825969537,-0.8371998071670532,11.83734679222107,401,0.3598041879917517,0.17868025404155957,16,0.030899489732056307
100,16,16,8,0.3521291063617074,0.3175910711288452,12.478182315826416,401,0.3598041879917517,0.17868025404155957,16,0.007675081630044267
100,16,16,16,0.35325079667466874,0.44063353538513184,12.14023494720459,401,0.3598041879917517,0.17868025404155957,16,0.006553391317082935
100,16,32,2,0.2750254954249433,-0.11861157417297363,20.90555167198181,401,0.3598041879917517,0.17868025404155957,16,0.08477869256680837
100,16,32,4,0.32813386068408235,0.5131106376647949,20.596218585968018,401,0.3598041879917517,0.17868025404155957,16,0.03167032730766933
100,16,32,8,0.37106832687967145,0.6360986828804016,20.45774555206299,401,0.3598041879917517,0.17868025404155957,16,0.011264138887919772
100,16,32,16,0.35667642613173667,0.8278638124465942,20.596922874450684,401,0.3598041879917517,0.17868025404155957,16,0.0031277618600150103
100,16,64,2,0.336017184176678,-2.477592706680298,31.1348614692688,401,0.3598041879917517,0.17868025404155957,16,0.023787003815073704
100,16,64,4,0.321508167755099,0.47403740882873535,31.84069037437439,401,0.3598041879917517,0.17868025404155957,16,0.038296020236652684
