N,T,edge_per_t,evidences_per_t,calibration_batches,epsilon_msm,real_epsilon,time_calibration,distance_epsilon
100,64,16,8,200,0.06458,0.01855633224699721,20.77926230430603,0.04602366775300279
100,64,16,8,400,0.060390000000000006,0.01855633224699721,42.45140862464905,0.0418336677530028
100,64,16,8,800,0.060360000000000004,0.01855633224699721,86.47891616821289,0.041803667753002795
100,64,16,8,50,0.22662000000000002,0.01855633224699721,5.105388164520264,0.2080636677530028
100,64,16,8,100,0.23321000000000003,0.01855633224699721,10.597796440124512,0.21465366775300282
100,64,16,8,200,0.20158,0.01855633224699721,20.759121417999268,0.1830236677530028
100,64,16,8,400,0.16817000000000001,0.01855633224699721,41.86459684371948,0.1496136677530028
100,64,16,8,800,0.16825,0.01855633224699721,79.10066366195679,0.1496936677530028
100,64,16,8,50,0.25557,0.01855633224699721,4.9981467723846436,0.2370136677530028
100,64,16,8,100,0.18921000000000002,0.01855633224699721,10.724177598953247,0.1706536677530028
100,64,16,8,200,0.25561,0.01855633224699721,19.60983180999756,0.2370536677530028
100,64,16,8,400,0.23112000000000002,0.01855633224699721,36.837607622146606,0.2125636677530028
100,64,16,8,800,0.21964000000000003,0.01855633224699721,58.85218405723572,0.20108366775300282
100,64,16,8,50,0.19663000000000003,0.01855633224699721,3.7343924045562744,0.17807366775300282
100,64,16,8,100,0.12294000000000001,0.01855633224699721,7.428450107574463,0.1043836677530028
100,64,16,8,200,0.19607000000000002,0.01855633224699721,14.556872129440308,0.1775136677530028
100,64,16,8,400,0.19756,0.01855633224699721,29.773354053497314,0.1790036677530028
100,64,16,8,800,0.19635000000000002,0.01855633224699721,59.45836853981018,0.17779366775300282
100,64,16,8,50,0.30297,0.01855633224699721,3.695127487182617,0.2844136677530028
100,64,16,8,100,0.12028000000000001,0.01855633224699721,7.536241292953491,0.1017236677530028
100,64,16,8,200,0.12314000000000001,0.01855633224699721,15.054634094238281,0.1045836677530028
100,64,16,8,400,0.12298,0.01855633224699721,30.937955141067505,0.1044236677530028
100,64,16,8,800,0.12318000000000001,0.01855633224699721,68.17501783370972,0.1046236677530028
100,64,16,8,50,0.08926,0.01855633224699721,4.101460695266724,0.0707036677530028
100,64,16,8,100,0.09055,0.01855633224699721,8.17361068725586,0.0719936677530028
100,64,16,8,200,0.08850000000000001,0.01855633224699721,16.696364164352417,0.0699436677530028
100,64,16,8,400,0.0884,0.01855633224699721,33.71710419654846,0.0698436677530028
100,64,16,8,800,0.08826,0.01855633224699721,81.00930547714233,0.0697036677530028
100,64,16,8,50,0.012600000000000002,0.01855633224699721,5.065824031829834,0.005956332246997207
100,64,16,8,100,0.06863000000000001,0.01855633224699721,9.913516998291016,0.0500736677530028
100,64,16,8,200,0.06843,0.01855633224699721,19.637396574020386,0.049873667753002796
100,64,16,8,400,0.06866,0.01855633224699721,40.4581139087677,0.05010366775300279
100,64,16,8,800,0.06888000000000001,0.01855633224699721,74.58485007286072,0.0503236677530028
100,64,16,8,50,0.34077,0.01855633224699721,5.083032608032227,0.3222136677530028
100,64,16,8,100,0.13541,0.01855633224699721,10.600099802017212,0.1168536677530028
100,64,16,8,200,0.0004,0.01855633224699721,20.807404041290283,0.018156332246997208
100,64,16,8,400,0.00034,0.01855633224699721,40.734097957611084,0.01821633224699721
100,64,16,8,800,0.00042,0.01855633224699721,73.62838554382324,0.01813633224699721
100,64,16,8,50,0.10619,0.01855633224699721,4.670150279998779,0.0876336677530028
100,64,16,8,100,0.10410000000000001,0.01855633224699721,9.953418254852295,0.0855436677530028
100,64,16,8,200,0.10168,0.01855633224699721,18.679418087005615,0.0831236677530028
100,64,16,8,400,0.10635000000000001,0.01855633224699721,36.928534269332886,0.0877936677530028
100,64,16,8,800,0.10803000000000001,0.01855633224699721,67.399165391922,0.0894736677530028
100,64,16,8,50,0.019600000000000003,0.01855633224699721,4.809644937515259,0.0010436677530027937
100,64,16,8,100,0.016550000000000002,0.01855633224699721,9.619496822357178,0.002006332246997207
100,64,16,8,200,0.0193,0.01855633224699721,20.057434558868408,0.000743667753002792
100,64,16,8,400,0.01785,0.01855633224699721,37.92178225517273,0.0007063322469972079
100,64,16,8,800,0.019200000000000002,0.01855633224699721,78.22366428375244,0.0006436677530027926
100,64,16,8,50,0.02398,0.01855633224699721,4.683789491653442,0.005423667753002792
100,64,16,8,100,0.02714,0.01855633224699721,9.231030464172363,0.008583667753002792
100,64,16,8,200,0.02578,0.01855633224699721,19.15351438522339,0.007223667753002792
100,64,16,8,400,0.026080000000000002,0.01855633224699721,39.4045627117157,0.007523667753002793
100,64,16,8,800,0.026400000000000003,0.01855633224699721,78.67585635185242,0.007843667753002794
100,64,16,8,50,0.07108,0.01855633224699721,5.28585147857666,0.052523667753002795
100,64,16,8,100,0.06624000000000001,0.01855633224699721,10.204560279846191,0.0476836677530028
100,64,16,8,200,0.07027,0.01855633224699721,17.118829250335693,0.05171366775300279
100,64,16,8,400,0.06951,0.01855633224699721,33.4620258808136,0.05095366775300279
100,64,16,8,800,0.067,0.01855633224699721,61.68317532539368,0.048443667753002795
100,64,16,8,50,0.23728000000000002,0.01855633224699721,4.258147954940796,0.2187236677530028
100,64,16,8,100,0.22293000000000002,0.01855633224699721,7.74824857711792,0.2043736677530028
100,64,16,8,200,0.22287,0.01855633224699721,16.202870845794678,0.2043136677530028
100,64,16,8,400,0.22495,0.01855633224699721,32.892765283584595,0.2063936677530028
100,64,16,8,800,0.22426000000000001,0.01855633224699721,65.7406713962555,0.2057036677530028
100,64,16,8,50,0.15526,0.01855633224699721,4.0390400886535645,0.1367036677530028
100,64,16,8,100,0.15568,0.01855633224699721,8.18454098701477,0.1371236677530028
100,64,16,8,200,0.15436000000000002,0.01855633224699721,16.6873996257782,0.13580366775300282
100,64,16,8,400,0.15499000000000002,0.01855633224699721,31.267559051513672,0.1364336677530028
100,64,16,8,800,0.15364,0.01855633224699721,65.81080389022827,0.1350836677530028
100,64,16,8,50,0.01592,0.01855633224699721,4.1482086181640625,0.002636332246997209
100,64,16,8,100,0.01055,0.01855633224699721,8.471121311187744,0.008006332246997209
100,64,16,8,200,0.0145,0.01855633224699721,15.897864818572998,0.0040563322469972084
100,64,16,8,400,0.01497,0.01855633224699721,31.590827465057373,0.0035863322469972085
100,64,16,8,800,0.015430000000000001,0.01855633224699721,71.19510245323181,0.003126332246997208
100,64,16,8,50,0.008790000000000001,0.01855633224699721,4.289421796798706,0.009766332246997208
100,64,16,8,100,0.007680000000000001,0.01855633224699721,8.763324737548828,0.010876332246997208
100,64,16,8,200,0.00759,0.01855633224699721,18.030056476593018,0.01096633224699721
100,64,16,8,400,0.00774,0.01855633224699721,39.62037944793701,0.010816332246997209
100,64,16,8,800,0.0067,0.01855633224699721,80.82210659980774,0.011856332246997208
100,64,16,8,50,0.06667000000000001,0.01855633224699721,4.847988128662109,0.0481136677530028
100,64,16,8,100,0.06915,0.01855633224699721,9.166279554367065,0.050593667753002794
100,64,16,8,200,0.07236000000000001,0.01855633224699721,18.400954484939575,0.0538036677530028
100,64,16,8,400,0.06935000000000001,0.01855633224699721,33.297924280166626,0.0507936677530028
100,64,16,8,800,0.06648000000000001,0.01855633224699721,75.86990594863892,0.0479236677530028
100,64,16,8,50,0.03159,0.01855633224699721,4.795594930648804,0.01303366775300279
100,64,16,8,100,0.03389,0.01855633224699721,9.425130367279053,0.015333667753002794
100,64,16,8,200,0.03063,0.01855633224699721,18.709571599960327,0.012073667753002792
100,64,16,8,400,0.02927,0.01855633224699721,38.19146275520325,0.010713667753002792
100,64,16,8,800,0.03135,0.01855633224699721,77.18366003036499,0.012793667753002794
100,64,16,8,50,0.07321000000000001,0.01855633224699721,4.6540586948394775,0.0546536677530028
100,64,16,8,100,0.13876000000000002,0.01855633224699721,9.635513067245483,0.12020366775300281
100,64,16,8,200,0.13826000000000002,0.01855633224699721,18.781514883041382,0.11970366775300281
100,64,16,8,400,0.13914,0.01855633224699721,38.730746030807495,0.1205836677530028
100,64,16,8,800,0.13985,0.01855633224699721,78.14772844314575,0.12129366775300279
100,64,16,8,50,0.06842000000000001,0.01855633224699721,5.232698440551758,0.0498636677530028
100,64,16,8,100,0.06963000000000001,0.01855633224699721,9.932088613510132,0.0510736677530028
100,64,16,8,200,0.06664,0.01855633224699721,19.75007128715515,0.048083667753002796
100,64,16,8,400,0.06911,0.01855633224699721,33.34094262123108,0.050553667753002796
100,64,16,8,800,0.06779,0.01855633224699721,66.91871881484985,0.049233667753002794
100,64,16,8,50,0.11541000000000001,0.01855633224699721,4.326327562332153,0.0968536677530028
100,64,16,8,100,0.08839000000000001,0.01855633224699721,9.729517221450806,0.0698336677530028
100,64,16,8,200,0.11092,0.01855633224699721,19.12807273864746,0.0923636677530028
100,64,16,8,400,0.11385,0.01855633224699721,38.76446056365967,0.0952936677530028
100,64,16,8,800,0.11111000000000001,0.01855633224699721,76.87361216545105,0.0925536677530028
100,64,16,8,50,0.057240000000000006,0.01855633224699721,4.789761543273926,0.0386836677530028
100,64,16,8,100,0.060200000000000004,0.01855633224699721,9.344014883041382,0.041643667753002794
100,64,16,8,200,0.05994000000000001,0.01855633224699721,20.125432014465332,0.0413836677530028
100,64,16,8,400,0.057510000000000006,0.01855633224699721,38.878727197647095,0.038953667753002796
100,64,16,8,800,0.05917000000000001,0.01855633224699721,76.5235800743103,0.0406136677530028
100,64,16,8,50,0.0006600000000000001,0.01855633224699721,4.65298056602478,0.01789633224699721
100,64,16,8,100,0.0008900000000000001,0.01855633224699721,9.46253514289856,0.01766633224699721
100,64,16,8,200,0.00117,0.01855633224699721,19.777449131011963,0.01738633224699721
100,64,16,8,400,0.0022400000000000002,0.01855633224699721,39.488938331604004,0.01631633224699721
100,64,16,8,800,0.00232,0.01855633224699721,76.81905508041382,0.01623633224699721
100,64,16,8,50,0.32874000000000003,0.01855633224699721,4.362523555755615,0.3101836677530028
100,64,16,8,100,0.32109000000000004,0.01855633224699721,8.590346574783325,0.30253366775300283
100,64,16,8,200,0.31818,0.01855633224699721,19.890293836593628,0.2996236677530028
100,64,16,8,400,0.31956,0.01855633224699721,38.766138792037964,0.3010036677530028
100,64,16,8,800,0.31860000000000005,0.01855633224699721,70.99040293693542,0.30004366775300284
100,64,16,8,50,0.09661,0.01855633224699721,4.67919397354126,0.07805366775300279
100,64,16,8,100,0.08337000000000001,0.01855633224699721,9.172822952270508,0.0648136677530028
100,64,16,8,200,0.08484000000000001,0.01855633224699721,19.298787832260132,0.0662836677530028
100,64,16,8,400,0.08329,0.01855633224699721,37.87963676452637,0.0647336677530028
100,64,16,8,800,0.08377000000000001,0.01855633224699721,77.30521035194397,0.0652136677530028
100,64,16,8,50,0.13526000000000002,0.01855633224699721,4.633760213851929,0.11670366775300281
100,64,16,8,100,0.06760000000000001,0.01855633224699721,9.720741510391235,0.0490436677530028
100,64,16,8,200,0.06083,0.01855633224699721,19.10685658454895,0.04227366775300279
100,64,16,8,400,0.0043100000000000005,0.01855633224699721,38.65262722969055,0.014246332246997208
100,64,16,8,800,0.00394,0.01855633224699721,78.13946795463562,0.01461633224699721
100,64,16,8,50,0.012050000000000002,0.01855633224699721,4.991440534591675,0.0065063322469972075
100,64,16,8,100,0.01335,0.01855633224699721,9.36325454711914,0.005206332246997208
100,64,16,8,200,0.013300000000000001,0.01855633224699721,18.633752584457397,0.005256332246997208
100,64,16,8,400,0.013470000000000001,0.01855633224699721,36.9107882976532,0.005086332246997208
100,64,16,8,800,0.010280000000000001,0.01855633224699721,66.30299067497253,0.008276332246997208
100,64,16,8,50,0.13329000000000002,0.01855633224699721,3.993797779083252,0.11473366775300281
100,64,16,8,100,0.13559000000000002,0.01855633224699721,8.189540147781372,0.1170336677530028
100,64,16,8,200,0.13405,0.01855633224699721,14.761781454086304,0.1154936677530028
100,64,16,8,400,0.06570000000000001,0.01855633224699721,34.56912803649902,0.0471436677530028
100,64,16,8,800,0.06557,0.01855633224699721,76.20961713790894,0.047013667753002794
100,64,16,8,50,0.02321,0.01855633224699721,4.8323163986206055,0.004653667753002792
100,64,16,8,100,0.024440000000000003,0.01855633224699721,7.9883387088775635,0.005883667753002794
100,64,16,8,200,0.14164000000000002,0.01855633224699721,16.051623821258545,0.1230836677530028
100,64,16,8,400,0.14127,0.01855633224699721,33.7618613243103,0.1227136677530028
100,64,16,8,800,0.14227,0.01855633224699721,62.80300498008728,0.1237136677530028
100,64,16,8,50,0.07218000000000001,0.01855633224699721,3.6294801235198975,0.0536236677530028
100,64,16,8,100,0.0673,0.01855633224699721,7.515720367431641,0.04874366775300279
100,64,16,8,200,0.06698000000000001,0.01855633224699721,14.591507196426392,0.0484236677530028
100,64,16,8,400,0.07350000000000001,0.01855633224699721,29.5321044921875,0.0549436677530028
100,64,16,8,800,0.07338,0.01855633224699721,70.57969403266907,0.05482366775300279
100,64,16,8,50,0.30685,0.01855633224699721,5.384533643722534,0.2882936677530028
100,64,16,8,100,0.11320000000000001,0.01855633224699721,10.827845096588135,0.0946436677530028
100,64,16,8,200,0.19703,0.01855633224699721,19.300006866455078,0.1784736677530028
100,64,16,8,400,0.11259000000000001,0.01855633224699721,40.00463795661926,0.0940336677530028
100,64,16,8,800,0.19703,0.01855633224699721,84.38192939758301,0.1784736677530028
100,64,16,8,50,0.09102,0.01855633224699721,5.23883056640625,0.0724636677530028
100,64,16,8,100,0.10036,0.01855633224699721,10.45772933959961,0.0818036677530028
100,64,16,8,200,0.09866000000000001,0.01855633224699721,20.451818227767944,0.0801036677530028
100,64,16,8,400,0.10007,0.01855633224699721,43.12797546386719,0.0815136677530028
100,64,16,8,800,0.10064000000000001,0.01855633224699721,84.1052565574646,0.0820836677530028
100,64,16,8,50,0.17214000000000002,0.01855633224699721,5.042352914810181,0.1535836677530028
100,64,16,8,100,0.16968000000000003,0.01855633224699721,10.848933935165405,0.15112366775300282
100,64,16,8,200,0.17205,0.01855633224699721,20.806061267852783,0.1534936677530028
100,64,16,8,400,0.17302,0.01855633224699721,42.42012619972229,0.1544636677530028
100,64,16,8,800,0.17298000000000002,0.01855633224699721,85.2654299736023,0.1544236677530028
100,64,16,8,50,0.00817,0.01855633224699721,4.951172590255737,0.010386332246997209
100,64,16,8,100,0.009600000000000001,0.01855633224699721,10.013804912567139,0.008956332246997208
100,64,16,8,200,0.00961,0.01855633224699721,20.302038192749023,0.008946332246997209
100,64,16,8,400,0.00995,0.01855633224699721,42.861061811447144,0.008606332246997209
100,64,16,8,800,0.012610000000000001,0.01855633224699721,87.88703918457031,0.005946332246997208
100,64,16,8,50,0.17634000000000002,0.01855633224699721,5.292634725570679,0.15778366775300282
100,64,16,8,100,0.18589000000000003,0.01855633224699721,10.80835771560669,0.16733366775300282
100,64,16,8,200,0.18572000000000002,0.01855633224699721,20.759709119796753,0.16716366775300281
100,64,16,8,400,0.18649000000000002,0.01855633224699721,40.02477669715881,0.1679336677530028
100,64,16,8,800,0.18565,0.01855633224699721,77.09629964828491,0.1670936677530028
100,64,16,8,50,0.09456,0.01855633224699721,4.713829755783081,0.0760036677530028
100,64,16,8,100,0.039830000000000004,0.01855633224699721,9.58129072189331,0.021273667753002795
100,64,16,8,200,0.01157,0.01855633224699721,20.068809032440186,0.006986332246997209
100,64,16,8,400,0.041010000000000005,0.01855633224699721,39.40105438232422,0.022453667753002796
100,64,16,8,800,0.01144,0.01855633224699721,79.25684905052185,0.007116332246997209
100,64,16,8,50,0.09458000000000001,0.01855633224699721,5.056027889251709,0.0760236677530028
100,64,16,8,100,0.11387000000000001,0.01855633224699721,9.427245855331421,0.0953136677530028
100,64,16,8,200,0.12051,0.01855633224699721,18.936828136444092,0.1019536677530028
100,64,16,8,400,0.11699000000000001,0.01855633224699721,39.432395696640015,0.0984336677530028
100,64,16,8,800,0.11705000000000002,0.01855633224699721,79.35581946372986,0.0984936677530028
100,64,16,8,50,0.15458000000000002,0.01855633224699721,5.193563222885132,0.1360236677530028
100,64,16,8,100,0.08691,0.01855633224699721,10.007596015930176,0.06835366775300279
100,64,16,8,200,0.15639,0.01855633224699721,19.97469711303711,0.1378336677530028
100,64,16,8,400,0.15692,0.01855633224699721,38.46443462371826,0.1383636677530028
100,64,16,8,800,0.15765,0.01855633224699721,77.97107648849487,0.1390936677530028
100,64,16,8,50,0.05199,0.01855633224699721,5.27776575088501,0.03343366775300279
100,64,16,8,100,0.047970000000000006,0.01855633224699721,9.605316400527954,0.029413667753002797
100,64,16,8,200,0.13112000000000001,0.01855633224699721,20.681201219558716,0.1125636677530028
100,64,16,8,400,0.04662,0.01855633224699721,40.93331551551819,0.028063667753002793
100,64,16,8,800,0.046590000000000006,0.01855633224699721,82.76849222183228,0.028033667753002797
100,64,16,8,50,0.09792000000000001,0.01855633224699721,4.684922695159912,0.0793636677530028
100,64,16,8,100,0.13470000000000001,0.01855633224699721,9.962637424468994,0.1161436677530028
100,64,16,8,200,0.09758000000000001,0.01855633224699721,21.321298599243164,0.0790236677530028
100,64,16,8,400,0.09743,0.01855633224699721,39.51869297027588,0.0788736677530028
100,64,16,8,800,0.09715000000000001,0.01855633224699721,90.87004470825195,0.0785936677530028
100,64,16,8,50,0.07285000000000001,0.01855633224699721,5.782918930053711,0.0542936677530028
100,64,16,8,100,0.07204,0.01855633224699721,17.316421031951904,0.0534836677530028
100,64,16,8,200,0.07091,0.01855633224699721,12.849928140640259,0.05235366775300279
100,64,16,8,400,0.07246000000000001,0.01855633224699721,75.79296469688416,0.0539036677530028
100,64,16,8,800,0.07092000000000001,0.01855633224699721,52.17086386680603,0.0523636677530028
