N,edge_per_t,evidences_per_t,T,calibration_batches,epsilon_msm,real_epsilon,time_calibration,simulator_name,distance_epsilon
100,16,8,32,25,0.15271,0.3109160546841736,1.2373988628387451,noisy_observed,0.1582060546841736
100,16,8,32,50,0.27361,0.3109160546841736,1.6527321338653564,full_observed,0.037306054684173584
100,16,8,32,50,0.18382,0.3109160546841736,2.011136531829834,partial_observed,0.1270960546841736
100,16,8,32,50,0.35825,0.3109160546841736,2.476994752883911,noisy_observed,0.04733394531582641
100,16,8,32,100,0.37162,0.3109160546841736,3.289275646209717,full_observed,0.0607039453158264
100,16,8,32,100,0.25935,0.3109160546841736,4.027889966964722,partial_observed,0.05156605468417358
100,16,8,32,100,0.43679,0.3109160546841736,4.968294143676758,noisy_observed,0.1258739453158264
100,16,8,32,200,0.37901,0.3109160546841736,8.342204809188843,full_observed,0.06809394531582641
100,16,8,32,200,0.07527,0.3109160546841736,10.219251155853271,partial_observed,0.2356460546841736
100,16,8,32,200,0.19858,0.3109160546841736,11.57090711593628,noisy_observed,0.1123360546841736
100,16,8,32,400,0.28265,0.3109160546841736,15.454200983047485,full_observed,0.02826605468417359
100,16,8,32,400,0.43832000000000004,0.3109160546841736,17.46715807914734,partial_observed,0.12740394531582644
100,16,8,32,400,0.21873,0.3109160546841736,20.066779375076294,noisy_observed,0.0921860546841736
100,16,8,32,800,0.41533000000000003,0.3109160546841736,26.462692260742188,full_observed,0.10441394531582643
100,16,8,32,800,0.22344000000000003,0.3109160546841736,33.804656982421875,partial_observed,0.08747605468417358
100,16,8,32,800,0.39291000000000004,0.3109160546841736,91.34848761558533,noisy_observed,0.08199394531582643
100,16,8,64,25,0.38113,0.3109160546841736,4.894832611083984,full_observed,0.07021394531582642
100,16,8,64,25,0.28369,0.3109160546841736,5.691162824630737,partial_observed,0.027226054684173606
100,16,8,64,25,0.33059000000000005,0.3109160546841736,5.816946744918823,noisy_observed,0.019673945315826447
100,16,8,64,50,0.43510000000000004,0.3109160546841736,9.336875438690186,full_observed,0.12418394531582644
100,16,8,64,50,0.33606,0.3109160546841736,11.310163736343384,partial_observed,0.02514394531582642
100,16,8,64,50,0.44637000000000004,0.3109160546841736,12.625397682189941,noisy_observed,0.13545394531582644
100,16,8,64,100,0.20387000000000002,0.3109160546841736,18.224098205566406,full_observed,0.10704605468417358
100,16,8,64,100,0.34965,0.3109160546841736,22.117596864700317,partial_observed,0.03873394531582641
100,16,8,64,100,0.29888000000000003,0.3109160546841736,23.91816997528076,noisy_observed,0.01203605468417357
100,16,8,64,200,0.38109000000000004,0.3109160546841736,36.70167398452759,full_observed,0.07017394531582644
100,16,8,64,200,0.29684000000000005,0.3109160546841736,19.26000428199768,partial_observed,0.014076054684173556
100,16,8,64,200,0.28183,0.3109160546841736,16.32849931716919,noisy_observed,0.02908605468417358
100,16,8,64,400,0.37567,0.3109160546841736,23.685301065444946,full_observed,0.0647539453158264
100,16,8,64,400,0.17674,0.3109160546841736,30.39713716506958,partial_observed,0.1341760546841736
100,16,8,64,400,0.35638000000000003,0.3109160546841736,91.52459740638733,noisy_observed,0.045463945315826426
100,16,8,64,800,0.34399,0.3109160546841736,75.72480750083923,full_observed,0.033073945315826414
100,16,8,64,800,0.32174,0.3109160546841736,63.681225061416626,partial_observed,0.010823945315826422
100,16,8,64,800,0.37485,0.3109160546841736,66.45574879646301,noisy_observed,0.06393394531582641
100,16,8,128,25,0.31907,0.3109160546841736,2.7733540534973145,full_observed,0.008153945315826416
100,16,8,128,25,0.30339000000000005,0.3109160546841736,3.5208890438079834,partial_observed,0.007526054684173555
100,16,8,128,25,0.27631,0.3109160546841736,3.6041157245635986,noisy_observed,0.034606054684173604
100,16,8,128,50,0.32933,0.3109160546841736,5.553435564041138,full_observed,0.018413945315826408
100,16,8,128,50,0.30132000000000003,0.3109160546841736,7.04369044303894,partial_observed,0.009596054684173572
100,16,8,128,50,0.33559000000000005,0.3109160546841736,7.219914436340332,noisy_observed,0.02467394531582645
100,16,8,128,100,0.31133000000000005,0.3109160546841736,11.098036527633667,full_observed,0.0004139453158264472
100,16,8,128,100,0.29905000000000004,0.3109160546841736,14.838032722473145,partial_observed,0.011866054684173566
100,16,8,128,100,0.34318000000000004,0.3109160546841736,38.20088529586792,noisy_observed,0.03226394531582644
100,16,8,128,200,0.30241,0.3109160546841736,84.54389095306396,full_observed,0.008506054684173592
100,16,8,128,200,0.32207,0.3109160546841736,98.70329070091248,partial_observed,0.011153945315826419
100,16,8,128,200,0.33731000000000005,0.3109160546841736,88.71237325668335,noisy_observed,0.02639394531582645
100,16,8,128,400,0.30145000000000005,0.3109160546841736,134.67526841163635,full_observed,0.009466054684173553
100,16,8,128,400,0.29606000000000005,0.3109160546841736,56.27010440826416,partial_observed,0.014856054684173559
100,16,8,128,400,0.32022,0.3109160546841736,58.00250601768494,noisy_observed,0.0093039453158264
100,16,8,128,800,0.31656,0.3109160546841736,91.37091660499573,full_observed,0.005643945315826404
100,16,8,128,800,0.32251,0.3109160546841736,153.49859809875488,partial_observed,0.011593945315826415
100,16,8,128,800,0.32471000000000005,0.3109160546841736,138.4192464351654,noisy_observed,0.01379394531582645
100,16,8,32,25,0.18974000000000002,0.19283282614481712,0.8233914375305176,full_observed,0.0030928261448170957
100,16,8,32,25,0.30583000000000005,0.19283282614481712,0.9989762306213379,partial_observed,0.11299717385518293
100,16,8,32,25,0.32298000000000004,0.19283282614481712,1.2324910163879395,noisy_observed,0.13014717385518293
100,16,8,32,50,0.17995000000000003,0.19283282614481712,1.6428442001342773,full_observed,0.012882826144817089
100,16,8,32,50,0.20450000000000002,0.19283282614481712,2.0141146183013916,partial_observed,0.0116671738551829
100,16,8,32,50,0.28114,0.19283282614481712,2.48138689994812,noisy_observed,0.08830717385518289
100,16,8,32,100,0.11398000000000001,0.19283282614481712,3.2976574897766113,full_observed,0.0788528261448171
100,16,8,32,100,0.19315000000000002,0.19283282614481712,4.035278797149658,partial_observed,0.00031717385518290064
100,16,8,32,100,0.38587000000000005,0.19283282614481712,5.247288227081299,noisy_observed,0.19303717385518293
100,16,8,32,200,0.16718000000000002,0.19283282614481712,6.9662322998046875,full_observed,0.025652826144817092
100,16,8,32,200,0.22466000000000003,0.19283282614481712,8.487915992736816,partial_observed,0.03182717385518291
100,16,8,32,200,0.07769000000000001,0.19283282614481712,10.817336320877075,noisy_observed,0.1151428261448171
100,16,8,32,400,0.13561,0.19283282614481712,17.143895626068115,full_observed,0.05722282614481711
100,16,8,32,400,0.14698,0.19283282614481712,16.66512155532837,partial_observed,0.045852826144817116
100,16,8,32,400,0.41233000000000003,0.19283282614481712,20.847403526306152,noisy_observed,0.21949717385518291
100,16,8,32,800,0.22759000000000001,0.19283282614481712,27.094374656677246,full_observed,0.0347571738551829
100,16,8,32,800,0.14868,0.19283282614481712,32.37397027015686,partial_observed,0.04415282614481711
100,16,8,32,800,0.38152,0.19283282614481712,41.46961498260498,noisy_observed,0.1886871738551829
100,16,8,64,25,0.13353,0.19283282614481712,1.475644588470459,full_observed,0.059302826144817106
100,16,8,64,25,0.022430000000000002,0.19283282614481712,1.8392033576965332,partial_observed,0.1704028261448171
100,16,8,64,25,0.11511,0.19283282614481712,2.028162717819214,noisy_observed,0.07772282614481711
100,16,8,64,50,0.00655,0.19283282614481712,2.957767963409424,full_observed,0.18628282614481712
100,16,8,64,50,0.030130000000000004,0.19283282614481712,3.800233840942383,partial_observed,0.16270282614481713
100,16,8,64,50,0.007710000000000001,0.19283282614481712,4.216670513153076,noisy_observed,0.18512282614481712
100,16,8,64,100,0.06923,0.19283282614481712,6.119994163513184,full_observed,0.12360282614481712
100,16,8,64,100,0.044750000000000005,0.19283282614481712,7.630575656890869,partial_observed,0.1480828261448171
100,16,8,64,100,0.08752,0.19283282614481712,8.47022032737732,noisy_observed,0.10531282614481711
100,16,8,64,200,0.20816,0.19283282614481712,12.263269662857056,full_observed,0.015327173855182896
100,16,8,64,200,0.06886,0.19283282614481712,18.068894624710083,partial_observed,0.12397282614481711
100,16,8,64,200,0.07393000000000001,0.19283282614481712,49.0700249671936,noisy_observed,0.1189028261448171
100,16,8,64,400,0.08154,0.19283282614481712,72.40884327888489,full_observed,0.11129282614481711
100,16,8,64,400,0.1496,0.19283282614481712,48.81816363334656,partial_observed,0.043232826144817105
100,16,8,64,400,0.16422,0.19283282614481712,32.87603974342346,noisy_observed,0.02861282614481711
100,16,8,64,800,0.06335,0.19283282614481712,47.63882541656494,full_observed,0.1294828261448171
100,16,8,64,800,0.15321,0.19283282614481712,59.4539852142334,partial_observed,0.0396228261448171
100,16,8,64,800,0.20087000000000002,0.19283282614481712,65.35403323173523,noisy_observed,0.008037173855182905
100,16,8,128,25,0.10582000000000001,0.19283282614481712,2.956197738647461,full_observed,0.0870128261448171
100,16,8,128,25,0.09480000000000001,0.19283282614481712,3.7204999923706055,partial_observed,0.0980328261448171
100,16,8,128,25,0.14035,0.19283282614481712,3.837303400039673,noisy_observed,0.05248282614481711
100,16,8,128,50,0.06838000000000001,0.19283282614481712,5.9026196002960205,full_observed,0.1244528261448171
100,16,8,128,50,0.10793000000000001,0.19283282614481712,7.447558879852295,partial_observed,0.0849028261448171
100,16,8,128,50,0.10300000000000001,0.19283282614481712,7.682470321655273,noisy_observed,0.08983282614481711
100,16,8,128,100,0.14052,0.19283282614481712,11.822032928466797,full_observed,0.05231282614481711
100,16,8,128,100,0.10644,0.19283282614481712,24.353354930877686,partial_observed,0.08639282614481711
100,16,8,128,100,0.12477,0.19283282614481712,30.870256662368774,noisy_observed,0.06806282614481711
100,16,8,128,200,0.13379000000000002,0.19283282614481712,35.67684459686279,full_observed,0.059042826144817095
100,16,8,128,200,0.10784,0.19283282614481712,50.141916275024414,partial_observed,0.08499282614481711
100,16,8,128,200,0.09263,0.19283282614481712,49.34017610549927,noisy_observed,0.10020282614481711
100,16,8,128,400,0.12428000000000002,0.19283282614481712,45.457659006118774,full_observed,0.0685528261448171
100,16,8,128,400,0.14402,0.19283282614481712,59.93961453437805,partial_observed,0.048812826144817106
100,16,8,128,400,0.11604,0.19283282614481712,59.40972638130188,noisy_observed,0.07679282614481711
100,16,8,128,800,0.24121,0.19283282614481712,138.3149185180664,full_observed,0.04837717385518289
100,16,8,128,800,0.10944000000000001,0.19283282614481712,122.49221563339233,partial_observed,0.0833928261448171
100,16,8,128,800,0.08344,0.19283282614481712,268.28714418411255,noisy_observed,0.10939282614481712
100,16,8,32,25,0.09286000000000001,0.09318457496279148,0.8255319595336914,full_observed,0.0003245749627914657
100,16,8,32,25,0.046150000000000004,0.09318457496279148,1.0055744647979736,partial_observed,0.047034574962791474
100,16,8,32,25,0.30606,0.09318457496279148,1.2457494735717773,noisy_observed,0.21287542503720852
100,16,8,32,50,0.02536,0.09318457496279148,1.6418931484222412,full_observed,0.06782457496279148
100,16,8,32,50,0.030560000000000004,0.09318457496279148,2.071803569793701,partial_observed,0.06262457496279147
100,16,8,32,50,0.048870000000000004,0.09318457496279148,2.5766682624816895,noisy_observed,0.044314574962791474
100,16,8,32,100,0.0497,0.09318457496279148,3.293445587158203,full_observed,0.04348457496279148
100,16,8,32,100,0.08584000000000001,0.09318457496279148,6.53218674659729,partial_observed,0.007344574962791464
100,16,8,32,100,0.31015000000000004,0.09318457496279148,4.980474233627319,noisy_observed,0.21696542503720856
100,16,8,32,200,0.07373,0.09318457496279148,6.565969944000244,full_observed,0.019454574962791474
100,16,8,32,200,0.027540000000000002,0.09318457496279148,8.04627251625061,partial_observed,0.06564457496279147
100,16,8,32,200,0.07401,0.09318457496279148,9.962486505508423,noisy_observed,0.01917457496279147
100,16,8,32,400,0.032260000000000004,0.09318457496279148,15.034690618515015,full_observed,0.060924574962791474
100,16,8,32,400,0.14552,0.09318457496279148,16.507832765579224,partial_observed,0.05233542503720853
100,16,8,32,400,0.03774,0.09318457496279148,19.799871683120728,noisy_observed,0.055444574962791475
100,16,8,32,800,0.011080000000000001,0.09318457496279148,26.407653093338013,full_observed,0.08210457496279147
100,16,8,32,800,0.07629000000000001,0.09318457496279148,34.13008093833923,partial_observed,0.016894574962791467
100,16,8,32,800,0.00542,0.09318457496279148,41.167935609817505,noisy_observed,0.08776457496279148
100,16,8,64,25,0.0787,0.09318457496279148,1.5699841976165771,full_observed,0.014484574962791472
100,16,8,64,25,0.15453,0.09318457496279148,1.9503169059753418,partial_observed,0.06134542503720852
100,16,8,64,25,0.08694,0.09318457496279148,2.1554322242736816,noisy_observed,0.006244574962791474
100,16,8,64,50,0.15613000000000002,0.09318457496279148,3.1483418941497803,full_observed,0.06294542503720854
100,16,8,64,50,0.11831000000000001,0.09318457496279148,3.895589828491211,partial_observed,0.025125425037208535
100,16,8,64,50,0.16857000000000003,0.09318457496279148,4.335219860076904,noisy_observed,0.07538542503720855
100,16,8,64,100,0.035,0.09318457496279148,6.270283937454224,full_observed,0.058184574962791474
100,16,8,64,100,0.10657000000000001,0.09318457496279148,7.799050807952881,partial_observed,0.013385425037208534
100,16,8,64,100,0.033370000000000004,0.09318457496279148,8.603269338607788,noisy_observed,0.059814574962791474
100,16,8,64,200,0.11501000000000001,0.09318457496279148,12.144577741622925,full_observed,0.021825425037208537
100,16,8,64,200,0.06904,0.09318457496279148,14.608361959457397,partial_observed,0.024144574962791474
100,16,8,64,200,0.16438000000000003,0.09318457496279148,16.232475519180298,noisy_observed,0.07119542503720855
100,16,8,64,400,0.0684,0.09318457496279148,25.12177014350891,full_observed,0.024784574962791475
100,16,8,64,400,0.08704,0.09318457496279148,32.125197887420654,partial_observed,0.006144574962791471
100,16,8,64,400,0.17620000000000002,0.09318457496279148,34.698060512542725,noisy_observed,0.08301542503720855
100,16,8,64,800,0.047670000000000004,0.09318457496279148,48.10906791687012,full_observed,0.045514574962791474
100,16,8,64,800,0.0182,0.09318457496279148,78.95887923240662,partial_observed,0.07498457496279148
100,16,8,64,800,0.12294000000000001,0.09318457496279148,68.66297030448914,noisy_observed,0.02975542503720853
100,16,8,128,25,0.15099,0.09318457496279148,2.790868043899536,full_observed,0.057805425037208535
100,16,8,128,25,0.08504,0.09318457496279148,3.5277256965637207,partial_observed,0.008144574962791473
100,16,8,128,25,0.13403,0.09318457496279148,3.6281578540802,noisy_observed,0.04084542503720853
100,16,8,128,50,0.00957,0.09318457496279148,6.0894293785095215,full_observed,0.08361457496279148
100,16,8,128,50,0.09125000000000001,0.09318457496279148,7.599372625350952,partial_observed,0.001934574962791466
100,16,8,128,50,0.25082000000000004,0.09318457496279148,7.873736381530762,noisy_observed,0.15763542503720857
100,16,8,128,100,0.11073000000000001,0.09318457496279148,12.115274429321289,full_observed,0.01754542503720853
100,16,8,128,100,0.017900000000000003,0.09318457496279148,14.641793727874756,partial_observed,0.07528457496279148
100,16,8,128,100,0.08427000000000001,0.09318457496279148,14.500692129135132,noisy_observed,0.008914574962791466
100,16,8,128,200,0.09771,0.09318457496279148,22.359680891036987,full_observed,0.0045254250372085275
100,16,8,128,200,0.0077800000000000005,0.09318457496279148,28.36050510406494,partial_observed,0.08540457496279148
100,16,8,128,200,0.1067,0.09318457496279148,29.584951400756836,noisy_observed,0.013515425037208526
100,16,8,128,400,0.07631,0.09318457496279148,46.24735927581787,full_observed,0.016874574962791475
100,16,8,128,400,0.03087,0.09318457496279148,58.324334383010864,partial_observed,0.062314574962791476
100,16,8,128,400,0.08765,0.09318457496279148,58.402687788009644,noisy_observed,0.005534574962791472
100,16,8,128,800,0.051100000000000007,0.09318457496279148,144.70755982398987,full_observed,0.04208457496279147
100,16,8,128,800,0.13409000000000001,0.09318457496279148,122.57980608940125,partial_observed,0.04090542503720854
100,16,8,128,800,0.10085000000000001,0.09318457496279148,205.57939743995667,noisy_observed,0.007665425037208531
100,16,8,32,25,0.2559,0.16870509162307584,2.9077186584472656,full_observed,0.08719490837692417
100,16,8,32,25,0.42059,0.16870509162307584,3.570223331451416,partial_observed,0.2518849083769242
100,16,8,32,25,0.40887,0.16870509162307584,4.593214750289917,noisy_observed,0.24016490837692417
100,16,8,32,50,0.23059000000000002,0.16870509162307584,6.219855785369873,full_observed,0.061884908376924175
100,16,8,32,50,0.39005,0.16870509162307584,7.296688795089722,partial_observed,0.22134490837692417
100,16,8,32,50,0.29119,0.16870509162307584,10.502190828323364,noisy_observed,0.12248490837692416
100,16,8,32,100,0.19329000000000002,0.16870509162307584,11.96670651435852,full_observed,0.024584908376924175
100,16,8,32,100,0.29962,0.16870509162307584,13.034170150756836,partial_observed,0.13091490837692416
100,16,8,32,100,0.44659000000000004,0.16870509162307584,17.499650239944458,noisy_observed,0.2778849083769242
100,16,8,32,200,0.16208,0.16870509162307584,24.271916389465332,full_observed,0.0066250916230758405
100,16,8,32,200,0.22979000000000002,0.16870509162307584,28.60745620727539,partial_observed,0.06108490837692418
100,16,8,32,200,0.40593,0.16870509162307584,36.000325441360474,noisy_observed,0.23722490837692417
100,16,8,32,400,0.26666,0.16870509162307584,47.98946261405945,full_observed,0.09795490837692417
100,16,8,32,400,0.47552000000000005,0.16870509162307584,45.22520041465759,partial_observed,0.3068149083769242
100,16,8,32,400,0.20176000000000002,0.16870509162307584,51.2968168258667,noisy_observed,0.03305490837692418
100,16,8,32,800,0.19340000000000002,0.16870509162307584,40.931374073028564,full_observed,0.024694908376924174
100,16,8,32,800,0.20828000000000002,0.16870509162307584,32.34805941581726,partial_observed,0.03957490837692418
100,16,8,32,800,0.44727000000000006,0.16870509162307584,40.3180878162384,noisy_observed,0.2785649083769242
100,16,8,64,25,0.30103,0.16870509162307584,1.6713078022003174,full_observed,0.13232490837692418
100,16,8,64,25,0.18229,0.16870509162307584,2.0223965644836426,partial_observed,0.013584908376924165
100,16,8,64,25,0.24172000000000002,0.16870509162307584,2.2179017066955566,noisy_observed,0.07301490837692418
100,16,8,64,50,0.33508000000000004,0.16870509162307584,3.2837681770324707,full_observed,0.1663749083769242
100,16,8,64,50,0.11658,0.16870509162307584,3.9909141063690186,partial_observed,0.05212509162307584
100,16,8,64,50,0.36252,0.16870509162307584,4.410017490386963,noisy_observed,0.19381490837692417
100,16,8,64,100,0.34881,0.16870509162307584,5.924214124679565,full_observed,0.18010490837692417
100,16,8,64,100,0.08556000000000001,0.16870509162307584,7.37465238571167,partial_observed,0.08314509162307583
100,16,8,64,100,0.21168,0.16870509162307584,8.140570878982544,noisy_observed,0.042974908376924165
100,16,8,64,200,0.25807,0.16870509162307584,11.83635663986206,full_observed,0.08936490837692418
100,16,8,64,200,0.21753000000000003,0.16870509162307584,14.739435195922852,partial_observed,0.048824908376924187
100,16,8,64,200,0.23548000000000002,0.16870509162307584,16.34065580368042,noisy_observed,0.06677490837692418
100,16,8,64,400,0.27616,0.16870509162307584,44.76362586021423,full_observed,0.10745490837692417
100,16,8,64,400,0.17039,0.16870509162307584,72.0652449131012,partial_observed,0.0016849083769241713
100,16,8,64,400,0.32104000000000005,0.16870509162307584,33.56107425689697,noisy_observed,0.1523349083769242
100,16,8,64,800,0.27851000000000004,0.16870509162307584,48.02305316925049,full_observed,0.10980490837692419
100,16,8,64,800,0.16190000000000002,0.16870509162307584,101.89007115364075,partial_observed,0.006805091623075826
100,16,8,64,800,0.31934,0.16870509162307584,186.07862210273743,noisy_observed,0.15063490837692417
100,16,8,128,25,0.10204,0.16870509162307584,2.976073741912842,full_observed,0.06666509162307584
100,16,8,128,25,0.19176,0.16870509162307584,3.775139093399048,partial_observed,0.02305490837692417
100,16,8,128,25,0.20366,0.16870509162307584,3.854886293411255,noisy_observed,0.034954908376924165
100,16,8,128,50,0.03606,0.16870509162307584,5.592218637466431,full_observed,0.13264509162307583
100,16,8,128,50,0.054700000000000006,0.16870509162307584,7.087751626968384,partial_observed,0.11400509162307584
100,16,8,128,50,0.15859,0.16870509162307584,7.266575574874878,noisy_observed,0.010115091623075834
100,16,8,128,100,0.08025,0.16870509162307584,11.216947078704834,full_observed,0.08845509162307584
100,16,8,128,100,0.057850000000000006,0.16870509162307584,14.167013883590698,partial_observed,0.11085509162307583
100,16,8,128,100,0.01991,0.16870509162307584,14.664796352386475,noisy_observed,0.14879509162307583
100,16,8,128,200,0.15510000000000002,0.16870509162307584,22.795811653137207,full_observed,0.013605091623075827
100,16,8,128,200,0.0097,0.16870509162307584,56.893837690353394,partial_observed,0.15900509162307586
100,16,8,128,200,0.24796,0.16870509162307584,32.067604780197144,noisy_observed,0.07925490837692417
100,16,8,128,400,0.12982000000000002,0.16870509162307584,45.22730898857117,full_observed,0.038885091623075824
100,16,8,128,400,0.17337000000000002,0.16870509162307584,59.17919373512268,partial_observed,0.004664908376924182
100,16,8,128,400,0.17022,0.16870509162307584,58.033690214157104,noisy_observed,0.0015149083769241678
100,16,8,128,800,0.1733,0.16870509162307584,240.11341762542725,full_observed,0.004594908376924167
100,16,8,128,800,0.06525,0.16870509162307584,222.38464260101318,partial_observed,0.10345509162307584
100,16,8,128,800,0.06067,0.16870509162307584,119.28271317481995,noisy_observed,0.10803509162307584
100,16,8,32,25,0.005,0.24469676011188868,0.82659912109375,full_observed,0.23969676011188867
100,16,8,32,25,0.35840000000000005,0.24469676011188868,1.0067939758300781,partial_observed,0.11370323988811137
100,16,8,32,25,0.41029000000000004,0.24469676011188868,1.3212947845458984,noisy_observed,0.16559323988811137
100,16,8,32,50,0.15968000000000002,0.24469676011188868,1.8048505783081055,full_observed,0.08501676011188866
100,16,8,32,50,0.17429,0.24469676011188868,2.1869544982910156,partial_observed,0.07040676011188868
100,16,8,32,50,0.40885000000000005,0.24469676011188868,4.713267803192139,noisy_observed,0.16415323988811137
100,16,8,32,100,0.26413000000000003,0.24469676011188868,8.530312061309814,full_observed,0.019433239888111353
100,16,8,32,100,0.02364,0.24469676011188868,11.645701169967651,partial_observed,0.22105676011188868
100,16,8,32,100,0.12822,0.24469676011188868,13.037875890731812,noisy_observed,0.11647676011188868
100,16,8,32,200,0.21439000000000002,0.24469676011188868,17.710967540740967,full_observed,0.030306760111888653
100,16,8,32,200,0.12737,0.24469676011188868,20.725133895874023,partial_observed,0.11732676011188867
100,16,8,32,200,0.11266000000000001,0.24469676011188868,25.323978185653687,noisy_observed,0.13203676011188867
100,16,8,32,400,0.07678,0.24469676011188868,33.36717414855957,full_observed,0.16791676011188866
