N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epochs_pgabm,distance_epsilon_pgabm,epsilon_msm_20_batches,time_msm_20_batches,distance_epsilon_msm_20_batches,epsilon_msm_50_batches,time_msm_50_batches,distance_epsilon_msm_50_batches,epsilon_msm_100_batches,time_msm_100_batches,distance_epsilon_msm_100_batches
100,1000,4,4000,0.4531301979808409,0.25,0.2912199309446113,0.4466591396613922,0.31514644622802734,268,0.006471058319448719,0.4414,2.4660227298736572,0.011730197980840906,0.37120000000000003,6.689367055892944,0.08193019798084089,0.3764,12.318941593170166,0.07673019798084091
316,100,4,400,0.40355495083305304,0.25,0.42833239803885637,0.3873930062420096,0.09244537353515625,183,0.01616194459104342,0.3607,0.33709073066711426,0.04285495083305302,0.37420000000000003,0.8387570381164551,0.029354950833053006,0.3795,1.6874186992645264,0.024054950833053035
316,316,4,1264,0.40006984219349384,0.25,0.004976364711265391,0.3975266719177645,0.15679144859313965,185,0.0025431702757293673,0.4098,0.7451846599578857,0.009730157806506157,0.4182,1.8409347534179688,0.018130157806506175,0.4113,3.696073055267334,0.011230157806506158
316,1000,4,4000,0.13446802889253245,0.25,0.09725820692980092,0.1313537504379702,0.22262334823608398,169,0.003114278454562247,0.13870000000000002,3.0119714736938477,0.004231971107467564,0.1487,6.20812726020813,0.014231971107467545,0.1265,12.431857109069824,0.007968028892532453
1000,100,4,400,0.10957690287862903,0.25,0.3202066542862888,0.11087412579537421,0.10123085975646973,200,0.0012972229167451804,0.08170000000000001,0.3374621868133545,0.027876902878629026,0.1131,0.8480172157287598,0.0035230971213709716,0.12480000000000001,1.6817810535430908,0.015223097121370974
1000,316,4,1264,0.21440034645704437,0.25,0.1469781258549313,0.21162767825034823,0.3206052780151367,500,0.0027726682066961383,0.2026,0.7450118064880371,0.011800346457044364,0.2119,2.3758902549743652,0.002500346457044361,0.2179,3.7105960845947266,0.003499653542955644
1000,1000,4,4000,0.42468555036532746,0.25,0.29933194080321784,0.4169559853064609,0.27617526054382324,208,0.007729565058866572,0.4031,2.496103525161743,0.021585550365327444,0.4146,6.2284111976623535,0.010085550365327434,0.4107,13.012094497680664,0.013985550365327448
100,100,8,800,0.22518982123586012,0.25,0.6114994766596024,0.23543885423179206,0.24912238121032715,500,0.01024903299593194,0.23950000000000002,0.4633371829986572,0.014310178764139897,0.3724,1.1515161991119385,0.1472101787641399,0.2444,2.3028907775878906,0.019210178764139885
100,316,8,2528,0.4677100570035309,0.25,0.3956434015798493,0.4741418335866348,0.2588827610015869,333,0.006431776583103899,0.4534,1.1650795936584473,0.014310057003530885,0.4859,2.915987014770508,0.01818994299646909,0.49150000000000005,5.8321692943573,0.023789942996469138
100,1000,8,8000,0.176339663625869,0.25,0.08021222540021614,0.17510779459445444,0.17280244827270508,127,0.001231869031414562,0.1583,4.914860486984253,0.018039663625869007,0.1491,11.499164581298828,0.027239663625868993,0.1539,23.508405447006226,0.022439663625868994
316,100,8,800,0.30969608284837985,0.25,0.6532580520244544,0.31201764287122014,0.06513667106628418,128,0.0023215600228402855,0.2238,0.45989489555358887,0.08589608284837985,0.1991,1.1483314037322998,0.11059608284837985,0.1966,2.3123297691345215,0.11309608284837985
316,316,8,2528,0.4903495181778901,0.25,0.15054072996759787,0.47616991193406627,0.23068952560424805,282,0.014179606243823806,0.46990000000000004,1.1753458976745605,0.020449518177890036,0.49350000000000005,2.934588670730591,0.003150481822109974,0.4968,5.87234091758728,0.006450481822109944
316,1000,8,8000,0.32173126112040246,0.25,0.0014702453611570576,0.3198583343671533,0.15559029579162598,110,0.0018729267532491822,0.3514,4.950899362564087,0.029668738879597534,0.30760000000000004,11.548393487930298,0.014131261120402416,0.3563,23.656511306762695,0.03456873887959755
1000,100,8,800,0.02274910802030189,0.25,0.7349420186839615,0.040562779468657315,0.20026516914367676,398,0.017813671448355425,0.0485,0.4600818157196045,0.025750891979698112,0.0395,1.1582832336425781,0.01675089197969811,0.030600000000000002,2.307224988937378,0.007850891979698113
1000,316,8,2528,0.2317785454758559,0.25,0.35087329264551825,0.22734835406111709,0.37431859970092773,500,0.004430191414738827,0.2048,1.1818485260009766,0.026978545475855903,0.1681,2.9595327377319336,0.06367854547585591,0.2424,5.919958829879761,0.010621454524144092
1000,1000,8,8000,0.1673756718568319,0.25,0.1744604140124621,0.16759125894759655,0.1866006851196289,125,0.00021558709076466287,0.1771,4.977718114852905,0.00972432814316812,0.1665,11.632592678070068,0.0008756718568318778,0.1446,23.829045057296753,0.02277567185683188
100,100,16,1600,0.2660907742608373,0.25,0.185043349636976,0.2676784918996896,0.29332947731018066,500,0.0015877176388522929,0.35950000000000004,0.6973071098327637,0.09340922573916272,0.3599,1.8149473667144775,0.09380922573916267,0.3794,3.4911041259765625,0.11330922573916269
100,316,16,5056,0.1423731043065657,0.25,0.024770491291105808,0.13870172278651433,0.13678646087646484,165,0.0036713815200513644,0.27890000000000004,2.0487701892852783,0.13652689569343435,0.10250000000000001,5.599144220352173,0.03987310430656568,0.09730000000000001,10.664079189300537,0.04507310430656568
100,1000,16,16000,0.0611306151150014,0.25,0.04726357334787766,0.06438003851224565,0.3442528247833252,302,0.0032494233972442527,0.0494,8.83909010887146,0.011730615115001397,0.0741,22.793317317962646,0.012969384884998603,0.0716,45.50908803939819,0.0104693848849986
316,100,16,1600,0.3341444943754009,0.25,0.695996510445494,0.3412471295355287,0.08287525177001953,127,0.007102635160127824,0.37260000000000004,0.7359590530395508,0.03845550562459915,0.3017,1.7523627281188965,0.03244449437540087,0.304,3.5002264976501465,0.0301444943754009
316,316,16,5056,0.34067987744565315,0.25,0.04067182256895405,0.33970978918459477,0.1129770278930664,130,0.0009700882610583772,0.2985,2.598161220550537,0.04217987744565316,0.337,5.103907108306885,0.0036798774456531236,0.3114,10.740567207336426,0.029279877445653135
316,1000,16,16000,0.4335696499995442,0.25,0.024479279209374052,0.42217776589850176,0.2893815040588379,220,0.011391884101042471,0.4359,9.39755630493164,0.002330350000455783,0.4365,22.806594133377075,0.0029303500004557725,0.434,45.66509556770325,0.0004303500004557703
1000,100,16,1600,0.06619074678136871,0.25,0.4539526504065199,0.06906470485088259,0.15138602256774902,297,0.0028739580695138767,0.1429,0.7028043270111084,0.07670925321863128,0.1406,1.7650830745697021,0.07440925321863129,0.1414,3.5284817218780518,0.07520925321863128
1000,316,16,5056,0.3993101541390155,0.25,0.24570774908767645,0.39730625184099594,0.1674056053161621,190,0.0020039022980195553,0.3894,2.066854953765869,0.00991015413901547,0.3885,5.685741424560547,0.010810154139015482,0.39830000000000004,10.84110426902771,0.0010101541390154511
1000,1000,16,16000,0.4133843692025645,0.25,0.09376553100862313,0.4020293269113582,0.27533721923828125,194,0.011355042291206319,0.4167,8.941630601882935,0.0033156307974355204,0.4141,23.019636631011963,0.0007156307974355292,0.41300000000000003,46.10095548629761,0.0003843692025644607
100,100,32,3200,0.32327496787557597,0.25,0.06858438830353537,0.32309984859401314,0.0909278392791748,138,0.00017511928156282996,0.334,1.2032697200775146,0.01072503212442405,0.34750000000000003,2.9338622093200684,0.024225032124424062,0.3435,5.870953798294067,0.02022503212442406
