,epsilon,distance_epsilon,mu,distance_mu,sum_ab,evidences_per_t,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
187,0.0145,0.0045000000000000005,0.91,0.2300000000000001,10.0,40,33.36863350868225,0.01,0.6799999999999999,100,100,1,1,200
188,0.007500000000000001,0.0024999999999999996,0.47000000000000003,0.19000000000000006,1.0,5,42.42930746078491,0.01,0.27999999999999997,100,100,4,1,200
189,0.188,0.057999999999999996,0.14,0.5399999999999999,0.1,10,34.43373370170593,0.13,0.6799999999999999,100,100,4,1,200
190,0.049,0.039,0.62,0.58,10.0,10,33.84467172622681,0.01,0.04,100,100,1,1,200
191,0.0071,0.0029,0.99,0.6300000000000001,1.0,40,38.19801139831543,0.01,0.35999999999999993,100,100,16,1,200
192,0.29660000000000003,0.08660000000000001,0.9400000000000001,0.5000000000000002,10.0,20,39.75227737426758,0.21000000000000002,0.4399999999999999,100,100,16,1,200
193,0.29500000000000004,0.0050000000000000044,0.29,0.1499999999999999,1.0,5,38.65255546569824,0.29000000000000004,0.4399999999999999,100,100,16,1,200
194,0.1505,0.019500000000000017,0.05,0.7099999999999999,1.0,40,34.2563841342926,0.17,0.7599999999999999,100,100,1,1,200
195,0.061700000000000005,0.011700000000000002,0.93,0.49000000000000016,0.1,5,33.899149894714355,0.05,0.4399999999999999,100,100,1,1,200
196,0.1097,0.01970000000000001,0.89,0.3700000000000001,1.0,10,40.86404728889465,0.09,0.5199999999999999,100,100,4,1,200
197,0.009300000000000001,0.0807,0.09,0.18999999999999997,0.1,10,36.81665253639221,0.09,0.27999999999999997,100,100,16,1,200
198,0.406,0.0040000000000000036,0.38,0.05999999999999989,1.0,10,42.79701566696167,0.41000000000000003,0.4399999999999999,100,100,16,1,200
199,0.2874,0.04260000000000003,0.32,0.11999999999999988,1.0,20,31.992657899856567,0.33,0.4399999999999999,100,100,1,1,200
200,0.12150000000000001,0.0485,0.38,0.21999999999999997,10.0,40,40.63952994346619,0.17,0.6,100,100,16,1,200
201,0.37020000000000003,0.0398,0.54,0.05999999999999994,0.1,20,39.080878257751465,0.41000000000000003,0.6,100,100,1,1,200
202,0.35760000000000003,0.0676,0.07,0.12999999999999998,10.0,40,32.98663067817688,0.29000000000000004,0.19999999999999998,100,100,8,1,200
203,0.3785,0.008500000000000008,0.17,0.02999999999999997,10.0,10,38.388378620147705,0.37,0.19999999999999998,100,100,16,1,200
204,0.4295,0.019499999999999962,0.9,0.22000000000000008,0.1,40,36.82673716545105,0.41000000000000003,0.6799999999999999,100,100,8,1,200
