,epsilon,distance_epsilon,mu,distance_mu,sum_ab,evidences_per_t,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
205,0.44430000000000003,0.005699999999999983,0.36,0.24,10.0,10,41.20831489562988,0.45,0.6,100,100,4,1,200
206,0.1779,0.00789999999999999,0.56,0.19999999999999984,0.1,20,37.00592350959778,0.17,0.7599999999999999,100,100,1,1,200
207,0.4131,0.03689999999999999,0.22,0.45999999999999996,1.0,5,40.83935809135437,0.45,0.6799999999999999,100,100,16,1,200
208,0.4455,0.004500000000000004,0.72,0.20000000000000007,10.0,40,39.3869526386261,0.45,0.5199999999999999,100,100,8,1,200
209,0.43210000000000004,0.01789999999999997,0.8300000000000001,0.47000000000000014,1.0,40,37.25137400627136,0.45,0.35999999999999993,100,100,1,1,200
210,0.1779,0.23210000000000003,0.27,0.23,1.0,10,44.24299168586731,0.41000000000000003,0.04,100,100,8,1,200
211,0.40890000000000004,0.04109999999999997,0.14,0.020000000000000018,1.0,10,42.228426694869995,0.45,0.12,100,100,4,1,200
212,0.15330000000000002,0.09669999999999998,0.12,0.3199999999999999,1.0,40,43.381677865982056,0.25,0.4399999999999999,100,100,16,1,200
213,0.2655,0.055499999999999994,0.9500000000000001,0.5100000000000002,0.1,10,36.7089946269989,0.21000000000000002,0.4399999999999999,100,100,16,1,200
214,0.366,0.0040000000000000036,0.19,0.6499999999999999,10.0,40,39.755823612213135,0.37,0.8399999999999999,100,100,8,1,200
215,0.38680000000000003,0.016800000000000037,0.22,0.5399999999999999,10.0,10,36.36818242073059,0.37,0.7599999999999999,100,100,16,1,200
216,0.47690000000000005,0.06690000000000002,0.8200000000000001,0.22000000000000008,1.0,5,38.81479215621948,0.41000000000000003,0.6,100,100,1,1,200
217,0.31620000000000004,0.0262,0.48,0.039999999999999925,1.0,10,47.894577503204346,0.29000000000000004,0.5199999999999999,100,100,8,1,200
218,0.22,0.16999999999999998,0.46,0.02000000000000013,10.0,10,40.04932141304016,0.05,0.4399999999999999,100,100,16,1,200
219,0.3694,0.0005999999999999894,0.22,0.05999999999999997,0.1,10,39.957425117492676,0.37,0.27999999999999997,100,100,1,1,200
220,0.3265,0.08350000000000002,0.76,1.1102230246251565e-16,10.0,20,39.10324954986572,0.41000000000000003,0.7599999999999999,100,100,8,1,200
221,0.4036,0.006400000000000017,0.43,0.15000000000000002,1.0,5,35.85845232009888,0.41000000000000003,0.27999999999999997,100,100,1,1,200
222,0.25930000000000003,0.00930000000000003,0.0,0.27999999999999997,1.0,10,38.53391218185425,0.25,0.27999999999999997,100,100,4,1,200
223,0.45790000000000003,0.007900000000000018,0.34,0.06000000000000005,10.0,40,42.08985495567322,0.45,0.27999999999999997,100,100,4,1,200
224,0.21080000000000002,0.08080000000000001,0.85,0.17000000000000004,1.0,10,37.97859501838684,0.13,0.6799999999999999,100,100,8,1,200
225,0.36150000000000004,0.03150000000000003,0.6900000000000001,0.4100000000000001,0.1,20,45.20776629447937,0.33,0.27999999999999997,100,100,4,1,200
226,0.3371,0.047099999999999975,0.93,0.33000000000000007,0.1,5,39.57519197463989,0.29000000000000004,0.6,100,100,8,1,200
227,0.2126,0.0426,0.4,0.04000000000000009,1.0,20,37.53768754005432,0.17,0.35999999999999993,100,100,4,1,200
228,0.42500000000000004,0.05500000000000005,0.79,0.19000000000000006,0.1,20,35.05921173095703,0.37,0.6,100,100,16,1,200
229,0.46040000000000003,0.0504,0.29,0.38999999999999996,1.0,5,33.45325493812561,0.41000000000000003,0.6799999999999999,100,100,1,1,200
230,0.38770000000000004,0.05770000000000003,0.4,0.19999999999999996,10.0,40,37.454052686691284,0.33,0.6,100,100,1,1,200
231,0.024,0.026000000000000002,0.49,0.45,1.0,10,45.81823706626892,0.05,0.04,100,100,4,1,200
232,0.4998,0.04980000000000001,0.08,0.11999999999999998,10.0,5,35.236520767211914,0.45,0.19999999999999998,100,100,8,1,200
233,0.3927,0.017300000000000038,0.42,0.09999999999999992,1.0,40,42.46777081489563,0.41000000000000003,0.5199999999999999,100,100,16,1,200
234,0.1306,0.0406,0.17,0.7499999999999999,1.0,10,42.2691535949707,0.09,0.9199999999999999,100,100,8,1,200
235,0.3728,0.03720000000000001,0.35000000000000003,0.40999999999999986,1.0,5,34.715314626693726,0.41000000000000003,0.7599999999999999,100,100,16,1,200
236,0.16090000000000002,0.03090000000000001,0.15,0.7699999999999999,1.0,40,41.85961580276489,0.13,0.9199999999999999,100,100,8,1,200
237,0.15810000000000002,0.0519,0.93,0.7300000000000001,10.0,20,41.12306451797485,0.21000000000000002,0.19999999999999998,100,100,16,1,200
238,0.327,0.08300000000000002,0.5,0.38,0.1,20,38.02100968360901,0.41000000000000003,0.12,100,100,1,1,200
239,0.081,0.008999999999999994,0.26,0.41999999999999993,0.1,10,37.37614941596985,0.09,0.6799999999999999,100,100,4,1,200
240,0.4187,0.04870000000000002,0.7000000000000001,0.34000000000000014,0.1,5,38.66116762161255,0.37,0.35999999999999993,100,100,4,1,200
241,0.2441,0.005899999999999989,0.09,0.049999999999999996,0.1,5,35.739093542099,0.25,0.04,100,100,1,1,200
242,0.2715,0.058499999999999996,0.16,0.03999999999999998,1.0,10,39.83621835708618,0.33,0.19999999999999998,100,100,4,1,200
243,0.3557,0.06569999999999998,0.02,0.4199999999999999,0.1,5,37.83028292655945,0.29000000000000004,0.4399999999999999,100,100,16,1,200
244,0.334,0.035999999999999976,0.8200000000000001,0.78,0.1,10,28.00590991973877,0.37,0.04,100,100,1,1,200
245,0.38970000000000005,0.05970000000000003,0.93,0.7300000000000001,1.0,40,35.98650765419006,0.33,0.19999999999999998,100,100,4,1,200
246,0.27640000000000003,0.06640000000000001,0.31,0.36999999999999994,1.0,40,39.55760717391968,0.21000000000000002,0.6799999999999999,100,100,4,1,200
247,0.3176,0.13240000000000002,0.63,0.2899999999999999,10.0,20,43.06465697288513,0.45,0.9199999999999999,100,100,16,1,200
248,0.3841,0.014100000000000001,0.23,0.44999999999999996,1.0,5,41.282771825790405,0.37,0.6799999999999999,100,100,8,1,200
249,0.2218,0.051799999999999985,0.59,0.39,1.0,40,41.09995365142822,0.17,0.19999999999999998,100,100,16,1,200
250,0.3201,0.0701,0.42,0.25999999999999995,1.0,10,33.48981022834778,0.25,0.6799999999999999,100,100,1,1,200
251,0.0809,0.030899999999999997,0.87,0.4300000000000001,10.0,40,35.424458503723145,0.05,0.4399999999999999,100,100,16,1,200
252,0.45730000000000004,0.04730000000000001,0.53,0.49000000000000005,1.0,10,30.583520889282227,0.41000000000000003,0.04,100,100,1,1,200
253,0.15280000000000002,0.13720000000000002,0.85,0.49000000000000005,10.0,40,43.60698652267456,0.29000000000000004,0.35999999999999993,100,100,8,1,200
254,0.29610000000000003,0.08610000000000001,0.9,0.3800000000000001,1.0,5,41.78921675682068,0.21000000000000002,0.5199999999999999,100,100,8,1,200
255,0.23040000000000002,0.10040000000000002,0.19,0.009999999999999981,0.1,40,35.02331328392029,0.13,0.19999999999999998,100,100,1,1,200
256,0.1517,0.021699999999999997,0.75,0.39000000000000007,1.0,40,34.0028510093689,0.13,0.35999999999999993,100,100,1,1,200
257,0.0103,0.0002999999999999999,0.91,0.07000000000000017,0.1,5,38.85313391685486,0.01,0.8399999999999999,100,100,8,1,200
258,0.0143,0.0043,0.54,0.2999999999999998,0.1,20,34.88736867904663,0.01,0.8399999999999999,100,100,1,1,200
259,0.4892,0.07919999999999999,0.62,0.1800000000000001,0.1,40,37.96188950538635,0.41000000000000003,0.4399999999999999,100,100,8,1,200
260,0.1017,0.051699999999999996,0.51,0.07000000000000012,10.0,20,41.595848083496094,0.05,0.4399999999999999,100,100,4,1,200
261,0.0106,0.0005999999999999998,0.84,0.24,0.1,20,38.52582669258118,0.01,0.6,100,100,4,1,200
262,0.0594,0.0706,0.58,0.22000000000000003,10.0,10,41.69242191314697,0.13,0.35999999999999993,100,100,8,1,200
263,0.0844,0.005599999999999994,0.5,0.38,0.1,10,35.01730966567993,0.09,0.12,100,100,16,1,200
264,0.3183,0.0917,0.55,0.43000000000000005,10.0,40,42.505813121795654,0.41000000000000003,0.12,100,100,16,1,200
265,0.3118,0.021799999999999986,0.34,0.06000000000000005,0.1,5,42.87929654121399,0.29000000000000004,0.27999999999999997,100,100,4,1,200
266,0.0337,0.016300000000000002,0.29,0.4699999999999999,10.0,10,33.31116437911987,0.05,0.7599999999999999,100,100,1,1,200
267,0.022600000000000002,0.0274,0.7000000000000001,0.34000000000000014,1.0,20,44.44597887992859,0.05,0.35999999999999993,100,100,4,1,200
268,0.1772,0.0872,0.64,0.039999999999999925,1.0,5,41.29274773597717,0.09,0.6799999999999999,100,100,16,1,200
269,0.3548,0.06479999999999997,0.45,0.09000000000000008,1.0,10,35.58393478393555,0.29000000000000004,0.35999999999999993,100,100,4,1,200
270,0.0499,0.00010000000000000286,0.15,0.5299999999999999,0.1,40,46.70885252952576,0.05,0.6799999999999999,100,100,8,1,200
271,0.0263,0.016300000000000002,0.42,0.09999999999999992,0.1,10,34.46156930923462,0.01,0.5199999999999999,100,100,1,1,200
272,0.19310000000000002,0.02310000000000001,0.99,0.71,10.0,10,35.53619956970215,0.17,0.27999999999999997,100,100,1,1,200
273,0.3563,0.053700000000000025,0.86,0.26,1.0,10,33.86905860900879,0.41000000000000003,0.6,100,100,1,1,200
274,0.4822,0.11220000000000002,0.06,0.21999999999999997,10.0,20,30.809982776641846,0.37,0.27999999999999997,100,100,1,1,200
275,0.1631,0.03309999999999999,0.05,0.7099999999999999,10.0,40,36.242313861846924,0.13,0.7599999999999999,100,100,4,1,200
276,0.2326,0.057400000000000034,0.44,0.4,0.1,5,42.11413621902466,0.29000000000000004,0.04,100,100,4,1,200
277,0.4244,0.014399999999999968,0.78,0.5,10.0,20,42.13955640792847,0.41000000000000003,0.27999999999999997,100,100,16,1,200
278,0.2796,0.13040000000000002,0.2,0.16,10.0,10,41.15805959701538,0.41000000000000003,0.04,100,100,16,1,200
279,0.029,0.021,0.51,0.009999999999999898,10.0,20,34.00866460800171,0.05,0.5199999999999999,100,100,4,1,200
280,0.1068,0.01680000000000001,0.14,0.6999999999999998,0.1,10,39.384841203689575,0.09,0.8399999999999999,100,100,4,1,200
281,0.4435,0.033499999999999974,0.63,0.1299999999999999,0.1,10,35.462242603302,0.41000000000000003,0.7599999999999999,100,100,1,1,200
282,0.4444,0.07440000000000002,0.0,0.4399999999999999,0.1,10,34.375088930130005,0.37,0.4399999999999999,100,100,1,1,200
283,0.13240000000000002,0.11759999999999998,0.09,0.049999999999999996,0.1,20,37.879520654678345,0.25,0.04,100,100,1,1,200
284,0.24180000000000001,0.0718,0.8300000000000001,0.08999999999999986,0.1,5,38.21937966346741,0.17,0.9199999999999999,100,100,4,1,200
285,0.48660000000000003,0.11660000000000004,0.86,0.10000000000000009,10.0,40,41.253697633743286,0.37,0.7599999999999999,100,100,16,1,200
286,0.0366,0.0266,0.89,0.050000000000000155,0.1,40,41.51873850822449,0.01,0.8399999999999999,100,100,4,1,200
287,0.11220000000000001,0.062200000000000005,0.63,0.2700000000000001,0.1,20,47.9306161403656,0.05,0.35999999999999993,100,100,16,1,200
288,0.2142,0.1242,0.54,0.26000000000000006,1.0,40,51.821784257888794,0.09,0.27999999999999997,100,100,1,1,200
289,0.0828,0.007199999999999998,0.36,0.3999999999999999,0.1,10,59.70183229446411,0.09,0.7599999999999999,100,100,4,1,200
290,0.013900000000000001,0.0039000000000000007,0.89,0.29000000000000004,0.1,20,62.544172286987305,0.01,0.6,100,100,4,1,200
291,0.30810000000000004,0.061899999999999955,0.92,0.56,10.0,5,52.29983830451965,0.37,0.35999999999999993,100,100,1,1,200
292,0.36210000000000003,0.03210000000000002,0.3,0.05999999999999994,10.0,5,67.06671285629272,0.33,0.35999999999999993,100,100,16,1,200
293,0.1721,0.0421,0.29,0.010000000000000009,10.0,20,58.29414415359497,0.13,0.27999999999999997,100,100,1,1,200
294,0.0917,0.001700000000000007,0.98,0.78,0.1,40,38.2103226184845,0.09,0.19999999999999998,100,100,8,1,200
295,0.4152,0.04520000000000002,0.56,0.44000000000000006,0.1,20,43.88864231109619,0.37,0.12,100,100,8,1,200
296,0.2414,0.04860000000000003,0.68,0.07999999999999985,0.1,5,72.68045926094055,0.29000000000000004,0.7599999999999999,100,100,16,1,200
297,0.0723,0.017699999999999994,0.52,0.23999999999999988,0.1,40,64.7562518119812,0.09,0.7599999999999999,100,100,1,1,200
298,0.44980000000000003,0.11980000000000002,0.14,0.2999999999999999,1.0,10,64.4761073589325,0.33,0.4399999999999999,100,100,16,1,200
299,0.46280000000000004,0.1728,0.99,0.31000000000000005,10.0,10,53.493529081344604,0.29000000000000004,0.6799999999999999,100,100,8,1,200
300,0.4058,0.0358,0.9,0.7000000000000001,1.0,40,37.6048002243042,0.37,0.19999999999999998,100,100,1,1,200
301,0.3541,0.1441,0.09,0.18999999999999997,10.0,20,46.26370310783386,0.21000000000000002,0.27999999999999997,100,100,16,1,200
302,0.43770000000000003,0.012299999999999978,0.45,0.09000000000000008,10.0,40,42.894598722457886,0.45,0.35999999999999993,100,100,16,1,200
303,0.0195,0.030500000000000003,0.14,0.05999999999999997,0.1,5,34.2963342666626,0.05,0.19999999999999998,100,100,16,1,200
304,0.12300000000000001,0.11300000000000002,0.87,0.1100000000000001,1.0,10,37.628966331481934,0.01,0.7599999999999999,100,100,4,1,200
305,0.047,0.037,0.47000000000000003,0.19000000000000006,1.0,10,38.397911071777344,0.01,0.27999999999999997,100,100,1,1,200
306,0.4791,0.029100000000000015,0.12,0.5599999999999999,0.1,10,37.19307780265808,0.45,0.6799999999999999,100,100,1,1,200
307,0.0098,0.00020000000000000052,0.66,0.3000000000000001,10.0,10,43.60853147506714,0.01,0.35999999999999993,100,100,4,1,200
308,0.27140000000000003,0.058599999999999985,0.67,0.23000000000000015,10.0,5,43.09157466888428,0.33,0.4399999999999999,100,100,16,1,200
309,0.1199,0.17010000000000003,0.52,0.31999999999999984,10.0,40,38.496461629867554,0.29000000000000004,0.8399999999999999,100,100,4,1,200
310,0.2987,0.04870000000000002,0.19,0.6499999999999999,0.1,20,42.882373094558716,0.25,0.8399999999999999,100,100,16,1,200
311,0.14500000000000002,0.05500000000000002,0.78,0.05999999999999983,10.0,20,39.636088609695435,0.09,0.8399999999999999,100,100,8,1,200
312,0.2661,0.016100000000000003,0.73,0.21000000000000008,0.1,40,37.67337226867676,0.25,0.5199999999999999,100,100,8,1,200
313,0.46040000000000003,0.0504,0.19,0.73,1.0,10,42.93002986907959,0.41000000000000003,0.9199999999999999,100,100,4,1,200
314,0.14550000000000002,0.10449999999999998,0.8200000000000001,0.22000000000000008,1.0,20,45.711294651031494,0.25,0.6,100,100,4,1,200
315,0.1269,0.036900000000000016,0.43,0.40999999999999986,1.0,40,43.875733375549316,0.09,0.8399999999999999,100,100,8,1,200
316,0.3941,0.06409999999999999,0.84,0.7999999999999999,1.0,10,37.966118812561035,0.33,0.04,100,100,16,1,200
317,0.39330000000000004,0.023300000000000043,0.73,0.2900000000000001,10.0,10,34.18790292739868,0.37,0.4399999999999999,100,100,1,1,200
318,0.3801,0.010099999999999998,0.8200000000000001,0.22000000000000008,10.0,10,40.78292798995972,0.37,0.6,100,100,4,1,200
319,0.1978,0.052199999999999996,0.97,0.050000000000000044,10.0,5,35.353989362716675,0.25,0.9199999999999999,100,100,1,1,200
320,0.0687,0.0213,0.35000000000000003,0.07000000000000006,0.1,20,34.57582235336304,0.09,0.27999999999999997,100,100,1,1,200
321,0.45420000000000005,0.12420000000000003,0.0,0.27999999999999997,0.1,5,31.911150217056274,0.33,0.27999999999999997,100,100,4,1,200
322,0.2782,0.028200000000000003,0.45,0.33,10.0,40,38.47402381896973,0.25,0.12,100,100,16,1,200
323,0.40740000000000004,0.07740000000000002,0.29,0.010000000000000009,1.0,20,37.326520919799805,0.33,0.27999999999999997,100,100,4,1,200
324,0.1688,0.041200000000000014,0.65,0.2699999999999999,10.0,5,40.08555269241333,0.21000000000000002,0.9199999999999999,100,100,8,1,200
325,0.15180000000000002,0.018199999999999994,0.19,0.07,0.1,10,44.04080772399902,0.17,0.12,100,100,8,1,200
326,0.4147,0.04470000000000002,0.89,0.050000000000000155,10.0,20,45.89518713951111,0.37,0.8399999999999999,100,100,16,1,200
327,0.2958,0.1542,0.18,0.13999999999999999,10.0,20,39.931845903396606,0.45,0.04,100,100,8,1,200
328,0.1552,0.054800000000000015,0.27,0.23,1.0,20,43.39697241783142,0.21000000000000002,0.04,100,100,4,1,200
329,0.10930000000000001,0.01930000000000001,0.2,0.6399999999999999,0.1,5,41.1229202747345,0.09,0.8399999999999999,100,100,16,1,200
330,0.047400000000000005,0.002599999999999998,0.48,0.43999999999999995,0.1,40,35.03773593902588,0.05,0.9199999999999999,100,100,1,1,200
331,0.0316,0.0184,0.06,0.7799999999999998,0.1,5,40.863789558410645,0.05,0.8399999999999999,100,100,4,1,200
332,0.45230000000000004,0.042300000000000004,0.91,0.07000000000000017,0.1,5,41.6133930683136,0.41000000000000003,0.8399999999999999,100,100,16,1,200
333,0.4907,0.12070000000000003,0.22,0.020000000000000018,1.0,10,37.74596428871155,0.37,0.19999999999999998,100,100,8,1,200
334,0.342,0.05199999999999999,0.7000000000000001,0.34000000000000014,0.1,20,44.18240213394165,0.29000000000000004,0.35999999999999993,100,100,16,1,200
335,0.4408,0.11080000000000001,0.06,0.13999999999999999,0.1,5,45.07925820350647,0.33,0.19999999999999998,100,100,16,1,200
336,0.26130000000000003,0.011300000000000032,0.8200000000000001,0.060000000000000164,1.0,40,33.925196409225464,0.25,0.7599999999999999,100,100,1,1,200
337,0.34990000000000004,0.13990000000000002,0.09,0.59,10.0,40,41.502466917037964,0.21000000000000002,0.6799999999999999,100,100,16,1,200
338,0.22260000000000002,0.0126,0.63,0.1100000000000001,0.1,40,37.94152808189392,0.21000000000000002,0.5199999999999999,100,100,1,1,200
339,0.2676,0.02240000000000003,0.6900000000000001,0.4100000000000001,10.0,40,38.10112190246582,0.29000000000000004,0.27999999999999997,100,100,1,1,200
340,0.4259,0.01589999999999997,0.8300000000000001,0.6300000000000001,10.0,5,36.150612592697144,0.41000000000000003,0.19999999999999998,100,100,8,1,200
341,0.4238,0.0262,0.26,0.019999999999999962,10.0,20,42.26713252067566,0.45,0.27999999999999997,100,100,4,1,200
342,0.4718,0.021799999999999986,0.31,0.1299999999999999,0.1,20,40.504950284957886,0.45,0.4399999999999999,100,100,1,1,200
343,0.12490000000000001,0.005099999999999993,0.17,0.5899999999999999,0.1,40,46.252195596694946,0.13,0.7599999999999999,100,100,16,1,200
344,0.1063,0.0237,0.75,0.009999999999999898,0.1,20,39.27914237976074,0.13,0.7599999999999999,100,100,8,1,200
345,0.0574,0.1526,0.8300000000000001,0.07000000000000017,10.0,40,41.189324617385864,0.21000000000000002,0.7599999999999999,100,100,8,1,200
346,0.1814,0.0686,0.27,0.15000000000000002,1.0,10,43.07039833068848,0.25,0.12,100,100,4,1,200
347,0.2813,0.04870000000000002,0.88,0.039999999999999925,10.0,5,41.25567126274109,0.33,0.9199999999999999,100,100,16,1,200
348,0.322,0.07200000000000001,0.6,0.15999999999999992,0.1,40,44.3392128944397,0.25,0.7599999999999999,100,100,8,1,200
349,0.11950000000000001,0.0505,0.35000000000000003,0.23000000000000004,1.0,20,40.54551720619202,0.17,0.12,100,100,8,1,200
350,0.3164,0.013600000000000001,0.48,0.28,1.0,40,41.68671369552612,0.33,0.19999999999999998,100,100,4,1,200
351,0.0637,0.02629999999999999,0.72,0.36000000000000004,1.0,40,38.4235782623291,0.09,0.35999999999999993,100,100,8,1,200
352,0.4031,0.0469,0.22,0.5399999999999999,10.0,40,36.28781056404114,0.45,0.7599999999999999,100,100,1,1,200
353,0.4787,0.1487,0.86,0.4200000000000001,0.1,20,40.16815161705017,0.33,0.4399999999999999,100,100,16,1,200
354,0.1935,0.056499999999999995,0.33,0.21000000000000002,0.1,5,39.74835681915283,0.25,0.12,100,100,16,1,200
355,0.1019,0.011900000000000008,0.11,0.8099999999999999,0.1,5,35.90405511856079,0.09,0.9199999999999999,100,100,1,1,200
356,0.0671,0.0629,0.6900000000000001,0.25000000000000017,10.0,40,36.56171774864197,0.13,0.4399999999999999,100,100,1,1,200
357,0.1942,0.0242,0.46,0.37999999999999984,0.1,5,41.58349633216858,0.17,0.8399999999999999,100,100,16,1,200
358,0.1164,0.0664,0.71,0.19000000000000006,1.0,10,49.57787609100342,0.05,0.5199999999999999,100,100,8,1,200
359,0.31930000000000003,0.029299999999999993,0.22,0.29999999999999993,1.0,40,32.035842180252075,0.29000000000000004,0.5199999999999999,100,100,8,1,200
360,0.4248,0.054800000000000015,0.9400000000000001,0.6600000000000001,10.0,10,36.622241497039795,0.37,0.27999999999999997,100,100,1,1,200
361,0.0361,0.026099999999999998,0.27,0.32999999999999996,1.0,40,44.6478066444397,0.01,0.6,100,100,1,1,200
362,0.3518,0.1018,0.37,0.1499999999999999,10.0,20,35.54162859916687,0.25,0.5199999999999999,100,100,4,1,200
363,0.3774,0.08739999999999998,0.99,0.95,0.1,5,43.174214124679565,0.29000000000000004,0.04,100,100,8,1,200
364,0.45630000000000004,0.04630000000000001,0.52,1.1102230246251565e-16,0.1,40,43.94968128204346,0.41000000000000003,0.5199999999999999,100,100,16,1,200
365,0.1481,0.018100000000000005,0.92,1.1102230246251565e-16,10.0,5,32.52485918998718,0.13,0.9199999999999999,100,100,1,1,200
366,0.1789,0.008899999999999991,0.74,0.7,10.0,40,41.530455112457275,0.17,0.04,100,100,16,1,200
367,0.18330000000000002,0.013300000000000006,0.59,0.39,1.0,40,33.91452765464783,0.17,0.19999999999999998,100,100,1,1,200
368,0.0067,0.0833,0.44,0.3199999999999999,0.1,5,38.02203035354614,0.09,0.7599999999999999,100,100,16,1,200
369,0.2237,0.0537,0.23,0.04999999999999996,0.1,5,42.12278985977173,0.17,0.27999999999999997,100,100,16,1,200
370,0.44160000000000005,0.03160000000000002,0.71,0.51,1.0,5,42.9621217250824,0.41000000000000003,0.19999999999999998,100,100,8,1,200
371,0.13770000000000002,0.032299999999999995,0.66,0.4600000000000001,1.0,5,36.591479778289795,0.17,0.19999999999999998,100,100,1,1,200
372,0.308,0.09799999999999998,0.77,0.5700000000000001,10.0,20,43.068658113479614,0.21000000000000002,0.19999999999999998,100,100,8,1,200
373,0.3089,0.05890000000000001,0.66,0.17999999999999983,0.1,20,42.60307455062866,0.25,0.8399999999999999,100,100,16,1,200
374,0.11570000000000001,0.06570000000000001,0.11,0.009999999999999995,10.0,10,37.40473127365112,0.05,0.12,100,100,1,1,200
375,0.025500000000000002,0.0645,0.34,0.14000000000000004,0.1,10,37.636143922805786,0.09,0.19999999999999998,100,100,4,1,200
376,0.2816,0.03160000000000002,0.01,0.26999999999999996,1.0,10,40.494319915771484,0.25,0.27999999999999997,100,100,1,1,200
377,0.4053,0.04470000000000002,0.42,0.14,1.0,20,42.60853958129883,0.45,0.27999999999999997,100,100,16,1,200
378,0.0308,0.0208,0.38,0.3799999999999999,0.1,20,45.06794476509094,0.01,0.7599999999999999,100,100,4,1,200
379,0.3541,0.02410000000000001,0.14,0.05999999999999997,0.1,20,42.72696876525879,0.33,0.19999999999999998,100,100,8,1,200
380,0.3719,0.04189999999999999,0.58,0.06000000000000005,10.0,10,33.31574821472168,0.33,0.5199999999999999,100,100,4,1,200
381,0.1875,0.02250000000000002,0.25,0.35,0.1,40,38.99155020713806,0.21000000000000002,0.6,100,100,16,1,200
382,0.452,0.04199999999999998,0.28,0.31999999999999995,0.1,5,38.581485748291016,0.41000000000000003,0.6,100,100,8,1,200
383,0.325,0.0050000000000000044,0.07,0.8499999999999999,10.0,5,35.45551323890686,0.33,0.9199999999999999,100,100,8,1,200
384,0.011600000000000001,0.0016000000000000007,0.6,0.24000000000000005,10.0,20,44.10249590873718,0.01,0.35999999999999993,100,100,16,1,200
385,0.055,0.034999999999999996,0.25,0.21,0.1,20,47.53934621810913,0.09,0.04,100,100,4,1,200
386,0.1646,0.03459999999999999,0.84,0.56,0.1,20,39.63513684272766,0.13,0.27999999999999997,100,100,8,1,200
387,0.40040000000000003,0.04959999999999998,0.34,0.49999999999999983,0.1,10,40.183300733566284,0.45,0.8399999999999999,100,100,8,1,200
388,0.4849,0.03489999999999999,0.52,0.32000000000000006,1.0,5,40.39295434951782,0.45,0.19999999999999998,100,100,1,1,200
389,0.0639,0.013899999999999996,0.28,0.23999999999999988,10.0,5,40.85237741470337,0.05,0.5199999999999999,100,100,16,1,200
390,0.1686,0.038599999999999995,0.8,0.52,0.1,10,42.0129554271698,0.13,0.27999999999999997,100,100,4,1,200
391,0.40840000000000004,0.1184,0.84,1.1102230246251565e-16,10.0,20,43.85749101638794,0.29000000000000004,0.8399999999999999,100,100,4,1,200
392,0.0054,0.0046,0.5700000000000001,0.34999999999999987,0.1,40,40.40260982513428,0.01,0.9199999999999999,100,100,8,1,200
393,0.456,0.08600000000000002,0.31,0.2099999999999999,0.1,10,40.289807081222534,0.37,0.5199999999999999,100,100,8,1,200
394,0.09680000000000001,0.006800000000000014,0.06,0.6199999999999999,1.0,10,37.96020984649658,0.09,0.6799999999999999,100,100,4,1,200
395,0.233,0.022999999999999993,0.89,0.13000000000000012,0.1,5,40.67589044570923,0.21000000000000002,0.7599999999999999,100,100,8,1,200
396,0.4122,0.0021999999999999797,0.4,0.28,0.1,40,32.21582317352295,0.41000000000000003,0.12,100,100,1,1,200
397,0.2025,0.04749999999999999,0.72,0.44,10.0,20,38.04847693443298,0.25,0.27999999999999997,100,100,16,1,200
398,0.11510000000000001,0.014899999999999997,0.89,0.4500000000000001,1.0,20,38.122331380844116,0.13,0.4399999999999999,100,100,1,1,200
399,0.23020000000000002,0.060200000000000004,0.1,0.01999999999999999,0.1,20,31.86793351173401,0.17,0.12,100,100,1,1,200
