N,T,edge_per_t,evidences_per_t,optimizer_name,num_epochs,lr,model_name,minibatch_size,epsilon_estimated,time,real_epsilon,mu,rho,distance_epsilon,X0_r2,early_stopping,max_epochs
100,64,16,8,adam,801,0.005,BC_observed_positive,0,0.2856282622903386,4.543181657791138,0.2894129782118787,0.2537242983938784,16,0.003784715921540116,,801,801
100,64,16,8,adam,801,0.005,BC_observed_positive,16,0.2877349263970452,4.657816648483276,0.2894129782118787,0.2537242983938784,16,0.0016780518148335477,,801,801
100,64,16,8,adam,801,0.005,BC_observed_positive,32,0.2871497557355041,4.699541330337524,0.2894129782118787,0.2537242983938784,16,0.0022632224763746156,,801,801
100,64,16,8,adam,170,0.01,simple_BC,0,0.288674963651465,0.05927634239196777,0.2894129782118787,0.2537242983938784,16,0.0007380145604137245,,170,801
100,64,16,8,adam,801,0.01,simple_BC,16,0.28452198841175724,0.3063671588897705,0.2894129782118787,0.2537242983938784,16,0.004890989800121481,,801,801
100,64,16,8,adam,801,0.01,simple_BC,32,0.27876963490122253,0.30721497535705566,0.2894129782118787,0.2537242983938784,16,0.010643343310656195,,801,801
100,64,16,8,adam,581,0.01,BC_with_evidence,0,0.11100905644185102,13.837570190429688,0.2894129782118787,0.2537242983938784,16,0.1784039217700277,-5.982928276062012,581,801
100,64,16,8,adam,801,0.01,BC_with_evidence,16,0.1582607024927742,19.113925457000732,0.2894129782118787,0.2537242983938784,16,0.1311522757191045,-0.9134665727615356,801,801
100,64,16,8,adam,801,0.01,BC_with_evidence,32,0.14977534576593116,19.12070870399475,0.2894129782118787,0.2537242983938784,16,0.13963763244594757,-0.5722967386245728,801,801
100,64,16,8,adam,801,0.01,BC_observed_positive,0,0.287320095464156,4.532728672027588,0.2894129782118787,0.2537242983938784,16,0.002092882747722735,,801,801
100,64,16,8,adam,801,0.01,BC_observed_positive,16,0.2859522771614681,4.640875816345215,0.2894129782118787,0.2537242983938784,16,0.0034607010504106306,,801,801
100,64,16,8,adam,801,0.01,BC_observed_positive,32,0.2839132136957302,4.6845862865448,0.2894129782118787,0.2537242983938784,16,0.005499764516148531,,801,801
100,64,16,8,adam,188,0.05,simple_BC,0,0.2886722024202364,0.06542348861694336,0.2894129782118787,0.2537242983938784,16,0.0007407757916423341,,188,801
100,64,16,8,adam,801,0.05,simple_BC,16,0.2862432261024795,0.30588746070861816,0.2894129782118787,0.2537242983938784,16,0.0031697521093992376,,801,801
100,64,16,8,adam,801,0.05,simple_BC,32,0.26256063175902045,0.30626559257507324,0.2894129782118787,0.2537242983938784,16,0.026852346452858278,,801,801
100,64,16,8,adam,415,0.05,BC_with_evidence,0,0.11918038477589926,9.880542755126953,0.2894129782118787,0.2537242983938784,16,0.17023259343597946,-6.977408409118652,415,801
100,64,16,8,adam,801,0.05,BC_with_evidence,16,0.2139096031410284,19.110012769699097,0.2894129782118787,0.2537242983938784,16,0.07550337507085034,-0.11023497581481934,801,801
100,64,16,8,adam,801,0.05,BC_with_evidence,32,0.1600637230381943,19.124146461486816,0.2894129782118787,0.2537242983938784,16,0.12934925517368442,-0.5562465190887451,801,801
100,64,16,8,adam,801,0.05,BC_observed_positive,0,0.2871492076646548,4.52980899810791,0.2894129782118787,0.2537242983938784,16,0.002263770547223931,,801,801
100,64,16,8,adam,801,0.05,BC_observed_positive,16,0.2768164403623243,4.648249387741089,0.2894129782118787,0.2537242983938784,16,0.012596537849554446,,801,801
100,64,16,8,adam,801,0.05,BC_observed_positive,32,0.29096467898983736,4.695100545883179,0.2894129782118787,0.2537242983938784,16,0.0015517007779586311,,801,801
100,64,16,8,adam,199,0.1,simple_BC,0,0.28867320572642896,0.06921744346618652,0.2894129782118787,0.2537242983938784,16,0.0007397724854497634,,199,801
100,64,16,8,adam,801,0.1,simple_BC,16,0.2684286795800233,0.30486440658569336,0.2894129782118787,0.2537242983938784,16,0.020984298631855414,,801,801
100,64,16,8,adam,801,0.1,simple_BC,32,0.2661266951947875,0.30556559562683105,0.2894129782118787,0.2537242983938784,16,0.023286283017091236,,801,801
100,64,16,8,adam,801,0.1,BC_with_evidence,0,0.20329566915353534,19.16973042488098,0.2894129782118787,0.2537242983938784,16,0.08611730905834339,-0.16975188255310059,801,801
100,64,16,8,adam,801,0.1,BC_with_evidence,16,0.19207644671061513,19.17279863357544,0.2894129782118787,0.2537242983938784,16,0.09733653150126359,-0.36344969272613525,801,801
100,64,16,8,adam,801,0.1,BC_with_evidence,32,0.1665801325783427,19.143014907836914,0.2894129782118787,0.2537242983938784,16,0.12283284563353603,-0.7008477449417114,801,801
100,64,16,8,adam,801,0.1,BC_observed_positive,0,0.2902964131557951,4.536072492599487,0.2894129782118787,0.2537242983938784,16,0.0008834349439163502,,801,801
100,64,16,8,adam,801,0.1,BC_observed_positive,16,0.29772939139240767,4.654148101806641,0.2894129782118787,0.2537242983938784,16,0.008316413180528948,,801,801
100,64,16,8,adam,801,0.1,BC_observed_positive,32,0.2806024311090553,4.701961278915405,0.2894129782118787,0.2537242983938784,16,0.008810547102823418,,801,801
100,64,16,8,RMSprop,201,0.0001,simple_BC,0,0.2558456556565786,0.06469368934631348,0.2894129782118787,0.2537242983938784,16,0.03356732255530015,,201,201
100,64,16,8,RMSprop,201,0.0001,simple_BC,16,0.25415804201000564,0.0715482234954834,0.2894129782118787,0.2537242983938784,16,0.03525493620187309,,201,201
100,64,16,8,RMSprop,201,0.0001,simple_BC,32,0.2543453236900492,0.07162666320800781,0.2894129782118787,0.2537242983938784,16,0.03506765452182953,,201,201
100,64,16,8,RMSprop,201,0.0001,BC_with_evidence,0,0.24417612827840487,4.772771596908569,0.2894129782118787,0.2537242983938784,16,0.04523684993347385,-0.7426717281341553,201,201
100,64,16,8,RMSprop,201,0.0001,BC_with_evidence,16,0.2508235615086561,4.7759387493133545,0.2894129782118787,0.2537242983938784,16,0.038589416703222634,-1.329204797744751,201,201
100,64,16,8,RMSprop,201,0.0001,BC_with_evidence,32,0.25001959508085597,4.7746100425720215,0.2894129782118787,0.2537242983938784,16,0.03939338313102275,-0.5636863708496094,201,201
100,64,16,8,RMSprop,201,0.0001,BC_observed_positive,0,0.2558702992363301,1.1288409233093262,0.2894129782118787,0.2537242983938784,16,0.033542678975548634,,201,201
100,64,16,8,RMSprop,201,0.0001,BC_observed_positive,16,0.25545803620776963,1.157555341720581,0.2894129782118787,0.2537242983938784,16,0.03395494200410909,,201,201
100,64,16,8,RMSprop,201,0.0001,BC_observed_positive,32,0.25568883737880804,1.1693143844604492,0.2894129782118787,0.2537242983938784,16,0.03372414083307068,,201,201
100,64,16,8,RMSprop,201,0.0005,simple_BC,0,0.2758490617927029,0.0648343563079834,0.2894129782118787,0.2537242983938784,16,0.013563916419175814,,201,201
100,64,16,8,RMSprop,201,0.0005,simple_BC,16,0.26553437792167617,0.07139992713928223,0.2894129782118787,0.2537242983938784,16,0.023878600290202556,,201,201
100,64,16,8,RMSprop,201,0.0005,simple_BC,32,0.2694606032280927,0.07120108604431152,0.2894129782118787,0.2537242983938784,16,0.019952374983786048,,201,201
100,64,16,8,RMSprop,201,0.0005,BC_with_evidence,0,0.22351374655294678,4.768881320953369,0.2894129782118787,0.2537242983938784,16,0.06589923165893194,-0.7881723642349243,201,201
100,64,16,8,RMSprop,201,0.0005,BC_with_evidence,16,0.2529360168990356,4.775003671646118,0.2894129782118787,0.2537242983938784,16,0.036476961312843115,-0.6474665403366089,201,201
100,64,16,8,RMSprop,201,0.0005,BC_with_evidence,32,0.23803363387930118,4.776745557785034,0.2894129782118787,0.2537242983938784,16,0.05137934433257754,-1.3287978172302246,201,201
100,64,16,8,RMSprop,201,0.0005,BC_observed_positive,0,0.27533388581413937,1.1285688877105713,0.2894129782118787,0.2537242983938784,16,0.014079092397739357,,201,201
100,64,16,8,RMSprop,201,0.0005,BC_observed_positive,16,0.2729188375529883,1.1585216522216797,0.2894129782118787,0.2537242983938784,16,0.016494140658890433,,201,201
100,64,16,8,RMSprop,201,0.0005,BC_observed_positive,32,0.27454097435830693,1.1696174144744873,0.2894129782118787,0.2537242983938784,16,0.014872003853571791,,201,201
100,64,16,8,RMSprop,201,0.001,simple_BC,0,0.2873263149109292,0.06478643417358398,0.2894129782118787,0.2537242983938784,16,0.0020866633009495317,,201,201
100,64,16,8,RMSprop,201,0.001,simple_BC,16,0.2745316179950747,0.07168722152709961,0.2894129782118787,0.2537242983938784,16,0.01488136021680403,,201,201
100,64,16,8,RMSprop,201,0.001,simple_BC,32,0.2812157785674236,0.07151222229003906,0.2894129782118787,0.2537242983938784,16,0.008197199644455144,,201,201
100,64,16,8,RMSprop,201,0.001,BC_with_evidence,0,0.2032226754475955,4.774287462234497,0.2894129782118787,0.2537242983938784,16,0.08619030276428322,-1.2182655334472656,201,201
100,64,16,8,RMSprop,201,0.001,BC_with_evidence,16,0.27959103837785204,4.773208856582642,0.2894129782118787,0.2537242983938784,16,0.009821939834026683,-1.1572630405426025,201,201
100,64,16,8,RMSprop,201,0.001,BC_with_evidence,32,0.24667775069834605,4.773792505264282,0.2894129782118787,0.2537242983938784,16,0.042735227513532675,-0.8932265043258667,201,201
100,64,16,8,RMSprop,201,0.001,BC_observed_positive,0,0.2855552665347588,1.128993272781372,0.2894129782118787,0.2537242983938784,16,0.0038577116771199016,,201,201
100,64,16,8,RMSprop,201,0.001,BC_observed_positive,16,0.28399497041385846,1.159059762954712,0.2894129782118787,0.2537242983938784,16,0.0054180077980202634,,201,201
100,64,16,8,RMSprop,201,0.001,BC_observed_positive,32,0.2846544855073982,1.1697440147399902,0.2894129782118787,0.2537242983938784,16,0.0047584927044805325,,201,201
100,64,16,8,RMSprop,62,0.005,simple_BC,0,0.28867214015350773,0.019730806350708008,0.2894129782118787,0.2537242983938784,16,0.0007408380583709961,,62,201
100,64,16,8,RMSprop,201,0.005,simple_BC,16,0.27974927292063884,0.07144713401794434,0.2894129782118787,0.2537242983938784,16,0.009663705291239888,,201,201
100,64,16,8,RMSprop,201,0.005,simple_BC,32,0.27800364547923523,0.0715339183807373,0.2894129782118787,0.2537242983938784,16,0.011409332732643496,,201,201
100,64,16,8,RMSprop,201,0.005,BC_with_evidence,0,0.15664005474475465,4.767631769180298,0.2894129782118787,0.2537242983938784,16,0.13277292346712408,-2.7313127517700195,201,201
100,64,16,8,RMSprop,201,0.005,BC_with_evidence,16,0.2573322433858782,4.780277252197266,0.2894129782118787,0.2537242983938784,16,0.032080734826000545,-1.1381874084472656,201,201
100,64,16,8,RMSprop,201,0.005,BC_with_evidence,32,0.2158304785519943,4.781717300415039,0.2894129782118787,0.2537242983938784,16,0.07358249965988442,-0.5389214754104614,201,201
100,64,16,8,RMSprop,201,0.005,BC_observed_positive,0,0.28776390346248637,1.1307435035705566,0.2894129782118787,0.2537242983938784,16,0.001649074749392354,,201,201
100,64,16,8,RMSprop,201,0.005,BC_observed_positive,16,0.291644413362742,1.1586098670959473,0.2894129782118787,0.2537242983938784,16,0.00223143515086327,,201,201
100,64,16,8,RMSprop,201,0.005,BC_observed_positive,32,0.290269199405094,1.1710398197174072,0.2894129782118787,0.2537242983938784,16,0.0008562211932152675,,201,201
100,64,16,8,RMSprop,42,0.01,simple_BC,0,0.28867221075010924,0.013272523880004883,0.2894129782118787,0.2537242983938784,16,0.000740767461769487,,42,201
100,64,16,8,RMSprop,201,0.01,simple_BC,16,0.282037136510171,0.07160401344299316,0.2894129782118787,0.2537242983938784,16,0.0073758417017077416,,201,201
100,64,16,8,RMSprop,201,0.01,simple_BC,32,0.2855676056135911,0.07142281532287598,0.2894129782118787,0.2537242983938784,16,0.0038453725982875997,,201,201
100,64,16,8,RMSprop,201,0.01,BC_with_evidence,0,0.1320833009230275,4.770814418792725,0.2894129782118787,0.2537242983938784,16,0.15732967728885122,-5.604116916656494,201,201
100,64,16,8,RMSprop,201,0.01,BC_with_evidence,16,0.3609042813185368,4.779862880706787,0.2894129782118787,0.2537242983938784,16,0.07149130310665808,-0.7018709182739258,201,201
100,64,16,8,RMSprop,201,0.01,BC_with_evidence,32,0.230043471448964,4.783703804016113,0.2894129782118787,0.2537242983938784,16,0.05936950676291472,-0.5799533128738403,201,201
100,64,16,8,RMSprop,201,0.01,BC_observed_positive,0,0.28766091461046367,1.1284449100494385,0.2894129782118787,0.2537242983938784,16,0.0017520636014150548,,201,201
100,64,16,8,RMSprop,201,0.01,BC_observed_positive,16,0.275012730650788,1.157151460647583,0.2894129782118787,0.2537242983938784,16,0.014400247561090707,,201,201
100,64,16,8,RMSprop,201,0.01,BC_observed_positive,32,0.2903877217644206,1.1705734729766846,0.2894129782118787,0.2537242983938784,16,0.0009747435525419013,,201,201
100,64,16,8,RMSprop,42,0.05,simple_BC,0,0.2886722107501118,0.013421297073364258,0.2894129782118787,0.2537242983938784,16,0.0007407674617669335,,42,201
100,64,16,8,RMSprop,201,0.05,simple_BC,16,0.29456949370404617,0.07178831100463867,0.2894129782118787,0.2537242983938784,16,0.005156515492167446,,201,201
100,64,16,8,RMSprop,201,0.05,simple_BC,32,0.27907836693810906,0.07157063484191895,0.2894129782118787,0.2537242983938784,16,0.010334611273769667,,201,201
100,64,16,8,RMSprop,201,0.05,BC_with_evidence,0,0.12220897780792418,4.778722047805786,0.2894129782118787,0.2537242983938784,16,0.16720400040395456,-4.991550445556641,201,201
100,64,16,8,RMSprop,201,0.05,BC_with_evidence,16,0.19311649693778715,4.778371810913086,0.2894129782118787,0.2537242983938784,16,0.09629648127409157,-0.36924850940704346,201,201
100,64,16,8,RMSprop,201,0.05,BC_with_evidence,32,0.1993020674519544,4.784528732299805,0.2894129782118787,0.2537242983938784,16,0.09011091075992433,-0.388694167137146,201,201
100,64,16,8,RMSprop,201,0.05,BC_observed_positive,0,0.286645363398188,1.1276652812957764,0.2894129782118787,0.2537242983938784,16,0.0027676148136906997,,201,201
100,64,16,8,RMSprop,201,0.05,BC_observed_positive,16,0.28332589913017914,1.15761137008667,0.2894129782118787,0.2537242983938784,16,0.006087079081699587,,201,201
100,64,16,8,RMSprop,201,0.05,BC_observed_positive,32,0.29151603749102734,1.1682255268096924,0.2894129782118787,0.2537242983938784,16,0.0021030592791486113,,201,201
100,64,16,8,RMSprop,42,0.1,simple_BC,0,0.28867221075011174,0.013322114944458008,0.2894129782118787,0.2537242983938784,16,0.000740767461766989,,42,201
100,64,16,8,RMSprop,201,0.1,simple_BC,16,0.27555820722287666,0.07167482376098633,0.2894129782118787,0.2537242983938784,16,0.013854770989002063,,201,201
100,64,16,8,RMSprop,201,0.1,simple_BC,32,0.2725714875891736,0.07156491279602051,0.2894129782118787,0.2537242983938784,16,0.016841490622705124,,201,201
100,64,16,8,RMSprop,201,0.1,BC_with_evidence,0,0.18419159611696767,4.771540880203247,0.2894129782118787,0.2537242983938784,16,0.10522138209491105,-5.447536468505859,201,201
100,64,16,8,RMSprop,201,0.1,BC_with_evidence,16,0.2542605387224985,4.780623197555542,0.2894129782118787,0.2537242983938784,16,0.03515243948938024,-0.22080004215240479,201,201
100,64,16,8,RMSprop,201,0.1,BC_with_evidence,32,0.1914597681354504,4.77877950668335,0.2894129782118787,0.2537242983938784,16,0.09795321007642832,-0.47035348415374756,201,201
100,64,16,8,RMSprop,201,0.1,BC_observed_positive,0,0.30150523573678834,1.1275246143341064,0.2894129782118787,0.2537242983938784,16,0.012092257524909611,,201,201
100,64,16,8,RMSprop,201,0.1,BC_observed_positive,16,0.2724614473907805,1.1574928760528564,0.2894129782118787,0.2537242983938784,16,0.016951530821098237,,201,201
100,64,16,8,RMSprop,201,0.1,BC_observed_positive,32,0.25966032434932707,1.1685240268707275,0.2894129782118787,0.2537242983938784,16,0.02975265386255166,,201,201
100,64,16,8,RMSprop,401,0.0001,simple_BC,0,0.2595947633786629,0.12943482398986816,0.2894129782118787,0.2537242983938784,16,0.02981821483321584,,401,401
100,64,16,8,RMSprop,401,0.0001,simple_BC,16,0.25515720388020513,0.14308476448059082,0.2894129782118787,0.2537242983938784,16,0.034255774331673594,,401,401
100,64,16,8,RMSprop,401,0.0001,simple_BC,32,0.2573891441860364,0.14377713203430176,0.2894129782118787,0.2537242983938784,16,0.0320238340258423,,401,401
100,64,16,8,RMSprop,401,0.0001,BC_with_evidence,0,0.24047418933578768,9.519392967224121,0.2894129782118787,0.2537242983938784,16,0.048938788876091044,-1.0486643314361572,401,401
100,64,16,8,RMSprop,401,0.0001,BC_with_evidence,16,0.25314966214177514,9.547261953353882,0.2894129782118787,0.2537242983938784,16,0.03626331607010358,-1.1965446472167969,401,401
100,64,16,8,RMSprop,401,0.0001,BC_with_evidence,32,0.258996370089824,9.545751333236694,0.2894129782118787,0.2537242983938784,16,0.03041660812205471,-1.0352132320404053,401,401
100,64,16,8,RMSprop,401,0.0001,BC_observed_positive,0,0.2595782030761261,2.2584450244903564,0.2894129782118787,0.2537242983938784,16,0.02983477513575261,,401,401
100,64,16,8,RMSprop,401,0.0001,BC_observed_positive,16,0.25865556974337656,2.316917896270752,0.2894129782118787,0.2537242983938784,16,0.030757408468502168,,401,401
100,64,16,8,RMSprop,401,0.0001,BC_observed_positive,32,0.25929156378891954,2.3413519859313965,0.2894129782118787,0.2537242983938784,16,0.03012141442295918,,401,401
100,64,16,8,RMSprop,401,0.0005,simple_BC,0,0.2861237384761648,0.130049467086792,0.2894129782118787,0.2537242983938784,16,0.0032892397357139336,,401,401
100,64,16,8,RMSprop,401,0.0005,simple_BC,16,0.2716068173777105,0.14263534545898438,0.2894129782118787,0.2537242983938784,16,0.01780616083416825,,401,401
100,64,16,8,RMSprop,401,0.0005,simple_BC,32,0.276107891190802,0.14327740669250488,0.2894129782118787,0.2537242983938784,16,0.013305087021076745,,401,401
100,64,16,8,RMSprop,401,0.0005,BC_with_evidence,0,0.2084563614472993,9.574455499649048,0.2894129782118787,0.2537242983938784,16,0.08095661676457944,-0.9153510332107544,401,401
100,64,16,8,RMSprop,401,0.0005,BC_with_evidence,16,0.2495267209858172,9.538071393966675,0.2894129782118787,0.2537242983938784,16,0.03988625722606151,-0.8163728713989258,401,401
100,64,16,8,RMSprop,401,0.0005,BC_with_evidence,32,0.2542404567315693,9.523490190505981,0.2894129782118787,0.2537242983938784,16,0.035172521480309415,-0.7917331457138062,401,401
100,64,16,8,RMSprop,401,0.0005,BC_observed_positive,0,0.285107476669709,2.2542285919189453,0.2894129782118787,0.2537242983938784,16,0.004305501542169743,,401,401
100,64,16,8,RMSprop,401,0.0005,BC_observed_positive,16,0.281806054233159,2.3130109310150146,0.2894129782118787,0.2537242983938784,16,0.007606923978719704,,401,401
100,64,16,8,RMSprop,401,0.0005,BC_observed_positive,32,0.28395615291611265,2.335434913635254,0.2894129782118787,0.2537242983938784,16,0.005456825295766077,,401,401
100,64,16,8,RMSprop,328,0.001,simple_BC,0,0.28865055866390726,0.10593295097351074,0.2894129782118787,0.2537242983938784,16,0.0007624195479714602,,328,401
100,64,16,8,RMSprop,401,0.001,simple_BC,16,0.2760957103074303,0.14304852485656738,0.2894129782118787,0.2537242983938784,16,0.013317267904448427,,401,401
100,64,16,8,RMSprop,401,0.001,simple_BC,32,0.28301333007735735,0.14329218864440918,0.2894129782118787,0.2537242983938784,16,0.006399648134521374,,401,401
100,64,16,8,RMSprop,401,0.001,BC_with_evidence,0,0.18163244759947894,9.538217306137085,0.2894129782118787,0.2537242983938784,16,0.10778053061239978,-0.958235502243042,401,401
100,64,16,8,RMSprop,401,0.001,BC_with_evidence,16,0.2979140977707706,9.521755456924438,0.2894129782118787,0.2537242983938784,16,0.008501119558891879,-0.9705920219421387,401,401
100,64,16,8,RMSprop,401,0.001,BC_with_evidence,32,0.2252400719716802,9.556604862213135,0.2894129782118787,0.2537242983938784,16,0.06417290624019853,-1.0597312450408936,401,401
100,64,16,8,RMSprop,401,0.001,BC_observed_positive,0,0.28684901292927795,2.2550506591796875,0.2894129782118787,0.2537242983938784,16,0.0025639652826007775,,401,401
100,64,16,8,RMSprop,401,0.001,BC_observed_positive,16,0.28857056251015073,2.313234567642212,0.2894129782118787,0.2537242983938784,16,0.0008424157017279943,,401,401
100,64,16,8,RMSprop,401,0.001,BC_observed_positive,32,0.2873257279925587,2.3370778560638428,0.2894129782118787,0.2537242983938784,16,0.002087250219320047,,401,401
100,64,16,8,RMSprop,62,0.005,simple_BC,0,0.28867214015350773,0.01974630355834961,0.2894129782118787,0.2537242983938784,16,0.0007408380583709961,,62,401
100,64,16,8,RMSprop,401,0.005,simple_BC,16,0.28309664655497546,0.14252066612243652,0.2894129782118787,0.2537242983938784,16,0.006316331656903262,,401,401
100,64,16,8,RMSprop,401,0.005,simple_BC,32,0.2879224453535992,0.14249324798583984,0.2894129782118787,0.2537242983938784,16,0.0014905328582795474,,401,401
100,64,16,8,RMSprop,401,0.005,BC_with_evidence,0,0.1388515207774932,9.550762176513672,0.2894129782118787,0.2537242983938784,16,0.15056145743438554,-5.655818939208984,401,401
100,64,16,8,RMSprop,401,0.005,BC_with_evidence,16,0.2947920528518805,9.530614614486694,0.2894129782118787,0.2537242983938784,16,0.0053790746400017575,-1.396813154220581,401,401
100,64,16,8,RMSprop,401,0.005,BC_with_evidence,32,0.23183150355567284,9.551427841186523,0.2894129782118787,0.2537242983938784,16,0.05758147465620589,-0.7786381244659424,401,401
100,64,16,8,RMSprop,401,0.005,BC_observed_positive,0,0.2857810286750187,2.2532811164855957,0.2894129782118787,0.2537242983938784,16,0.003631949536860024,,401,401
100,64,16,8,RMSprop,401,0.005,BC_observed_positive,16,0.28254678077386813,2.3124442100524902,0.2894129782118787,0.2537242983938784,16,0.006866197438010591,,401,401
100,64,16,8,RMSprop,401,0.005,BC_observed_positive,32,0.28820962387548593,2.335968017578125,0.2894129782118787,0.2537242983938784,16,0.0012033543363927923,,401,401
100,64,16,8,RMSprop,42,0.01,simple_BC,0,0.28867221075010924,0.013291358947753906,0.2894129782118787,0.2537242983938784,16,0.000740767461769487,,42,401
100,64,16,8,RMSprop,401,0.01,simple_BC,16,0.2856589428831761,0.14246010780334473,0.2894129782118787,0.2537242983938784,16,0.0037540353287026096,,401,401
100,64,16,8,RMSprop,401,0.01,simple_BC,32,0.28814239870213615,0.14283013343811035,0.2894129782118787,0.2537242983938784,16,0.0012705795097425754,,401,401
100,64,16,8,RMSprop,401,0.01,BC_with_evidence,0,0.15126918196620276,9.567209720611572,0.2894129782118787,0.2537242983938784,16,0.13814379624567596,-1.6201670169830322,401,401
100,64,16,8,RMSprop,401,0.01,BC_with_evidence,16,0.19728356422016557,9.55678129196167,0.2894129782118787,0.2537242983938784,16,0.09212941399171315,-0.6608378887176514,401,401
100,64,16,8,RMSprop,401,0.01,BC_with_evidence,32,0.2271540859875351,9.563002586364746,0.2894129782118787,0.2537242983938784,16,0.06225889222434364,-0.49553585052490234,401,401
100,64,16,8,RMSprop,401,0.01,BC_observed_positive,0,0.2877362580836213,2.254854202270508,0.2894129782118787,0.2537242983938784,16,0.0016767201282574251,,401,401
100,64,16,8,RMSprop,401,0.01,BC_observed_positive,16,0.29267833871575066,2.3125598430633545,0.2894129782118787,0.2537242983938784,16,0.003265360503871939,,401,401
100,64,16,8,RMSprop,401,0.01,BC_observed_positive,32,0.286597163086425,2.337224245071411,0.2894129782118787,0.2537242983938784,16,0.0028158151254537023,,401,401
100,64,16,8,RMSprop,42,0.05,simple_BC,0,0.2886722107501118,0.013315200805664062,0.2894129782118787,0.2537242983938784,16,0.0007407674617669335,,42,401
100,64,16,8,RMSprop,401,0.05,simple_BC,16,0.268222634927669,0.1428065299987793,0.2894129782118787,0.2537242983938784,16,0.02119034328420971,,401,401
100,64,16,8,RMSprop,401,0.05,simple_BC,32,0.28411678896433623,0.143021821975708,0.2894129782118787,0.2537242983938784,16,0.005296189247542493,,401,401
100,64,16,8,RMSprop,401,0.05,BC_with_evidence,0,0.18715169796886982,9.533788442611694,0.2894129782118787,0.2537242983938784,16,0.1022612802430089,-0.39700329303741455,401,401
100,64,16,8,RMSprop,401,0.05,BC_with_evidence,16,0.290789887393643,9.538212060928345,0.2894129782118787,0.2537242983938784,16,0.001376909181764252,-0.38767385482788086,401,401
100,64,16,8,RMSprop,401,0.05,BC_with_evidence,32,0.19154390128420273,9.542847394943237,0.2894129782118787,0.2537242983938784,16,0.09786907692767599,-0.3803755044937134,401,401
100,64,16,8,RMSprop,401,0.05,BC_observed_positive,0,0.29103215060495324,2.2540335655212402,0.2894129782118787,0.2537242983938784,16,0.0016191723930745194,,401,401
100,64,16,8,RMSprop,401,0.05,BC_observed_positive,16,0.28122150651911487,2.314126968383789,0.2894129782118787,0.2537242983938784,16,0.008191471692763852,,401,401
100,64,16,8,RMSprop,401,0.05,BC_observed_positive,32,0.2857498326821541,2.3373517990112305,0.2894129782118787,0.2537242983938784,16,0.003663145529724632,,401,401
100,64,16,8,RMSprop,42,0.1,simple_BC,0,0.28867221075011174,0.013251304626464844,0.2894129782118787,0.2537242983938784,16,0.000740767461766989,,42,401
100,64,16,8,RMSprop,401,0.1,simple_BC,16,0.23058874132617596,0.142714262008667,0.2894129782118787,0.2537242983938784,16,0.05882423688570276,,401,401
100,64,16,8,RMSprop,401,0.1,simple_BC,32,0.26552234353462373,0.14293599128723145,0.2894129782118787,0.2537242983938784,16,0.023890634677254996,,401,401
100,64,16,8,RMSprop,401,0.1,BC_with_evidence,0,0.13123225348333734,9.55038833618164,0.2894129782118787,0.2537242983938784,16,0.1581807247285414,-3.4691357612609863,401,401
100,64,16,8,RMSprop,401,0.1,BC_with_evidence,16,0.2888655198417907,9.608750581741333,0.2894129782118787,0.2537242983938784,16,0.0005474583700880165,-0.10435712337493896,401,401
100,64,16,8,RMSprop,401,0.1,BC_with_evidence,32,0.20256347222180968,9.556549787521362,0.2894129782118787,0.2537242983938784,16,0.08684950599006905,-0.48387253284454346,401,401
100,64,16,8,RMSprop,401,0.1,BC_observed_positive,0,0.276639300281433,2.260303258895874,0.2894129782118787,0.2537242983938784,16,0.012773677930445704,,401,401
100,64,16,8,RMSprop,401,0.1,BC_observed_positive,16,0.28106292216159645,2.317715644836426,0.2894129782118787,0.2537242983938784,16,0.008350056050282273,,401,401
100,64,16,8,RMSprop,401,0.1,BC_observed_positive,32,0.30119200068169405,2.3422999382019043,0.2894129782118787,0.2537242983938784,16,0.011779022469815326,,401,401
100,64,16,8,RMSprop,801,0.0001,simple_BC,0,0.26686050306299186,0.25999927520751953,0.2894129782118787,0.2537242983938784,16,0.022552475148886864,,801,801
100,64,16,8,RMSprop,801,0.0001,simple_BC,16,0.26063555287871143,0.2860286235809326,0.2894129782118787,0.2537242983938784,16,0.028777425333167295,,801,801
100,64,16,8,RMSprop,801,0.0001,simple_BC,32,0.2630267235638978,0.2868835926055908,0.2894129782118787,0.2537242983938784,16,0.026386254647980945,,801,801
100,64,16,8,RMSprop,801,0.0001,BC_with_evidence,0,0.23344835604722752,19.14644169807434,0.2894129782118787,0.2537242983938784,16,0.0559646221646512,-1.635465145111084,801,801
100,64,16,8,RMSprop,801,0.0001,BC_with_evidence,16,0.24928193434905765,19.188137769699097,0.2894129782118787,0.2537242983938784,16,0.04013104386282107,-0.7509118318557739,801,801
100,64,16,8,RMSprop,801,0.0001,BC_with_evidence,32,0.26080560729784114,19.098568439483643,0.2894129782118787,0.2537242983938784,16,0.02860737091403759,-0.7843167781829834,801,801
100,64,16,8,RMSprop,801,0.0001,BC_observed_positive,0,0.266721775508166,4.50881814956665,0.2894129782118787,0.2537242983938784,16,0.02269120270371272,,801,801
100,64,16,8,RMSprop,801,0.0001,BC_observed_positive,16,0.2652964917883783,4.627773284912109,0.2894129782118787,0.2537242983938784,16,0.02411648642350045,,801,801
100,64,16,8,RMSprop,801,0.0001,BC_observed_positive,32,0.2661897037203716,4.682156562805176,0.2894129782118787,0.2537242983938784,16,0.02322327449150713,,801,801
